%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
57674.228   37.003629843452   -5.992700396718    1.2372    1.5561   0.175   43
57925.228   15.139806530113    3.838899604602    0.7172    0.4996   0.156   14
57974.230   84.724464309764 -214.887499199534    0.4883    1.5872  -0.291   62
58022.797   -0.582880568224    1.300500002088    0.7320    1.6567   0.731   64
58036.001   -0.831057352347   -2.398197595710    0.2932    0.7177  -0.089   53
58272.782   -0.825504491839    5.084402403099    0.2030    0.4486   0.063   46
58380.227    0.677296444554    0.000000000000    0.6481    0.3092   0.315   18
58772.228    0.427656896379    0.104302799997    0.3984    0.5133  -0.041   17
58942.891    0.000000000000    1.691301601170    0.2297    0.4932  -0.091   68
