%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
47511.538    5.313513903898    4.976503203125    4.5121    3.9662   0.115    4
48043.320   -4.068921043990   -2.099699997871    5.8793    2.3894   0.521    5
48865.304    0.161277245733    2.923199986071    0.9359    2.8404   0.784    4
49216.170   -1.711656790971    0.092502006055    0.8792    0.9364   0.012    3
49534.544 -158.850371278062 -337.285299593759    0.6323    2.2623   0.507    3
49896.281   -0.025071264989   -2.185297191204    0.6169    1.0225  -0.032   10
49897.395   -0.646738665865    2.111601594379    0.6293    1.6951   0.018    7
50048.999   -1.115822640574    0.000000000000    1.0076    3.0583   0.346    4
50218.252    5.976254952621    4.456101586925    3.6098    4.0195   0.942    4
50253.254    0.295841167513    1.034402387745    1.1227    1.7391   0.363    3
50560.082   -1.970956860918    5.947200006062    2.0148    6.1985  -0.868    4
50749.085   -0.275931739718    7.620001193231    0.9680    4.9068   0.546    5
50765.338   -0.545939656752    2.721301200381    1.5802    1.3488  -0.523    4
51309.086    0.000000000000    0.289601993586    0.1871    0.5747  -0.249   70
52096.083   -0.038554781306   -1.497999599565    0.2894    1.4005  -0.544   22
52306.248   -0.472863821526    1.238601592490    0.5186    0.9908  -0.242   49
53068.250    0.043595780287   -4.195897210479    0.3519    0.8025  -0.470   28
53423.208    2.511232763572   -1.221699605480    4.6148    1.1062   0.291    9
53794.229    1.869786055140   -1.296298799502    1.7704    1.2186  -0.897    4
54046.207   -0.000377984682   -0.441298811893    1.0352    0.9397  -0.838    8
54137.209    0.049392576742    0.156700789944    0.2016    0.4888  -0.309   12
54187.230    0.836237908380   -0.113598014195    0.1359    0.4397  -0.114  124
54207.082   -0.501591001110   -0.098596791531    1.4292    0.9125   0.162    5
54306.232    1.383060560725   -0.130399192244    1.0149    0.9270   0.101    5
54362.229    1.119478555169    1.926100802052    0.8183    1.1290   0.109    6
54564.004    0.008064704544   -0.919299606039    1.3565    1.3602   0.276    5
54601.248    1.193310187868   -0.128797196908    0.2986    0.4583  -0.464   56
55103.208   11.174606257614    0.991202409750    5.4760    0.7356   0.579    8
55334.207   -0.043846738739    0.099601197689    0.3766    0.4343  -0.188    9
55810.065   -0.145147664755   -9.621298804063    1.6321    8.2268   0.775    3
57102.499  -47.482432785826   62.308602002759    3.6201    6.3979  -0.965    3
58440.833    0.724731224070   -0.360899994689    0.1506    0.3399  -0.133   74
59368.228    0.008191730774    0.495899999464    0.5929    0.6038   0.196   11
59634.247    0.379878558506    0.046101592943    0.3992    0.5018   0.306   46
59696.227    7.125213562729   -4.395398400447    0.7040    0.6991   0.034   29
