%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
48179.244   -0.517963927814   -4.490701212490    0.8527    3.0661  -0.143   10
48188.346    0.580953556032   -5.001699611284    0.8547    3.3669  -0.264    8
48357.336    0.142857220630    0.273898791647    1.0170    2.3090  -0.162    5
48406.261    0.262231305231    2.750399997353    1.0195    2.4821   0.204    6
48810.082   -0.609197736921   -2.371701606307    1.0388    1.4948   0.009   14
49184.423   -0.298158616448    5.070297589782    0.4701    0.7131   0.035   18
49541.751    0.000000000000   -0.277999217246    0.1843    0.2142   0.157  173
49611.418    1.371213696821    0.309700783419    0.3169    0.5798   0.112   11
50242.333    0.584740547795   -0.651801607887    0.1681    0.3387  -0.123   64
51115.712   -0.047184454932   -0.798400807867    0.8792    1.3163   0.460    5
51732.286   -0.300540430775    0.660398379182    0.1488    0.1810  -0.159  102
53201.256    0.136039033506    0.702197979763    0.1025    0.1769   0.018  130
53304.224    0.328680669357   -0.301600817920    0.1767    0.4052  -0.026   18
53551.250    0.228465041673    2.003399993100    0.1553    0.3375  -0.226   92
53647.208   -0.187662445029    0.023097581447    0.7232    0.7080   0.388   16
53913.205   -0.087662379514   -0.995601604359    0.2343    0.6813  -0.013   19
53984.210   -0.272833900324   -0.405799221426    0.2559    0.3672   0.096   10
53992.249    0.026192206211    0.118299584528    0.1331    0.2046   0.083   87
54326.208    0.047402600894    0.278798398767    0.2950    0.4690   0.114   11
54571.207    0.012231159901   -0.085500016667    0.1600    0.4232   0.024   17
54669.207   -0.049566269258    0.000000000000    0.3279    0.8142   0.016   10
54907.207    0.000758417105   -0.330001216753    0.1926    0.5232  -0.195   13
55187.208   -0.108223430074    2.383797581729    0.4165    0.5731  -0.524    5
55271.208    0.819049760406    1.824800381200    0.3830    0.8351   0.636    9
57291.501****************** 7585.370499577948  122.4369   59.5598  -0.856    3
57345.580 -460.586930703771-1115.771702410484   17.6690   14.2719  -0.297   19
58272.782   -0.057683144630    4.045798780794    0.1362    0.1506   0.057   81
58618.228   62.107718388812 -131.714499607938   55.8634   80.0556  -0.644    4
