%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
47919.244    0.491594061666    0.786002405562    0.9060    1.5790  -0.488    9
48179.244    0.082853273538   -7.173799193083    0.7705    3.4487  -0.145   14
48188.346    1.056591174906   -8.682796791959    0.7272    3.8086  -0.218   17
48497.253   -0.535844445981    1.111302000822    0.6171    0.8567  -0.279    7
48853.258    0.231161193622    0.059101191141    0.8077    1.7150  -0.399   26
49184.423   -2.307933954635    1.909702808689    0.3695    0.5795  -0.118   18
49694.334    0.120189530391   -0.335700005394    0.4319    0.4960  -0.043    9
50003.416   -0.157066737161   -0.198899994075    0.1772    0.2267  -0.320  107
50242.333    0.135171070045    0.254203186500    0.1233    0.2442  -0.110   90
50255.288   -0.252943513097    0.294602409667    0.3036    0.3174  -0.268   29
51073.711   -0.627688891399   -1.296000004913    1.2776    3.0653   0.332    3
51120.168    0.933981727415   -2.457799212152    0.2840    0.4725  -0.228   35
51687.087   -0.240843770388    0.738899987596    0.0754    0.1570   0.206  459
51927.334    0.382810039337   -3.043699206273    1.0589    1.8967   0.389    4
52543.244    0.271492673664    1.121302807405    0.1743    0.3414   0.331  234
53276.205   -0.327037969558    0.107902806690    0.2271    0.3543  -0.065   18
53346.228    0.000920929927    0.056102399526    0.5419    0.6307  -0.207   11
53612.206   -0.144621370613    0.257101194734    0.2269    0.4015  -0.319   23
53696.203    0.636212602518    1.619503200345    0.3054    0.5163   0.203   12
53955.205    0.786481311014   -0.767599206597    0.4901    0.4880   0.014   17
54088.207    0.173544434227   -0.372599998855    0.1806    0.2764   0.074   36
54291.206    0.000000000000    0.021401990580    0.2017    0.2348  -0.247   12
54676.209   -0.163405637139    0.416203187115    0.1842    0.3200  -0.231   23
54739.207   -0.235771581385    0.000000000000    0.5374    0.2320  -0.001   36
54937.249    0.119381948104   -0.226497604672    0.2382    0.3679  -0.094   21
55216.209   -0.117426740609   -0.220399212481    0.1849    0.1991   0.008   29
55320.207   -0.129985533402   -0.066600011905    0.2312    0.2243   0.135   20
57974.230   79.168079444752 -157.907898008602    1.4653    0.8675   0.280   20
58216.836   -0.870604125288    0.163202392400    0.1603    0.2056  -0.095  106
