%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
49547.332    0.084703479152   -0.665899182195    0.3094    0.2978   0.016   36
49576.501    0.235808742216   -0.253400398265    0.4658    0.4259   0.194  126
49750.334   -1.612548775160    1.807498816220    1.8993    1.5526  -0.230    4
49750.334   -0.271048255310   -0.229298385079    0.3049    0.3911  -0.068   36
49751.415   -0.355751734462    0.060300001792    0.5720    0.5940  -0.453   12
49783.086    0.205045354569   -0.464000396505    0.2730    0.3156   0.117   11
49790.168    3.492471371039   -2.726701194433    3.2697    2.4347   0.194    5
49790.168   -0.451242774055    0.551098801793    0.4206    0.3867   0.021   23
49800.417    0.412965469638    0.430700416132    0.4718    0.4918   0.188    9
49805.249   -0.261140930498   -0.280198801761    0.2736    0.2889   0.010   31
49821.419    1.508508183343    1.245999604294    1.0272    1.0779   0.214    5
49828.421    0.854379518162    1.031601607338    0.9477    0.9112  -0.228   25
49828.421    0.146631099873    0.711900017336    0.6775    0.6814   0.500   20
49869.336   -0.315717665272   -0.278899182149    0.3821    0.9362  -0.220   14
49876.331    0.226219793545   -0.123998398749    0.0784    0.0803   0.002  632
49897.332    0.655168170642    0.255700817320    0.8023    0.9481   0.798   10
49939.333   -0.370455468613   -0.344901579297    0.3300    0.3043  -0.092   52
49993.167    0.188343225542   -0.081698385657    0.1374    0.2022  -0.566  506
50059.419   -0.157579783388   -0.175701603666    0.1092    0.1095  -0.478  523
50153.877   -0.357270630123   -0.282801596541    1.7454    0.7865   0.183    4
50177.333    0.022933056991    0.478000819726    0.3285    0.4096  -0.198   30
50197.250    0.046347466441   -0.195598801156    0.2487    0.3805  -0.226    8
50287.083    0.318594388028    0.116398820182    0.2308    0.3163  -0.077    7
50346.323    0.080068138380   -0.016898380295    0.2826    0.4431  -0.227    3
50395.322   -0.590682094291   -0.235799987536    0.1689    0.1000   0.043  288
50396.333    0.013823498522   -0.390898782143    0.1784    0.1035   0.023  257
50399.164    0.091335198037   -0.016401600078    0.0728    0.0771   0.306  453
50401.323   -0.198411618921   -1.286701203185    0.0853    0.2226  -0.004  527
50402.323   -0.311243447574   -0.570700785829    0.1402    0.1371   0.546  501
50403.335   -0.333936727704    0.206398814839    0.1423    0.1043   0.046  300
50471.272   -0.950829447171   -0.012801586990    0.3710    0.4039  -0.206    3
50477.251   -1.092986274839    0.117698414215    0.6875    0.3726  -0.056    4
50483.168    0.755133427933    1.437901215695    0.8250    1.1446   0.586    3
50527.272    0.176356998823    0.387799207147    0.4559    0.6909  -0.104    7
50539.172   -1.006685355253    2.174000397304    0.2157    0.2863  -0.409  117
50555.272    0.181312568979   -0.344699986954    0.4567    0.5302   0.213   11
50575.251   -6.336728536470   -3.573399598622    2.5888    1.2107   0.814    3
50583.272    0.955303719376   -0.391298385694    0.7285    0.5157   0.196    3
50588.082    0.550009474083    0.267001217935    0.1110    0.1745   0.174  254
50617.251    0.484723723641   -1.208300403732    0.9594    0.7601  -0.382    4
50639.272   -0.693125191167    0.192301214952    0.9477    0.7351  -0.074    3
50645.251    0.296938596595   -0.536299197051    1.0283    0.8839  -0.289    3
50653.272    0.816662165483    0.164300419669    0.8331    1.0382  -0.692    4
50654.331    0.727645591706   -1.676998789435    0.1062    0.1378   0.071  202
50681.272    0.016381845136    0.012600020227    0.3024    0.4610  -0.111   13
50695.272   -1.341260742989    0.655801198945    1.3166    2.8041   0.862    3
50700.090    1.065256863016   -0.288298792839    0.3520    0.1982  -0.075  125
50701.251    0.029006731888    0.873201619811    0.9342    0.8945  -0.378    3
50715.251    0.405614529184   -0.880300785866    0.9556    0.7474  -0.574    4
50728.167   -0.639984882768   -0.781700387620    1.0697    0.9576   0.422    5
50742.167    0.993818892905   -0.069800395863    0.9778    1.0898   0.555    5
50743.251   -0.526915294018    0.435301203083    0.5119    0.5436  -0.270    7
50751.272   -0.208320905990    0.162201618537    0.2205    0.3298  -0.186   27
50771.252    0.884983744991   -0.627299991152    0.6954    0.4409   0.281    4
50785.252   -0.509735628032    0.498898816659    0.6826    0.6178   0.091    3
50793.272   -0.277520867885   -0.842698787551    0.3384    0.4461  -0.115    5
50800.340    0.069840529677    0.142099196410    0.0825    0.0909  -0.093  214
50805.085    0.232932073967   -0.163101583439    0.1360    0.2013   0.076  107
50813.168   -0.284073987489    0.470700010169    0.5733    0.5565  -0.529    4
50826.171   -0.285911204785    0.002001598887    0.3082    0.4189   0.142   21
50840.167   -0.308685100959    0.366098396398    0.3930    1.0161   0.025   15
50854.079    1.874408927228   -0.448300801281    0.8742    0.2516  -0.532   62
50868.167   -0.344565181835   -0.016099198774    0.5032    0.3986   0.088   23
50869.252    0.140958270405    1.122098407791    0.5695    0.7525   0.015    5
50884.271    0.621765820336   -1.470398382253    0.6316    0.7279  -0.532   10
50898.271    0.082465361921   -0.529898403556    0.3065    0.3206   0.042   24
50912.271    0.227339751528    0.268599606557    0.2734    0.2880  -0.027   13
50926.271    0.198012790257    0.257799618453    0.1867    0.2533  -0.104   38
50937.999   -0.126254427240   -0.261799183932    0.4437    1.1243  -0.659    4
50939.252   -5.473718904546    7.885900802762    2.7933    3.1168  -0.959    6
50940.271    0.357669567802   -0.194900403017    0.3263    0.4136   0.243   17
50953.252   -0.269771044259   -0.726299992948    0.7447    0.9209   0.281    6
50954.271    0.194257739621    0.206600407182    0.2951    0.3942   0.440   17
50967.252    3.268328626158   -2.614701594439    5.8845    4.5094  -0.984    3
50981.252   -1.747834161590    1.064901613290    5.0672    5.4026  -0.946    3
50982.271    0.247236924946    0.120099616652    0.2355    0.3574  -0.408   15
50994.167   -1.774284454612    2.054998807921    1.3993    1.2398   0.060    3
50995.252   10.204528586005  -14.843098782080    7.7833   11.2704  -0.992    3
50996.271    0.786696544178   -0.065998790433    0.3357    0.5021   0.030   12
51024.268   -0.030924510720   -0.364499982197    0.3309    0.4896   0.114   26
51052.271   -0.165809051722   -0.610801188827    0.3536    0.5502   0.445   12
51065.252   -0.000479444708    1.084600799572    0.5427    0.8435  -0.199    8
51079.249   -0.756970645228   -0.013899588680    5.4677    1.9637  -0.927    3
51080.717   22.967481677428 -112.462300796778   91.4308  141.3614  -0.328    4
51088.084   -0.053778913924   -0.514598386303    0.1656    0.1672   0.017   94
51093.252    1.299468110291   -7.445599183598    2.7240   11.1092  -0.937    3
51094.271    0.080787305443    0.033098413610    0.1960    0.2057   0.044   45
51107.252   -1.476225845527    0.383601604881    3.2197    1.3991  -0.762    6
51108.271   -0.272246921588   -0.561999598858    0.3864    0.4410  -0.268   10
51122.268    0.082465361921   -0.062899189857    0.1680    0.2305  -0.004   34
51123.353   -0.358148958003   -0.285400784605    0.4690    0.6229   0.284   24
51130.457    0.558160088629    0.352800003611    0.3650    0.3494   0.027   20
51135.249    7.535911105578   -1.527598783468    3.9046    2.5300  -0.148    4
51149.249    0.805155383472   -0.296999979810    0.6219    0.6794   0.181   12
51163.249    0.438616034062    0.814701598983    0.4247    0.7593  -0.074    8
51164.271   -0.048664128445   -0.110498388040    0.3095    0.3947   0.460   16
51177.249    0.883545410866    0.378698416625    1.0824    1.1045  -0.127    5
51191.249    0.094850526318    0.260398806518    0.6440    0.6646   0.490   12
51192.272    0.459393443109   -0.429001192970    0.2254    0.2789  -0.184   29
51206.272   -0.041631564132    0.277300819107    0.6103    0.6308  -0.237    9
51219.249    0.777427824892    1.061301600203    1.0902    0.9598   0.629   11
51233.249    1.665288292639   -0.992401194821    2.8264    2.7076  -0.946    3
51289.249    0.679859791141   -0.220899599412    0.4157    0.6251  -0.086    9
51331.249    3.286469089310    8.632000816533    3.4103   10.8874   0.979    3
51345.249    0.888980480237   -0.485600398292    0.6010    0.6012  -0.172   19
51359.249   -0.365900689378    0.618501601934    1.3666    1.4689   0.576    6
51373.249    0.038994618237   -0.616298385125    0.2602    0.3351  -0.168   18
51415.249    4.378494566984   -3.109600794460    2.7627    3.2893  -0.874    3
51429.249   -1.275656670913    0.277801206039    1.2260    1.3653  -0.205    3
51471.250   -2.845375215664   -0.992800798372    1.1199    1.2038   0.091    3
51477.083    3.108192403905   -0.445600778676    0.4218    0.4324  -0.252    3
51542.269    0.518045512409   -0.156599980983    0.5578    0.6679  -0.125    3
51575.072   -0.171723565801    1.184799612020    0.2276    0.2704  -0.057   55
51625.250    0.250353370057   -0.006199201152    0.2078    0.2221  -0.030   24
51653.246    0.156939270113    0.335199618462    0.1886    0.2254  -0.029   22
51675.267   -0.732998137284    0.846000006050    0.3496    0.4482  -0.541   20
51704.001    0.026849230701   -0.243601184025    0.2309    0.4729  -0.193   26
51723.246   -0.141917105314    0.220399212481    0.2250    0.2412   0.040   17
51736.227    0.570625814563    0.111599996444    0.3320    0.4085  -0.595   21
51738.266    0.000000000000   -0.172299601786    0.3778    0.4939   0.634   26
51778.224   -0.198411618921    0.084200397055    0.3334    0.4153  -0.565   24
51780.273   -1.029459196920   -0.886499987018    0.3185    0.3660   0.717   46
51794.708-1236.715373457356 1554.507698398311   44.4878   39.6156  -0.192    8
51806.228    0.251711142644    0.035798410636    0.1902    0.2758  -0.486   41
51808.266   -0.408491197433   -2.297199588952    0.3368    0.6166   0.431   65
51813.226   -0.292305163572    0.761500814406    0.3087    0.4333  -0.550   28
51834.162   -0.388594024015    1.921600798482    0.1330    0.1902   0.047   60
51836.266    0.044349126071   -0.436899591705    0.2480    0.3643   0.401   59
51848.228    0.541697736463    0.196599600599    0.1868    0.2286  -0.149   21
51850.266   -0.117305991844    0.657698407736    0.3286    0.5055   0.505   32
51861.709 -693.972789126675  146.312600409715   37.2285   22.9741   0.005    6
51876.228   -0.014302943230    0.352198807718    0.2118    0.2529   0.002   22
51890.228    0.765840481344    0.988099202459    0.5824    0.6143  -0.086   26
51892.266    1.637321011704    1.783299600788    0.3483    0.3688   0.743   74
51920.266   -0.009028996933   -0.748799985217    0.4060    0.5030   0.378   47
51932.224    0.985029618326   -0.414500382817    0.1176    0.1748   0.120   12
51934.266    0.229017862514    2.208301202700    0.8571    0.9410   0.306   79
51948.266   -0.550488864284    0.026200814318    0.2551    0.4025   0.647   84
51962.266    1.314331059766    3.443500818889    0.2716    0.4602   0.664  124
51967.168    0.050422800967   -0.328298386876    0.2568    0.6349   0.561   20
51974.224    0.254428704583    0.802900811436    0.1606    0.1496   0.449   41
51976.266    0.047225848827   -0.090601190550    0.5368    0.8053   0.292   72
51981.080   -0.073275241915    0.334900798293    0.0714    0.1072  -0.188  631
51990.266    3.638145489246    1.211500813270    0.3528    0.7022   0.511   52
51995.223   -0.617930208164   -0.271400386964    0.3999    0.2870   0.333   22
51996.274    0.137922386831    0.189900012515    0.2166    0.2790   0.300   22
51997.264   -0.097807756104   -0.265701598323    0.3441    0.2958   0.300   20
52004.266    0.124258049127   -1.146398381024    0.2728    0.9829   0.449   80
52016.228   -0.736594027102   -1.412301597270    0.1731    0.1550   0.520   35
52018.266   -0.745624931785   -3.522499181940    0.2888    1.0922   0.328   81
52032.266   -1.777239776649   -0.430700390552    0.7041    0.5417   0.684   85
52037.226    1.988197683041    2.250900010381    0.3878    0.5502   0.340   22
52044.228    2.984973805731    0.561600020887    0.2811    0.2913   0.183   31
52046.266    0.858934297396   -1.362200387689    0.6000    0.4065   0.207   54
52051.226   -0.031484462458   -0.060598796381    0.1635    0.2570  -0.018   43
52060.266    0.217031581288   -0.317800800076    0.1898    0.2042   0.170   56
52072.228    0.066724084567   -0.236901595940    0.2086    0.3095   0.089   52
52074.266   -0.093732421578   -0.433101592989    0.1950    0.2270  -0.089  173
52074.708  673.538399875397 -189.356399999951   39.9059   38.1485  -0.205    8
52081.264    0.036758463263    0.127299617247    0.1907    0.2620   0.097   26
52086.225   -0.345602725039   -1.892800796099    0.5091    0.4823   0.302   55
52088.266    1.773643941337    0.206200803632    0.8049    0.5390   0.422  198
52094.267   -0.020376618126   -0.161899191653    0.2593    0.3104   0.257   53
52100.225    0.693524128846   -0.208198795804    0.4474    0.4121   0.228  114
52102.266   -0.202007508739   -3.167899197365    1.8172    2.3562   0.790  221
52107.226   -3.950905870224   -0.575701201910    0.4949    0.6356  -0.090   12
52109.268    0.266493530582   -0.606499196465    0.1363    0.2228  -0.139  123
52116.263    1.674877295817    0.540000019100    0.3569    0.9032   0.084  184
52123.265    0.106836753037   -0.401799579208    0.0922    0.1862  -0.289  120
52130.266   -0.954503936270    1.046998801257    1.0332    0.9372   0.318  135
52135.223   -0.473855547156   -1.397700003736    0.8979    1.0195   0.866   15
52137.268    0.015741331862    0.000799207100    0.0958    0.1665  -0.255  127
52142.228   -0.134245935476   -0.091101603061    0.3181    0.3025   0.628  112
52144.266    1.082118152861   -1.094500797194    0.4920    0.8382   0.509  172
52149.227    0.104999535741    0.458798413661    0.1630    0.3176   0.062   44
52151.268    0.081587034042   -0.353300390543    0.0891    0.1640  -0.191  117
52158.266   -1.077722534443   -0.796701584704    0.4326    0.7951   0.387  223
52163.227   -4.374340578670    0.744098414884    0.2690    0.2423   0.335  107
52165.265   -0.114987367583   -0.165599988122    0.1137    0.1930   0.137  119
