%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
49750.334    0.175173251540   -0.121399210684    0.2861    0.7302   0.140   36
50177.333   -0.767484257271    0.011102389408    0.3049    0.4635   0.138   36
50305.832    0.044801961802    0.240800403617    0.3195    0.5953  -0.132   90
51073.711    0.125728833703   -0.385297195749    1.5084    1.8109   0.334    3
51393.082   -0.144092796994   -0.148996795701    0.3913    0.1995  -0.511  175
51774.246    0.553568203257    0.122803194813    0.6539    0.7986   0.025   13
51967.168    0.294239909431    0.047401186976    0.2417    0.6561  -0.465   24
53108.205    0.202315970932    0.057600004766    0.1675    0.1882   0.163   76
53131.252   -0.209075015860   -0.440499604792    0.1140    0.1320   0.106  100
53411.253    0.201812249809    0.463100406023    0.1089    0.1757   0.048  133
53535.204   -0.123205401407   -0.252997187999    0.2218    0.2883   0.015   19
53780.207   -0.046414838174    0.325101609633    0.2284    0.2001   0.008   23
53851.229    0.275372233619    0.004100400020    0.1195    0.1786   0.279  103
53871.205   -0.335712005052    0.282700787579    0.5602    1.1677  -0.397   11
53928.228    0.230366845814   -0.042497998720    0.2186    0.2060  -0.334  175
54208.207    0.122197959160    0.153802807290    0.1506    0.1748  -0.089   38
54270.208   -0.362956437446    0.343702794225    0.1635    0.1651  -0.124   49
54559.230   -0.057516035414    0.253501207226    0.1991    0.1561  -0.214  124
54634.209    0.091320930618    0.251600391721    0.1099    0.1849   0.007   45
54643.249   -1.378265774578    2.336702402772    0.6985    0.9722  -0.718   22
54657.249    0.086274048819    0.547401612039    0.1862    0.2076   0.115  105
54991.208    0.013118499375   -0.109897192146    0.1053    0.1313   0.085   64
55089.208    0.307762843172    0.132101996542    0.1357    0.1761  -0.101   49
55154.248    0.119170797137   -0.057099592254    0.0868    0.1351   0.017   94
55397.209   -0.765667963499   -0.413899212504    0.9502    1.0821   0.285   18
55421.271   -0.145504665004   -0.083098788650    0.1889    0.2217   0.011   41
55456.269   -0.125423703301   -0.135298799364    0.3364    0.5173   0.111   14
55666.270    0.253474969540   -1.017597602981    0.7395    1.2107   0.170   10
55761.206   -0.508260102691    2.224303199228    0.3181    1.3612  -0.310    5
56022.268    0.659012649253   -0.178297210596    0.6702    1.0843   0.003    8
56125.207   -0.167198503079    1.911301197310    0.3179    1.0255   0.294    4
56191.269   -0.163263194170   -0.274697998748    0.2594    0.3391   0.076   13
56258.205    0.264573749139    0.152002800746    0.1720    0.1596  -0.054   21
56328.209   -0.051662719731    0.081601208990    0.2367    0.5331   0.076    7
56391.207    0.143891788632   -0.344599203572    0.1494    0.2048   0.003   13
56427.228   -0.195554516967    0.108500395868    0.1863    0.2641  -0.229   20
56470.251    0.026941719633   -0.164199610708    0.2884    0.2834   0.066    9
56611.270   -0.284553006444    0.234302407875    0.4029    0.8831   0.306   15
56618.272   -1.804388137118   -0.715399195883    0.6668    0.6743   0.055    9
56636.206    0.036124910100    0.226202391218    0.1590    0.2598  -0.118    9
56821.271   16.783582795615    5.361800398873   10.2868    2.9315   0.988    3
56834.248   -0.263764897614    0.737600393563    0.0941    0.1102  -0.149  233
56877.271    0.030475020420    0.861501590066    0.3937    0.5941  -0.146    7
56904.248   -0.325015233574   -0.055497596918    0.1273    0.1329   0.303  181
56975.271    1.133167553017    0.342403200193    0.7926    0.6086   0.738    7
56995.250    0.159734737269    0.481301987065    0.1012    0.1465   0.050  255
56996.269    0.424812207532    0.235101589396    0.1882    0.2334   0.326   22
57045.271    0.008376756582   -0.016498802324    0.1445    0.1579   0.018   17
57046.458    0.104538716751   -0.155498398158    0.3279    0.2318  -0.416   39
57071.226  -11.886747686889    4.363001991692   34.9691   10.5854  -0.994    3
57122.270    0.321687776432   -0.823798808369    0.4356    0.5332  -0.548    3
57133.209   -1.622254840891    0.810100812032    0.5183    0.7558  -0.741    3
57136.273   -1.004813574017    0.488602796622    0.2743    0.3885  -0.306    7
57150.270    0.424812207532   -0.147499190462    0.2504    0.1904  -0.430   21
57157.268   -0.424911502893    0.564299992334    1.3616    0.4895  -0.011    5
57178.270    4.337517729032    0.812300396547    1.1967    0.4085   0.572   10
57184.581  878.716428706782 -314.469799192807   30.1175   19.7618  -0.352    6
57185.268    2.779942394247    1.845601201467    2.9856    1.0742   0.916    6
57192.270   -0.055900741401    0.525402006701    1.0479    0.6432   0.809    5
57213.272   -3.167719118548   -7.318198808548    0.3029    0.5142   0.625    6
57241.268    0.838624922221    0.989002799656    0.5531    0.7534  -0.179    6
57252.207   -1.119341915118    1.225702803254    0.2266    0.2397  -0.159   14
57266.207    0.541963284893   -0.523699202404    0.9765    0.3467  -0.397    4
57269.272   -2.506991888525    0.624801612048    0.2112    0.2229   0.085   25
