%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
50065.333   -0.706541457924    0.456897601353    1.0329    1.7289  -0.613    7
50459.832   -0.015194481474   -0.831099598742    0.2847    0.5448  -0.476  107
50575.751   -0.385373890036   -0.633700797437    0.2336    0.5085  -0.293   63
51393.082   -0.046477225496   -1.062701999999    0.2151    0.6547  -0.289  146
52291.250    0.040517262435    0.000000000000    0.3025    0.5401  -0.387   30
53108.205    2.775369680465   -2.990800797420    1.9765    1.3207  -0.881    4
53131.252    0.047520986204   -0.871300797911    0.1468    0.2885  -0.435   69
53488.251   -0.057202598379   -1.540501198605    0.2134    0.3653  -0.251   93
53535.204    0.000000000000    0.021600001787    0.4883    0.6120  -0.406    6
53642.248   -0.642188610957    0.113900402710    0.1583    0.3738  -0.541   68
53913.205    0.692837627694    1.341799199750    2.6863    2.3057   0.123    7
53990.207    0.592879859381    0.033998400895    0.4608    1.0254   0.101   23
54187.230    0.176373408182    0.144399602675    0.1423    0.2899  -0.426  153
54264.229    2.053333578574    1.500800402354    1.4540    1.7212  -0.405   10
54621.228   -0.116042779270   -2.219399998182    1.0774    2.0053  -0.588    7
54741.249   -2.024285490460    1.131397199927    1.7727    3.3483   0.235    5
55174.227    1.298677515866    0.029700002457    1.0607    1.3813  -0.023   13
55210.248   -0.355728728526   -5.882900397225    1.4781    5.4202  -0.289    6
55412.228    4.511257340264   17.595198002596    6.6655   28.4347   0.975    4
55545.241    6.845094699472   22.258998001590    2.8936    9.6463   0.749    3
57360.833  351.983199932166 -170.167600797555   54.9632   66.8610  -0.909   18
57361.647  211.116600606307  -51.113501997335  149.1134   71.2731  -0.199    3
58143.856   -1.812310615747    1.169100000808    0.1523    0.2902  -0.359   92
