%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
50084.998   -0.365891187201    2.098699198427    1.2001    2.2801  -0.752   19
50155.831   -0.418869595977   -1.370498402764    1.3454    1.6390  -0.303   31
50459.832    1.894789819738   -1.227999602804    0.5159    0.6883  -0.425   68
51939.084    0.378108202651    0.460699203586    0.1614    0.2553  -0.056   68
52809.248   -0.164692670391    0.277898408285    0.1816    0.3790  -0.071   63
56749.229   -0.078779060301   -0.133498792820    0.0890    0.1518   0.094  131
56896.227    2.597065995445    3.225499202131    0.4763    0.3954  -0.107   19
56931.229    0.377696475187    3.581701207622    0.5848    0.6800   0.079   26
56959.229    0.511509304986   -0.123199191648    0.2416    0.3169   0.003   40
57009.250    0.338031804743    2.423001600960    0.4204    0.4222   0.258   44
57057.230    2.758741577913   -1.788901199973    0.2994    0.2885   0.074   54
57121.251   -1.295719994809    0.966801601976    0.2355    0.2400   0.134   83
57126.207   -0.197081148561   -1.181901590996    0.1955    0.2501  -0.136   12
57149.251   -1.158886706876   -1.879099193047    0.3258    0.4484  -0.108   54
57239.208   -0.445355430153   -0.290901600408    0.1618    0.1295   0.080   60
57287.206   -0.272154661693   -0.783399597992    0.1054    0.1198   0.113   49
57357.209    0.240589732066    0.368999998557    0.1125    0.0981  -0.076   95
57420.208    0.917200158312    0.115401601875    0.1196    0.1694  -0.039   45
57500.271    4.949154805597   -1.457899196566    0.2443    0.2962   0.288   65
57563.269    0.969078380378    1.819900799660    0.2016    0.2881   0.183   42
57626.271    6.868783549659    8.319099597998    0.1695    0.3212  -0.242   41
57693.207    0.086875430908    2.919999602113    0.2073    0.2151  -0.031   25
57777.207 1769.081373971467 -606.873499191352    0.0912    0.1004  -0.103   59
57924.209   -0.644086858778   -0.409100401555    0.9609    0.2391   0.006    9
57994.209    1.903297917807   -0.054399595228    1.9782    0.4253   0.806    4
58057.207    0.109520722235    1.152900009060    0.1482    0.1586  -0.055   34
58162.206    0.303584689256   -0.029901597998    0.2612    0.2434  -0.215    6
58235.270   -1.392065250987   -4.907199600268    0.4522    0.6342   0.305    8
58312.269    0.320739064054    0.129099598212    0.4934    0.3882  -0.246   12
58403.271    0.314563152106    0.155098807397    0.5700    0.4224   0.429   14
58491.208    0.443023431266   -0.057200401216    1.1346    0.2526   0.399   21
58501.271   -0.483373097128    0.217101600697    0.2264    0.3221  -0.151   68
58613.271    0.248274281593    0.736300799531    0.2657    0.2591   0.280   25
58774.270    1.400573349057    0.882601204921    0.6241    0.3141   0.704   31
58781.272   -0.636537398549    0.209098799075    1.0345    0.3664   0.407   18
58787.269   -0.434238695030    0.228801604862    0.3610    0.2278  -0.159   35
58795.272    0.320465702482   -0.447800401560    0.3093    0.4010   0.633   53
58809.272    0.873283217555    0.195400802738    0.3410    0.2405   0.233   42
58814.272   -0.315248241141    0.000000000000    0.1452    0.2538   0.254   55
58830.270   -0.707216905266    0.148100399144    0.3309    0.2785   0.110   26
58837.272   -0.042546669070    0.419299206555    0.2233    0.3113   0.026   20
58844.270    0.753057487659    0.794901603740    0.3795    0.4962   0.178   10
58858.270   -0.329523800290   -0.753400797748    0.2349    0.2260  -0.098   40
58865.272   -0.325818159504   -1.123099194444    0.3922    0.6605   0.445    9
58872.270    0.104718264951    0.011599207994    0.1471    0.2321  -0.117   41
58879.272    0.150832208916    0.072000005957    0.1720    0.2162  -0.020   45
58886.270   -0.078779060301   -0.692499600063    0.2585    0.3108   0.283   29
58893.272   -0.284094945360   -0.223898391027    0.9940    0.4387  -0.306    9
58935.268    0.184729231048    0.181501201268    0.3757    0.2708   0.344   20
58942.270    0.079737698142    0.683899196474    0.1788    0.2865   0.114   37
58948.271   -0.026212472605   -0.534999603019    0.2589    0.3964  -0.016   14
58962.271    0.027174293423    0.139798802934    0.1748    0.2493  -0.044   58
59026.270   -0.365067732274   -0.717199202427    0.3764    0.5458  -0.168   30
59032.271    0.000000000000   -0.414899999157    0.4634    0.5333  -0.221   13
59040.270   -0.211080069544    0.024598806192    0.2082    0.2624   0.071   48
59061.269   -0.244018641069   -0.327499192565    0.2676    0.2696  -0.107   33
59075.269   -0.108423812120   -0.340199996174    0.4935    0.5370   0.095   12
59089.269    1.416495818059   -0.937598402118    0.5073    0.5121  -0.226   11
59096.271   -0.204080609052   -0.447998399977    0.6615    0.4155   0.238   15
59110.271   -1.345539579559    0.851500809063    0.9051    0.5935  -0.183   14
59201.269   -1.136241415548   -1.937300393706    0.6904    1.6567   0.241    3
59206.269    0.491607833627   -0.828799198871    0.5074    1.1424   0.647   19
59480.083   -0.613618745650   -0.258901201278    0.2547    0.5011  -0.115   49
59494.251   -0.025800745142    1.310799596865    0.6095    0.8959  -0.390   33
59835.208    0.089484161578    0.543898801197    0.5376    0.4411   0.055   17
