%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
48649.255    0.317988849594   -4.361702400857    1.1668    3.3901  -0.067    6
49064.164    0.014495910813   -0.294901201059    0.6225    2.4261   0.092   10
49667.419    0.452476123579    2.786299200963    0.4798    1.1216  -0.148    7
49914.167   -0.241926471879    0.237700799843    0.4644    0.8670  -0.277  131
50413.168    1.017025009456    0.736700399884    1.5507    1.5524   0.283    5
50459.832    0.190674256043    0.273297598952    0.1512    0.2644   0.059  114
51309.086   -0.009862397374   -0.136799998529    0.0650    0.1637  -0.196  248
52096.083   -0.041540419371    0.410997600753    0.0888    0.1845  -0.313  142
52353.230    4.689872325414   -3.316302001011    4.7609    3.7569  -0.946    6
52430.228    3.984262474112   -3.366399600679    3.3589    2.7523  -0.675    8
52619.230   -0.768370626729   -1.260399599090    0.9231    2.8476   0.810    4
52676.249    0.421095786831   -0.378302400605    1.6495    1.5596  -0.266   21
52752.229   -0.317985282060    0.253900801184    1.3708    1.0190  -0.330    9
53068.250   -0.860865576689   -0.948002399781    0.1636    0.3362   0.084   75
53248.205    1.100407100980   -0.510602398762    0.5252    1.1023  -0.344    8
53409.204   -0.224443107914    0.071099999488    0.2950    0.2869   0.023    8
53416.206   -0.212787565913    0.706399201533    0.3831    0.3637  -0.024   14
53437.204    0.297966420562    0.771098401131    0.1910    0.2590   0.103   21
53773.205    0.000000000000    0.145998000889    0.1112    0.2252  -0.158   25
54110.206   -0.008965825061    1.293800401214    0.1498    0.2769   0.006   36
54172.208   -0.022263910779    0.316400400280    0.3645    0.2891  -0.638   22
54501.206    0.101313741646   -0.255801600701    0.2552    0.2987  -0.104   14
54564.208    0.312010477685    0.399797999506    0.1055    0.1955  -0.069   49
54571.207    0.344886324777    0.551300400531    0.1411    0.2491   0.319   51
54886.187    0.208157620008   -0.618501598737    0.2319    0.9037   0.021   24
55026.206   -0.300652569968    0.000000000000    0.8887    0.2897  -0.095   11
55285.208   -0.700825736955   -0.642402000395    0.1666    0.2560   0.301   27
57281.584   91.493930691937    0.134499601856  109.7081   84.5110  -0.391   17
57324.249 -121.039585911577  624.672399599291   55.1619   50.7716  -0.778   32
57352.626  311.401836216639 -586.017000001249   45.4206   38.0762  -0.239   17
57360.833  -91.319692575673  -54.117100800610   58.3098   40.1847  -0.072   17
57361.647  197.051345768799  -55.140800399300   37.3590   37.6139  -0.389   28
58425.726   -0.536751270847    0.158500799685    0.1368    0.5364   0.538  134
