%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
49611.418   -0.319765121349    0.971200796585    0.5835    1.6031  -0.341   11
49896.281   -0.108656337070    3.614299195931    0.8339    1.6433  -0.054    4
49897.395    0.083114118811    3.209500799528    1.0233    3.3548   0.116    3
50210.001   -0.742723044057    0.334198799834    0.8302    0.7976   0.307   10
50459.832   -0.613842712816    0.267901195627    0.1612    0.3356  -0.202  124
50575.751    0.159882560674   -1.563001203664    0.2564    0.3952  -0.028   73
50849.335    0.996054874165   -6.443398800116    0.8991    2.5430  -0.151    7
51883.083   -0.195607669562    0.157499997044    0.1013    0.2314  -0.158  103
52767.244    0.171989344948    0.156398395035    0.1144    0.2447  -0.261  158
53125.576   -0.453368432746    0.747698395998    0.2801    0.5998   0.011   45
53152.747   -3.510035652449   -7.616199600591    0.2801    0.4940  -0.087   42
55404.207    0.545489052466   -0.125301599496    0.5660    0.4539  -0.733    7
55467.209   -0.343681017579   -0.253000801109    0.2814    0.3382  -0.057   18
55530.207   -0.180549438083   -0.175701603666    0.1773    0.2317  -0.006   21
55803.206    0.433736057270   -0.149601604704    0.6586    0.3132   0.197   11
55861.251   -0.851822264365    0.723999599472    0.7642    0.5195  -0.052    6
55960.271    0.051966678457   -0.014202002774    0.3454    0.5147  -0.273   11
56055.206   -0.233401983716   -0.229899600157    0.1984    0.2578  -0.406   12
56106.250   -0.520687389761    0.273599997058    0.1048    0.2258   0.007  125
56274.250  -30.665559726215   -5.136901202007   27.8041    4.6705   0.973    3
56524.231    1.115042938021   -2.759000400943    0.8060    1.0988  -0.280   11
56622.210    0.355490129535    0.412999196442    0.2162    0.2956  -0.146    6
56666.248    3.007060168355    1.429801199038    2.8153    2.8095   0.666    3
56688.269    1.381810302816   -2.111400002036    0.7130    0.6734  -0.797    7
56693.791   -0.336152002540   -1.209200400609    0.1699    0.5891   0.149    9
56695.271    0.155453627598    0.914000395369    0.2628    1.9561  -0.489    9
56706.206    0.675995705737   -0.269802004738    0.4592    0.2488  -0.433   17
56735.791   -0.093155323055    0.903797996443    0.1657    0.4731   0.231   16
56803.794    0.107178851199   -0.699400799675    0.1517    0.3629   0.098   27
56812.790   -0.112199503672   -0.333799202679    0.1635    0.4669   0.054   13
56833.229   -0.174055025678   -0.277498804735    0.1320    0.3389   0.092   26
56838.792    0.268538897745   -0.355201199653    0.1214    0.3338   0.064   20
56840.253   -2.111540796125   -2.419801204212    0.5759    0.8005   0.353    9
56901.794   -1.217941793004   -6.576001202774    0.8621    4.7204   0.968    5
57007.209    2.691723980083   -3.348601204323    0.5951    1.0360  -0.485   39
57070.207    0.178777905133    0.746297999399    0.1389    0.1120   0.159   59
57092.232   -0.243588398881   -0.056001603355    0.2451    0.3249  -0.131   32
57154.207   -0.140395496820   -0.038502001587    0.1612    0.1733   0.076   35
57217.209    0.349881382904   -0.464601605188    0.1741    0.2882  -0.326   57
57295.230   -8.868681849208    0.811000796119    0.3195    0.4624  -0.095   16
57338.582   44.054210318560   71.005100397770    4.8656   12.5013   0.225   47
57350.208   -1.412663696090    1.960898400455    0.1970    0.1821  -0.019   29
57371.209   -0.195607669562   -0.177102000265    0.1027    0.1010   0.119   96
57437.269    1.182953614433   -0.593499604662    0.3129    0.2657  -0.315   14
57443.251   -5.675459971603   -3.111001203848    0.1740    0.2130   0.122   36
57505.209   -2.009531332856    1.192298400809    0.2709    0.2839  -0.116   33
57570.271    0.433736057270    3.448501196601    0.1658    0.3408   0.115   28
57618.228    4.493834906182    4.775698799619    0.9983    0.9100  -0.041    9
57646.250   -0.174349072757    0.051497999465    0.0869    0.1623   0.024  181
57721.207    0.819193813604    0.526600798167    0.1398    0.1211  -0.161   54
57723.248   -0.297620758069    0.000000000000    0.0961    0.1521  -0.092  165
57770.475   -0.308101220313    0.679499995471    0.1377    0.3269   0.102   81
57787.269 1772.146483568238  238.796701196975    0.1047    0.1822  -0.058   49
57791.207    0.335560182443    0.399398395956    0.1047    0.1450  -0.157   88
57809.367    0.143346843324    0.345499200449    0.2892    0.4396  -0.509   21
57828.250    0.447908522273    3.781598400820    0.6409    2.8628   0.954    3
57834.230   -0.710835148850    0.383597998166    1.5569    0.6714  -0.007    6
57836.293    0.102898754281    0.398998798801    0.1603    0.3345  -0.062   76
57839.792   -0.748774673926    0.251999995271    0.1671    0.2766  -0.111   46
57870.247    4.471690542902    2.721200397815    0.1920    0.3277   0.037   71
57914.628    0.640709955550   -1.737298804017    0.1261    0.2580   0.081   52
57920.301   -0.151318842301    0.696099600361    0.3700    0.6044   0.666   28
57934.272   -0.076176722467   -1.249999201747    0.1190    0.1575   0.038   77
57943.713    0.687804918395   -1.404298802044    0.1298    0.2653   0.059   90
57950.916    0.297914704447   -0.325800001377    0.1479    0.3166  -0.116   57
57954.251    0.726187326707   -0.464400000055    1.4226    1.8791  -0.134    8
57974.230   55.750880283211 -198.334699204850    0.3959    1.5012  -0.370   42
