MJD,R.A. (mas),Dec. (mas),Err. R.A. (mas),Err. Dec. (mas),Corr.,Del.,RAcosDEC,BY,MJDtrunc,MJDReal
47403.157,-0.294330364646,-0.8004023811740001,1.1801,1.3918,0.12,12.0,-0.2049769645826648,1988.6618331758455,47403.0,47403
47404.26,0.466071423537,-2.896603200497,0.2173,0.2324,0.39399999999999996,38.0,-0.4521544763640195,1988.6648530897646,47404.0,47404
47409.249,2.111563759287,0.728899181013,0.3783,0.3892,0.40700000000000003,17.0,1.5750324134266753,1988.6785125190877,47409.0,47409
47414.242,1.550641280697,0.551699997686,0.3431,0.3203,0.316,19.0,1.3205799583550553,1988.6921829000476,47414.0,47414
47415.251,3.4237117633639995,0.7421975738,2.3558,2.5315,-0.11900000000000001,4.0,2.5232241431215874,1988.6949454504959,47415.0,47415
47419.254,0.9706465353460001,0.27569882377099997,0.2584,0.2789,0.41700000000000004,24.0,0.9339902622786251,1988.7059053012836,47419.0,47419
47423.005,-0.183315382177,-1.8626003907229998,6.6334,8.1144,0.5539999999999999,11.0,0.05273625934329686,1988.7161751989365,47423.0,47423
47424.254,-0.269320528173,1.035197988131,0.22,0.2864,0.39799999999999996,37.0,-0.13744926132502264,1988.7195948476085,47424.0,47424
47425.335,0.465231527536,1.193997604787,0.3987,0.3218,0.08900000000000001,21.0,0.1711799215462512,1988.722554527524,47425.0,47425
47426.077000000005,-17.608317230401003,-2.474902817085,12.5062,22.879,-0.22899999999999998,8.0,13.837899907714586,1988.7245860561986,47426.0,47426
47429.236,-1.136088701512,0.032497217716999996,0.267,0.2733,0.359,24.0,-1.1354888601843074,1988.7332351115665,47429.0,47429
47432.920999999995,-5.808913558107,2.136297615607,6.5426,10.1941,0.524,11.0,3.1126431961508843,1988.743324307208,47432.0,47432
47434.244000000006,0.08171709439399999,1.3065983750949999,0.2783,0.2698,0.40700000000000003,21.0,0.021339204328644768,1988.7469465611655,47434.0,47434
47439.247,0.117102980705,0.372999602405,0.2761,0.2808,0.424,19.0,0.10905079828371445,1988.7606443212183,47439.0,47439
47440.917,-5.892039820439,-0.229003222785,3.8717,3.1098,-0.16899999999999998,9.0,-5.738217244624185,1988.7652166296907,47440.0,47440
47444.251,1.42994049317,0.060098409448999995,0.7423,0.6195,0.109,24.0,1.4273589273315412,1988.77434481918,47444.0,47444
47448.16,9.452076523401999,3.615199199203,3.9742,5.7328,0.5,7.0,-8.411678315673297,1988.7850473064968,47448.0,47448
47449.252,-4.360531272469999,-2.603102399235,2.6958,2.5879,0.518,3.0,3.7434459719716044,1988.7880371034141,47449.0,47449
47454.197,1.479300195229,-0.863600416778,0.7067,0.9677,0.597,16.0,0.9611082839466453,1988.8015760647295,47454.0,47454
47459.249,2.0945304392770003,-0.2959020037,0.6507,0.4412,0.395,25.0,2.0035011089731265,1988.815407982336,47459.0,47459
47459.252,-0.366990655494,-4.94720281381,2.1767,2.8157,-0.14,4.0,-0.08538475486520068,1988.8154161960638,47459.0,47459
47463.179000000004,2.385532884774,-2.62380238496,2.6967,3.6651,-0.111,3.0,-2.072825382123534,1988.8261679657473,47463.0,47463
47464.255999999994,0.12403017946,0.29779918691,0.39,0.3173,0.307,24.0,0.11857093650270903,1988.8291166940257,47464.0,47464
47465.015999999996,-5.849096997471,-6.226502398476,4.5441,7.8788,0.348,11.0,-5.839703078704481,1988.8311975050672,47465.0,47465
47469.238,0.202718002577,-0.175201216734,0.4527,0.3677,0.34700000000000003,22.0,0.1996146910950317,1988.8427569579837,47469.0,47469
47470.337999999996,0.489491471475,-2.5920000098269997,0.2817,0.2411,0.076,19.0,-0.4174076706215979,1988.8457686581753,47470.0,47470
47473.497,-10.680167670195,-3.253402820746,1.9146,0.8744,0.29,4.0,10.613478060353357,1988.8544177135434,47473.0,47473
