,MJD,Dec. (micas),Err. Dec. (micas)
1392,53899.205,-239.400000623,583.6
1393,53900.268,103.50000536599998,268.2
1394,53906.203,208.198795804,460.9
1395,53908.249,-2489.101200354,317.8
1396,53908.577000000005,8086.798814587999,1704.3
1397,53909.27099999999,120.89879817299999,247.0
1398,53909.582,4559.000396398,1530.3
1399,53913.205,-6.300010113999999,261.5
1400,53914.224,209.599198797,274.0
1401,53915.247,-442.400394718,276.9
1402,53916.27,-541.699191103,246.5
1403,53923.268,-319.298405316,222.89999999999998
1404,53928.227999999996,-35.899194017,215.5
1405,53929.251,-3440.199600391,432.5
1406,53930.27,174.80161318400002,263.7
1407,53936.245,-139.201188176,434.0
1408,53936.581,-4253.79959097,1693.5
1409,53937.27099999999,-444.499195851,471.1
1410,53941.205,96.90120066400002,197.6
1411,53943.291,-8153.798404464,432.09999999999997
1412,53944.27,-491.101201305,377.59999999999997
1413,53949.225999999995,-270.900000032,251.5
1414,53950.249,1086.098404812,241.29999999999998
1415,53951.268,-380.098794039,193.1
1416,53955.205,24.501591156,237.5
1417,53958.27,269.20080245,205.3
1418,53964.581,-12424.899585994,1317.3999999999999
1419,53965.268,-302.69879403,420.5
1420,53969.238,-183.49919344000003,417.0
1421,53972.27,-228.89880710900002,282.3
1422,53976.207,-619.099191113,222.20000000000002
1423,53978.249,-271.40038696400006,141.1
1424,53979.272000000004,475.30079711999997,292.2
1425,53982.992999999995,2069.798412663,351.7
1426,53984.21,-413.301597746,248.29999999999998
1427,53986.273,-245.300407187,715.0
1428,53992.249,-64.198809469,159.89999999999998
1429,53992.581,-10675.101609081,991.7
1430,53993.268,768.60000604,441.5
1431,53997.205,37.90079290399999,228.7
1432,53998.227999999996,2354.399990168,218.29999999999998
1433,54000.27,-254.40119770799996,239.1
1434,54004.207,-122.40001012700002,195.1
1435,54007.268,-452.800804851,361.09999999999997
1436,54011.205,149.601598309,377.3
1437,54013.251,-1001.0015984110001,148.2
1438,54014.27,-151.599590481,344.1
1439,54020.749,-5639.299203608,1807.1999999999998
1440,54021.272000000004,125.70120304599999,297.8
1441,54025.209,106.80119828500001,245.2
1442,54028.27,907.0992149420001,610.1999999999999
1443,54035.268,-294.699586334,330.0
1444,54039.209,-43.300786956,231.8
1445,54042.27,-366.001194152,517.0
1446,54046.207,-204.699591677,144.9
1447,54047.225999999995,10383.19919644,1870.6000000000001
1448,54048.249,-161.499588103,65.19999999999999
1449,54048.578,-9.000007140000001,870.6
1450,54049.272000000004,-331.200001824,316.5
1451,54053.205,-140.399998827,212.10000000000002
1452,54054.224,-879.199203041,519.7
1453,54055.251,-876.5999893970002,213.60000000000002
1454,54056.27,-21.898796376,243.7
1455,54060.207,-324.799208329,277.7
1456,54061.27,75.801611388,397.5
1457,54067.209,-206.70119056400003,245.7
1458,54068.224,89.60039110700001,253.8
1459,54069.244000000006,1607.7996150440001,473.7
1460,54070.27,-130.798795794,262.29999999999995
1461,54074.207,-552.801606091,230.1
1462,54076.249,-115.49880412099999,346.7
1463,54077.29,-758.098786946,1072.1000000000001
1464,54081.205,-416.098797018,231.9
1465,54082.227999999996,-24.199189852,230.4
1466,54083.583,-4906.101585789,1206.8000000000002
1467,54084.27,-426.898785122,489.3
1468,54088.207,-478.900810208,192.1
1469,54091.272000000004,-16.401600078,321.1
1470,54098.27,-433.10159298900004,434.0
1471,54105.268,-593.398789306,311.09999999999997
1472,54108.997,513.399601232,542.6999999999999
1473,54111.583,12434.500814607001,407.6
1474,54112.27,-120.398385661,187.1
1475,54119.268,-257.601607245,480.1
1476,54125.251,-163.101609019,104.2
1477,54126.27,-391.798798205,298.5
1478,54133.272000000004,-424.299597057,230.5
1479,54137.209,-52.40160305700001,106.39999999999999
1480,54139.244000000006,-172.699205336,932.4
1481,54139.583,1194.3000060910001,372.40000000000003
1482,54140.27,128.99881483000001,253.4
1483,54145.225999999995,-773.200792992,456.9
1484,54146.249,-96.800391702,654.8000000000001
1485,54147.272000000004,-35.899194017,156.79999999999998
1486,54150.994000000006,-627.901187045,1215.7
1487,54153.251,1069.4987935269999,119.0
1488,54154.27,-246.89879580800002,143.7
1489,54158.207,-207.900001215,135.0
1490,54161.272000000004,-9.000007140000001,214.2
1491,54166.272000000004,-35.499590467,550.6
1492,54172.208,-249.40080720600002,266.7
1493,54174.582,-3342.70078497,581.7
1494,54175.268,-31.298407066000003,183.2
1495,54179.206,1.400402994,147.10000000000002
1496,54182.27,-210.700807202,224.1
1497,54187.23,-129.301190555,105.80000000000001
1498,54188.249,-164.800806601,158.9
1499,54189.268,533.901601329,260.90000000000003
1500,54193.209,-13.298392787,140.3
1501,54195.269,-154.90080898,238.5
1502,54201.208,-157.29840470200003,136.4
1503,54203.268,4.600812530999999,245.79999999999998
1505,54210.27,-406.000788189,224.20000000000002
1506,54216.249,-794.9016037399999,328.40000000000003
1507,54217.268,1432.5011960640002,517.5999999999999
1508,54223.207,-165.20041015200002,187.5
1509,54224.27,-142.700392303,222.89999999999998
1510,54228.208,66.49920294399999,198.3
1511,54231.268,-293.799595852,261.7
1512,54235.206,-264.398397576,141.4
1513,54238.27,-163.501186989,418.9
1514,54242.208,-299.700002415,134.0
1515,54244.582,-1122.1991911730001,656.3
1516,54245.268,16.200007734999996,302.0
1517,54252.27,-276.90118997699994,197.7
1518,54256.208,-174.700804223,126.8
1519,54259.268,167.69881483499998,341.1
1520,54266.27,1250.701200206,749.8000000000001
1521,54270.208,-550.198785731,151.29999999999998
1522,54272.582,-3200.399996217,1345.5
1523,54273.269,693.2016049179999,884.0
1524,54273.583,-3238.898403879,788.2
1525,54277.206,58.399211865999995,179.29999999999998
1526,54279.251,-2261.901590828,235.5
1527,54280.27,256.79879343,764.0
1528,54287.294,78.40079945299999,713.3000000000001
1529,54291.206,-75.398401123,164.70000000000002
1530,54294.27,95.40001428800001,390.29999999999995
1531,54298.208,138.200414312,491.59999999999997
1532,54301.272000000004,633.8015936080001,624.5
1533,54308.27,-2138.5008068360003,611.8
1534,54312.208,23.799611881,185.0
1535,54314.25,-421.199996481,433.3
1536,54315.272000000004,421.80119237400004,457.7
1537,54319.206,53.301593539,154.20000000000002
1538,54321.248,-2142.6012068560003,530.4
1539,54322.27,256.701591184,346.5
1540,54329.269,579.6000095869999,680.8
1541,54335.58,-12433.600798545001,1127.8999999999999
1542,54336.27099999999,73.900795883,367.0
1543,54340.208,-109.29960296800002,145.6
1544,54343.269,647.6003989060001,404.2
1545,54348.207,-240.400800067,192.70000000000002
1546,54350.27099999999,414.601191778,351.7
1547,54355.227,-553.10040068,304.8
1548,54356.25,-557.398786327,129.89999999999998
1550,54357.269,681.1991994480001,320.5
1551,54361.206,-57.499195805,512.2
1552,54364.27099999999,-59.601603652,274.3
1553,54368.208,-232.09919106600003,161.5
1554,54371.269,1459.5011919029998,354.2
1555,54375.21,241.09919820599998,162.1
1556,54378.27099999999,-1092.3011870999999,668.0
1557,54383.209,-322.401587027,183.7
1558,54384.227999999996,-23.900395263,239.7
1559,54385.269,-366.098396398,314.90000000000003
1560,54390.207,-287.99999825,220.9
1561,54392.267,-76.899587498,265.2
1562,54396.208,-406.400391739,200.1
1563,54398.25,1970.30160507,278.7
1564,54399.269,-428.000393526,311.0
1565,54403.206,-218.49839697599998,141.4
1566,54404.269,-70.89839755300001,384.0
1567,54410.208,23.101213742,136.4
1568,54411.227,-490.29838749,553.1
1569,54412.246,-59.698805899,540.5
1570,54413.269,304.498800574,375.09999999999997
1571,54418.225,3014.701192683,707.2
1572,54419.248,-2259.10078484,1094.4
1573,54420.27099999999,100.00080123999999,337.4
1574,54424.208,540.298813689,193.0
1575,54425.27099999999,-255.99958632899998,393.7
1576,54431.206,248.69880235199997,243.0
1577,54433.288,290.001597136,213.7
1578,54434.27099999999,-837.2015912530001,415.8
1579,54438.208,-182.098790447,275.3
1580,54440.25,-732.8015954040001,189.29999999999998
1581,54441.269,304.70039291700004,446.7
1582,54445.206,69.59880352,117.8
1583,54447.248,718.59960542,141.7
1584,54447.584,4376.80079699,1526.2
1585,54448.27099999999,-806.19839764,287.6
1586,54455.269,-23.601600674000004,194.70000000000002
1587,54461.208,-230.601585827,178.4
1588,54462.27099999999,-309.999603587,206.1
1589,54468.206,31.399190448,174.1
1590,54469.269,40.100402998,471.9
1591,54473.206,49.298395766,174.5
1592,54476.27099999999,582.699610163,221.29999999999998
1593,54483.273,321.09841186,384.40000000000003
1594,54485.559,1756.6992084990002,1214.8000000000002
1595,54489.248,-142.89840350999998,131.3
1596,54490.27099999999,231.400792927,359.4
1597,54497.273,-319.899601209,257.6
1598,54501.206,-176.198409463,241.2
1599,54503.248,-1177.2000078740002,2370.6
1600,54504.27099999999,116.10000001399999,357.5
1601,54509.227,418.89960300499996,551.3000000000001
1602,54510.25,1847.5991936379999,482.59999999999997
1603,54511.269,-36.500389911,206.7
1604,54517.248,-58.600804209,186.70000000000002
1605,54518.27099999999,157.29840470200003,209.7
1606,54525.273,-356.698785708,317.8
1607,54529.207,7.498795185,82.19999999999999
1608,54532.27099999999,-317.498398772,305.09999999999997
1609,54538.582,-9713.498408813999,1838.2
1610,54539.269,-62.999998818,400.0
1611,54543.207,-97.199995253,95.4
1612,54545.27,-786.2003911900001,516.2
1613,54551.209,-52.099201753,133.89999999999998
1614,54553.269,306.000012529,209.9
1615,54560.27099999999,-560.098808933,303.59999999999997
1616,54564.208,-169.898399349,110.39999999999999
1617,54566.25,60.998399930999994,182.5
1618,54567.269,-53.100001196,277.4
1619,54571.207,63.500411329,174.4
1620,54574.27099999999,-150.998394588,287.2
1621,54579.209,-337.10040838699996,209.0
1622,54581.273,-517.899604802,273.2
1623,54586.27,-52.498805303,324.7
1624,54592.208,-92.49839934,143.4
1625,54594.268,-323.600397678,264.7
1626,54599.207,-42.800400024,186.4
1627,54602.27099999999,470.098814276,356.9
1628,54608.25,-979.401596624,357.0
1629,54609.273,311.60159892400003,346.4
1630,54616.27099999999,480.30121320200004,600.6
1631,54620.209,156.60000656199998,122.89999999999999
1632,54623.269,-106.700389324,304.5
1633,54628.27,-1030.8996024829999,473.0
1634,54634.209,-43.700390506,143.3
1636,54637.269,-100.19878686799998,306.3
1637,54641.207,-240.901186999,276.3
1638,54644.27099999999,1240.8984048309999,664.1
1639,54650.269,-683.600401885,421.59999999999997
1640,54655.207,188.39880056,202.5
1641,54658.27099999999,196.30080601,444.79999999999995
1642,54662.209,16.599611286,157.29999999999998
1643,54664.25,267.400795906,918.6999999999999
1644,54665.269,68.101198281,323.79999999999995
1645,54669.207,-362.40120664399996,182.79999999999998
1646,54672.27099999999,-292.500001819,437.0
1647,54679.269,-365.601590602,380.59999999999997
1648,54686.27099999999,600.901191206,385.7
1649,54690.497,287.30160011,196.9
1650,54691.502,-129.801603066,174.7
1651,54692.499,-151.999194031,95.60000000000001
1652,54693.5,-95.698808877,104.4
1653,54694.5,-187.401607832,130.8
1654,54695.501,-188.30159831400002,158.20000000000002
1655,54696.502,-378.399596457,183.0
1656,54697.499,-320.60160606299996,115.5
1657,54698.5,2.3003934760000004,183.5
1658,54699.501,-90.89998513900001,100.3
1659,54700.501,73.400408951,136.9
1660,54701.499,-176.90038873799998,110.3
1661,54702.499,-221.601604267,105.30000000000001
1662,54703.5,-21.499192826,118.3
1663,54704.501,-145.299605947,106.6
1664,54707.27,-636.4008072519999,395.5
1665,54712.208,-323.899192267,287.9
1666,54713.249,-111.59999644400001,145.1
1667,54714.27099999999,173.401210191,439.0
1668,54718.209,-165.20041015200002,137.7
1669,54719.239,-257.29920594099997,415.5
1670,54721.27,-211.29839638,407.6
1671,54728.27099999999,-605.9016072869999,235.9
1672,54732.209,-317.800800076,197.8
1673,54735.27,-187.09920652800002,305.5
1674,54742.27099999999,222.40081136700002,242.60000000000002
1675,54746.209,163.000800057,324.79999999999995
1676,54749.273,-207.601206625,297.09999999999997
1677,54754.208,-12.499185686,243.9
1678,54756.27099999999,382.100392926,457.1
1679,54760.209,-444.099592301,218.29999999999998
1680,54763.273,734.299200644,370.59999999999997
1681,54770.268,-797.6016007659999,421.59999999999997
1682,54776.247,-1909.900794317,1023.4000000000001
1683,54781.207,-204.501606049,154.70000000000002
1684,54783.249,1091.199604275,1411.6
1685,54783.581,2275.099200233,740.4
1686,54784.268,2.001598887,406.1
1687,54789.227999999996,-266.90040897399996,793.9000000000001
1688,54790.251,-614.401201915,662.0
1689,54791.273,683.701210846,335.3
1690,54796.27,-384.50159536300004,382.5
1691,54802.209,-609.5987970409999,209.1
1692,54805.27,419.101195348,427.59999999999997
1693,54812.272000000004,-333.000008368,348.0
1694,54819.27,299.098806522,464.0
1695,54824.265999999996,-493.30078582000004,624.1
1696,54831.294,1221.400810891,746.5
1697,54840.268,-38.199587492999996,259.6
1698,54847.265999999996,-408.39840949,416.7
1700,54854.272000000004,-32.198397548,280.3
1701,54861.27,-329.10120069100003,230.9
1702,54867.245,-1459.799986492,878.3
1703,54868.272000000004,51.800407164,238.5
1704,54873.225,-980.4995983130001,583.8
1705,54874.247,886.1004090480001,658.6999999999999
1706,54875.27,-118.59840469699999,227.1
1707,54882.272000000004,-316.19880474,228.5
1708,54889.27,753.6995923370001,553.9
1709,54893.207,-276.098401741,216.1
1710,54895.581,1124.100006678,820.3000000000001
1711,54896.268,-130.100397655,440.0
1712,54903.27,-316.299588121,195.0
1713,54910.268,-611.999999478,251.9
1714,54914.209,-242.398792238,211.0
1715,54917.27,-569.998806554,280.0
1716,54921.207,-141.598809478,160.3
1717,54924.268,-34.099187474000004,244.0
1718,54929.227999999996,532.299605993,403.7
1719,54930.269,-518.601609656,394.7
1720,54938.272000000004,264.599989919,258.29999999999995
1721,54945.27,-342.20160784999996,422.20000000000005
1722,54951.267,-145.10159474,326.1
1723,54956.209,-158.39998752699998,497.0
1724,54958.269,-385.199993502,287.2
1725,54966.268,-261.00000241099997,265.79999999999995
1726,54972.58,1578.600009111,999.0
1727,54973.27,-239.101206034,274.0
1728,54976.999,-2983.100409892,2914.4
1729,54978.208,-63.201591161,390.79999999999995
1730,54980.268,-754.599608399,260.6
1731,54987.27,-147.200395872,318.79999999999995
1732,54993.27099999999,180.601210786,203.4
1733,54993.582,6133.50000549,1274.1
1734,55001.27,-383.399986958,307.5
1735,55005.208,3.898807677,191.1
1736,55006.227,-1823.601596129,669.0
1737,55008.268,-524.800785229,395.5
1738,55012.206,-88.401606035,219.20000000000002
1739,55014.269,-39.59999048700001,322.0
1740,55021.249,-726.800405459,247.79999999999998
1741,55022.268,-249.998396384,395.6
1742,55026.206,-17.600385149,269.2
1743,55028.584,-9340.898409960002,1014.3
1744,55029.27,546.098411291,1211.8
1745,55032.999,-3888.399592711,553.0
1746,55034.208,21.200398237,230.7
1747,55036.268,-582.699610163,368.3
1748,55043.27,-1303.401597852,459.2
1749,55050.269,17.200807179,278.3
1750,55057.27,699.80040962,437.3
1751,55064.269,-378.79920000699997,326.1
1752,55069.225,148.701607827,744.9
1753,55071.292,-564.9983904730001,1059.9
1754,55077.25,-671.399985208,267.90000000000003
1755,55078.269,-294.699586334,397.0
1756,55085.27,168.400794109,401.0
1757,55092.269,-1933.700406198,762.2
1758,55096.206,-150.40080541,154.9
1759,55099.27,-627.598785741,268.8
1760,55106.269,270.50039648200004,294.5
1761,55113.27,-308.19959704300004,338.6
1762,55120.269,-200.300397069,341.1
1763,55124.21,-65.00159770399999,574.0
1764,55125.22900000001,885.8987911249999,880.3
1765,55127.274000000005,-873.201594231,396.1
1766,55134.269,-739.6991946960001,353.5
1767,55141.27099999999,-130.399192244,301.59999999999997
1768,55147.582,3451.100397456,1840.6
1769,55148.269,-697.2011959759999,447.2
1770,55153.22900000001,375.69959943099997,1783.4
1771,55155.27099999999,79.700393485,481.4
1772,55160.27099999999,172.90079767900002,710.3000000000001
1773,55169.27099999999,-818.499597699,379.2
1774,55176.269,111.89879103300001,360.5
1775,55181.22900000001,1052.301593063,734.4000000000001
1776,55183.27099999999,184.298400541,348.7
1777,55187.208,-464.10120546599995,190.0
1778,55188.27099999999,-506.401192979,276.5
1779,55195.273,-122.79958809800002,409.8
1780,55204.273,663.001199541,281.4
1781,55210.584,-3340.7999950440003,1918.1999999999998
1782,55211.27099999999,-60.001207203,280.1
1783,55218.269,-762.098403584,310.2
1784,55225.27099999999,-581.500799512,405.3
1785,55230.227,-683.600401885,377.90000000000003
1786,55232.269,-2497.899589571,682.8
1787,55237.22900000001,333.50039530000004,1034.8999999999999
1788,55238.248,-133.80119412399998,1262.3
1789,55239.27099999999,84.700809566,517.1
1790,55246.269,66.099599394,190.8
1791,55253.27099999999,-444.39838689000004,518.4
1792,55258.227,-775.5011864669999,600.1999999999999
1793,55267.27099999999,158.400013106,265.2
1795,55281.27099999999,-772.801189441,228.8
1796,55287.272000000004,-355.10039708700003,302.70000000000005
1797,55295.27099999999,304.30081494600006,368.5
1798,55300.227,-1756.799991881,1495.0
1799,55302.269,124.09920770999999,228.9
1800,55335.22900000001,-576.601192392,2090.7
1801,55336.248,-2422.299596105,1038.8999999999999
1802,55370.227999999996,4497.800404124,2264.1
1803,55383.0,-420.00118582999994,792.0
1804,55398.227999999996,-729.3995935240001,659.8000000000001
1805,55445.999,-586.1987887099999,773.0
1806,55461.23,451.000798307,883.8000000000001
1807,55475.23,-260.499589899,971.8
1808,55517.23,-2855.1995967519997,3247.9
1809,55525.999,887.79960663,467.4
1810,55578.997,-872.301603749,1561.5
1811,55594.227999999996,-472.600800094,664.6999999999999
1812,55595.251,132.99840588799998,1486.0
1813,55644.249,-1027.2995893959999,3452.2
1814,55706.227999999996,-5127.001185201,1502.0
1815,55735.58,-14663.00159052,13540.6
1816,55746.997,5445.201614407001,1173.3
1817,55809.999,766.0007923960001,779.1
1818,55812.582,9443.401197018,1001.9
1819,55840.712999999996,-32659.498785391996,6666.2
1820,55846.22900000001,-5825.901604339,4088.4
1821,55881.231,1744.401615156,1346.5
1822,55882.25,671.1011906190001,1137.2
1823,55903.58,2708.7012057340003,5675.2
1824,55909.227,370.299605379,389.2
1825,55938.582,-3325.10039982,1356.3
1826,55942.998,1216.6992149789999,826.0
1827,55972.22900000001,-202.201186994,493.59999999999997
1828,55973.248,3958.599592124,2424.4
1829,56014.22900000001,-489.301194762,406.8
1830,56015.248,-253.699192854,758.8000000000001
1831,56029.584,18181.598409228,1206.6
1832,56056.22900000001,495.698407121,539.5
1833,56057.248,-195.598801156,1245.3000000000002
1834,56064.582,3766.499995095,3754.3
1835,56092.582,-17397.298807963998,1124.1000000000001
1836,56112.22900000001,-298.799986354,455.79999999999995
1837,56120.582,88114.499990866,13590.8
1838,56133.227,870.800391795,857.1999999999999
1839,56174.0,-487.59839046400003,616.0
1840,56182.22900000001,-1130.6016091339998,614.1999999999999
1841,56183.584,28681.300790366997,6048.2
1842,56217.227999999996,506.800796529,388.1
1843,56239.249,3375.10080044,2641.7000000000003
1844,56245.227999999996,-1954.198799581,537.2
1845,56246.583,-1000.800006068,2677.4
1846,56254.001,37.501214933,713.8
1847,56274.583,-9483.598802262,711.8
1848,56314.001,86.40000714899999,1001.3000000000001
1849,56456.583,7557.699592553001,5510.900000000001
1850,56491.582,30555.500401874,6345.1
1851,56615.208,194.601608428,180.10000000000002
1852,56618.272000000004,234.500393503,337.8
1853,56623.272000000004,-9001.800009401,340.0
1854,56681.27,297.500392321,265.29999999999995
1855,56692.206,-4.89960712,134.7
1856,56702.265,-308.19959704300004,242.29999999999998
1857,56783.497,-83.09878865,85.0
1858,56784.497,123.00120602,65.4
1859,56785.498,103.60081432700001,87.5
1860,56786.499,17.600410729,70.8
1861,56787.5,-63.298793407,58.4
1862,56788.501,-530.4995994489999,675.4
1863,56789.498,-73.400408951,60.3
1864,56790.498,-58.600804209,72.7
1865,56791.499,149.101211377,586.7
1866,56792.5,414.500408397,274.3
1867,56793.497,-109.40038635,70.3
1868,56794.498,96.59879936,56.5
1869,56795.499,-132.199198788,55.599999999999994
1870,56796.5,-275.299194641,122.2
1871,56797.5,-122.90039705900001,150.10000000000002
1872,56842.291,-181.598403515,583.9
1873,56850.498,1384.498813195,719.0
1874,56851.499,-712.198786346,700.2
1875,56857.5,2054.098791859,932.9
1876,56858.501,-385.099210121,735.1
1877,56875.792,635.698802398,649.4
1878,56878.498,7850.700006884001,6960.8
1879,56879.503,4388.2992088129995,1728.1
1880,56885.496,1161.601196031,501.29999999999995
1881,56886.501,140.900411338,798.4
1882,56904.665,1111.899590001,513.3
1883,56905.662000000004,-1284.6996042980002,711.5
1884,56906.65900000001,799.099206006,591.3000000000001
1885,56907.655999999995,-6007.798802443001,800.5
1886,56908.412000000004,550.501212615,754.5
1887,56911.645,-762.9011918199999,627.7
1888,56912.642,978.00119363,681.4
1889,56913.639,866.699991775,699.3000000000001
1890,56914.636,-284.10119057300005,605.1999999999999
1891,56915.399000000005,3065.601609364,688.3000000000001
1892,56917.627,507.30120904099994,596.9
1893,56918.625,8097.998406242001,635.5
1894,56919.602999999996,2192.198397211,644.9
1895,56920.619000000006,143.89920295299999,607.9
1896,56921.615999999995,-1698.501588976,1012.2
1897,56924.79,-3123.698394347,1099.3999999999999
1898,56934.498,3869.600396911,1399.7
1899,56935.499,-2055.801596157,1351.6
1900,56939.25,-1090.501206136,608.3
1901,56941.496,4246.498806991999,1783.7
1902,56942.501,12309.199215109998,1881.8999999999999
1903,56945.792,1670.601602655,882.9
1904,56948.498,107.499596425,943.8
1905,56950.168,3508.9991968110003,1160.1999999999998
1906,56962.502,2107.198793055,740.3
1907,56963.503,5588.099992337001,733.1999999999999
1908,56976.498,1692.7991936199999,1180.3999999999999
1909,56977.499,3449.1996075300003,911.5999999999999
1910,56983.497,18451.198789649,3455.1
1911,56984.501,-5294.599191075,934.2
1912,56986.167,292.89960536999996,780.8000000000001
1913,56990.498,-3426.5988063,799.0
1914,56991.503,6694.300793697,817.1
1915,56997.497,5323.701594761999,1223.6
1916,56998.501,3033.69839969,1582.0
1917,57004.498,-3987.100799918,752.1999999999999
1918,57005.499,213.699598817,874.5
1919,57006.792,4754.998801104,806.6999999999999
1920,57011.61,-6678.601198473,1882.4
1921,57012.501,1418.7995930109998,801.1
