,MJD,Dec. (micas),Err. Dec. (micas)
702,50274.252,30.999612477000003,279.8
703,50281.25,554.6016126349999,323.90000000000003
704,50295.254,-57.499195805,291.2
705,50303.333,-305.200805428,487.8
706,50305.832,891.5004031,557.8
707,50316.252,242.600410161,199.3
708,50330.252,142.801201264,253.8
709,50344.252,332.200801267,240.3
710,50351.254,454.201207845,260.40000000000003
711,50358.252,326.00160011500003,225.0
712,50372.252,169.70041372100002,250.9
713,50386.252,350.600393517,266.5
714,50393.251,178.300791731,237.5
715,50400.252,416.098797018,272.4
716,50414.253,-210.801590583,233.0
717,50428.249,-69.300008931,285.5
718,50441.084,1026.900011425,594.3000000000001
719,50456.253,-418.10039590499997,399.2
720,50470.253,547.1999941160001,377.2
721,50484.253,210.499214859,317.3
722,50498.253,275.900390534,248.0
723,50512.253,362.90159357600004,282.8
724,50526.253,224.10000895,230.1
725,50539.172,2649.999592563,300.8
726,50540.253,43.200003574,253.4
727,50554.253,174.700804223,460.2
728,50560.082,150.901192342,545.1
729,50568.253,94.201203638,284.5
730,50575.751,-965.1996066400001,231.2
731,50582.253,-46.400387532,412.4
732,50588.082,71.899196996,134.8
733,50596.253,108.69840707499999,320.7
734,50610.253,-197.499591081,429.4
735,50624.253,70.099190452,341.8
736,50631.251,46.501196492999995,578.8
737,50631.755,220.49999586199996,973.4000000000001
738,50638.253,-133.30080719199998,422.9
739,50645.251,2406.898795471,607.7
740,50652.253,200.09880472600003,454.29999999999995
741,50654.331,417.801601316,90.2
742,50659.251,42.098395169999996,455.0
743,50666.253,170.30160961399997,384.5
744,50673.251,-311.400006581,533.2
745,50680.253,565.498802985,483.9
746,50687.251,-942.998408959,556.3000000000001
747,50687.835999999996,-152.200786374,262.40000000000003
748,50694.253,569.401191797,376.7
749,50700.09,-894.801596019,347.7
750,50701.251,-568.000788803,339.2
751,50708.253,466.89840473800007,606.7
752,50715.251,633.700810226,392.1
753,50722.25,1223.398803063,661.6999999999999
754,50729.251,421.599600031,507.0
755,50736.253,468.90000362499995,566.8
756,50743.251,288.900014311,398.3
757,50749.085,-80.099997035,435.2
758,50750.253,390.89880772299995,321.5
759,50764.253,245.70001073699999,352.3
760,50778.253,-70.599602964,467.6
761,50792.25,705.898801812,446.0
762,50800.34,96.800391702,61.3
763,50806.166,205.09919522700002,316.2
764,50820.25,690.199206588,403.0
765,50834.254,-128.90158700400002,270.3
766,50848.254,-33.400789334,372.7
767,50854.079000000005,-1842.9012044410001,856.1
768,50862.254,203.299214263,286.4
769,50876.254,151.20001251000002,310.90000000000003
770,50890.254,50.101209581000006,286.0
771,50897.252,-324.50038816,494.0
772,50904.254,77.90041252099999,349.1
773,50918.254,104.79959939899999,337.1
774,50919.324,642.999611955,84.7
775,50932.254,-40.100402998,270.8
776,50946.254,-139.29839042199998,316.7
777,50960.254,702.9000101970001,327.40000000000003
778,50974.254,410.90039530900003,261.2
779,50988.254,142.59960892100003,284.3
780,50989.324,596.300404254,231.8
781,51002.254,353.901612016,275.1
782,51016.25,607.499995908,421.0
783,51030.254,-24.09840647,316.8
784,51036.087,-1321.70040672,121.7
785,51037.252,863.1000042669999,348.2
786,51044.254,77.000396459,279.0
787,51051.252,-156.999610113,318.2
788,51058.254,334.2996024,271.5
789,51072.25,375.400804842,260.7
790,51086.254,297.698403529,208.7
791,51088.084,489.09960241899995,108.0
792,51100.25,614.098800611,323.40000000000003
793,51114.251,434.998801779,301.59999999999997
794,51128.251,236.19959108600003,253.6
795,51142.251,391.899607166,257.90000000000003
796,51156.251,170.30160961399997,343.7
797,51169.166,697.701608487,94.8
798,51170.251,371.49839045,218.79999999999998
799,51184.251,319.201203069,233.3
800,51198.251,-38.901592347,216.29999999999998
801,51212.251,-212.198386862,292.0
802,51226.251,162.000000614,220.6
803,51240.251,310.70160844099996,219.79999999999998
804,51246.084,280.19880176099997,103.4
805,51254.251,332.79839044600004,203.6
806,51268.251,297.10081434999995,253.5
807,51282.251,27.1008048,260.0
808,51284.084,105.199202949,105.1
809,51296.251,454.500002434,293.8
810,51297.27,694.6992101579999,345.1
811,51309.085999999996,50.900391102,93.7
812,51310.251,306.69841066799995,241.79999999999998
813,51317.249,223.099209506,239.5
814,51324.251,562.50001137,314.2
815,51338.251,353.59921071199994,234.5
816,51351.085999999996,642.8016007479999,333.6
817,51352.251,628.700394145,316.3
818,51366.251,60.001207203,247.9
819,51380.251,715.3991958830001,286.9
820,51393.082,-339.29999290200004,375.5
821,51394.251,126.60119352900001,249.4
822,51408.251,185.000405395,237.7
823,51422.251,596.4012132150001,303.20000000000005
824,51436.251,305.499600017,284.4
825,51449.166,-835.099208985,339.6
826,51450.251,374.50081436,214.7
827,51464.251,-191.498401136,220.29999999999998
828,51478.251,830.599205415,444.29999999999995
829,51492.251,257.19839698,223.70000000000002
830,51506.251,62.89918985700001,350.9
831,51520.251,327.39839639400003,220.29999999999998
832,51533.085999999996,-648.8999929390001,160.89999999999998
833,51534.251,515.098798815,260.40000000000003
834,51548.252,85.899594637,261.2
835,51562.252,-127.40040062899999,274.4
836,51575.072,778.298411319,272.6
837,51576.252,451.699196446,212.79999999999998
838,51590.252,858.700809658,237.6
839,51604.252,576.900012561,255.6
840,51617.079000000005,159.501595931,62.9
841,51618.252,780.199201245,402.3
842,51632.252,631.5012001319999,369.8
843,51646.252,707.1983958440001,406.3
844,51660.252,-343.900805433,361.9
845,51674.252,-24.299998813000002,286.9
846,51687.087,-1015.3007906409998,111.5
847,51688.252,-78.00119590199999,271.3
848,51702.248,4.7987981589999995,320.1
849,51716.252,-277.898408285,371.59999999999997
850,51731.249,-110.300402412,403.9
851,51732.28599999999,-184.89959643399996,115.2
852,51744.252,252.10080423199997,212.7
853,51758.252,137.700001801,194.0
854,51772.252,339.19920952,536.0
855,51786.252,256.79879343,302.0
856,51800.252,462.89881368000005,328.40000000000003
857,51814.252,21.301207198,269.8
858,51828.249,411.29999885899997,339.2
859,51841.083,-1547.600396634,132.39999999999998
860,51842.252,-53.798399335000006,249.5
861,51856.252,115.099200571,595.8
862,51870.249,322.999201785,219.5
863,51883.083,422.49959051299993,90.1
864,51884.252,493.200002438,241.2
865,51898.249,-192.89880413,258.29999999999995
866,51912.249,-165.89880829100002,195.20000000000002
867,51926.249,152.60038992399998,214.29999999999998
868,51939.084,509.799613724,117.4
869,51940.249,306.500399461,182.4
870,51954.249,412.200014921,259.90000000000003
871,51968.245,441.90000778599995,164.1
872,51981.08,593.899201817,112.60000000000001
873,51982.245,610.199992934,166.5
874,52009.168,14.198408849,72.7
875,52010.249,23.799611881,221.6
876,52024.249,88.80120958599998,162.3
877,52031.247,68.698813038,244.5
878,52038.245,76.70160186999999,187.5
879,52039.272000000004,414.601191778,76.6
880,52045.247,-518.799595284,147.9
881,52052.245,463.701601916,144.9
882,52059.247,492.50160429899995,247.4
883,52066.245,-176.299192844,207.5
884,52073.247,179.398793421,212.2
885,52080.249,-245.599201776,340.4
886,52087.247,714.898808951,171.3
887,52093.248,227.199609526,164.6
888,52096.083,-419.698810106,123.30000000000001
889,52101.247,294.699611914,220.29999999999998
890,52108.249,134.600401225,237.8
891,52115.251,269.798391628,213.7
892,52122.249,23.601600674000004,170.9
893,52129.251,-494.301585263,192.6
894,52136.249,152.79840113199998,151.79999999999998
895,52143.251,683.100014953,166.5
896,52150.249,353.59921071199994,143.1
897,52157.251,696.301205494,268.6
898,52164.249,250.700401239,173.2
899,52171.251,1035.2015948459998,211.5
900,52178.249,428.39999707699997,214.7
901,52185.248,-216.799199393,317.0
902,52192.249,-28.800002383,175.0
903,52199.251,327.700797698,235.0
904,52206.249,-49.100410138,212.4
905,52212.082,880.8984006239999,131.89999999999998
906,52213.248,541.198804171,357.09999999999997
907,52220.249,225.201591775,164.5
908,52227.24,-146.59919997900002,373.5
909,52234.249,3.80160543,169.0
910,52241.251,-379.101601311,331.7
911,52248.249,389.30039352200004,206.1
912,52255.248,-330.400794724,197.1
913,52262.25,-159.998401728,142.7
914,52271.249,-7.700387528,164.3
915,52278.269,361.400407201,227.39999999999998
916,52285.27099999999,-83.70001012299998,167.2
917,52291.25,135.698402914,136.4
918,52292.269,-182.599202958,197.2
919,52299.27099999999,58.100391698,179.10000000000002
920,52306.269,301.298391037,239.0
921,52313.268,474.400806638,195.0
922,52320.269,119.00161496200002,158.20000000000002
923,52327.27099999999,52.40160305700001,232.1
924,52334.27,139.399199384,205.8
925,52340.245,-260.79841006799995,72.8
926,52341.27099999999,449.398802971,238.8
927,52348.27,168.001190559,186.1
928,52355.27099999999,182.00161377999999,226.20000000000002
929,52360.25,89.20081313600001,1435.0
930,52361.269,25.300798256,311.40000000000003
931,52369.27099999999,0.0,178.60000000000002
932,52376.27,-38.098804111999996,214.7
933,52383.268,26.70120125,230.7
934,52390.27,17.200807179,317.59999999999997
935,52397.27099999999,169.49879579900002,238.4
936,52403.251,-563.9003887839999,71.8
937,52404.27,281.19960120400003,316.0
938,52411.272000000004,132.300007749,219.20000000000002
939,52418.27,680.5008013089999,179.79999999999998
940,52425.272000000004,406.59840294699995,224.8
941,52432.265999999996,-386.100009564,277.4
942,52437.584,-26053.401586523,7847.400000000001
943,52439.272000000004,202.39919820099996,253.4
944,52444.227999999996,5380.099207740999,687.5
945,52446.27,239.90041313499998,267.0
946,52453.272000000004,3.3983951650000006,216.29999999999998
947,52458.268,-202.798801752,280.4
948,52467.268,-113.79960653799999,357.4
949,52471.687999999995,15623.301590039999,2963.5
950,52474.27,-230.000389934,220.9
951,52480.253,-1450.000797831,182.5
952,52481.272000000004,-375.00120129199996,528.6999999999999
953,52488.27,445.499995294,313.59999999999997
955,52495.272000000004,68.39999286999999,292.3
956,52502.27,-722.4011852709999,420.3
957,52509.272000000004,32.299206509,227.20000000000002
958,52516.27,-267.19920356299997,402.6
959,52519.999,909.298799456,1108.6000000000001
960,52523.268,514.000797125,253.2
961,52530.27,529.2000054169999,297.0
962,52537.272000000004,409.499992315,318.40000000000003
963,52543.244000000006,-161.301602475,269.1
964,52544.27,452.19960895800006,223.89999999999998
965,52551.272000000004,496.598397604,207.6
966,52558.27,14.101206602,296.59999999999997
967,52570.707,-1060.8983899369998,2722.4
968,52579.272000000004,149.299197005,181.60000000000002
969,52586.27,-17.600385149,148.79999999999998
970,52593.272000000004,-197.30160545400003,294.59999999999997
971,52600.27,164.401203051,154.5
972,52605.27,106.80119828500001,258.2
973,52612.227999999996,-8.701186971,663.8
974,52614.27,-73.000805401,190.5
975,52620.246,-758.199595907,146.8
976,52621.268,118.000789939,290.3
977,52628.267,287.70120366099997,284.6
978,52642.27,69.09839100900001,142.3
979,52649.268,-164.001599501,169.3
980,52655.248,-526.701600734,517.5999999999999
981,52656.27,257.000411352,144.8
982,52663.272000000004,-313.199987545,213.9
983,52666.585,4515.300005892001,1774.2
984,52670.274000000005,-731.300409029,313.3
985,52677.268,51.001200063,137.5
986,52683.244000000006,46.299604151,195.1
987,52683.584,4122.698393871,1356.3
988,52684.27,-435.898792261,188.1
989,52691.272000000004,297.39960893899996,195.20000000000002
990,52698.27,770.2992036229999,404.0
991,52705.272000000004,68.000414899,134.6
992,52711.248,17.499601768,175.3
993,52712.27,206.39881483899998,232.2
994,52719.269,226.101607836,147.29999999999998
995,52725.248,264.70079888,142.4
996,52726.27,98.30160365700002,232.6
997,52733.272000000004,642.6000084049999,261.79999999999995
998,52740.27,378.500405418,182.0
999,52746.272000000004,-306.79919405,170.2
1000,52753.244000000006,125.10000715299999,120.3
1001,52754.27,-276.800406596,133.20000000000002
1002,52759.27099999999,422.398807132,242.29999999999998
1003,52767.244000000006,189.698394593,81.69999999999999
1004,52768.27099999999,-316.40039708200004,188.1
1005,52775.269,-56.300385154000004,187.20000000000002
1006,52780.587,8743.899607566,1963.9
1007,52781.248,120.39841124099999,129.5
1008,52782.267,282.60000419799997,192.8
1009,52789.269,-52.199985133999995,138.5
1010,52796.27099999999,-91.69919223999999,241.0
1011,52803.269,231.69961309599998,748.9
1013,52809.248,-213.299995266,184.5
1014,52810.27099999999,-506.0987916749999,318.3
1015,52817.269,-49.899591659,270.0
1016,52823.27,172.80001429799998,240.2
1017,52830.246,-196.49879163800003,82.4
1018,52831.269,-295.19999884500004,255.80000000000004
1019,52836.583,-16897.201206234,1446.9
1020,52837.244000000006,-34.700408946,161.1
1021,52838.267,89.20081313600001,172.6
1022,52844.239,1737.900012699,1284.8999999999999
1023,52845.269,200.300397069,171.1
1024,52852.27099999999,-153.698391614,302.9
1025,52859.269,759.301204312,333.1
1026,52866.27099999999,288.50041076099996,429.20000000000005
1027,52872.25,4563.000013036,1249.7
1028,52873.269,-207.799192253,259.90000000000003
1029,52879.244000000006,2.998791615,280.4
1030,52880.27099999999,-181.400392307,175.7
1031,52886.25,616.899606598,1058.6
1032,52887.269,-18.100797660999998,253.3
1033,52892.583,15525.900002444001,4480.8
1034,52893.244000000006,-202.701599505,179.2
1035,52894.27099999999,-85.70160900900001,186.6
1036,52900.25,82.699210679,69.9
1037,52901.273,-66.301191737,199.2
1038,52908.267,-57.700788147,146.2
1039,52914.25,-1119.499194147,1999.0
1040,52914.585999999996,-6663.499192427,1256.2
1041,52915.269,168.90120662099997,207.0
1042,52922.27099999999,-61.898390413,197.0
1043,52929.269,-59.698805899,230.3
1044,52935.245,-370.19879641800003,190.70000000000002
1045,52936.27099999999,-107.79839101399999,210.10000000000002
1046,52943.269,336.301201287,266.40000000000003
1047,52949.245,951.901213853,810.2
1048,52950.27099999999,-88.59959166300001,173.7
1049,52955.582,-18564.098405704,1150.9
1050,52956.246,-217.699189875,473.1
1051,52957.269,-49.100410138,304.0
1052,52964.27099999999,-78.00119590199999,153.9
1053,52969.268,96.800391702,198.6
1054,52978.27099999999,153.900009536,205.8
1055,52984.25,-372.200395304,450.6
1056,52985.265999999996,-224.30160129299998,181.79999999999998
1057,52991.252,-162.799207715,63.8
1058,52992.267,-36.899993461,147.9
1059,53012.25,-1829.098792427,290.6
1060,53013.269,-85.39920770500001,197.2
1061,53020.267,60.598796381,184.5
1062,53027.269,-7.700387528,204.7
1063,53034.267,113.198410645,173.0
1064,53040.25,-2341.699186559,413.7
1065,53041.269,1.400402994,171.3
1066,53045.207,16.801203628,207.8
1067,53048.27099999999,-71.398810064,202.9
1068,53052.205,-42.400796474,140.6
1069,53053.227999999996,822.3984053759999,365.70000000000005
1070,53055.269,-399.801587037,242.60000000000002
1071,53059.203,43.200003574,173.4
1072,53062.27099999999,174.39840291900003,248.4
1073,53066.205,-297.29879997800003,134.8
1074,53066.585,-2866.399188406,1172.3
1075,53068.25,-1159.4015859370002,269.5
1076,53069.269,-71.30160781800001,198.8
1077,53073.203,219.60000538,163.3
1078,53074.237,-433.000809608,773.9
1079,53076.27099999999,-18.7991958,268.8
1080,53082.254,-3046.8995902310003,549.3
1081,53083.269,-465.299990537,366.4
1082,53087.207,-22.701610192,248.1
1083,53090.27099999999,309.999603587,453.79999999999995
1084,53094.209,-293.29920892,144.6
1085,53097.269,59.198393387,272.7
1086,53101.583,-6195.7007972070005,965.1999999999999
1087,53103.27099999999,-529.599608967,211.2
1088,53109.246,-143.999986335,178.7
1089,53110.25,-1658.5991971849999,370.59999999999997
1090,53111.269,-286.80118759899995,188.70000000000002
1091,53115.22900000001,-121.20119947699999,211.0
1092,53118.268,-61.700404785,318.40000000000003
1093,53125.27,32.101195302,152.9
1094,53132.27099999999,8.200800039,225.5
1095,53137.224,-217.79999883600001,209.3
1096,53139.27,-331.099192863,240.0
1097,53145.27099999999,139.899611895,271.9
1098,53150.205,-71.398810064,219.4
1099,53152.251,129.499201762,406.3
1100,53153.27,-49.798808277,266.90000000000003
1101,53158.208,195.69961011700002,300.8
1102,53160.275,-130.20120661599998,218.20000000000002
1103,53167.27,-368.899202385,274.1
1104,53171.203,-413.600392335,259.7
1105,53172.237,-7.599604146000001,383.0
1106,53174.27099999999,219.60000538,322.5
1107,53180.247,3311.499605729,317.7
1108,53181.27,217.699189875,293.0
1109,53188.27099999999,-460.400408997,255.5
1110,53193.206,160.09921068900002,235.4
1111,53195.27,-47.001609005000006,214.5
1112,53199.225,-466.40159894199996,249.1
1113,53201.255999999994,-306.10079591,123.30000000000001
1114,53202.272000000004,84.30120601600001,277.6
1115,53206.205,175.100407773,206.7
1116,53207.227999999996,-2636.3987984719997,702.3000000000001
1117,53209.273,231.90120543900002,344.2
1118,53213.207,53.600413707,270.0
1119,53215.253,4952.498392185999,417.1
1120,53216.268,-73.598394579,430.3
1121,53223.27,161.499613682,359.09999999999997
1122,53227.225,-45.298804707,210.4
1124,53230.272000000004,3278.9016046310003,2757.2999999999997
1125,53234.205,231.501601888,276.7
1126,53235.227999999996,-375.501588223,444.79999999999995
1127,53236.247,1036.0008019460001,456.1
1128,53237.27,-83.800793504,274.7
1129,53244.268,-492.40079533799997,570.6
1130,53251.27,257.101194734,293.1
1131,53254.995,-58.399186287,920.8
1132,53256.204000000005,-718.4987964589999,391.6
1133,53257.253,119.59920414000001,612.4000000000001
1134,53258.272000000004,-47.498389222,257.1
1135,53262.224,137.901594144,265.6
1137,53263.227999999996,-277.59958811700005,615.0
1138,53264.247,-595.5011971540001,252.9
1139,53265.27,-402.19920833800006,194.6
1140,53269.204000000005,1599.001200248,180.7
1141,53272.268,73.900795883,404.4
1142,53278.247,392.90040660899996,241.5
1143,53279.27,-195.99840470600003,263.40000000000003
1144,53283.207,-383.90039946999997,183.9
1145,53284.225999999995,-407.401191183,1367.5
1146,53285.253,-605.998809533,78.2
1147,53286.272000000004,-384.30000302,302.3
1148,53290.205,6.998408253000001,180.60000000000002
1149,53292.247,-1697.900393083,262.29999999999995
1150,53293.27,-185.698803534,235.4
1151,53297.204000000005,377.301594767,217.29999999999998
1152,53300.268,212.10121019499996,254.30000000000004
1153,53304.224,232.70041253899998,264.29999999999995
1154,53305.227999999996,1704.8015990889999,1283.5
1155,53307.27,-115.599587502,329.6
1156,53311.204000000005,51.901190545,523.8000000000001
1157,53314.268,-539.60038997,251.5
1158,53319.225,-22.399208887999997,2411.0
1159,53321.27,-340.401601306,602.6
1160,53325.225999999995,-984.5999983329999,380.7
1161,53326.223,-348.30000004100003,477.0
1162,53327.249,4774.399192796999,436.2
1163,53328.268,-63.399602368000004,356.59999999999997
1164,53332.206,-15.098399331,272.3
1165,53333.272000000004,-306.900003011,630.1
1166,53339.204000000005,304.09919702400003,360.9
1167,53340.225999999995,-2268.0000085980005,1817.5
1168,53341.249,1332.100791274,534.2
1169,53342.272000000004,-67.79879697700001,227.1
1170,53346.227999999996,-423.29879761399997,479.5
1171,53348.251,1072.598394103,996.4
1172,53349.27,190.101604858,796.6
1173,53353.204000000005,-359.899195246,261.29999999999995
1174,53356.272000000004,-69.40079231300001,206.4
1175,53362.269,-46.799991082,204.7
1176,53367.225999999995,-42.199204130999995,350.0
1177,53369.27099999999,-140.698793416,184.4
1178,53377.265999999996,198.500390525,220.0
1179,53383.249,-3009.59999322,333.9
1180,53384.268,-68.698787459,251.1
1181,53389.206,385.89839164200004,260.5
1182,53390.247,-28.900785765,295.0
1183,53391.27,14.198408849,252.4
1184,53397.249,165.09960119,1129.5
1185,53398.272000000004,-222.99840054499998,326.7
1186,53402.206,-230.29921010200002,247.79999999999998
1187,53404.247,-159.098385666,1078.7
1188,53405.27,-366.299988741,259.0
1189,53409.204000000005,-73.598394579,202.7
1190,53410.227,-455.299209534,172.6
1191,53411.253,225.399602982,108.89999999999999
1192,53412.268,9.79921424,195.20000000000002
1193,53417.225,-1930.701589004,2746.0
1194,53418.255,-3177.9000039479997,382.79999999999995
1195,53419.27,-397.40041017899995,242.60000000000002
1196,53423.208,-898.498785773,565.3000000000001
1197,53426.268,69.19919997,242.9
1198,53433.27,-529.599608967,247.9
1199,53437.204000000005,194.799594055,237.8
1200,53440.268,383.29920357699996,281.3
1201,53446.248,1263.898809611,129.89999999999998
1202,53447.27,-8.499594628,224.39999999999998
1203,53452.223,1891.299609724,743.1
1204,53453.268,414.799202986,293.5
1205,53460.248,-5373.6983886670005,217.20000000000002
1206,53461.27,-190.198807104,223.39999999999998
1207,53467.246,-907.599601874,185.70000000000002
1208,53468.268,-278.100000628,205.3
1209,53472.206,143.798393992,205.1
1210,53475.27,-182.69998634,272.4
1211,53479.204000000005,-315.90001015,325.5
1212,53481.249,-232.20000002799998,702.6
1213,53482.269,-338.500785801,206.8
1214,53486.206,-1169.798389355,425.5
1215,53488.251,-224.30160129299998,109.3
1216,53489.267,-426.700799494,249.20000000000002
1217,53493.204000000005,-370.50119772200003,148.60000000000002
1218,53496.269,-770.2992036229999,228.1
1219,53500.206,-1.800006544,479.7
1220,53503.200999999994,2261.4012038960004,673.3
1221,53503.27,126.29879222500001,292.6
1222,53507.204000000005,211.399205341,351.7
1223,53509.246,-116.70119590700001,255.0
1224,53510.269,-212.60159712699996,216.5
1225,53514.206,-449.499586352,239.2
1226,53516.248,2001.398394214,463.2
1227,53516.584,19994.299208292,1094.8
1228,53517.27,-128.300391111,242.2
1229,53522.205,676.1016066999999,318.3
1230,53524.269,-162.298795203,193.70000000000002
1231,53528.206,-309.301205448,226.0
1232,53531.27,-158.198395184,288.3
1233,53537.25,-4808.300394643,1333.3
1234,53537.582,-17866.699198520997,3584.6
1235,53538.269,259.099212485,225.39999999999998
1236,53542.206,135.899995257,213.10000000000002
1237,53543.225,-15.400800635,289.3
1238,53545.27,-8.200800039,260.5
1239,53549.208,-306.298807118,177.2
1240,53552.269,798.800411417,561.6999999999999
1241,53555.994000000006,962.398800652,800.8
1242,53559.27099999999,-416.40119832199997,197.2
1243,53560.315,2956.798812193,431.59999999999997
1244,53561.356,-5169.499209500999,417.6
1245,53563.204000000005,428.60161499899993,267.1
1246,53564.223,-2237.7996032220003,237.8
1247,53565.25,-4570.300797013,664.8
1248,53565.585999999996,7287.199196071,1013.7
1249,53566.269,245.098814844,258.40000000000003
1250,53570.206,-104.00039229800001,192.70000000000002
1251,53573.27099999999,-406.5012007,216.9
1252,53580.269,-610.700405446,335.8
1253,53587.27099999999,450.698397003,258.90000000000003
1254,53593.25,-380.59920655100007,614.1999999999999
1255,53594.269,823.6007971619999,668.6999999999999
1256,53598.21,425.80080901199995,325.90000000000003
1257,53599.583,-6438.999605506999,1428.1999999999998
1258,53600.248,-107.60040538599999,308.09999999999997
1259,53601.27099999999,-162.100809575,174.1
1260,53605.208,-275.69879819100004,354.3
1261,53608.269,-53.701197089000004,195.6
1262,53612.206,430.999210721,342.8
1263,53615.27099999999,-239.601592966,149.0
1264,53618.996,506.0987916749999,664.8
1265,53620.205,56.599205323,545.2
1266,53621.25,-9140.198409341,324.2
1267,53621.582,-3451.3991920450003,1809.6000000000001
1268,53622.269,-163.800007158,235.4
1269,53626.195,259.599599417,107.30000000000001
1270,53626.498,102.60001488399999,127.8
1271,53627.195999999996,39.099603555,187.20000000000002
1272,53627.499,-137.901594144,158.1
1273,53628.197,62.398802925000005,116.5
1274,53628.5,-94.60080718800002,152.9
1275,53629.198,15.400800635,108.0
1276,53629.501,40.298414206,144.0
1277,53630.195,97.99920235300002,118.9
1278,53630.498,565.700395327,153.9
1279,53631.195999999996,200.09880472600003,97.19999999999999
1280,53631.499,34.599599985,145.3
1281,53632.195999999996,-31.499999409,106.89999999999999
1282,53632.5,-20.199598794,133.20000000000002
1283,53633.197,235.69920415399997,111.9
1284,53633.5,525.99959588,184.5
1285,53634.205,141.99841302800002,222.0
1286,53634.501,127.800004179,147.4
1287,53635.195,135.201597118,104.1
1288,53635.498,187.59959346000002,139.7
1289,53636.195999999996,11.300400615000001,111.19999999999999
1290,53636.499,57.398412422999996,169.4
1291,53637.197,48.499214245,128.5
1292,53637.5,-88.99919521400001,162.89999999999998
1293,53638.197,47.700007144000004,131.1
1294,53638.497,37.699200561,150.0
1295,53639.198,-245.401190568,128.20000000000002
1296,53639.501,-77.19840766600001,143.0
1297,53640.199,-60.598796381,159.1
1298,53642.248,-702.399597685,148.79999999999998
1299,53643.27099999999,-395.701187017,307.09999999999997
1300,53647.208,1063.900813847,1542.8
1301,53649.25,4041.7991897359993,463.6
1302,53650.269,-147.89879401200002,209.7
1303,53655.225,239.299191662,181.60000000000002
1304,53656.58,12584.599193132999,1234.2
1305,53657.27099999999,-76.10040597700001,231.4
1306,53662.227,719.200801313,422.8
1307,53664.269,27.900011901,258.5
1308,53668.206,1898.999997252,1433.2
1309,53671.267,-111.09960951199999,196.9
1310,53675.205,-892.7999971319999,294.0
1311,53677.242999999995,-18839.599192687998,328.7
1312,53678.269,-180.79919641399997,208.3
1313,53683.225,1050.2999941760002,895.7
1314,53684.248,-1168.801196627,835.4
1315,53684.584,8920.799996304,2227.5
1316,53685.27099999999,-58.798789836999994,202.2
1317,53690.227,572.0004054410001,240.0
1318,53691.246,446.101191187,674.2
1319,53692.269,-245.401190568,185.20000000000002
1320,53696.203,1291.798795933,396.6
1321,53697.269,-202.89958513300002,243.7
1322,53704.242,-759.2003953499999,287.6
1323,53706.269,-440.100001242,201.6
1324,53710.203,258.800392317,318.7
1325,53711.225,-234.799188092,111.3
1326,53712.248,-51.501586995000004,297.70000000000005
1327,53713.27099999999,-66.301191737,149.60000000000002
1328,53717.205,784.2996012639999,475.6
1329,53718.224,765.201610875,527.2
1330,53719.25,-340.498803553,149.9
1331,53720.269,158.101192937,237.8
1332,53724.203,-231.90120543900002,406.7
1333,53725.225999999995,-57.200401216,550.3
1334,53727.27099999999,-600.0984029699999,304.5
1335,53732.205,-76.298391605,316.0
1336,53733.287000000004,2407.600800325,364.8
1337,53734.269,987.0012007700001,446.6
1338,53740.27,-1286.200790673,498.5
1339,53747.582,69541.801207151,1389.0
1340,53748.287000000004,155.80079946200001,298.0
1341,53754.255999999994,-547.4015864590001,351.3
1342,53755.267,38.800808966,228.2
1343,53760.227,-1854.799194234,818.2
1344,53761.246,595.900800704,263.0
1345,53762.269,-47.098785672,244.60000000000002
1346,53767.225999999995,681.901204302,917.5
1347,53769.27099999999,45.601206010999995,248.20000000000002
1348,53774.227,-671.90039772,523.3
1349,53775.247,-515.5991857460001,653.5
1350,53776.269,269.798391628,278.4
1351,53780.207,-83.401189954,155.5
1352,53780.638,-56049.901206734,581.6
1353,53781.222,1686.301197878,552.6
1354,53782.584,-16147.101601405002,1079.9
1356,53783.27099999999,441.69838986400003,348.4
1357,53787.205,281.401193547,211.9
1359,53790.269,47.001609005000006,240.7
1360,53797.27099999999,-252.10080423199997,242.60000000000002
1361,53804.269,4.1004000199999995,227.20000000000002
1362,53808.203,-123.199191648,197.6
1363,53811.27099999999,11.401209576,336.7
1364,53816.224,-2066.698786507,1476.9
1365,53817.583,8106.400798624001,823.6999999999999
1366,53818.269,-303.699593474,236.6
1367,53822.207,-59.698805899,178.5
1368,53824.248,225.298794021,263.90000000000003
1369,53825.27099999999,-1113.9011888869998,249.6
1370,53832.269,-246.30120663,269.0
1371,53836.207,515.401200119,302.20000000000005
1372,53838.27,181.699212476,294.59999999999997
1373,53844.206,-294.19919940200003,250.2
1374,53846.277,-321.09838628,518.8000000000001
1375,53850.203,-325.101609633,202.4
1376,53850.583,10452.600014332002,654.3
1377,53852.249,-347.198391637,260.90000000000003
1378,53853.27099999999,-486.799208943,235.4
1379,53858.202000000005,-335.300401844,192.3
1380,53860.269,190.101604858,257.6
1381,53867.27099999999,189.298791042,372.2
1382,53874.269,-398.19959170000004,226.3
1383,53878.207,-316.800000633,273.3
1384,53879.225999999995,601.801207267,327.6
1385,53880.581,-1318.7987917720002,1371.3999999999999
1386,53881.268,339.501610824,306.3
1387,53886.206,-370.00078520999995,175.7
1388,53888.269,-432.29880475299996,269.2
1389,53893.204000000005,-494.89920002099996,464.7
1390,53894.249,8224.300805182,988.8000000000001
1391,53895.27099999999,-323.099985167,167.4
