%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
48110.435    2.027494978667    1.158300003112    2.9238    1.9405   0.003    4
49330.001   -0.207247324084   -0.711000001274    1.1527    3.7150   0.606    3
49960.334   -0.388718011500    0.555703221039    1.3847    1.1953  -0.827    4
50182.081    0.862354142044   -1.286798379851    0.9626    2.3143  -0.030    5
50905.916    0.154171409325   -0.572497185658    0.8884    1.7377   0.284    7
51115.712    0.249835252998   -0.072197991585    0.8554    0.6470  -0.237   10
51617.079    0.167946900752    0.000000000000    0.1598    0.4437  -0.382   89
51787.337    0.075191626311   -1.063396794621    1.6035    1.4527  -0.151    4
51927.334   -0.548448820505    2.925403202880    1.2122    1.3243   0.157    8
52306.248   -0.652832165454   -1.220399985868    0.6882    1.4011  -0.055   32
53125.576   -0.273088635604   -0.013996790926    0.3734    0.9154  -0.257   39
55154.248   -0.257545004407    0.750600017341    0.7747    0.3315   0.285   16
55474.207   -2.864448661986    0.080002820368    5.4511    0.6099   0.839   10
55537.209    0.047895623830    0.073202397743    0.3252    0.3624   0.220    6
55616.249   -0.843525936075    5.611903210934    0.1587    0.4478  -0.160   98
55861.251   -0.440908132369    0.943700413814    0.9635    0.6354  -0.224    8
55882.250    0.904183853456    0.024501616736    1.5062    3.4463  -0.146   12
56058.033    0.150886834551    9.347302810170    0.8086   16.4854   0.251    4
56085.252   -0.818252708935   -1.291697986971    2.4534    4.6692   0.674    5
56134.250   -0.898624626176   -3.495297593759    0.6768    2.2323   0.189    5
56260.258    2.056938402069    0.310100412548    1.4170    4.6279  -0.088   18
56274.250    1.488269241367    2.587302020629    1.6485    1.4724   0.149   12
56376.831    1.041929285705   14.493402011340    1.3812   18.6834   0.198   18
56483.239   -0.720314212756   -5.279896788579    3.5128    3.2051   0.449    4
56504.230    0.568920865466    8.784500397496    0.4244    6.4341  -0.134   15
56602.208    0.264493262705   -0.380199603001    0.2552    0.3166  -0.206    7
56603.249    0.431681945955   -0.365198380337    0.1762    0.2115  -0.099   36
56615.208    0.094271709446    0.392000416127    0.4142    0.5364   0.626    9
56624.291    0.450892363885   -0.847897189260    0.4486    7.3072  -0.456   37
56666.248   -0.333112808661   -0.039798001694    0.5736    0.5612   0.188   21
56754.795    0.205985524653   -5.960898002400    0.5704    5.8895  -0.021   24
56809.214   -0.157710964472    0.755600407842    0.1889    0.4613  -0.204  136
56840.253   -3.897151761276   -3.013199980728    0.7365    0.9518   0.330    9
56875.043   -0.318454798953    2.159200818141    0.2984    0.8838   0.070   28
56890.792    0.535558950566   71.310801615709    0.1906    3.4835   0.186   30
56901.794   -0.773011018764   -3.790497592604    0.5439    1.4555   0.773    5
56965.209   -1.546652678642    0.142502406675    0.3790    0.2692  -0.005   14
57001.208   -0.331596373656   33.232500015856    0.2209    4.7266  -0.013   32
57092.232    0.048905546096    0.385200019082    0.3653    0.3788  -0.029   46
57102.499   -3.090527295249  135.533800809640    0.7918    6.1981  -0.400    5
57113.230    0.523427298130   -8.526099583150    0.3050    5.4402  -0.207   38
57247.229    0.743691896139   59.970801598297    0.2430    4.3897   0.075   16
57281.584    6.624488907738  110.331100799499   93.5742  172.9426  -0.736   33
57307.795   -0.681644775340    0.480200404240    0.2909    1.6078   0.201   12
57360.833  479.776169498825 -153.565498800390   96.5398  153.8543  -0.743   11
57361.647 -311.655079739867 -125.425396788614  103.1816  193.3924  -0.347   13
57415.229    0.317948113815    6.509001619293    0.2097    2.8274  -0.083   40
57443.251   -2.432008326128   -6.668798403098    0.2153    0.2482   0.357   69
57525.082    2.108752517397   -9.033598803398    0.3258    2.5043   0.186   11
57618.228    4.841269954788    9.860000406547    1.4421    1.0392   0.136    6
57659.231   -0.768840650101   -6.008097597032    0.2565    1.8226   0.286   27
57770.475   -3.054259741927   -8.315197183606    2.3295    4.7295   0.893   11
57775.461    0.498026839404    0.308602807308    0.1707    0.3722  -0.162   78
57804.381   -0.029822532153    1.188900012039    0.1975    0.4389   0.013   84
57836.293    1.177145085073   -0.508096783847    0.2222    0.4613  -0.386   73
57839.792    0.639184078013   -1.081699184624    0.2282    0.4115  -0.045   45
57848.230   -0.854141153506  -10.228298387460    0.1735    3.8015   0.303   41
57870.247   -5.234661572079   -2.592399587797    0.3751    0.4133   0.117   24
57872.197   -0.422079926400    1.955602809289    0.2231    0.5821  -0.347   72
57875.189    0.421825118426    0.379799999450    0.4505    0.7537   0.640   22
57901.417   -0.030456448878    2.360502014653    0.1965    0.4665  -0.250   36
57904.690    0.935143711862   -0.970797586319    0.7697    1.3773  -0.898   21
57954.251    0.500301491911    0.345801620938    1.3886    1.5950   0.096    7
57961.249   -0.702368525065  -41.877298787085    0.3584    5.8781   0.222   13
57978.131   -0.187660900612   -0.696499191122    0.1925    0.4781   0.038   88
58015.324    0.832659013878   -7.589897990101    0.4698    2.5998  -0.294   19
58024.251   -1.056714699399  -12.715898401439    0.1999    1.6970   0.172   32
58137.058   -0.940327106001   10.338901216755    1.4964    3.3379  -0.931   21
58143.856   -2.198347517843   -0.118897199286    0.3637    0.7879  -0.674   36
58159.408    1.803566697134    0.741103204405    0.2703    0.5810  -0.602   49
58170.227    1.104355515255   -2.014696787001    1.0107    1.1290  -0.319   20
58203.797    1.123941938727    1.280102398482    0.6281    0.7472  -0.739   87
58216.836    0.047137406328    2.611303199274    0.2185    0.5098  -0.163   73
58238.207   -0.118283137154    4.224301216027    0.2383    0.5191  -0.111   28
58258.146    2.060984297554    3.915500397511    0.3028    0.4601   0.114   28
58298.269   -0.591922370908   -0.464896780272    0.4352    0.4022   0.369    6
58330.955    1.431278110720   -0.992199602479    0.7946    1.9601  -0.822   25
58332.248    0.403627725972   -5.430297593989    1.1345    1.2789   0.304    7
58382.002   18.317212025017   43.376302818388    4.5476   10.7933   0.971    6
58386.484    0.431430241191    2.127103203975    0.4675    1.9727  -0.585    6
58400.206    0.650051000209    0.313102810878    0.3350    0.2650  -0.277   12
58481.840   -3.867581106288   -2.948299191985    0.7488    2.0213   0.693   24
58510.833   -0.130666494355   -2.662999190761    0.2116    0.5088   0.202   30
58622.004   -0.974192430429    1.764802806292    0.5681    3.3139  -0.377   15
58635.004   -0.592174075672    0.945802796082    0.4331    0.9371  -0.558   49
58645.413    0.600135531846    0.777700796561    0.4488    1.5470  -0.674   15
58803.501    0.183742236713   -3.123899986690    0.5829    3.1126  -0.631   10
58829.901    0.408810947710   -0.657496789813    0.2315    0.5990  -0.265   30
58899.905   -1.607438172411   -0.274197586236    0.4575    2.9075  -0.241   14
58904.208    0.989863465612   -2.678497193642    0.5476    0.4167   0.206   11
58911.209   -4.485031339909   -2.486098802024    1.2345    1.1758   0.770    8
58981.210   -0.110449257367    0.784800013776    0.3570    0.5792  -0.200   11
59230.577   -0.599377314344    5.106002404887    0.2892    0.6639   0.411   25
59268.208    0.629833590821    0.693702017429    0.2039    0.2544   0.211   52
59331.207   -4.028579576343   -5.273197200495    1.5063    2.6887   0.551    5
59339.228   -0.189177335616   -3.082399180698    0.3574    4.0072   0.778   30
59429.207    0.000000000000    0.050500813131    0.2002    0.3118   0.166   36
59501.227   -0.097683688206   -0.684997198164    0.4595    4.2217   0.449    8
59611.207   -0.176539170442   -1.170496787495    0.1518    0.2411   0.056   26
59674.209    0.303541981272    0.262702806708    0.1302    0.2184   0.071   63
59738.208    0.331092791727   -0.212896785001    0.2270    0.2890   0.152   32
59891.208   -0.145327607271    0.047602804898    0.1752    0.2359  -0.030   60
59905.208   -0.035509163420   -0.042497998720    0.2152    0.2138  -0.145   61
60255.209    0.162639378237    0.335203199597    0.2620    0.3537   0.257   29
