%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
47568.100   -0.296869701505   12.663900002252    0.4032    2.0731   0.079   13
47660.341  -10.868258203937  122.706100800229    1.0433    3.6780   0.306    7
47834.422   -0.185778486469    1.137301203613    0.6541    2.7092   0.152   16
47919.244   -1.168477813982    2.738897998000    0.8656    4.1507   0.030   11
48509.247    1.283770092820    4.366299603475    0.9408    5.5113   0.614   11
49064.164    0.257420241379   -0.949701597364    0.7711    2.7355  -0.128   16
49736.363   -0.789959660418   -2.476800000295    0.4198    2.0659  -0.190    9
49790.168   -0.690326674526   -1.277100000152    0.6436    0.9928   0.203   26
50459.832   -0.356040330379    0.352299603890    0.1379    0.2142  -0.074  147
50786.249    0.346029972991   -1.813499999770    1.4104    1.4858   0.245    5
51288.208    0.629558400882   -0.486100798014    0.3867    0.7077  -0.089   27
51575.072   -0.490044442389    1.245499198177    0.1515    0.3016   0.005   97
52403.251   -0.241468525031   -0.599698799419    0.0500    0.0978  -0.156  217
52425.272    0.174466469026    0.401698802222    0.1886    0.2797  -0.093   41
52429.205   -0.001740295157    0.582901202506    0.1224    0.3625  -0.014   41
53206.205    0.172291001155    0.530899203000    0.1831    0.2694  -0.172   21
53213.207    0.628106967814    0.298000798438    0.2217    0.3287   0.306   20
53509.246    0.221162509478    0.195901202460    0.1539    0.3289  -0.093   17
53523.418   -5.068085437902    1.503000002856    0.2149    0.4408   0.042   45
53551.250    0.162138092304   -1.010098801402    0.1230    0.2066  -0.343   69
53560.315   -2.400038557479    1.201899603842    0.2738    0.4531   0.115   45
53561.356    1.417050268952   -5.184399597624    0.2641    0.4571  -0.068   45
53572.467   -4.148329752978   -6.637701601164    0.3325    0.4920   0.108   45
53710.203    0.203181635885    0.194299200729    0.2144    0.4345  -0.303   32
53780.638  -57.380459700331  -95.284799999007    0.3808    0.7764  -0.091   36
53782.836  190.029331200903-1017.068900402052    0.4615    0.8826  -0.275   45
53789.594   11.690263947438 -182.246299197431    0.3442    0.6637  -0.032   45
53893.204   -1.199803522501   -0.511801199821    0.5689    0.5781   0.683   54
54046.207   -0.027409945492    0.147200402267    0.1496    0.2356   0.043   59
54087.561    1.897954600456   -5.090601597857    0.3736    0.3936  -0.176   36
54235.206   -0.207532373777   -0.178401600692    0.1586    0.1505   0.103   46
56392.230    0.505703834261   -0.013899601470    0.2353    0.2208   0.044   22
56470.251   -0.084116343333   -0.370900801272    0.2386    0.3373  -0.034   28
56566.206    0.150102040058   -0.024901201101    0.2294    0.1888   0.092   24
56569.270    0.242481322997    0.440398802226    0.2724    0.4023   0.230   30
56573.208   -0.578076449824   -2.169201599145    0.5764    0.9099  -0.285   10
56576.268   -0.212318284383    0.444499202246    0.3554    0.4908   0.108   16
56604.272    0.629701150195    0.036198001396    0.3948    0.2973  -0.026   19
56632.269   -0.312243594751    0.617500802491    0.1443    0.3049  -0.068   35
56646.272    0.334429093459    0.131598002895    0.1944    0.1681  -0.116   61
56653.270   -0.328484173187    0.447998399977    0.1665    0.3160   0.050   38
56660.269   -0.113701657770    0.680101197759    0.4102    0.9427   0.182   13
56664.210   -0.003191728225    0.165700803478    0.0801    0.1446  -0.085  154
56687.250   -0.042202652173    0.330498003365    0.0800    0.1155  -0.034  115
56716.269    0.065261760848    0.315298801468    0.4527    0.2193   0.245   11
56730.272    0.310645949981    0.907599601874    0.3255    0.3545   0.059   12
56744.269   -0.030455462016    0.409100401555    0.2302    0.3569   0.221   12
56751.271    0.421155879527    0.581698797930    0.2651    0.3094   0.115   34
56763.273   -0.350384272195    0.110401198583    0.2024    0.1840   0.077   27
56776.206   -0.002467792347    0.332600398423    0.1285    0.2451   0.066   18
56826.209    0.161414057501    0.104101201259    0.1890    0.2165  -0.065   24
56832.206   -0.121244123886    0.046000803167    0.1375    0.1488  -0.225   21
56884.269    0.067290918093    0.453398400424    0.1666    0.2535   0.198   29
56895.208   -0.113120372280    0.058298402905    0.1195    0.1206  -0.117   49
56940.273    0.015662854260    0.699400799675    0.2151    0.4420  -0.053   15
56968.269    0.710625666377   -0.370900801272    0.3062    0.2387  -0.229   15
56975.271    0.013630135701    0.237898801458    0.1704    0.2708   0.140   50
56987.270   -0.002175368946    0.420497998022    0.1487    0.3993  -0.013   22
57010.269   -0.496859510240    0.283298402337    0.4182    0.3549   0.028    6
57056.207   -0.845792349367   -0.060001200808    0.1993    0.2781  -0.118   38
57059.271    0.163008239882   -0.224899196866    0.2833    0.3128   0.531   28
57070.207    0.374891351551    0.101599202651    0.0986    0.1379   0.042   34
