%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
50219.333   -0.404125347545   -0.524800810808    0.1771    0.3492  -0.128  135
54278.229    1.163114852823    1.362002402061    0.5181    1.1028  -0.170   16
54872.205    0.053823322961   -0.473799610745    0.2638    0.6001   0.357   20
54881.249   -0.759874115076    0.704401196572    0.4741    0.7321  -0.274   17
54943.228   -1.120686582601   -0.252500407782    0.2660    0.7705  -0.518  134
55483.229   -0.401973430546   -0.470700010169    0.2884    0.4703  -0.201   31
55776.228   -0.213272338559    0.328802406102    0.2073    0.3427  -0.517   71
55847.251    0.233788893190   -0.028598410040    0.1286    0.2043  -0.146   64
56170.271    0.258229521597   -0.554399994712    0.3855    1.0251   0.360    3
56995.250   -0.748728204394    0.031201204820    0.1609    0.2520   0.056   84
57107.251   -0.184269404228    0.301701601302    0.0933    0.1531   0.037  173
57121.251   -1.760880421320    0.824702405566    0.3472    0.3182   0.244   13
57149.251   -2.023416886872   -0.863200787649    0.7355    0.5718  -0.070    4
57198.249    0.720992750040    0.066499202944    0.3340    0.3491   0.243   21
57303.247   -1.932487292833   -3.374100000997    0.2076    0.3013   0.134   72
57352.290    0.580543839814   -2.540599206213    0.2802    0.2350   0.211   34
57367.268    0.306356959554   -0.002199610094    0.8035    1.2567   0.867    6
57465.269  -12.798685911722   -4.757198411198    0.7449    0.6710   0.167    6
57478.228    0.945790932278   -0.567198000567    0.4449    0.8033   0.186   12
57568.229   -2.758090507547   -0.119098791629    0.1816    0.3098   0.154  105
57584.271    0.135889714258   -0.377899209525    0.1857    0.3565   0.034   24
57589.227    1.006200797178   -3.610097999740    0.2826    0.3832  -0.012   58
57625.248   -0.491638481789    0.000000000000    0.3169    0.3656  -0.175  100
57647.269   -1.289758494161    5.080600797669    0.4943    1.0282  -0.629   12
57693.207    0.506456041460    2.010999597246    0.3576    0.5794   0.087   10
57696.271   -1.002021534207    0.010101589965    0.4682    0.7365   0.087    4
57700.208 -411.259022890264  320.350399212543  107.9791  100.3460  -0.107    3
57722.229    0.000000000000    0.252500407782    0.3083    0.3464   0.139   86
57724.271    1.045458985256   -0.371098812479    0.3122    0.6655   0.300   13
57731.269    0.039133444274    0.169300810171    0.1394    0.2223   0.396   39
57736.229    1.426283503385    1.647100810942    0.3050    0.3317   0.155   82
57801.269   -2.043553508505   -0.958197591672    0.4550    0.5968   0.474   21
57805.189    1.298877058872    2.462000395553    1.0756    0.9780   0.109   42
57843.270   -8.661676362796    3.272601594517    1.0022    1.0058   0.006    5
57933.249    0.574844672079    0.075499210084    0.1532    0.2409  -0.252  143
58043.207   -2.838761737883    0.173901597122    1.0647    0.3176   0.429    5
58151.270    0.719093085053   -1.096999201877    0.1524    0.3005  -0.058   33
58501.271    0.160585704634    0.447800388770    0.4699    0.4502   0.235   20
58617.209    0.251518235854   -0.075599993465    0.1277    0.1642  -0.362  135
58620.269    0.166160128566   -0.311097605277    0.2731    0.2136  -0.013   33
58701.209   -0.078774675306    0.045900000600    0.0850    0.1085  -0.234  317
59068.271    0.662737739320    0.050101209581    0.2720    0.4135   0.361   24
