%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
50575.751    0.110788193831    0.000000000000    0.2161    0.4783  -0.092   90
56661.920    0.000000000000    0.319802398963    0.4303    0.9871   0.263   25
56749.229    0.249680344955    1.278100799595    0.2831    0.6019   0.397   41
57261.251    3.487840881153   -7.197897599553    4.8078   12.9593  -0.940    9
57373.248   32.581726629525 -105.207897600224    8.6308   31.3598  -0.985   12
58425.726   -0.678998119534    0.976802395769    0.3300    0.6820  -0.270   71
58747.059   -0.070621991413   -0.376599602703    0.2757    0.7327  -0.294   92
59230.577   -1.241473485902    1.916999998741    0.6179    1.3887  -0.159   32
