%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
47165.332   -3.389935655301    1.491901156214    2.2810    1.3364  -0.612    6
47681.247    2.698540084942    1.872500388345    1.9198    1.2504  -0.318    8
48538.255    0.139607315628   -1.381201201411    0.9795    1.2978   0.031   10
48678.259    0.347332558020    1.284598795337    0.8320    0.9319   0.222    9
49184.423   -0.126789601464   -1.990101600313    0.4558    0.4011   0.023   26
49519.335   -0.425407921194    0.743601583508    0.7675    0.6497  -0.041    7
49554.333    1.014269232138    0.065498403501    0.9268    1.0562   0.024   13
49826.960   -0.562665934429    0.121499994066    0.3198    0.3621   0.309  103
49924.251   -0.283655902304    0.019900778625    0.4085    0.4554  -0.235    9
49930.168    2.453078667802   -3.165998407439    8.8250    6.9508  -0.983    3
50274.252   -0.960703061621   -0.541299613133    0.4606    0.4539   0.274    8
50459.832    0.120611780480   -0.154598433255    0.1929    0.1665  -0.072  158
51246.084    0.139862211176    0.344599203572    0.2660    0.2254  -0.440   51
53045.207   -0.158857746325    0.218901556082    0.1240    0.1372  -0.093   86
53101.207    0.118160770653    0.000000000000    0.1834    0.1297   0.089  179
53381.207   -0.363366038318    0.180399592864    0.2185    0.2246  -0.111   16
53465.204   -0.031046054814   -0.036100811940    0.4366    0.5024   0.181   18
53724.203    0.022775011250    0.191901585822    0.2873    0.3800   0.025   11
53801.205   -0.040696975671    0.369799192868    0.3189    0.2412  -0.405   15
54088.207    0.000000000000   -0.274701631042    0.2330    0.2312  -0.439   20
54152.206    0.055404427887   -0.028400398833    0.1575    0.1397  -0.422   16
54648.209    0.270124982176    0.281998757146    0.3013    0.2749   0.284   22
54732.209    0.045344169440   -0.064299644009    0.1651    0.1995  -0.090   21
54886.187    0.042280337494    0.238701602484    0.3807    0.6374   0.089   23
54937.249   -0.394923138155    0.095000359579    0.2908    0.2574   0.110   23
54965.249   -1.160667121207   -1.384700431117    0.1937    0.4584   0.554  270
55299.208    0.008936460966   -0.071301633398    0.5045    0.6816   0.382   30
57324.249  -74.287267227721  278.059100378414   24.0741   26.6351   0.186   75
57330.583   43.828808441911   -7.622301637866   22.4535   27.4463   0.087   70
57350.584  147.544743972294   87.458900384263   21.7295   25.1623  -0.020   58
57352.626  -99.274351140840  -84.442399236195   21.7188   19.2343   0.081   95
57360.833  -62.420475910137 -285.596301603164   23.2052   27.6216   0.104   72
57361.647 -110.543958623235 -191.286399609680   33.2535   33.6515   0.375   89
57464.250  233.308680945592  -28.059998408025   27.4262   24.4534  -0.200   18
58382.002    0.084560744650    0.097199995253    0.1962    0.1439   0.049   91
