%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
50631.755    0.941506516543   -0.040301995341    0.3331    0.6030  -0.130   39
50687.836    0.241309672499    0.000000000000    0.2395    0.4909  -0.040   56
56878.498    1.063423805390   -0.015001197085    0.2027    0.4545   0.095   77
57836.293    0.000000000000   -0.300700789069    0.2025    0.4347   0.139   63
57974.230  129.448487879180 -236.642900398465    0.7568    0.8123   0.214   15
58142.227   -0.840654887414    1.308999603111    0.3989    1.0670   0.019   19
58324.227   -0.809331135652    3.219098408636    0.5072    1.1038   0.090   21
58440.833    0.499336338645    0.617400006320    0.1173    0.2631  -0.007   85
58445.165   -0.256479415586    0.488599202697    0.4777    0.8522   0.010   14
58563.250   -1.081121807054    1.691499599588    0.4266    0.8430  -0.024   21
