%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
48043.320    2.536740126686    1.229000440617    2.9427    4.2631   0.216    5
48756.865    0.000000000000   -0.015497977301    0.8295    0.6302   0.089   11
49330.001   -0.917599696482   -0.141901159623    0.8323    0.9102  -0.092   13
49534.544 -137.153238223377 -108.862801192799    0.5264    0.3950   0.128   14
49895.086   -1.064423046307   -0.132998354729    0.9239    0.9245  -0.090   12
49896.281   -0.132776707729    0.800701201342    0.6944    0.5663  -0.196   10
49897.395    0.484698200965   -0.505501202497    0.6474    0.6363  -0.059   15
49979.086   -0.742422196164   -0.068799596420    0.6308    0.6012  -0.041    4
50149.333    1.334082184681    1.506200425183    0.8829    0.4341   0.282    3
50182.081   -0.712834085584   -0.372999602405    1.0921    0.8675  -0.037    6
52522.238    0.849099811328    2.793499243126    1.1434    2.1538  -0.076    6
53136.227    0.388983120737    0.015001222664    1.2549    0.3927  -0.423    3
53234.205    0.604164544663    0.099799234476    0.4910    0.2840  -0.173    4
53248.001    0.550825753266    0.088099204731    0.5647    0.4229  -0.394    3
53255.003    0.148864283099   -0.069699586902    0.4358    0.3962  -0.018    3
53543.999    0.282566889789   -0.140299164286    0.5967    0.5213   0.072    3
53619.033    0.098990005958   -0.389199584561    0.6391    0.4459   0.105    3
53823.233    0.489040286426    0.431100045262    0.4471    0.4493  -0.438    4
53908.241   -0.026621860996    0.324399604779    0.5104    0.4513   0.070    4
53999.744    0.963440531939   -0.814399197679    0.8500    0.5302  -0.329    5
54062.001   -0.742730289658   -0.232700386960    0.4768    0.5707  -0.101    4
54151.169    0.574861156753   -0.465400773919    0.6139    0.3910  -0.331    3
54495.918    0.142885042284    0.530499625029    0.4398    0.4927  -0.103    5
54578.113    0.775260761084    0.893700013194    0.8899    0.6918   0.395    3
54706.229   -0.251863194613   -0.272699980997    0.5381    0.6328  -0.364    5
55420.248   -3.834590380488    5.172598810077    1.3070    2.9461  -0.721   10
58030.230   -7.604263312393   -2.087600364575    0.5329    0.3187  -0.784  107
58885.251   -1.866732752393    0.000000000000    0.5462    0.9664   0.755   51
58975.227   -0.040193576873    0.736300825110    0.4146    0.5343   0.428   26
59066.229   -0.570400080782    0.813301221569    0.4232    0.4138  -0.198   25
59248.229   -0.036254686681    0.539802033472    0.3669    0.3178   0.029   14
59423.228    0.523444826033    0.011998798755    1.6203    0.4802  -0.217    8
