%-----------------------------------------------------------------------------
%                R.A. (mas)        Dec. (mas)        Err. (mas)     Corr. Del.
% Uncertainty in R.A. is in R.A. cos(Dec.)!!!!
%-----------------------------------------------------------------------------
57674.228   67.872137328550  -71.468100001226    1.7499    5.1797  -0.395    8
57925.228   12.831575898769    2.108800801182    0.4966    0.4391   0.253   22
57974.230   85.901295328975 -192.465500401084    0.5344    1.4051  -0.270   45
58022.797   -1.147315275689    2.257300803876    0.7415    1.5052   0.649   57
58048.076   -1.788974488967    1.158598804096    0.2613    0.6481  -0.502   50
58216.836   -1.413845449840    2.896401601760    0.1331    0.3002  -0.240  119
58380.227    0.815150195117   -1.181599196087    0.5186    0.3363   0.211   10
58653.230    1.014565947322    0.157701602177    0.2347    0.1992  -0.103   77
58772.228    0.000000000000    0.000000000000    0.2998    0.4626   0.107   16
