   DATE        X           sigma      Y         sigma 
51262.2720      0.118      0.027      0.180      0.025 
51268.2500      0.009      0.023     -0.116      0.022 
51275.2380      0.136      0.030      0.062      0.033 
51276.2660      0.043      0.028      0.080      0.035 
51282.2600     -0.148      0.025      0.013      0.024 
51284.0890     -0.023      0.006      0.051      0.006 
51288.0850      0.189      0.052     -0.014      0.054 
51289.2490      0.257      0.019      0.119      0.021 
51290.2630      0.087      0.027      0.048      0.034 
51296.2460     -0.105      0.036     -0.057      0.029 
51297.2740     -0.054      0.047      0.116      0.038 
51302.0930      0.245      0.022      0.105      0.029 
51303.2530      0.240      0.026      0.061      0.029 
51304.2720     -0.023      0.030      0.059      0.028 
51309.0840     -0.024      0.006     -0.143      0.005 
51310.2500     -0.156      0.027     -0.189      0.029 
51317.2420     -0.088      0.029      0.018      0.030 
51318.2780      0.103      0.047      0.155      0.046 
51324.2540      0.043      0.022      0.066      0.026 
51331.2470     -0.275      0.044      0.269      0.036 
51338.2480      0.107      0.032     -0.215      0.037 
51344.0840     -0.061      0.023      0.103      0.026 
51345.2470     -0.082      0.027      0.068      0.022 
51351.0890     -0.062      0.008      0.006      0.007 
51352.2470     -0.101      0.021     -0.050      0.024 
51359.2470     -0.120      0.026     -0.101      0.025 
51360.2710      0.046      0.025      0.061      0.023 
51366.2480      0.040      0.033     -0.118      0.034 
51373.2500     -0.008      0.027      0.134      0.025 
51374.2700     -0.067      0.031      0.106      0.032 
51379.0860      0.148      0.041      0.105      0.041 
51380.2480     -0.383      0.031      0.058      0.027 
51387.2470     -0.133      0.027     -0.059      0.028 
51388.2690     -0.369      0.071     -0.099      0.068 
51393.0900     -0.050      0.006     -0.079      0.007 
51394.2530     -0.187      0.028     -0.202      0.025 
51400.0840      0.284      0.049     -0.181      0.046 
51401.2430      0.150      0.039     -0.171      0.034 
51402.2680      0.213      0.036     -0.027      0.034 
51408.2520     -0.011      0.027      0.008      0.023 
51414.1620      0.030      0.032      0.150      0.033 
51415.2500      0.125      0.026     -0.157      0.023 
51422.2480      0.079      0.025     -0.165      0.023 
51429.2470      0.135      0.029     -0.037      0.023 
51436.2470      0.006      0.031     -0.332      0.030 
51442.0880     -0.029      0.040     -0.149      0.028 
51443.2490      0.158      0.025      0.084      0.024 
51449.1720      0.385      0.052     -0.190      0.068 
51450.2450     -0.087      0.028     -0.216      0.028 
51456.1650      0.133      0.022      0.089      0.026 
51457.2440     -0.072      0.020      0.088      0.020 
51464.2350      0.046      0.027      0.014      0.027 
51470.1660      0.061      0.038     -0.200      0.045 
51471.2500      0.193      0.030      0.050      0.030 
51477.0820      0.036      0.040     -0.307      0.043 
51478.2380      0.045      0.031     -0.197      0.031 
51485.2480      0.087      0.022      0.004      0.025 
51486.2700      0.133      0.019     -0.002      0.022 
51491.1270     -0.020      0.036      0.061      0.053 
51492.2490      0.052      0.023     -0.074      0.023 
51493.2970     -0.060      0.065      0.173      0.051 
51494.3360     -0.158      0.045     -0.040      0.046 
51498.0960      0.172      0.024     -0.092      0.021 
51499.2490      0.049      0.023     -0.161      0.022 
51506.2540      0.079      0.024     -0.149      0.025 
51513.2430      0.114      0.028     -0.033      0.027 
51519.0880      0.145      0.020     -0.115      0.028 
51520.2480      0.073      0.020      0.001      0.021 
51527.2470      0.180      0.018      0.018      0.018 
51528.2690      0.189      0.038     -0.110      0.043 
51533.0860     -0.052      0.006     -0.158      0.005 
51534.2480      0.172      0.031     -0.283      0.030 
51541.2340      0.111      0.027     -0.045      0.024 
51542.2680     -0.087      0.022      0.009      0.017 
51548.2570      0.050      0.028     -0.180      0.024 
51554.0920      0.280      0.033     -0.101      0.037 
51555.2510      0.087      0.024     -0.183      0.025 
51556.2740     -0.070      0.028      0.140      0.028 
51562.2530      0.044      0.026     -0.091      0.026 
51569.2510     -0.042      0.025     -0.019      0.023 
51575.0800     -0.140      0.004     -0.072      0.004 
51576.2470     -0.062      0.019     -0.056      0.020 
51577.9970     -0.134      0.050     -0.046      0.059 
51582.0910     -0.466      0.084     -0.055      0.071 
51583.2490      0.115      0.032     -0.028      0.034 
51585.0020     -0.029      0.132      0.164      0.134 
51589.0890     -0.037      0.022     -0.036      0.020 
51590.2510     -0.070      0.025     -0.207      0.024 
51597.2400     -0.067      0.030     -0.069      0.029 
51604.2430     -0.074      0.030     -0.117      0.025 
51611.2490     -0.151      0.030     -0.140      0.025 
51617.0870     -0.099      0.005     -0.092      0.006 
51618.2500     -0.114      0.030     -0.016      0.031 
51625.2480     -0.074      0.027     -0.053      0.027 
51631.0860      0.175      0.035      0.130      0.032 
51632.2540     -0.089      0.026     -0.058      0.026 
51639.2510     -0.067      0.037     -0.141      0.038 
51646.2500      0.034      0.033     -0.215      0.028 
51653.2500     -0.003      0.012      0.089      0.011 
51659.1000      0.178      0.036      0.072      0.045 
51660.2490      0.019      0.030     -0.043      0.025 
51667.2490     -0.127      0.046      0.192      0.039 
51673.0870      0.027      0.024      0.099      0.036 
51674.2480     -0.141      0.025     -0.154      0.025 
51675.2720      0.070      0.055     -0.122      0.059 
51681.2460     -0.411      0.042     -0.108      0.042 
51687.0850     -0.066      0.007     -0.118      0.006 
51688.2470     -0.087      0.029     -0.184      0.030 
51695.2460      0.144      0.051     -0.295      0.055 
51702.2490      0.165      0.029      0.089      0.031 
51709.2520     -0.149      0.051     -0.046      0.058 
51715.0770     -0.015      0.040     -0.253      0.053 
51716.2460     -0.160      0.028      0.162      0.030 
51723.2460     -0.068      0.033      0.137      0.030 
51731.2450      0.037      0.071      0.003      0.063 
51732.2820     -0.055      0.007      0.143      0.008 
51736.2310     -0.100      0.020      0.092      0.020 
51737.2530     -0.048      0.033     -0.035      0.032 
51738.2730      0.018      0.032     -0.042      0.029 
51744.2500     -0.102      0.024      0.037      0.021 
51750.0860      0.028      0.039     -0.058      0.038 
51751.2550     -0.065      0.034     -0.122      0.032 
51758.2430     -0.127      0.038     -0.051      0.041 
51765.2550     -0.050      0.031      0.069      0.027 
51771.0920     -0.248      0.051     -0.137      0.037 
51772.2510     -0.177      0.075      0.056      0.059 
51778.2230     -0.013      0.016      0.132      0.014 
51779.2550     -0.128      0.029      0.029      0.027 
51780.2770     -0.052      0.022     -0.063      0.020 
51786.2460     -0.403      0.046      0.424      0.049 
51793.2500     -0.018      0.077      0.282      0.095 
51800.2510      0.113      0.035      0.005      0.036 
51802.0790      0.100      0.051     -0.147      0.043 
51806.2280      0.008      0.017      0.114      0.016 
51807.2510     -0.004      0.026      0.074      0.024 
51808.2710      0.059      0.024     -0.065      0.022 
51813.2380     -0.039      0.036      0.023      0.036 
51814.2470      0.054      0.031      0.046      0.030 
51821.2510      0.133      0.028      0.110      0.025 
51828.2500      0.052      0.037      0.240      0.035 
51829.2750      0.085      0.030     -0.114      0.042 
51834.1630     -0.090      0.033     -0.104      0.037 
51835.2540      0.112      0.027      0.151      0.029 
51836.2660     -0.112      0.023      0.064      0.024 
51841.0860      0.009      0.007      0.020      0.007 
51842.2460     -0.087      0.026      0.141      0.026 
51848.2280      0.104      0.017      0.086      0.016 
51849.2620      0.022      0.030      0.137      0.030 
51851.2880      0.155      0.039     -0.005      0.038 
51862.0900      0.301      0.042     -0.273      0.043 
51863.2510     -0.166      0.029      0.037      0.029 
51870.2510      0.064      0.026     -0.119      0.025 
51876.2330      0.192      0.026      0.283      0.022 
51877.2660      0.117      0.037      0.060      0.038 
51883.0870      0.137      0.005     -0.020      0.004 
51884.2620      0.051      0.032     -0.033      0.026 
51890.2300      0.394      0.033     -0.103      0.033 
51891.2450      0.174      0.031      0.146      0.031 
51892.2700      0.217      0.020      0.074      0.023 
51897.0880      0.074      0.023      0.178      0.030 
51898.2340      0.147      0.026     -0.079      0.024 
51906.2490      0.088      0.044     -0.145      0.045 
51912.2570      0.130      0.021     -0.082      0.019 
51918.0830      0.235      0.024     -0.146      0.028 
51919.2520      0.219      0.023     -0.189      0.021 
51920.2780      0.108      0.025     -0.093      0.028 
51926.2470      0.040      0.026     -0.301      0.019 
51932.2260      0.083      0.019     -0.202      0.020 
51933.2480      0.198      0.023     -0.174      0.024 
51934.2670      0.050      0.023     -0.304      0.023 
51939.0880      0.048      0.005     -0.199      0.005 
51940.2540      0.285      0.025     -0.158      0.024 
51946.2230      0.241      0.028     -0.075      0.025 
51947.2570      0.145      0.030     -0.204      0.028 
51948.2710      0.177      0.019     -0.249      0.019 
51954.2500      0.033      0.022     -0.166      0.021 
51960.0830      0.141      0.069      0.073      0.061 
51961.2360      0.306      0.024     -0.033      0.022 
51962.2680      0.310      0.020     -0.128      0.019 
51968.2440      0.014      0.025     -0.347      0.026 
51974.2220      0.176      0.015     -0.168      0.017 
51975.2320      0.177      0.033     -0.238      0.029 
51976.2810      0.141      0.020     -0.178      0.019 
51981.0810      0.111      0.005     -0.189      0.005 
51982.2420      0.075      0.022     -0.206      0.020 
51988.0810      0.201      0.021     -0.180      0.016 
51989.2340     -0.070      0.056     -0.384      0.049 
51990.2680      0.100      0.022     -0.279      0.020 
51995.2210     -0.052      0.021     -0.261      0.022 
51996.2480     -0.101      0.026     -0.259      0.025 
51997.2690     -0.046      0.022     -0.367      0.024 
52002.0800      0.173      0.029     -0.263      0.024 
52003.2460     -0.119      0.022     -0.167      0.023 
52004.2690      0.086      0.021     -0.382      0.021 
52009.1650     -0.032      0.005     -0.224      0.005 
52010.2480     -0.064      0.019     -0.220      0.021 
52016.2280     -0.043      0.014     -0.294      0.014 
52017.2500      0.077      0.021     -0.281      0.022 
52018.2680     -0.007      0.020     -0.181      0.020 
52024.2470     -0.113      0.018     -0.212      0.019 
52031.2400     -0.089      0.021     -0.260      0.021 
52032.2700      0.042      0.021     -0.229      0.022 
52037.2340     -0.258      0.094     -0.037      0.097 
52038.2470     -0.236      0.018     -0.460      0.020 
52039.2750     -0.219      0.009     -0.375      0.008 
52044.2290     -0.139      0.027     -0.240      0.028 
52045.2530     -0.113      0.035     -0.337      0.039 
52046.2680     -0.177      0.018     -0.328      0.019 
52051.2180     -0.390      0.024     -0.214      0.023 
52052.2450     -0.092      0.030     -0.282      0.032 
52054.0820     -0.007      0.027     -0.104      0.031 
52059.2480     -0.114      0.027     -0.181      0.030 
52060.2690     -0.193      0.022     -0.251      0.022 
52065.0780     -0.180      0.025     -0.183      0.029 
52066.2520     -0.118      0.021     -0.305      0.023 
52072.2310     -0.144      0.026      0.007      0.023 
52073.2500     -0.246      0.030     -0.336      0.033 
52074.2680     -0.173      0.021     -0.230      0.023 
52080.2510     -0.132      0.030     -0.033      0.030 
52081.2710     -0.006      0.020     -0.035      0.020 
52086.2190     -0.168      0.032     -0.122      0.028 
52087.2370     -0.208      0.037     -0.147      0.035 
52088.2670      0.005      0.024      0.122      0.026 
52093.2510     -0.102      0.024     -0.128      0.022 
52094.2860     -0.248      0.026     -0.136      0.022 
52096.0780     -0.179      0.006     -0.182      0.005 
52100.2250     -0.222      0.019     -0.295      0.018 
52101.2510     -0.274      0.025     -0.158      0.025 
52102.2690     -0.417      0.022     -0.205      0.022 
52108.2390     -0.200      0.028     -0.031      0.025 
52109.2690     -0.285      0.021     -0.041      0.021 
52114.0820     -0.124      0.033      0.132      0.027 
52115.2500     -0.311      0.039     -0.082      0.033 
52116.2710     -0.363      0.028     -0.127      0.025 
52122.2460     -0.066      0.025      0.014      0.022 
52123.2680     -0.286      0.019     -0.120      0.021 
52128.0930     -0.131      0.033      0.109      0.026 
52129.2510     -0.415      0.031      0.102      0.029 
52130.2700     -0.320      0.028     -0.138      0.027 
52135.2230     -0.243      0.061      0.110      0.047 
52136.2440     -0.160      0.020     -0.047      0.018 
52137.2710     -0.044      0.019     -0.011      0.022 
52142.2310     -0.190      0.022      0.224      0.024 
52143.2480     -0.357      0.026      0.124      0.021 
52144.2710     -0.274      0.024     -0.131      0.021 
52149.2260     -0.156      0.022      0.051      0.019 
52150.2500     -0.233      0.018      0.078      0.016 
52151.2710     -0.063      0.018      0.049      0.023 
52157.2510     -0.212      0.027      0.129      0.024 
52158.2700     -0.141      0.021      0.227      0.020 
52163.2290     -0.214      0.025      0.147      0.026 
52164.2550     -0.019      0.022     -0.162      0.024 
52165.2660     -0.040      0.023     -0.013      0.026 
52171.2480     -0.200      0.027     -0.006      0.027 
52172.2690     -0.115      0.018      0.260      0.017 
52177.0880     -0.239      0.034      0.048      0.029 
52178.2540     -0.114      0.024     -0.274      0.027 
52179.2720      0.085      0.018      0.160      0.022 
52184.0940     -0.107      0.027      0.037      0.029 
52185.2440     -0.056      0.019     -0.094      0.019 
52186.2710     -0.114      0.021      0.045      0.021 
52192.2480     -0.147      0.026      0.172      0.027 
52199.2510     -0.046      0.025      0.217      0.027 
52200.2730      0.011      0.033     -0.120      0.035 
52201.2970     -0.058      0.063      0.404      0.072 
52205.2260      0.113      0.022      0.156      0.020 
52206.2470      0.089      0.021      0.046      0.024 
52207.2680      0.092      0.025      0.152      0.026 
52212.0810      0.117      0.007      0.016      0.007 
52213.2450     -0.012      0.030     -0.009      0.026 
52214.2700     -0.006      0.033      0.169      0.036 
52219.2210      0.021      0.023      0.310      0.022 
52220.2490      0.153      0.028      0.032      0.031 
52221.2750      0.103      0.021      0.315      0.021 
52226.1590      0.203      0.055     -0.047      0.107 
52227.2480     -0.068      0.023      0.146      0.024 
52228.2770     -0.061      0.022      0.039      0.026 
52234.2500      0.093      0.020      0.040      0.021 
52241.2500      0.098      0.027      0.026      0.027 
52242.2850     -0.049      0.019      0.052      0.021 
52247.2240      0.101      0.011      0.138      0.010 
52248.2480      0.381      0.024     -0.114      0.025 
52249.2680      0.080      0.019      0.138      0.017 
52255.2500      0.005      0.020      0.092      0.021 
52257.0930      0.181      0.025      0.187      0.030 
52262.2540      0.244      0.019     -0.102      0.018 
52263.2710      0.064      0.019      0.138      0.016 
52271.2480      0.184      0.015     -0.085      0.015 
52278.2780      0.057      0.034     -0.086      0.037 
52282.2230      0.139      0.030     -0.013      0.031 
52285.2730      0.205      0.022     -0.070      0.021 
52289.2080      0.288      0.018     -0.227      0.017 
52291.2500      0.187      0.006     -0.078      0.008 
52292.2760      0.169      0.029     -0.149      0.028 
52297.2050      0.239      0.012     -0.013      0.012 
52299.2680      0.016      0.019     -0.158      0.019 
52303.2050      0.219      0.020     -0.114      0.018 
52304.2310      0.095      0.024     -0.123      0.024 
52306.2520      0.112      0.018     -0.010      0.022 
52310.2060      0.137      0.027     -0.039      0.023 
52312.2450      0.527      0.212      0.267      0.196 
52313.2680      0.179      0.024     -0.230      0.025 
52317.2060      0.054      0.034      0.024      0.029 
52318.2310      0.054      0.028     -0.059      0.033 
52320.2770      0.191      0.021     -0.149      0.019 
52325.1900      0.115      0.018     -0.220      0.016 
52327.2780      0.177      0.035     -0.260      0.039 
52331.2040      0.101      0.016     -0.235      0.015 
52334.2830      0.111      0.024     -0.158      0.025 
52338.2070      0.209      0.018     -0.264      0.016 
52339.2230      0.107      0.017     -0.204      0.017 
52340.2430      0.095      0.006     -0.093      0.006 
52341.2710      0.142      0.021     -0.163      0.021 
52345.2060      0.232      0.010     -0.230      0.010 
52346.2320      0.091      0.017     -0.152      0.018 
52348.2720      0.204      0.018     -0.204      0.018 
52352.1990      0.175      0.019     -0.132      0.017 
52355.2670      0.171      0.018     -0.138      0.019 
52359.2010      0.198      0.017     -0.180      0.017 
52361.2770      0.129      0.055      0.105      0.063 
52367.2070      0.347      0.018     -0.178      0.019 
52368.2450      0.304      0.017     -0.268      0.017 
52369.2710      0.093      0.018     -0.232      0.019 
52373.2080     -0.013      0.015     -0.063      0.018 
52374.2320      0.191      0.014     -0.263      0.016 
52376.2720      0.134      0.022     -0.245      0.027 
52380.2120      0.219      0.014     -0.059      0.014 
52383.2700      0.219      0.019     -0.222      0.022 
52387.2070      0.011      0.014     -0.164      0.014 
52390.2750      0.222      0.022     -0.282      0.024 
52394.2140     -0.019      0.017     -0.248      0.021 
52397.2710     -0.041      0.026     -0.210      0.024 
52401.2050      0.232      0.018      0.009      0.022 
52402.2350      0.143      0.011     -0.204      0.012 
52403.2490      0.002      0.007     -0.211      0.006 
52404.2740     -0.002      0.029     -0.285      0.035 
52408.2100      0.135      0.016     -0.143      0.018 
52409.1760     -0.133      0.035     -0.120      0.024 
52410.2570      0.209      0.030     -0.342      0.026 
52411.2690      0.126      0.025     -0.161      0.030 
52415.2150     -0.052      0.015     -0.078      0.015 
52418.2630     -0.046      0.028     -0.187      0.028 
52423.2040      0.026      0.019     -0.086      0.024 
52425.2700     -0.060      0.034     -0.160      0.027 
52429.2080      0.129      0.017     -0.046      0.016 
52432.2650     -0.065      0.030     -0.270      0.034 
52436.2090      0.084      0.015     -0.161      0.015 
52438.2450      0.047      0.027     -0.321      0.032 
52439.2720     -0.093      0.029     -0.280      0.031 
52443.2200      0.136      0.022     -0.142      0.023 
52446.2680     -0.028      0.032     -0.258      0.034 
52450.2080      0.157      0.020     -0.200      0.021 
52451.2320     -0.131      0.022     -0.210      0.020 
52453.2750      0.248      0.026     -0.498      0.025 
52457.2070      0.039      0.015     -0.240      0.014 
52458.2710      0.007      0.039     -0.285      0.037 
52464.1960     -0.004      0.023     -0.293      0.029 
52465.2350      0.007      0.035     -0.164      0.046 
52466.2600     -0.181      0.027     -0.468      0.029 
52467.2660      0.090      0.022     -0.116      0.021 
52471.2180      0.063      0.021     -0.211      0.021 
52474.2680     -0.132      0.029     -0.349      0.031 
52478.2060     -0.031      0.018     -0.254      0.020 
52480.2460     -0.102      0.009     -0.247      0.011 
52481.2700      0.197      0.042     -0.313      0.049 
52485.2030      0.036      0.029     -0.272      0.025 
52488.2720     -0.245      0.033     -0.493      0.039 
52492.2060      0.136      0.023     -0.220      0.024 
52493.2310     -0.105      0.023     -0.317      0.023 
52495.2720      0.039      0.044     -0.226      0.040 
52499.2150     -0.295      0.026     -0.022      0.025 
52502.2750     -0.300      0.033     -0.227      0.032 
52506.1880     -0.002      0.019     -0.250      0.019 
52509.2710     -0.157      0.030     -0.266      0.031 
52513.2030     -0.045      0.019     -0.203      0.019 
52516.2680     -0.192      0.030     -0.183      0.029 
52521.2090     -0.052      0.015     -0.185      0.019 
52523.2680     -0.287      0.018     -0.376      0.019 
52527.2200     -0.173      0.016     -0.189      0.019 
52530.2680     -0.024      0.022     -0.292      0.024 
52534.2090     -0.063      0.020     -0.105      0.017 
52535.2260     -0.140      0.014     -0.157      0.015 
52537.2720     -0.123      0.021     -0.143      0.022 
52541.2060     -0.077      0.015     -0.227      0.013 
52543.2420     -0.270      0.007     -0.093      0.006 
52544.2700     -0.009      0.024     -0.125      0.026 
52548.1960     -0.030      0.014     -0.111      0.015 
52551.2730     -0.082      0.019     -0.062      0.022 
52555.2060     -0.180      0.013     -0.038      0.014 
52557.2500     -0.179      0.073     -0.160      0.062 
52558.2720     -0.123      0.023     -0.128      0.026 
52562.2070     -0.037      0.017      0.071      0.018 
52563.2290     -0.237      0.025      0.084      0.035 
52564.2510     -0.084      0.011     -0.128      0.013 
52565.2470     -0.125      0.011     -0.067      0.012 
52566.2420     -0.061      0.010     -0.144      0.011 
52567.2440     -0.020      0.010     -0.075      0.010 
52568.2430     -0.150      0.009      0.005      0.010 
52569.2400     -0.165      0.010      0.030      0.011 
52570.2430     -0.093      0.011     -0.054      0.011 
52571.2420     -0.201      0.011     -0.009      0.012 
52572.2360     -0.094      0.011     -0.111      0.013 
52573.2410     -0.061      0.013     -0.259      0.014 
52574.2430     -0.044      0.015     -0.150      0.016 
52575.2320     -0.103      0.014     -0.108      0.014 
52576.2450     -0.044      0.010     -0.134      0.011 
52577.2420     -0.101      0.012     -0.067      0.012 
52578.2420     -0.170      0.010     -0.029      0.011 
52579.2750     -0.125      0.021     -0.105      0.023 
52583.2050     -0.191      0.016     -0.059      0.019 
52585.2490      0.002      0.024     -0.267      0.028 
52586.2680     -0.135      0.017     -0.037      0.018 
52590.2020     -0.161      0.020      0.040      0.020 
52592.2600     -0.284      0.093     -0.139      0.141 
52593.2690     -0.314      0.031     -0.266      0.025 
52597.2080     -0.111      0.014     -0.002      0.018 
52598.2290     -0.198      0.048     -0.031      0.050 
52600.2730     -0.056      0.016     -0.084      0.016 
52604.2070     -0.095      0.012     -0.017      0.012 
52611.2280     -0.208      0.013     -0.079      0.017 
52613.2450     -0.149      0.015      0.004      0.019 
52614.2690      0.060      0.029     -0.045      0.027 
52618.2110     -0.041      0.015     -0.122      0.019 
52620.2390     -0.255      0.009     -0.058      0.011 
52621.2830     -0.216      0.025     -0.063      0.025 
52625.2050     -0.162      0.016     -0.006      0.018 
52626.2340     -0.020      0.023      0.125      0.020 
52628.2650     -0.181      0.028     -0.060      0.028 
52639.2030     -0.071      0.025      0.205      0.026 
52642.2660     -0.136      0.019     -0.100      0.018 
52646.2060     -0.093      0.010      0.030      0.010 
52649.2650     -0.092      0.019     -0.103      0.019 
52653.1980     -0.146      0.016      0.072      0.016 
52655.2450     -0.107      0.013     -0.089      0.013 
52656.2680     -0.118      0.016     -0.105      0.014 
52661.2080     -0.266      0.024      0.077      0.022 
52663.2620      0.014      0.036      0.186      0.030 
52667.2110     -0.186      0.012      0.010      0.011 
52668.2210     -0.014      0.034      0.041      0.037 
52670.2680     -0.150      0.040     -0.024      0.033 
52674.2100     -0.124      0.015      0.139      0.015 
52675.2300     -0.026      0.019      0.116      0.018 
52677.2700     -0.049      0.018     -0.029      0.018 
52681.2220     -0.150      0.017      0.008      0.016 
52683.2470      0.040      0.013     -0.058      0.013 
52684.2570      0.041      0.022     -0.183      0.019 
52689.2040     -0.154      0.010      0.106      0.010 
52691.2660     -0.013      0.022     -0.049      0.020 
52695.2080     -0.014      0.013      0.055      0.012 
52697.2500     -0.396      0.126     -0.016      0.167 
52698.2750      0.033      0.039      0.130      0.037 
52702.2070     -0.067      0.010      0.041      0.009 
52705.2660     -0.153      0.018      0.117      0.018 
52709.2090     -0.071      0.011      0.163      0.010 
52711.2510      0.040      0.008      0.099      0.007 
52712.2670     -0.053      0.023      0.090      0.025 
52716.2060      0.007      0.011      0.104      0.011 
52717.2290     -0.291      0.035     -0.184      0.029 
52719.2680      0.017      0.015     -0.086      0.017 
52723.1960     -0.004      0.016      0.034      0.015 
52725.2450      0.059      0.017     -0.025      0.014 
52726.2670     -0.006      0.019      0.000      0.021 
52730.2130     -0.026      0.013      0.016      0.014 
52733.2690      0.134      0.019      0.109      0.022 
52737.2140      0.019      0.012      0.156      0.012 
52738.2210     -0.157      0.146      0.065      0.172 
52739.3050      0.257      0.167      0.103      0.163 
52740.2700      0.055      0.019      0.035      0.024 
52744.2050      0.080      0.012      0.030      0.011 
52746.2670      0.057      0.015      0.072      0.016 
52751.2080      0.036      0.012     -0.028      0.012 
52753.2480      0.089      0.010     -0.024      0.011 
52754.2660      0.089      0.013      0.077      0.014 
52758.2080      0.106      0.013      0.100      0.013 
52759.2700      0.039      0.015      0.070      0.016 
52765.2020      0.119      0.011      0.170      0.013 
52767.2470      0.102      0.007      0.069      0.007 
52768.2660     -0.005      0.017      0.165      0.019 
52772.2130      0.094      0.011      0.005      0.012 
52775.2650      0.156      0.021     -0.088      0.021 
52779.2080      0.103      0.015      0.224      0.015 
52780.2260      0.103      0.021      0.099      0.026 
52781.2480      0.213      0.016     -0.072      0.017 
52782.2660      0.097      0.016     -0.038      0.017 
52787.2100      0.026      0.010      0.010      0.011 
52788.2530      0.008      0.060     -0.244      0.082 
52789.2690      0.152      0.016      0.069      0.015 
52793.2040      0.212      0.011      0.100      0.012 
52796.2710      0.061      0.022     -0.042      0.022 
52800.2130      0.058      0.018      0.115      0.017 
52803.2600      0.322      0.101     -0.205      0.084 
52807.2070     -0.005      0.016     -0.096      0.018 
52809.2510      0.047      0.009     -0.062      0.010 
52810.2760      0.274      0.051     -0.104      0.061 
52814.2080      0.197      0.018     -0.063      0.018 
52817.2690     -0.032      0.033      0.090      0.030 
52821.2040      0.116      0.015     -0.127      0.015 
52823.2840      0.168      0.025      0.017      0.024 
52828.2100      0.167      0.015     -0.161      0.019 
52830.2500      0.022      0.006     -0.222      0.007 
52831.2630      0.230      0.029     -0.132      0.024 
52835.2110      0.285      0.012      0.023      0.012 
52836.2250      0.186      0.048     -0.038      0.056 
52837.2590      0.129      0.017     -0.271      0.019 
52838.2720     -0.070      0.016     -0.298      0.016 
52842.2090      0.081      0.018     -0.243      0.019 
52845.2660      0.173      0.025     -0.021      0.022 
52849.1880     -0.001      0.017     -0.276      0.019 
52852.2650      0.145      0.021     -0.247      0.019 
52856.2130      0.115      0.014     -0.213      0.017 
52859.2680     -0.020      0.027     -0.346      0.024 
52863.2060      0.141      0.021     -0.438      0.024 
52866.2660      0.315      0.027     -0.225      0.025 
52870.2100      0.052      0.016     -0.188      0.016 
52873.2660      0.036      0.031     -0.406      0.029 
52877.2100      0.004      0.022     -0.192      0.020 
52879.2500     -0.030      0.020     -0.318      0.018 
52880.2760      0.151      0.021     -0.197      0.020 
52885.2070      0.127      0.011     -0.092      0.011 
52887.2680      0.186      0.016     -0.272      0.018 
52891.2070      0.143      0.012     -0.237      0.013 
52893.2420      0.068      0.017     -0.197      0.015 
52894.2590     -0.062      0.022     -0.144      0.017 
52898.2110     -0.095      0.020     -0.156      0.019 
52900.2580      0.055      0.009     -0.045      0.008 
52901.2700      0.139      0.022     -0.233      0.024 
52905.2090      0.182      0.018     -0.152      0.019 
52908.2690      0.017      0.014     -0.324      0.015 
52912.2120     -0.045      0.011     -0.147      0.013 
52915.2560     -0.009      0.025     -0.343      0.027 
52919.2090      0.110      0.014     -0.009      0.016 
52922.2690     -0.017      0.017     -0.274      0.017 
52926.2070      0.055      0.012     -0.032      0.012 
52927.2390      0.027      0.034     -0.147      0.036 
52929.2660      0.056      0.022     -0.253      0.025 
52933.2050      0.114      0.012     -0.170      0.012 
52935.2450      0.061      0.016     -0.096      0.020 
52936.2680     -0.022      0.018     -0.254      0.021 
52940.2040     -0.067      0.015     -0.251      0.015 
52943.2660      0.051      0.022     -0.411      0.031 
52947.2070     -0.060      0.014     -0.175      0.017 
52949.2350     -0.055      0.036     -0.315      0.042 
52950.2720      0.052      0.014     -0.264      0.016 
52954.2310     -0.118      0.013     -0.124      0.014 
52957.2670      0.094      0.021     -0.210      0.022 
52961.2100      0.004      0.014     -0.135      0.014 
52964.2700      0.068      0.015     -0.233      0.017 
52968.2080     -0.013      0.011     -0.182      0.013 
52969.2770     -0.178      0.025     -0.311      0.023 
52975.2120     -0.072      0.013     -0.071      0.013 
52976.2370     -0.050      0.045     -0.079      0.047 
52978.2670     -0.085      0.018     -0.129      0.018 
52983.2300      0.006      0.011     -0.110      0.011 
52984.2550      0.086      0.045     -0.149      0.075 
52985.2680      0.216      0.019     -0.318      0.017 
52989.2310      0.011      0.014     -0.131      0.017 
52991.2510     -0.024      0.005     -0.128      0.005 
52992.2660     -0.064      0.013     -0.142      0.013 
52996.2050      0.077      0.013     -0.056      0.014 
53003.2110     -0.023      0.012     -0.136      0.013 
53010.1920      0.131      0.017     -0.045      0.018 
53012.2550      0.047      0.048     -0.226      0.085 
53013.2730      0.126      0.027     -0.232      0.025 
53017.2080      0.029      0.014     -0.201      0.013 
53018.2210     -0.058      0.086      0.297      0.061 
53020.2670     -0.103      0.019     -0.187      0.020 
53025.2210      0.039      0.013     -0.026      0.013 
53027.2710     -0.040      0.027     -0.210      0.024 
53031.2080     -0.075      0.013     -0.116      0.013 
53034.2630     -0.020      0.019     -0.264      0.019 
53038.2080      0.052      0.021     -0.090      0.020 
53041.2670      0.040      0.018     -0.218      0.016 
53045.2130     -0.120      0.016     -0.056      0.016 
53048.2710     -0.109      0.030      0.006      0.028 
53052.2080     -0.043      0.011     -0.134      0.011 
53055.2690     -0.024      0.019     -0.171      0.020 
53059.2060     -0.059      0.013     -0.207      0.012 
