Tau Allanstd
6.810314748540214680e+00	5.339198229111155602e-02
9.080419664720286832e+00	4.549725336427706129e-02
1.135052458090035898e+01	4.127360502709670476e-02
1.362062949708042936e+01	3.944470823594201786e-02
1.589073441326050151e+01	3.880040596580071333e-02
1.816083932944057366e+01	3.884020906876688162e-02
2.043094424562064404e+01	3.952847383955494093e-02
2.270104916180071797e+01	4.065267977268920835e-02
2.497115407798078834e+01	4.197974032471740030e-02
2.724125899416085872e+01	4.344388663006847062e-02
2.951136391034093265e+01	4.506844980544531809e-02
3.178146882652100302e+01	4.680420262018304689e-02
3.405157374270107340e+01	4.858046696240547052e-02
3.632167865888114733e+01	5.040775655957767387e-02
3.859178357506122126e+01	5.228342438902142120e-02
4.086188849124128808e+01	5.418843718810961718e-02
4.313199340742136201e+01	5.612456893140271158e-02
4.540209832360143594e+01	5.806438400663847810e-02
4.767220323978150276e+01	6.000059302941711248e-02
4.994230815596157669e+01	6.193673882250035762e-02
5.221241307214165062e+01	6.387152368711628003e-02
5.448251798832171744e+01	6.578105248966821528e-02
5.675262290450179137e+01	6.766938928681803800e-02
5.902272782068186530e+01	6.953407067969219479e-02
6.129283273686193922e+01	7.135655313602978778e-02
6.356293765304200605e+01	7.313848587302015924e-02
6.583304256922207287e+01	7.488713232628378680e-02
6.810314748540214680e+01	7.657771157814723118e-02
7.037325240158222073e+01	7.821672493465779696e-02
7.264335731776229466e+01	7.981660561328957071e-02
7.491346223394236858e+01	8.136010652367554885e-02
7.718356715012244251e+01	8.284710055379708449e-02
7.945367206630251644e+01	8.428449812821887932e-02
8.172377698248257616e+01	8.565967676687276378e-02
8.399388189866265009e+01	8.696887972298676661e-02
8.626398681484272402e+01	8.822540411149031037e-02
8.853409173102279794e+01	8.941796774645016654e-02
9.080419664720287187e+01	9.054542772089022029e-02
9.307430156338294580e+01	9.161897368800892005e-02
9.534440647956300552e+01	9.263118715142194814e-02
9.761451139574307945e+01	9.357507493723406233e-02
9.988461631192315338e+01	9.446430610539412187e-02
1.021547212281032273e+02	9.529157427260670499e-02
1.044248261442833012e+02	9.605067263877625772e-02
1.066949310604633752e+02	9.675121339836190160e-02
1.089650359766434349e+02	9.738984497624103565e-02
1.112351408928235088e+02	9.796198656841179075e-02
1.135052458090035827e+02	9.847674242937219657e-02
1.157753507251836567e+02	9.893003494839190670e-02
1.180454556413637306e+02	9.931679307238312771e-02
1.203155605575438045e+02	9.964476061372010141e-02
1.225856654737238784e+02	9.991295000566820239e-02
1.248557703899039382e+02	1.001162770968644228e-01
1.271258753060840121e+02	1.002617900584924920e-01
1.293959802222640860e+02	1.003522753311023863e-01
1.316660851384441457e+02	1.003803339689336577e-01
1.339361900546242339e+02	1.003512142742771507e-01
1.362062949708042936e+02	1.002702030583752235e-01
1.384763998869843817e+02	1.001276730934200082e-01
1.407465048031644415e+02	9.992998761639029781e-02
1.430166097193445296e+02	9.968345026172870105e-02
1.452867146355245893e+02	9.937941778123170200e-02
1.475568195517046490e+02	9.901971544512655488e-02
1.498269244678847372e+02	9.861364274301898103e-02
1.520970293840647969e+02	9.815331496250481735e-02
1.543671343002448850e+02	9.764259551954367067e-02
1.566372392164249447e+02	9.708900739925027668e-02
1.589073441326050329e+02	9.648525177135230946e-02
1.611774490487850926e+02	9.583333468829831336e-02
1.634475539649651523e+02	9.514395722579070680e-02
1.657176588811452405e+02	9.440975009822713537e-02
1.679877637973253002e+02	9.363208623740729153e-02
1.702578687135053883e+02	9.282238108145111910e-02
1.725279736296854480e+02	9.197255529179437783e-02
1.747980785458655077e+02	9.108219600934058802e-02
1.770681834620455959e+02	9.016194147971200168e-02
1.793382883782256556e+02	8.920548406645487094e-02
1.816083932944057437e+02	8.821217474082233834e-02
1.838784982105858035e+02	8.719354752738715797e-02
1.861486031267658916e+02	8.614551966424044416e-02
1.884187080429459513e+02	8.506626458299343385e-02
1.906888129591260110e+02	8.396721594950089240e-02
1.929589178753060992e+02	8.284538839936231303e-02
1.952290227914861589e+02	8.169868406358486712e-02
1.974991277076662470e+02	8.053347915793027112e-02
1.997692326238463068e+02	7.935114742410595556e-02
2.020393375400263949e+02	7.814861892366004037e-02
2.043094424562064546e+02	7.693478980337198347e-02
2.065795473723865143e+02	7.571120624046386027e-02
2.088496522885666025e+02	7.447404909443251786e-02
2.111197572047466622e+02	7.322912214002121056e-02
2.133898621209267503e+02	7.197896039732985807e-02
2.156599670371068100e+02	7.071886360117045356e-02
2.179300719532868698e+02	6.945409512466203805e-02
2.202001768694669579e+02	6.818829200444172234e-02
2.224702817856470176e+02	6.691786337870858636e-02
2.247403867018271058e+02	6.564695475965441618e-02
2.270104916180071655e+02	6.438071527178355902e-02
2.292805965341872536e+02	6.311488399552372952e-02
2.315507014503673133e+02	6.185271041045264234e-02
2.338208063665473730e+02	6.059968613578976121e-02
2.360909112827274612e+02	5.935158633610786855e-02
2.383610161989075209e+02	5.811086029872242209e-02
2.406311211150876090e+02	5.688369914491084312e-02
2.429012260312676688e+02	5.566560329417379049e-02
2.451713309474477569e+02	5.445849869746845900e-02
2.474414358636278166e+02	5.326837945299808114e-02
2.497115407798078763e+02	5.209185048257133216e-02
2.519816456959879645e+02	5.092970544817895795e-02
2.542517506121680242e+02	4.978796459062304058e-02
2.565218555283481123e+02	4.866284811303696334e-02
2.587919604445281720e+02	4.755447107131361567e-02
2.610620653607082318e+02	4.646910372894500624e-02
2.633321702768882915e+02	4.540599343876423888e-02
2.656022751930684080e+02	4.436348071201969695e-02
2.678723801092484678e+02	4.334615418480573107e-02
2.701424850254285275e+02	4.235306107386697938e-02
2.724125899416085872e+02	4.138338867296516288e-02
2.746826948577887038e+02	4.044154671240489385e-02
2.769527997739687635e+02	3.952637187311084516e-02
2.792229046901488232e+02	3.863774347312543683e-02
2.814930096063288829e+02	3.777811900212790092e-02
2.837631145225089426e+02	3.694745876801826950e-02
2.860332194386890592e+02	3.614483259301703999e-02
2.883033243548691189e+02	3.537250045020193245e-02
2.905734292710491786e+02	3.463073940738507772e-02
2.928435341872292383e+02	3.391805821399732079e-02
2.951136391034092981e+02	3.323606062990208665e-02
2.973837440195894146e+02	3.258509267614706495e-02
2.996538489357694743e+02	3.196367524960916362e-02
3.019239538519495341e+02	3.137275929889806608e-02
3.041940587681295938e+02	3.081245076783327430e-02
3.064641636843096535e+02	3.028124804449006807e-02
3.087342686004897701e+02	2.977998245871767494e-02
