   DATE        X           sigma      Y         sigma 
50939.2510      0.225      0.061      0.016      0.050 
50940.2710     -0.058      0.144      0.171      0.153 
50946.2530      0.122      0.054      0.024      0.053 
50953.2510      0.199      0.068      0.080      0.056 
50954.2710      0.115      0.052     -0.221      0.049 
50960.2530     -0.038      0.052      0.125      0.051 
50967.2510      0.036      0.082      0.114      0.078 
50974.2520      0.130      0.053     -0.014      0.056 
50980.0000     -0.033      0.056     -0.044      0.056 
50981.2510      0.165      0.041     -0.229      0.032 
50982.2720     -0.141      0.033      0.106      0.034 
50988.2520     -0.122      0.063     -0.064      0.062 
50989.3250      0.012      0.025     -0.080      0.026 
50994.1690     -0.118      0.158     -0.156      0.160 
50995.2510      0.077      0.056      0.004      0.058 
50996.2720     -0.088      0.081      0.086      0.082 
51002.2530     -0.052      0.053     -0.013      0.055 
51007.9580     -0.222      0.046     -0.033      0.050 
51009.2530     -0.046      0.070      0.005      0.066 
51010.2730     -0.105      0.053     -0.175      0.054 
51015.1680      0.367      0.115     -0.325      0.116 
51016.2520      0.012      0.082     -0.004      0.083 
51023.2510      0.022      0.065     -0.199      0.067 
51024.2700     -0.081      0.077      0.062      0.081 
51030.2530     -0.258      0.056     -0.001      0.057 
51036.0850     -0.152      0.022     -0.093      0.022 
51037.2510     -0.115      0.059     -0.164      0.046 
51042.9990     -0.524      1.968      0.148      1.794 
51044.2530     -0.284      0.081     -0.290      0.076 
51050.0000     -0.230      0.060     -0.151      0.061 
51051.2520     -0.137      0.062     -0.212      0.061 
51052.2710     -0.148      0.057     -0.186      0.060 
51058.2530     -0.163      0.052      0.027      0.058 
51065.2510     -0.139      0.049     -0.039      0.037 
51072.2520     -0.170      0.056     -0.098      0.055 
51073.7100      0.051      0.202     -0.099      0.203 
51079.2510     -0.162      0.039     -0.029      0.033 
51085.0010      0.054      0.043      0.071      0.041 
51086.2530     -0.034      0.053      0.100      0.056 
51088.0840     -0.076      0.024      0.023      0.025 
51092.0020     -0.126      0.040     -0.095      0.044 
51093.2510     -0.026      0.069     -0.063      0.054 
51094.2720     -0.148      0.038     -0.078      0.040 
51099.0000     -0.305      0.119      0.298      0.111 
51100.2520     -0.008      0.058     -0.072      0.058 
51107.2510      0.077      0.058      0.002      0.057 
51108.2720      0.245      0.068      0.235      0.073 
51114.2510      0.047      0.054      0.276      0.054 
51115.7110      0.124      0.091      0.166      0.082 
51120.0010      0.143      0.079      0.200      0.087 
51121.2470     -0.182      0.071      0.241      0.076 
51122.2680     -0.152      0.052     -0.031      0.054 
51123.3540      0.004      0.076      0.170      0.078 
51128.2510     -0.138      0.058      0.067      0.056 
51130.4580     -0.071      0.051      0.164      0.049 
51135.2480     -0.119      0.093      0.114      0.107 
51142.2500     -0.083      0.048      0.320      0.047 
51149.2490     -0.288      0.047      0.061      0.039 
51155.0000     -0.310      0.056      0.194      0.051 
51156.2500     -0.117      0.051      0.216      0.052 
51162.0300     -0.149      1.850      0.492      1.670 
51163.2500      0.043      0.047      0.163      0.042 
51164.2700     -0.046      0.077      0.322      0.081 
51169.1660     -0.024      0.019     -0.009      0.019 
51170.2510     -0.102      0.046      0.211      0.045 
51176.1650     -0.058      0.070      0.275      0.082 
51177.2500     -0.189      0.094     -0.104      0.107 
51184.2500     -0.188      0.051      0.085      0.054 
51191.2490      0.036      0.063      0.124      0.067 
51192.2700      0.255      0.093      0.203      0.097 
51198.2510     -0.265      0.052      0.175      0.050 
51205.2490     -0.037      0.080      0.362      0.070 
51206.2710     -0.097      0.104     -0.021      0.122 
51207.0420     -0.014      0.042      0.045      0.036 
51211.0910      0.105      0.268     -0.413      0.408 
51212.2500     -0.211      0.080     -0.033      0.074 
51218.0840     -0.224      0.202      0.030      0.149 
51219.2500      0.246      0.072     -0.003      0.075 
51221.0010      0.086      0.168     -0.112      0.161 
51226.2510     -0.180      0.054      0.097      0.053 
51228.0000     -0.115      0.087      0.004      0.083 
51233.2500      0.172      0.059      0.100      0.063 
51240.2510     -0.359      0.061      0.109      0.054 
51246.0840      0.060      0.036     -0.015      0.037 
51247.2470     -0.110      0.050     -0.009      0.054 
51248.2710     -0.190      0.046      0.261      0.052 
51253.0830     -0.006      0.062      0.168      0.053 
51254.2510     -0.205      0.052      0.039      0.053 
51261.2490      0.028      0.064      0.226      0.060 
51262.2670      0.152      0.070      0.080      0.072 
51268.2510     -0.079      0.053     -0.047      0.053 
51275.2490      0.436      0.085      0.360      0.085 
51276.2700      0.112      0.078     -0.015      0.081 
51282.2510     -0.110      0.059      0.025      0.064 
51284.0850     -0.076      0.021      0.158      0.021 
51288.0840      0.145      0.050      0.015      0.049 
51289.2480      0.023      0.080      0.174      0.086 
51290.2700      0.134      0.079      0.108      0.078 
51295.0000     -0.233      0.179      0.149      0.167 
51296.2510     -0.076      0.074     -0.142      0.072 
51297.2710     -0.069      0.099      0.298      0.086 
51302.0830      0.229      0.055     -0.001      0.052 
51303.2490      0.035      0.061      0.143      0.065 
51304.2710     -0.191      0.073      0.011      0.073 
51309.0850     -0.141      0.019      0.006      0.018 
51310.2510     -0.132      0.061     -0.035      0.065 
51317.2460      0.047      0.072      0.138      0.079 
51318.2700     -0.056      0.087      0.183      0.100 
51324.2510      0.047      0.054      0.057      0.052 
51331.2510      0.030      0.077      0.106      0.087 
51338.2510      0.056      0.071     -0.162      0.072 
51344.0820     -0.216      0.056      0.203      0.056 
51345.2500     -0.075      0.104      0.181      0.107 
51351.0870     -0.006      0.020      0.128      0.018 
51352.2510     -0.241      0.064      0.108      0.065 
51358.0010     -0.072      0.169      0.251      0.155 
51359.2500     -0.359      0.076      0.378      0.079 
51360.2700      0.165      0.054      0.107      0.058 
51366.2500     -0.019      0.077     -0.003      0.074 
51373.2500     -0.038      0.051      0.038      0.053 
51374.2700     -0.069      0.078      0.273      0.077 
51379.0810      0.357      0.104      0.127      0.094 
51380.2500     -0.105      0.072      0.331      0.070 
51385.8420      0.141      0.234     -0.243      0.234 
51387.2490      0.044      0.085      0.080      0.081 
51388.2700     -0.361      0.155     -0.163      0.161 
51393.0830     -0.028      0.019      0.040      0.019 
51394.2510     -0.219      0.068     -0.067      0.069 
51400.0830      0.020      0.086     -0.049      0.095 
51401.2500      0.226      0.086      0.061      0.084 
51402.2700      0.183      0.086     -0.078      0.088 
51407.0000     -0.302      1.182      0.452      1.165 
51408.2510     -0.021      0.066      0.042      0.066 
51414.1650      0.031      0.072      0.075      0.082 
51415.2500      0.395      0.219      0.320      0.245 
51422.2510      0.159      0.058     -0.092      0.057 
51429.2490      0.154      0.070      0.158      0.065 
51436.2510      0.053      0.066     -0.204      0.063 
51442.0830     -0.055      0.080     -0.277      0.091 
51443.2500      0.030      0.112     -0.132      0.100 
51449.1680      0.205      0.135     -0.208      0.151 
51450.2510      0.082      0.067     -0.062      0.067 
51456.1670      0.246      0.054      0.066      0.058 
51457.2510     -0.053      0.055      0.060      0.057 
51464.2510      0.087      0.055      0.118      0.060 
51470.1650     -0.050      0.078     -0.033      0.087 
51471.2490      0.119      0.066     -0.065      0.069 
51477.0840      0.143      0.088     -0.085      0.090 
51478.2510      0.033      0.067     -0.133      0.069 
51484.0830      0.076      0.086      0.024      0.082 
51485.2510      0.307      0.070     -0.066      0.068 
51486.2710      0.075      0.044      0.114      0.044 
51487.2910      0.217      0.072      0.069      0.077 
51491.1250     -0.003      0.070      0.119      0.094 
51492.2500     -0.005      0.059     -0.021      0.056 
51493.2920     -0.017      0.124      0.092      0.156 
51494.3340     -0.131      0.085     -0.130      0.116 
51498.0840      0.160      0.056      0.047      0.044 
51499.2500      0.211      0.070     -0.243      0.070 
51506.2510      0.081      0.057     -0.067      0.058 
51513.2470     -0.020      0.101     -0.011      0.100 
51519.0840      0.153      0.055     -0.116      0.057 
51520.2500      0.005      0.049      0.151      0.049 
51527.2490      0.030      0.043      0.054      0.045 
51528.2700      0.082      0.085     -0.247      0.086 
51533.0850      0.035      0.021     -0.170      0.022 
51534.2500      0.114      0.068     -0.187      0.069 
51541.2490      0.171      0.058      0.015      0.054 
51542.2700     -0.137      0.057      0.001      0.058 
51548.2500      0.037      0.063      0.006      0.061 
51554.0830     -0.012      0.065     -0.047      0.060 
51555.2510      0.037      0.052     -0.191      0.052 
51556.2700      0.095      0.072      0.006      0.070 
51562.2510     -0.120      0.080      0.106      0.081 
51569.2490      0.060      0.068     -0.163      0.068 
51571.0000     -0.095      1.894      0.031      1.644 
51575.0710     -0.153      0.016     -0.268      0.016 
51576.2500     -0.019      0.048     -0.068      0.047 
51578.0000     -0.171      0.072     -0.171      0.082 
51582.0840     -0.277      0.083     -0.250      0.099 
51583.2500      0.044      0.054     -0.155      0.060 
51585.0000     -0.108      0.088     -0.015      0.105 
51589.0830     -0.050      0.052     -0.022      0.041 
51590.2500     -0.076      0.053      0.013      0.051 
51597.2500     -0.153      0.065     -0.113      0.059 
51604.2510     -0.047      0.062     -0.096      0.059 
51611.2500     -0.177      0.057     -0.072      0.060 
51617.0790      0.011      0.042     -0.051      0.042 
51618.2510     -0.208      0.076      0.161      0.083 
51620.0000     -0.577      0.234      0.118      0.219 
51625.2500     -0.027      0.028      0.004      0.025 
51631.0840      0.106      0.073      0.102      0.063 
51632.2510     -0.046      0.062      0.135      0.060 
51639.2510     -0.055      0.082     -0.016      0.075 
51646.2510     -0.007      0.076     -0.071      0.070 
51653.2470      0.007      0.027      0.080      0.027 
51659.0850      0.020      0.083      0.240      0.076 
51660.2490     -0.088      0.067      0.139      0.062 
51667.2510     -0.105      0.097      0.152      0.099 
51673.0830     -0.071      0.097     -0.117      0.088 
51674.2500      0.035      0.068      0.004      0.070 
51681.2500     -0.068      0.098     -0.300      0.109 
51687.0880      0.168      0.019     -0.116      0.020 
51688.2510     -0.077      0.070      0.120      0.067 
51695.2510      0.171      0.127     -0.113      0.130 
51702.2500     -0.039      0.067     -0.026      0.069 
51709.2480     -0.199      0.100      0.032      0.095 
51715.0800     -0.348      0.116      0.116      0.109 
51716.2510     -0.058      0.064      0.136      0.064 
51723.2460      0.056      0.082      0.081      0.097 
51731.2500     -0.057      0.096      0.087      0.094 
51732.2870      0.006      0.025      0.118      0.024 
51736.2280     -0.044      0.041      0.061      0.041 
51737.2510     -0.241      0.069      0.272      0.071 
51738.2670     -0.064      0.072      0.150      0.067 
51744.2510     -0.136      0.053      0.005      0.054 
51750.0840     -0.078      0.067      0.116      0.065 
51751.2500     -0.067      0.073      0.011      0.069 
51758.2510     -0.147      0.086     -0.082      0.078 
51764.0010      0.770      0.254     -0.228      0.217 
51765.2520      0.103      0.067      0.062      0.064 
51771.0840     -0.208      0.090      0.036      0.081 
51772.2510     -0.053      0.108      0.026      0.104 
51774.2460      0.215      0.155     -0.186      0.164 
51778.2240      0.019      0.100     -0.241      0.103 
51779.2520     -0.112      0.063      0.076      0.060 
51780.2720     -0.035      0.057      0.113      0.054 
51786.2510     -0.530      0.092      0.263      0.092 
51787.3360      0.008      0.130      0.328      0.123 
51792.0010     -0.165      0.236      0.161      0.221 
51793.2490     -0.019      0.122      0.424      0.122 
51800.2510      0.134      0.087      0.224      0.091 
51802.0770      0.139      0.092     -0.090      0.086 
51806.2280     -0.135      0.082      0.281      0.077 
51807.2500      0.156      0.059      0.058      0.060 
51808.2670      0.183      0.064      0.006      0.059 
51813.2250     -0.093      0.074      0.004      0.061 
51814.2510      0.066      0.066      0.023      0.059 
51820.1610     -0.038      0.090      0.354      0.087 
51821.2500      0.179      0.061      0.228      0.056 
51828.2510      0.137      0.082      0.142      0.083 
51829.2700      0.149      0.077      0.150      0.079 
51834.1640      0.082      0.089      0.056      0.088 
51835.2490      0.029      0.058      0.124      0.059 
51836.2670     -0.093      0.057      0.235      0.058 
51841.0830      0.018      0.024      0.118      0.023 
51842.2510      0.094      0.058      0.189      0.059 
51848.2280      0.124      0.036      0.147      0.031 
51849.2510      0.105      0.068      0.250      0.064 
51851.2870      0.188      0.079     -0.045      0.085 
51856.2550     -0.600      0.136      0.343      0.132 
51862.0810      0.363      0.076     -0.071      0.073 
51863.2500      0.044      0.061      0.246      0.068 
51870.2500      0.027      0.072     -0.094      0.072 
51876.2270      0.096      0.046      0.293      0.046 
51877.2500      0.227      0.066      0.315      0.069 
51883.0830      0.288      0.038     -0.148      0.037 
51884.2510      0.063      0.054     -0.030      0.057 
51890.2300      0.198      0.066      0.128      0.058 
51891.2500      0.173      0.069      0.150      0.064 
51892.2670      0.144      0.051     -0.003      0.051 
51897.0840      0.191      0.067      0.292      0.066 
51898.2500      0.104      0.064     -0.077      0.055 
51906.2490      0.119      0.075     -0.079      0.074 
51912.2500      0.097      0.048     -0.001      0.046 
51918.0840      0.158      0.058     -0.144      0.057 
51919.2510      0.191      0.051     -0.148      0.052 
51920.2670     -0.108      0.066     -0.049      0.060 
51926.2500      0.063      0.052     -0.242      0.050 
51932.2250      0.232      0.037     -0.142      0.036 
51933.2510      0.110      0.059     -0.001      0.064 
51934.2670      0.067      0.058     -0.169      0.059 
51939.0830      0.037      0.027     -0.238      0.028 
51940.2500      0.154      0.054     -0.102      0.059 
51946.2250      0.017      0.055     -0.094      0.049 
51947.2500      0.099      0.068     -0.239      0.071 
51948.2670     -0.085      0.049     -0.025      0.049 
51953.0810      0.031      0.047     -0.151      0.041 
51954.2500      0.086      0.053     -0.154      0.054 
51955.2680     -0.074      0.102     -0.146      0.126 
51960.0790      0.344      0.101      0.083      0.103 
51961.2510      0.106      0.057     -0.063      0.057 
51962.2660      0.077      0.045     -0.029      0.043 
51968.2460      0.011      0.062     -0.341      0.060 
51974.2250      0.061      0.047     -0.302      0.042 
51975.2460      0.006      0.068     -0.106      0.070 
51976.2680      0.276      0.055     -0.153      0.058 
51981.0810      0.146      0.018     -0.144      0.017 
51982.2460      0.141      0.056     -0.246      0.053 
51988.0840      0.181      0.044     -0.155      0.042 
51989.2460     -0.015      0.094     -0.422      0.097 
51990.2660     -0.008      0.051     -0.227      0.053 
51995.2240     -0.279      0.111     -0.020      0.101 
51996.2490     -0.032      0.055     -0.253      0.055 
51997.2660     -0.104      0.060     -0.165      0.057 
52002.0830      0.165      0.064     -0.129      0.062 
52003.2480     -0.055      0.059     -0.160      0.060 
52004.2670      0.026      0.058     -0.495      0.063 
52009.1670      0.001      0.037     -0.244      0.037 
52010.2480      0.017      0.049     -0.237      0.048 
52016.2260     -0.136      0.043     -0.278      0.040 
52017.2500      0.171      0.052     -0.274      0.049 
52018.2670      0.015      0.052     -0.128      0.052 
52024.2500     -0.050      0.050     -0.251      0.051 
52031.2470     -0.047      0.050     -0.239      0.051 
52032.2660     -0.180      0.056     -0.065      0.055 
52037.2270     -0.150      0.085      0.053      0.077 
52038.2470     -0.143      0.051     -0.306      0.052 
52039.2720     -0.119      0.021     -0.293      0.022 
52044.2270     -0.005      0.053     -0.294      0.055 
52045.2490     -0.051      0.052     -0.188      0.052 
52046.2650     -0.156      0.057     -0.229      0.056 
52051.2260     -0.276      0.059     -0.196      0.057 
52052.2460     -0.048      0.045     -0.224      0.045 
52054.0780      0.007      0.065      0.065      0.061 
52059.2480     -0.217      0.068     -0.019      0.070 
52060.2670     -0.398      0.062     -0.355      0.060 
52065.0820     -0.119      0.066     -0.090      0.058 
52066.2480     -0.036      0.060     -0.082      0.057 
52072.2270     -0.183      0.051     -0.093      0.052 
52073.2490     -0.249      0.064     -0.195      0.064 
52074.2690     -0.366      0.054     -0.037      0.055 
52080.2460      0.024      0.063      0.012      0.061 
52081.2660      0.166      0.055     -0.036      0.053 
52086.2250     -0.251      0.066     -0.123      0.064 
52087.2470     -0.605      0.108     -0.033      0.100 
52093.2490     -0.083      0.058     -0.132      0.055 
52094.2670     -0.135      0.056     -0.062      0.056 
52096.0810     -0.139      0.017     -0.281      0.017 
52100.2250     -0.138      0.051     -0.421      0.043 
52101.2480     -0.235      0.069      0.065      0.069 
52102.2670     -0.369      0.057     -0.296      0.056 
52107.2270     -0.281      0.111     -0.009      0.120 
52108.2490     -0.142      0.059      0.102      0.058 
52109.2670     -0.276      0.050      0.106      0.047 
52114.0800     -0.155      0.067      0.228      0.054 
52115.2490     -0.270      0.071     -0.056      0.066 
52116.2640     -0.466      0.062     -0.147      0.063 
52122.2490     -0.082      0.056     -0.047      0.052 
52123.2670     -0.318      0.059      0.208      0.053 
52128.0810     -0.169      0.059      0.191      0.059 
52129.2500     -0.070      0.064     -0.039      0.065 
52130.2670     -0.074      0.060     -0.111      0.060 
52135.2250      0.038      0.108      0.119      0.096 
52136.2480     -0.111      0.051     -0.059      0.047 
52137.2680      0.105      0.053      0.192      0.047 
52142.2270     -0.319      0.067      0.153      0.060 
52143.2500     -0.212      0.054     -0.004      0.055 
52144.2630     -0.191      0.046      0.017      0.050 
52149.2260     -0.159      0.056      0.077      0.053 
52150.2500     -0.104      0.047      0.125      0.044 
52151.2680     -0.156      0.059      0.154      0.056 
52157.2510     -0.288      0.058      0.132      0.057 
52158.2680     -0.217      0.054      0.274      0.053 
52163.2260     -0.267      0.055      0.300      0.050 
52164.2500      0.174      0.055      0.071      0.053 
52165.2660     -0.136      0.054      0.214      0.055 
52171.2500     -0.129      0.064      0.015      0.066 
52172.2660      0.060      0.046      0.402      0.048 
52177.0800     -0.100      0.060      0.157      0.060 
52178.2500     -0.039      0.060      0.027      0.056 
52179.2690      0.005      0.049      0.171      0.047 
52184.0830     -0.054      0.060      0.109      0.052 
52185.2500      0.071      0.072     -0.062      0.071 
52186.2680      0.044      0.050     -0.021      0.053 
52192.2490     -0.016      0.064      0.377      0.061 
52193.2890     -0.127      0.125      0.295      0.120 
52198.1660      0.059      0.079      0.128      0.077 
52199.2500     -0.147      0.056      0.348      0.063 
52200.2650      0.084      0.065      0.010      0.069 
52201.2860      0.011      0.109      0.251      0.122 
52205.2260      0.020      0.060      0.200      0.056 
52206.2500      0.062      0.061     -0.006      0.061 
52207.2660      0.039      0.056      0.252      0.058 
52212.0830      0.139      0.019      0.044      0.018 
52213.2490     -0.100      0.119     -0.014      0.121 
52214.2750      0.089      0.069      0.060      0.072 
52219.2250      0.126      0.052      0.268      0.049 
52220.2500      0.097      0.307      0.259      0.290 
52221.2720      0.107      0.055      0.268      0.052 
52226.1510      0.272      0.097      0.465      0.083 
52227.2400      0.117      0.058      0.080      0.060 
52228.2690      0.099      0.049      0.290      0.049 
52234.2480      0.039      0.048      0.153      0.046 
52240.0850      0.151      0.248      0.224      0.220 
52241.2500      0.168      0.063      0.150      0.060 
52242.2690      0.113      0.047      0.285      0.048 
52247.2260      0.042      0.029      0.208      0.027 
52248.2500      0.269      0.059      0.168      0.055 
52249.2660      0.158      0.046      0.079      0.045 
52254.1670      0.054      0.121     -0.142      0.127 
52255.2500      0.060      0.052      0.081      0.051 
52257.0810      0.158      0.060      0.271      0.055 
52262.2500      0.117      0.048     -0.028      0.046 
52263.2690     -0.102      0.047      0.189      0.047 
52271.2510      0.173      0.041     -0.002      0.041 
52278.2710     -0.014      0.071     -0.044      0.075 
52282.2050      0.245      0.078      0.045      0.075 
52285.2710      0.240      0.054     -0.065      0.055 
52289.2050      0.160      0.052     -0.361      0.051 
52291.2500      0.319      0.022     -0.077      0.022 
52292.2710      0.147      0.066      0.060      0.071 
52297.2040      0.262      0.026     -0.062      0.024 
52299.2700      0.114      0.046     -0.083      0.045 
52303.2040      0.159      0.049     -0.181      0.049 
52306.2470     -0.015      0.058      0.034      0.055 
52310.0090      0.394      0.208     -0.348      0.234 
52312.2460      0.527      0.235     -0.335      0.244 
52313.2700      0.099      0.069     -0.015      0.070 
52317.0810      0.163      0.149     -0.585      0.144 
52318.2270      0.164      0.058     -0.033      0.055 
52320.2710      0.090      0.048     -0.076      0.046 
52325.2050      0.206      0.042     -0.102      0.037 
52327.2710      0.119      0.063     -0.302      0.061 
52331.2040     -0.056      0.037     -0.335      0.035 
52334.2710     -0.004      0.051     -0.044      0.054 
52338.2030      0.026      0.040     -0.105      0.038 
52339.2230      0.335      0.071     -0.038      0.076 
52340.2460      0.150      0.020     -0.171      0.020 
52341.2710      0.195      0.047     -0.080      0.049 
52345.2040      0.177      0.024     -0.296      0.023 
52346.2290      0.021      0.043     -0.112      0.042 
52348.2710      0.158      0.045     -0.212      0.045 
52352.2050      0.128      0.053     -0.004      0.051 
52354.2500     -0.103      0.491     -0.567      0.520 
52355.2710      0.215      0.044     -0.078      0.043 
52359.2030      0.089      0.041     -0.252      0.042 
52361.2700     -0.038      0.134     -0.472      0.137 
52367.2070      0.386      0.047     -0.162      0.048 
52368.2430      0.125      0.086      0.002      0.090 
52369.2710      0.005      0.059     -0.278      0.055 
52373.2070      0.033      0.042     -0.209      0.039 
52374.2270      0.176      0.042     -0.267      0.042 
52376.2700      0.101      0.058     -0.242      0.057 
52380.2040      0.238      0.032      0.017      0.031 
52383.2700      0.193      0.053      0.004      0.056 
52387.2040      0.030      0.035     -0.222      0.032 
52390.2700      0.217      0.068     -0.308      0.067 
52394.2080      0.114      0.049     -0.030      0.048 
52397.2710     -0.136      0.071     -0.123      0.064 
52401.2040      0.073      0.054      0.022      0.053 
52402.2280      0.168      0.033     -0.228      0.035 
52403.2500     -0.046      0.034     -0.246      0.032 
52404.2710     -0.008      0.079     -0.265      0.079 
52408.2060      0.177      0.042     -0.064      0.041 
52409.1650      0.034      0.068     -0.286      0.063 
52410.2430      0.153      0.055     -0.138      0.058 
52411.2710      0.140      0.063     -0.176      0.066 
52415.2150     -0.190      0.036     -0.171      0.036 
52418.2710      0.021      0.073     -0.314      0.073 
52421.7110     -0.346      0.490     -0.519      0.506 
52423.2040      0.138      0.047      0.052      0.044 
52425.2690      0.126      0.068      0.018      0.066 
52429.2050      0.102      0.040     -0.121      0.039 
52430.2300     -0.209      0.208      0.040      0.211 
52431.2480      0.051      0.222     -0.082      0.242 
52432.2670     -0.197      0.069     -0.311      0.062 
52436.2040      0.090      0.038     -0.081      0.038 
52438.2450      0.181      0.124     -0.156      0.136 
52439.2710      0.041      0.069     -0.163      0.065 
52443.2160      0.041      0.055     -0.224      0.051 
52445.2510      0.074      0.104     -0.463      0.107 
52446.2700     -0.160      0.076     -0.131      0.071 
52450.2060      0.206      0.049     -0.091      0.051 
52451.2250      0.019      0.057     -0.209      0.056 
52453.2710      0.275      0.064     -0.479      0.063 
52457.2060     -0.073      0.036     -0.189      0.036 
52458.2700     -0.036      0.097     -0.244      0.099 
52464.2050     -0.002      0.058      0.003      0.051 
52466.2470     -0.091      0.068     -0.290      0.069 
52467.2690      0.085      0.053     -0.130      0.053 
52471.2140      0.019      0.050     -0.246      0.049 
52473.2490      0.017      0.114     -0.077      0.125 
52474.2710      0.057      0.068     -0.201      0.063 
52478.2040     -0.161      0.048      0.264      0.052 
52480.2520     -0.024      0.026     -0.396      0.026 
52481.2710      0.164      0.099      0.003      0.101 
52485.2080      0.129      0.052     -0.276      0.057 
52488.2710     -0.262      0.092     -0.393      0.092 
52492.2040      0.354      0.053     -0.145      0.053 
52493.2270     -0.029      0.073     -0.286      0.072 
52495.2730      0.084      0.075     -0.129      0.078 
52499.2140     -0.106      0.058     -0.086      0.062 
52501.2520      0.242      0.101     -0.344      0.099 
52502.2700     -0.188      0.068     -0.234      0.070 
52506.2040      0.074      0.048     -0.143      0.053 
52509.2720     -0.246      0.061     -0.191      0.062 
52513.2070     -0.024      0.043     -0.260      0.044 
52516.2700      0.004      0.095     -0.154      0.099 
52519.9980      0.024      0.153      0.017      0.159 
52521.2040     -0.109      0.038     -0.224      0.038 
52522.2390     -0.031      0.156     -0.327      0.160 
52523.2700     -0.295      0.046     -0.257      0.048 
52527.2160     -0.176      0.040     -0.107      0.041 
52529.2500     -0.208      0.083     -0.153      0.074 
52530.2710     -0.053      0.057     -0.196      0.059 
52534.2060     -0.128      0.048     -0.075      0.044 
52535.2250     -0.088      0.040     -0.151      0.039 
52537.2710     -0.117      0.050     -0.159      0.051 
52541.2040     -0.038      0.035     -0.185      0.036 
52543.2450     -0.158      0.018     -0.089      0.018 
52544.2700     -0.029      0.056     -0.221      0.060 
52548.2060     -0.044      0.041      0.015      0.041 
52551.2710     -0.071      0.049     -0.124      0.049 
52555.2040     -0.179      0.033      0.047      0.034 
52556.2260     -0.086      0.057     -0.013      0.055 
52557.2500     -0.164      0.061     -0.011      0.065 
52558.2700     -0.299      0.105      0.068      0.111 
52562.2060     -0.136      0.041     -0.015      0.045 
52563.2270     -0.285      0.056      0.097      0.056 
52564.2420     -0.125      0.032     -0.113      0.032 
52565.2440     -0.022      0.114     -0.491      0.119 
52566.2380     -0.166      0.034     -0.196      0.033 
52567.2420     -0.050      0.025     -0.075      0.026 
52568.2420     -0.095      0.023      0.012      0.024 
52569.2380     -0.014      0.036      0.049      0.038 
52570.2420      0.059      0.031      0.078      0.031 
52571.2430     -0.105      0.028     -0.037      0.030 
52572.2370     -0.171      0.049      0.000      0.050 
52573.2420      0.004      0.043     -0.126      0.046 
52574.2410     -0.099      0.039     -0.095      0.046 
52575.2360     -0.143      0.036     -0.040      0.037 
52576.2430     -0.223      0.047      0.009      0.050 
52577.2430     -0.222      0.054     -0.151      0.056 
52578.2410     -0.258      0.024     -0.039      0.025 
52579.2720     -0.120      0.052     -0.109      0.061 
52583.2060     -0.100      0.048      0.237      0.047 
52584.2280     -0.185      0.069     -0.072      0.073 
52585.2460      0.196      0.124     -0.201      0.142 
52586.2700     -0.186      0.043      0.028      0.047 
52590.2050     -0.219      0.049      0.130      0.048 
52591.2240     -0.150      0.109     -0.159      0.116 
52592.2520     -0.324      0.075     -0.038      0.083 
52593.2710     -0.364      0.068     -0.123      0.069 
52597.2060     -0.068      0.037     -0.053      0.038 
52598.2250     -0.194      0.054     -0.031      0.062 
52599.2460     -0.176      0.085     -0.149      0.099 
52600.2710      0.028      0.056      0.002      0.057 
52604.2040     -0.183      0.030     -0.088      0.030 
52605.2710     -0.193      0.062      0.051      0.062 
52611.2260     -0.181      0.037     -0.044      0.036 
52613.2450     -0.066      0.055      0.109      0.060 
52618.2050     -0.077      0.033     -0.044      0.035 
52619.2320      0.081      0.210     -0.276      0.171 
52620.2460     -0.206      0.030     -0.017      0.030 
52621.2700     -0.170      0.066     -0.088      0.065 
52625.2040     -0.275      0.048     -0.135      0.048 
52626.2250     -0.092      0.047      0.234      0.052 
52639.2040     -0.065      0.065      0.227      0.063 
52642.2700     -0.115      0.052      0.122      0.056 
52646.2060     -0.054      0.028      0.096      0.027 
52648.2510     -0.227      0.121     -0.023      0.116 
52649.2700      0.075      0.047     -0.170      0.046 
52653.2040     -0.146      0.036      0.071      0.032 
52655.2470     -0.089      0.033      0.076      0.036 
52656.2700     -0.148      0.042      0.042      0.043 
52660.1260      0.190      0.258     -0.778      0.262 
52661.2040     -0.190      0.054      0.251      0.057 
52662.2260      0.010      0.147      0.081      0.137 
52663.2710      0.084      0.067      0.071      0.074 
52667.2050     -0.124      0.032      0.043      0.031 
52669.2430     -0.193      0.141     -0.218      0.145 
52670.2690     -0.076      0.048      0.044      0.061 
52674.2080     -0.227      0.048      0.012      0.047 
52675.2260     -0.063      0.038      0.140      0.035 
52677.2690     -0.046      0.044      0.080      0.042 
52681.2060     -0.225      0.041      0.024      0.043 
52683.2450      0.033      0.032      0.005      0.035 
52684.2710      0.021      0.042     -0.035      0.046 
52689.2050     -0.206      0.025      0.051      0.027 
52691.2710      0.015      0.051     -0.016      0.055 
52695.2050     -0.047      0.034      0.210      0.035 
52698.2690      0.035      0.064      0.159      0.068 
52702.2050     -0.105      0.024      0.041      0.025 
52705.2710     -0.132      0.046      0.098      0.047 
52709.2060     -0.103      0.044      0.316      0.044 
52711.2470      0.095      0.023      0.086      0.022 
52712.2710      0.142      0.065      0.163      0.067 
52716.2050     -0.053      0.033     -0.040      0.030 
52719.2700      0.068      0.042     -0.104      0.046 
