   DATE        X           sigma      Y         sigma 
51800.2510      0.271      0.111      0.106      0.110 
51807.2500      0.132      0.066      0.110      0.065 
51814.2510      0.176      0.079      0.196      0.073 
51821.2500      0.063      0.071      0.219      0.067 
51828.2510      0.210      0.106      0.103      0.097 
51835.2510      0.116      0.066      0.162      0.074 
51842.2510     -0.023      0.072      0.088      0.074 
51849.2510      0.150      0.081      0.175      0.078 
51856.2520     -0.369      0.139     -0.013      0.152 
51863.2500     -0.098      0.064      0.016      0.066 
51870.2500      0.096      0.063     -0.194      0.066 
51877.2500      0.163      0.082      0.078      0.079 
51884.2510      0.002      0.076      0.034      0.066 
51891.2500      0.162      0.079      0.089      0.080 
51898.2500      0.147      0.077     -0.127      0.074 
51906.2490      0.145      0.084     -0.128      0.088 
51912.2500      0.190      0.059     -0.155      0.052 
51919.2510      0.359      0.060     -0.173      0.057 
51926.2500      0.272      0.071     -0.401      0.055 
51933.2510      0.313      0.068     -0.187      0.071 
51940.2500      0.390      0.062     -0.139      0.058 
51947.2500      0.433      0.089     -0.169      0.080 
51954.2500      0.160      0.068     -0.266      0.058 
51961.2510      0.480      0.074     -0.191      0.064 
51968.2460      0.129      0.067     -0.349      0.064 
51975.2480      0.145      0.085     -0.314      0.079 
51982.2460      0.147      0.063     -0.234      0.057 
51989.2460     -0.181      0.309     -0.432      0.292 
51996.2490     -0.020      0.065     -0.292      0.062 
52003.2480     -0.062      0.072     -0.344      0.066 
52010.2480      0.078      0.053     -0.183      0.055 
52017.2500      0.309      0.086     -0.369      0.077 
52024.2500      0.037      0.055     -0.178      0.057 
52031.2470      0.074      0.059     -0.168      0.064 
52038.2470     -0.138      0.056     -0.419      0.065 
52045.2490      0.050      0.060     -0.179      0.074 
52052.2460     -0.010      0.053     -0.172      0.062 
52059.2490      0.005      0.078     -0.152      0.091 
52066.2480     -0.002      0.068     -0.273      0.075 
52073.2490     -0.756      0.189      1.032      0.201 
52080.2480      0.000      0.070      0.080      0.076 
52087.2470     -0.085      0.117      0.011      0.112 
52093.2490      0.053      0.071     -0.088      0.065 
52101.2480     -0.184      0.067      0.032      0.067 
52108.2490     -0.090      0.081      0.080      0.070 
52115.2510     -0.073      0.084     -0.096      0.073 
52122.2490      0.071      0.073     -0.130      0.065 
52129.2500     -0.136      0.089      0.046      0.085 
52136.2500      0.064      0.062     -0.059      0.055 
52143.2500     -0.121      0.109      0.500      0.093 
52150.2500     -0.141      0.058      0.021      0.052 
52157.2510     -0.231      0.082      0.094      0.072 
52164.2500      0.121      0.060     -0.172      0.068 
52171.2500     -0.248      0.092     -0.119      0.084 
52178.2500     -0.105      0.071     -0.115      0.074 
52185.2500      0.173      0.078     -0.038      0.073 
52192.2490     -0.119      0.080      0.294      0.079 
52199.2500     -0.049      0.068      0.181      0.074 
52206.2500      0.233      0.078     -0.128      0.088 
52213.2490      0.143      0.109     -0.076      0.099 
52220.2500      0.313      0.089      0.120      0.099 
52227.2400      0.086      0.064      0.125      0.067 
52234.2500      0.133      0.050     -0.008      0.056 
52241.2500      0.572      0.207      0.022      0.213 
52248.2500      0.446      0.068     -0.136      0.074 
52255.2500      0.077      0.054      0.157      0.059 
52262.2500      0.408      0.054     -0.115      0.052 
52271.2510      0.322      0.043     -0.122      0.044 
52278.2710      0.144      0.073     -0.237      0.080 
52282.2050      0.085      0.105     -0.151      0.099 
52285.2710      0.330      0.070     -0.028      0.064 
52289.2050     -0.101      0.066     -0.196      0.066 
52292.2710      0.057      0.092     -0.213      0.084 
52297.2040      0.282      0.034     -0.096      0.034 
52299.2700      0.182      0.053     -0.260      0.050 
52303.2040      0.152      0.055     -0.015      0.051 
52306.2710      0.285      0.078     -0.186      0.066 
52310.2040      0.152      0.073      0.004      0.065 
52313.2700      0.415      0.083     -0.374      0.087 
52317.2050      0.178      0.095      0.114      0.077 
52320.2710      0.350      0.061     -0.143      0.055 
52325.2050      0.212      0.051     -0.151      0.047 
52327.2710      0.249      0.099     -0.431      0.112 
52331.2040      0.049      0.051     -0.286      0.045 
52334.2710      0.104      0.059     -0.190      0.059 
52338.2040      0.227      0.049     -0.221      0.042 
52341.2710      0.317      0.056     -0.237      0.055 
52345.2040      0.211      0.029     -0.206      0.031 
52348.2710      0.341      0.055     -0.258      0.054 
52352.2050      0.183      0.054     -0.141      0.051 
52355.2710      0.181      0.058     -0.216      0.059 
52359.2030      0.202      0.061     -0.164      0.055 
52361.2700     -0.006      0.124     -0.114      0.145 
52367.2070      0.431      0.050     -0.183      0.050 
52369.2710      0.109      0.058     -0.254      0.070 
52373.2070     -0.019      0.044     -0.137      0.048 
52376.2700      0.201      0.063     -0.254      0.074 
52380.2050      0.242      0.039     -0.105      0.038 
52383.2700      0.316      0.064     -0.191      0.072 
52387.2040      0.048      0.040     -0.222      0.038 
52390.2700      0.255      0.062     -0.366      0.069 
52394.2080      0.095      0.051     -0.365      0.061 
52397.2710     -0.005      0.116     -0.221      0.104 
52401.2040      0.234      0.057     -0.070      0.069 
52404.2710      0.128      0.078     -0.298      0.085 
52408.2050      0.259      0.048     -0.213      0.057 
52411.2710      0.196      0.072     -0.231      0.085 
52415.2150      0.062      0.053     -0.130      0.051 
52418.2710      0.073      0.102     -0.214      0.088 
52423.2040      0.211      0.049     -0.041      0.065 
52425.2710     -0.125      0.101     -0.185      0.087 
52429.2050      0.258      0.050     -0.145      0.045 
52432.2670     -0.107      0.070     -0.359      0.081 
52436.2040      0.143      0.043     -0.201      0.045 
52439.2710      0.131      0.093     -0.388      0.096 
52443.2160      0.272      0.068     -0.198      0.075 
52446.2700     -0.010      0.091     -0.121      0.099 
52450.2060      0.244      0.109     -0.183      0.127 
52453.2710      0.324      0.090     -0.848      0.097 
52457.2060     -0.058      0.047     -0.157      0.043 
52458.2700      0.125      0.116     -0.263      0.124 
52464.2050      0.048      0.074     -0.231      0.094 
52467.2690      0.101      0.061     -0.155      0.060 
52471.2140      0.173      0.063     -0.311      0.061 
52474.2710      0.108      0.076     -0.449      0.083 
52478.2040      0.012      0.051     -0.238      0.056 
52481.2710      0.421      0.106     -0.144      0.124 
52485.2080      0.251      0.076     -0.284      0.064 
52488.2710     -0.078      0.094     -0.418      0.112 
52492.2040      0.270      0.061     -0.205      0.060 
52495.2730      0.198      0.112      0.011      0.108 
52499.2140     -0.151      0.076     -0.040      0.068 
52502.2700     -0.090      0.086     -0.377      0.085 
52506.2040     -0.256      0.087     -0.447      0.090 
52509.2720     -0.193      0.068     -0.225      0.073 
52513.2070      0.064      0.051     -0.219      0.049 
52516.2700      0.181      0.144     -0.049      0.138 
52521.2040      0.059      0.041     -0.192      0.049 
52523.2700     -0.313      0.054     -0.284      0.056 
52527.2160     -0.106      0.048     -0.187      0.054 
52530.2710      0.028      0.074     -0.433      0.078 
52534.2060     -0.012      0.058     -0.132      0.045 
52537.2710     -0.129      0.061     -0.150      0.061 
52541.2040     -0.044      0.045     -0.258      0.039 
52544.2700      0.203      0.066     -0.114      0.071 
52548.2060      0.019      0.046     -0.060      0.051 
52551.2710     -0.066      0.063      0.031      0.069 
52555.2040     -0.042      0.043     -0.002      0.048 
52558.2700     -0.019      0.077     -0.030      0.084 
52562.2060      0.065      0.050     -0.024      0.050 
52565.2440      0.005      0.064     -0.387      0.065 
52569.2380     -0.032      0.036      0.070      0.038 
52572.2370     -0.111      0.070     -0.104      0.075 
52576.2430     -0.019      0.034     -0.026      0.033 
52579.2720     -0.109      0.062     -0.026      0.073 
52583.2060     -0.100      0.049      0.041      0.055 
52584.2280     -0.129      0.049     -0.236      0.058 
52586.2700     -0.081      0.052     -0.067      0.054 
52590.2050     -0.188      0.093     -0.110      0.087 
52593.2710     -0.399      0.091     -0.193      0.077 
52597.2060     -0.004      0.040     -0.032      0.051 
52600.2710      0.172      0.045     -0.112      0.048 
52604.2040     -0.095      0.045     -0.211      0.040 
52605.2710     -0.234      0.076     -0.150      0.070 
52611.2270     -0.091      0.038     -0.165      0.050 
52613.2450     -0.390      0.084     -0.118      0.098 
52614.2700      0.110      0.101     -0.106      0.096 
52618.2050     -0.031      0.031     -0.189      0.041 
52621.2700     -0.047      0.082     -0.110      0.083 
52625.2040      0.162      0.049     -0.207      0.054 
52628.2680      0.035      0.069     -0.136      0.077 
52639.2040     -0.057      0.071      0.066      0.081 
52642.2700      0.070      0.056     -0.078      0.055 
52646.2060      0.005      0.029     -0.030      0.031 
52649.2700      0.126      0.056     -0.122      0.051 
52653.2040     -0.044      0.041      0.049      0.040 
52656.2700      0.002      0.045     -0.063      0.037 
52661.2040     -0.257      0.067      0.146      0.069 
52663.2710      0.312      0.119     -0.316      0.106 
52670.2730      0.003      0.075     -0.082      0.063 
52674.2080     -0.071      0.080      0.265      0.075 
52677.2690      0.119      0.062      0.062      0.058 
52681.2060     -0.065      0.052     -0.075      0.044 
52684.2710      0.095      0.058     -0.157      0.048 
52689.2050     -0.128      0.031      0.008      0.029 
52691.2710      0.112      0.064     -0.012      0.055 
52695.2050     -0.180      0.049      0.050      0.038 
52698.2690      0.316      0.081      0.052      0.075 
52705.2710     -0.041      0.054      0.161      0.055 
52709.2060      0.126      0.031      0.248      0.029 
52712.2710      0.251      0.057      0.075      0.057 
52716.2050      0.139      0.049      0.132      0.048 
52719.2700      0.161      0.043     -0.104      0.049 
52723.2040      0.125      0.046     -0.180      0.056 
52726.2710      0.169      0.050     -0.011      0.054 
52730.2040      0.032      0.038     -0.067      0.042 
52733.2720      0.391      0.053     -0.008      0.059 
52737.2040     -0.133      0.055      0.039      0.061 
52740.2710      0.210      0.052      0.006      0.065 
52744.2030      0.024      0.031     -0.052      0.030 
52746.2700      0.207      0.042      0.019      0.051 
52751.2040      0.203      0.042     -0.121      0.039 
52753.2460      0.200      0.030      0.028      0.033 
52754.2710     -0.034      0.051     -0.073      0.066 
52758.2050      0.126      0.059     -0.057      0.056 
52759.2710      0.068      0.042      0.113      0.049 
52765.2050      0.471      0.070      0.258      0.085 
52768.2700      0.037      0.047      0.037      0.054 
52772.2050      0.161      0.029     -0.036      0.031 
52775.2700      0.303      0.049     -0.059      0.048 
52779.2070      0.520      0.054     -0.006      0.058 
52781.2470      0.315      0.048     -0.095      0.051 
52782.2680      0.225      0.043     -0.081      0.048 
52787.2060      0.125      0.033     -0.101      0.039 
52789.2690      0.437      0.061      0.130      0.059 
52793.2050      0.364      0.051      0.009      0.055 
52796.2700      0.205      0.062     -0.059      0.067 
52800.2040      0.091      0.050      0.107      0.047 
52803.2710      0.379      0.137     -0.086      0.161 
52807.2060      0.178      0.046     -0.205      0.052 
52810.2700      0.292      0.098     -0.241      0.113 
52814.2050      0.218      0.056     -0.011      0.051 
52817.2710      0.177      0.100      0.287      0.087 
52821.2050      0.130      0.054     -0.155      0.051 
52823.2700      0.249      0.066     -0.031      0.068 
52828.2040      0.241      0.045     -0.216      0.054 
52831.2690      0.394      0.073     -0.214      0.068 
52835.2040      0.396      0.035      0.009      0.037 
52838.2690     -0.035      0.052     -0.330      0.053 
52842.2040     -0.002      0.047     -0.035      0.050 
52845.2680      0.426      0.072      0.016      0.067 
52849.2070      0.070      0.048     -0.214      0.056 
52852.2700      0.357      0.067     -0.289      0.064 
52856.2080      0.111      0.051     -0.207      0.056 
52859.2710      0.233      0.086     -0.356      0.083 
52863.2060      0.301      0.059     -0.315      0.071 
52866.2710      0.468      0.082     -0.302      0.070 
52870.2050      0.138      0.043     -0.159      0.048 
52873.2710      0.197      0.087     -0.453      0.079 
52877.2040     -0.009      0.064     -0.090      0.058 
52879.2460      0.177      0.060     -0.468      0.058 
52880.2710      0.062      0.084     -0.144      0.077 
52885.2050      0.154      0.037     -0.092      0.037 
52887.2710      0.255      0.050     -0.318      0.055 
52891.2040      0.202      0.033     -0.297      0.035 
52894.2690      0.056      0.052     -0.256      0.042 
52898.2060     -0.012      0.070     -0.116      0.063 
52901.2720      0.290      0.070     -0.331      0.072 
52905.2050      0.204      0.067     -0.321      0.073 
52908.2690      0.058      0.039     -0.320      0.039 
52912.2050     -0.007      0.029     -0.260      0.034 
52915.2700      0.022      0.070     -0.282      0.072 
52919.2040      0.159      0.047      0.017      0.047 
52922.2700      0.033      0.054     -0.294      0.067 
52926.2040      0.187      0.058     -0.279      0.063 
52929.2710      0.282      0.057     -0.357      0.064 
52933.2040      0.114      0.037     -0.276      0.038 
52936.2700     -0.026      0.043     -0.384      0.053 
52940.2040     -0.003      0.044     -0.260      0.043 
52943.2710      0.249      0.060     -0.306      0.078 
52947.2040      0.101      0.054     -0.136      0.064 
52950.2710     -0.014      0.039     -0.311      0.039 
52954.2270     -0.013      0.051     -0.115      0.052 
52957.2680      0.127      0.060     -0.205      0.062 
52961.2050      0.389      0.053     -0.299      0.050 
52964.2700      0.085      0.045     -0.281      0.051 
52968.2070     -0.040      0.056     -0.273      0.063 
52969.2680      0.002      0.065     -0.067      0.068 
52975.2050     -0.029      0.043     -0.167      0.044 
52978.2710      0.010      0.053     -0.206      0.056 
52983.2260      0.055      0.034     -0.224      0.035 
52985.2670      0.332      0.053     -0.320      0.050 
52989.2270      0.087      0.043     -0.217      0.050 
52992.2700      0.034      0.037     -0.190      0.038 
52996.2040      0.109      0.046     -0.087      0.050 
53003.2050     -0.076      0.036     -0.184      0.038 
53010.2050      0.216      0.046     -0.073      0.046 
53013.2700      0.224      0.072     -0.238      0.066 
53017.2050      0.125      0.037     -0.263      0.037 
53020.2700      0.095      0.054     -0.332      0.050 
53025.2060      0.042      0.040     -0.098      0.040 
53027.2690     -0.010      0.078     -0.265      0.066 
53031.2050      0.051      0.059     -0.223      0.051 
53034.2700     -0.310      0.070     -0.066      0.072 
53038.2040      0.160      0.062     -0.185      0.058 
53041.2700      0.174      0.052     -0.198      0.046 
53045.2060     -0.067      0.044     -0.048      0.046 
53048.2700      0.039      0.072     -0.126      0.060 
53052.2060      0.080      0.038     -0.157      0.041 
53055.2690      0.050      0.157     -0.206      0.146 
53059.2030      0.097      0.042     -0.257      0.042 
53062.2700      0.108      0.054     -0.433      0.055 
53066.2060      0.067      0.054     -0.132      0.041 
53069.2710      0.059      0.070     -0.478      0.072 
53073.2040      0.060      0.041      0.028      0.038 
53076.2710     -0.069      0.052     -0.269      0.057 
53080.2040      0.184      0.059     -0.027      0.049 
53083.2710     -0.057      0.079     -0.152      0.087 
53087.2070     -0.206      0.091     -0.034      0.072 
53090.2700      0.145      0.064     -0.284      0.072 
53094.2070      0.125      0.060      0.147      0.055 
53097.2690      0.200      0.056     -0.212      0.067 
53101.2070     -0.361      0.055     -0.181      0.045 
53103.2700      0.063      0.060     -0.014      0.060 
53108.2050      0.105      0.041      0.004      0.032 
53111.2700     -0.048      0.080      0.202      0.080 
53115.2300      0.221      0.056      0.032      0.070 
53118.2700      0.354      0.054     -0.003      0.064 
53122.2050      0.243      0.054     -0.086      0.059 
53125.2710      0.283      0.061      0.098      0.068 
53129.2070      0.141      0.032     -0.170      0.034 
53132.2710      0.168      0.063     -0.086      0.064 
53136.2270      0.217      0.025     -0.036      0.026 
53139.2710      0.202      0.072     -0.107      0.077 
53143.2060      0.097      0.041     -0.097      0.040 
53145.2700      0.225      0.081     -0.172      0.101 
53150.2060      0.207      0.049      0.106      0.061 
53153.2690      0.532      0.074      0.059      0.085 
53158.2070      0.264      0.080      0.233      0.094 
53160.2740      0.217      0.049      0.035      0.059 
53164.2050      0.243      0.067     -0.086      0.073 
53167.2700      0.212      0.106      0.271      0.118 
53171.2050      0.248      0.108      0.155      0.118 
53174.2750     -0.046      0.070      0.106      0.086 
53178.2050      0.532      0.088      0.142      0.104 
53181.2690      0.055      0.071     -0.333      0.073 
53185.2070      0.214      0.062      0.038      0.062 
53188.2710      0.230      0.053     -0.193      0.066 
53193.2050      0.130      0.041     -0.152      0.047 
53195.2710      0.335      0.098      0.094      0.094 
53199.2270      0.233      0.057     -0.042      0.053 
53202.2700      0.116      0.053     -0.224      0.047 
53206.2070      0.124      0.051      0.055      0.043 
53209.2740      0.208      0.091     -0.304      0.073 
53213.2090      0.022      0.089      0.106      0.080 
53216.2700      0.332      0.071     -0.131      0.054 
53220.2040     -0.021      0.052     -0.141      0.049 
53223.2690      0.327      0.183     -0.133      0.148 
53227.2270      0.149      0.060     -0.007      0.059 
53230.2710      0.726      0.340     -0.179      0.307 
53234.2050      0.061      0.063     -0.290      0.066 
53237.2710      0.206      0.120     -0.390      0.142 
53241.2240     -0.137      0.103     -0.351      0.092 
53244.2700      0.161      0.069     -0.114      0.072 
53248.2070      0.136      0.099     -0.035      0.086 
53251.2700      0.119      0.120     -0.129      0.126 
53256.2040     -0.007      0.074     -0.275      0.064 
53258.2710      0.235      0.105      0.128      0.105 
53262.2250      0.221      0.058     -0.157      0.071 
53265.2700      0.255      0.128      0.402      0.139 
53269.2050      0.390      0.066     -0.096      0.071 
53272.2700      0.229      0.088     -0.159      0.103 
53276.2050     -0.011      0.110     -0.115      0.119 
53279.2700     -0.019      0.097     -0.220      0.094 
53283.2070      0.341      0.059     -0.137      0.059 
53286.2710      0.424      0.079     -0.145      0.082 
53290.2060     -0.124      0.060     -0.552      0.059 
53293.2710      0.260      0.088      0.101      0.099 
53297.2050      0.314      0.041     -0.151      0.038 
53300.2700      0.357      0.084      0.079      0.091 
53304.2260      0.036      0.072     -0.282      0.086 
53307.2700      0.133      0.105     -0.247      0.099 
53311.2040      0.331      0.074     -0.214      0.085 
53314.2700      0.107      0.055     -0.278      0.064 
53318.2040     -0.208      0.056     -0.454      0.066 
53321.2710      0.353      0.082     -0.124      0.082 
53325.2280     -0.115      0.198     -0.199      0.238 
53328.2680      0.297      0.069     -0.197      0.077 
53332.2050      0.140      0.055     -0.262      0.057 
53333.2710      0.254      0.124      0.041      0.121 
53339.2050      0.198      0.058     -0.096      0.043 
53342.2710      0.336      0.068     -0.472      0.078 
53346.2270      0.384      0.072     -0.307      0.065 
53349.2690      0.086      0.124     -0.663      0.109 
53353.2050      0.150      0.029     -0.333      0.032 
53356.2720      0.370      0.060     -0.379      0.065 
53360.2050     -0.055      0.072     -0.169      0.076 
53362.2710      0.114      0.078      0.175      0.078 
53367.2280     -0.104      0.093     -0.389      0.085 
53369.2710      0.248      0.050     -0.537      0.050 
53374.2050      0.064      0.064     -0.648      0.054 
53377.2680      0.116      0.064     -0.529      0.062 
53381.2070      0.099      0.051     -0.282      0.051 
53384.2700      0.064      0.070     -0.444      0.060 
53389.2070      0.012      0.036     -0.360      0.033 
53391.2700      0.297      0.057     -0.373      0.058 
53395.2050      0.160      0.084     -0.497      0.077 
53398.2710      0.042      0.114      0.131      0.130 
53402.2060      0.109      0.043     -0.217      0.048 
53405.2700      0.098      0.071     -0.487      0.076 
53409.2040     -0.011      0.041     -0.488      0.036 
53412.2690      0.008      0.055     -0.248      0.063 
53416.2060      0.072      0.045     -0.391      0.040 
53419.2710      0.020      0.058     -0.513      0.058 
53423.2070      0.101      0.043     -0.306      0.038 
53426.2700      0.040      0.070     -0.289      0.069 
53430.2040     -0.261      0.053     -0.383      0.049 
53433.2710      0.027      0.062     -0.482      0.066 
53437.2060      0.003      0.035     -0.358      0.037 
53440.2710     -0.084      0.065     -0.090      0.066 
53444.2050      0.004      0.046     -0.172      0.056 
53447.2700      0.235      0.074     -0.528      0.071 
53451.2070      0.000      0.044     -0.307      0.044 
53453.2690     -0.323      0.094     -0.179      0.073 
53458.2050      0.062      0.054     -0.440      0.056 
53461.2700      0.153      0.057     -0.158      0.061 
53465.2060     -0.052      0.060     -0.239      0.066 
53468.2700      0.179      0.060     -0.277      0.057 
53472.2040      0.071      0.057     -0.410      0.058 
53475.2690      0.004      0.072     -0.193      0.081 
53479.2060     -0.008      0.058     -0.028      0.059 
53482.2700     -0.001      0.058     -0.297      0.055 
53486.2060      0.126      0.045     -0.130      0.047 
53489.2690      0.044      0.068     -0.327      0.061 
53493.2050      0.091      0.031     -0.208      0.030 
53496.2700      0.016      0.054     -0.105      0.069 
53500.2050      0.479      0.054      0.244      0.049 
53503.2710      0.132      0.047     -0.033      0.058 
53507.2060     -0.035      0.063     -0.191      0.074 
53510.2700     -0.013      0.058     -0.339      0.067 
53514.2060      0.018      0.051     -0.191      0.042 
53517.2700     -0.056      0.068     -0.295      0.070 
53522.2060     -0.103      0.071      0.259      0.088 
53524.2700     -0.055      0.056     -0.181      0.070 
53528.2060     -0.278      0.044      0.136      0.049 
53531.2700      0.054      0.083     -0.261      0.084 
53535.2050     -0.013      0.050     -0.026      0.043 
53538.2690      0.102      0.049     -0.225      0.059 
53542.2050      0.108      0.048     -0.050      0.049 
53545.2700      0.093      0.071     -0.196      0.067 
53549.2060      0.015      0.047      0.052      0.058 
53552.2700      0.190      0.057     -0.137      0.058 
53557.2060      0.188      0.058     -0.127      0.062 
53559.2700      0.371      0.054     -0.149      0.064 
53563.2060      0.195      0.065     -0.121      0.064 
53566.2710      0.155      0.054     -0.127      0.050 
53570.2070      0.110      0.044     -0.117      0.046 
53573.2710      0.115      0.049     -0.138      0.044 
53577.2050      0.108      0.038     -0.119      0.038 
53580.2700      0.071      0.090     -0.139      0.082 
53587.2700      0.480      0.076     -0.026      0.069 
53591.2050      0.000      0.109      0.044      0.105 
53594.2700      0.565      0.135      0.488      0.113 
53598.2090      0.246      0.064     -0.175      0.061 
53601.2700      0.225      0.050     -0.100      0.044 
53605.2070      0.178      0.074     -0.206      0.065 
53608.2710      0.458      0.116     -0.043      0.093 
53612.2080      0.411      0.092      0.118      0.095 
53615.2700      0.112      0.060     -0.010      0.053 
53620.2040      0.111      0.123     -0.104      0.111 
53622.2690      0.062      0.075     -0.079      0.066 
53626.1970      0.254      0.024     -0.123      0.023 
53627.1960      0.267      0.034      0.014      0.035 
53628.1960      0.153      0.030     -0.042      0.027 
53629.1960      0.065      0.025     -0.134      0.024 
53630.1960      0.215      0.023     -0.093      0.019 
53631.1950      0.207      0.023     -0.112      0.020 
53632.1980      0.299      0.020     -0.053      0.018 
53633.1970      0.334      0.034     -0.014      0.031 
53634.2070      0.187      0.035     -0.071      0.033 
53635.1970      0.332      0.023     -0.132      0.021 
53636.1960      0.340      0.023     -0.038      0.022 
53637.1960      0.365      0.029      0.000      0.026 
53638.1960      0.261      0.023     -0.037      0.021 
53639.1970      0.230      0.024     -0.165      0.022 
53640.1980      0.158      0.029      0.026      0.026 
53643.2700      0.392      0.070      0.137      0.060 
53647.2070      0.100      0.066     -0.116      0.059 
53650.2700      0.311      0.051      0.081      0.052 
53654.2060      0.189      0.119     -0.184      0.133 
53657.2700      0.334      0.055      0.230      0.053 
53661.2060      0.170      0.067      0.343      0.072 
53664.2700      0.279      0.065     -0.139      0.066 
53668.2060      0.504      0.053     -0.157      0.050 
53671.2680      0.420      0.053     -0.018      0.051 
53675.2050      0.273      0.042     -0.014      0.054 
53678.2700      0.390      0.070     -0.125      0.072 
53682.2050      0.327      0.055     -0.078      0.060 
53685.2710      0.489      0.063     -0.001      0.064 
53689.2170      0.190      0.040     -0.113      0.045 
53692.2700      0.430      0.043     -0.033      0.044 
53696.2050      0.197      0.044     -0.224      0.054 
53697.2700      0.254      0.041     -0.133      0.045 
53703.2050      0.195      0.087     -0.111      0.079 
53706.2700      0.271      0.038     -0.133      0.042 
53710.2050      0.382      0.045     -0.157      0.048 
53713.2710      0.232      0.044     -0.234      0.044 
53717.2060      0.557      0.119     -0.285      0.118 
53720.2700      0.371      0.051     -0.124      0.043 
53724.2040      0.351      0.108     -0.352      0.108 
53727.2700      0.379      0.103     -0.353      0.090 
53734.2700      0.297      0.075     -0.290      0.076 
53739.2060      0.838      0.092     -0.370      0.085 
53740.2700      0.364      0.070     -0.365      0.063 
53745.2030      0.019      0.110     -0.266      0.086 
53748.2880      0.314      0.068     -0.409      0.059 
53753.2040      0.402      0.074     -0.435      0.080 
53755.2700      0.016      0.080     -0.363      0.070 
53759.2030      0.115      0.115     -0.464      0.088 
53762.2710      0.263      0.065     -0.456      0.054 
53766.2060      0.094      0.047     -0.421      0.041 
53769.2710      0.136      0.081     -0.353      0.067 
53773.2050      0.226      0.033     -0.351      0.036 
53776.2700      0.276      0.088     -0.696      0.073 
53780.2050      0.279      0.047     -0.391      0.047 
53783.2700      0.162      0.090     -0.330      0.073 
53787.2060      0.187      0.051     -0.597      0.049 
53790.2700      0.228      0.072     -0.389      0.070 
53794.2280      0.127      0.042     -0.279      0.035 
53797.2700      0.229      0.053     -0.304      0.048 
53801.2050      0.231      0.032     -0.408      0.035 
53804.2710      0.351      0.062     -0.359      0.057 
53808.2050      0.004      0.080     -0.290      0.090 
53811.2700      0.114      0.115     -0.648      0.096 
53815.2060      0.220      0.058     -0.209      0.049 
53818.2700      0.288      0.046     -0.341      0.043 
53822.2060      0.097      0.033     -0.460      0.035 
53825.2700     -0.133      0.134     -0.284      0.147 
53829.2050      0.147      0.040     -0.260      0.038 
53832.2690      0.184      0.050     -0.599      0.063 
53836.2050      0.178      0.057     -0.388      0.055 
53838.2710      0.165      0.171     -0.327      0.195 
53844.2050     -0.045      0.056     -0.214      0.050 
53846.2770      0.030      0.070     -0.337      0.091 
53850.2050      0.036      0.043     -0.354      0.056 
53853.2710      0.090      0.072     -0.095      0.083 
53858.2040      0.132      0.043     -0.235      0.049 
53860.2700     -0.037      0.080     -0.140      0.112 
53864.2070      0.105      0.056     -0.436      0.063 
53867.2700      0.190      0.093     -0.453      0.104 
53871.2060     -0.065      0.074     -0.227      0.063 
53874.2710      0.079      0.047     -0.314      0.065 
53878.2070     -0.001      0.031     -0.456      0.032 
53881.2700     -0.005      0.064      0.057      0.077 
53886.2050     -0.062      0.036     -0.138      0.034 
53888.2710      0.029      0.052     -0.190      0.067 
53893.2050      0.044      0.049     -0.085      0.052 
53895.2710      0.030      0.055     -0.350      0.069 
53899.2070      0.270      0.051     -0.306      0.058 
53900.2700     -0.123      0.051     -0.495      0.064 
53906.2050     -0.076      0.056     -0.094      0.060 
53909.2700      0.033      0.056     -0.139      0.069 
53913.2050      0.100      0.062     -0.179      0.066 
53916.2700     -0.021      0.056     -0.317      0.061 
53922.2050     -0.051      0.051     -0.306      0.050 
53923.2690      0.099      0.125     -0.294      0.149 
53927.2050     -0.032      0.049     -0.371      0.043 
53930.2710      0.035      0.066     -0.221      0.058 
53934.2060      0.005      0.035     -0.272      0.039 
53937.2700      0.313      0.154     -0.294      0.112 
53941.2070      0.292      0.041     -0.315      0.043 
53944.2710     -0.070      0.076     -0.150      0.073 
53948.2040     -0.120      0.107     -0.374      0.104 
53951.2700     -0.058      0.080     -0.304      0.064 
53955.2060     -0.098      0.048     -0.169      0.051 
53958.2690     -0.213      0.057     -0.294      0.059 
53964.2070      0.055      0.036     -0.118      0.031 
53965.2690     -0.135      0.078     -0.283      0.065 
53969.2370     -0.096      0.040     -0.194      0.046 
53972.2700     -0.192      0.068     -0.170      0.066 
53976.2080     -0.042      0.035     -0.114      0.034 
53979.2720     -0.002      0.065     -0.081      0.067 
53986.2720      0.125      0.117      0.309      0.112 
53990.2070     -0.246      0.049     -0.233      0.043 
53993.2700      0.125      0.098     -0.066      0.109 
53997.2070      0.089      0.043     -0.002      0.043 
54000.2700      0.060      0.076      0.122      0.100 
54004.2070      0.237      0.035     -0.077      0.038 
54007.2690      0.020      0.073     -0.002      0.070 
54011.2070     -0.084      0.031     -0.167      0.034 
54014.2700     -0.041      0.073      0.083      0.071 
54018.2190      0.000      0.056     -0.211      0.083 
54021.2730     -0.105      0.106     -0.200      0.097 
54025.2080      0.081      0.041     -0.050      0.043 
54028.2700      0.219      0.068      0.104      0.061 
54032.2080      0.136      0.059     -0.011      0.064 
54035.2700     -0.044      0.123      0.079      0.145 
54039.2080      0.128      0.030     -0.007      0.028 
54042.2700      0.293      0.115      0.326      0.116 
54046.2070      0.159      0.026     -0.038      0.024 
54049.2710      0.171      0.051      0.126      0.063 
