   DATE        X           sigma      Y         sigma 
48435.3490      0.176      0.189     -0.273      0.259 
48436.4180      0.001      0.077     -0.214      0.075 
48437.5030      0.344      1.018     -0.532      1.293 
48438.8340      0.022      0.140     -0.238      0.108 
48440.2800     -0.010      0.155     -0.074      0.175 
48441.5880      1.173      0.606      0.645      0.938 
48445.8330      0.382      0.154     -0.067      0.133 
48447.0850      0.141      0.242      0.209      0.165 
48448.1670     -0.226      0.067     -0.251      0.071 
48449.2670     -0.115      0.128     -0.247      0.155 
48450.3320      0.037      0.205     -0.059      0.216 
48451.3310     -0.535      0.232     -0.150      0.218 
48452.8330      0.114      0.132      0.036      0.107 
48454.1730     -0.003      0.134     -0.191      0.116 
48455.3310     -0.113      0.225     -0.226      0.234 
48456.1660     -0.213      0.071     -0.060      0.085 
48457.4290     -0.215      0.214      0.067      0.177 
48459.2500     -0.032      0.145      0.196      0.145 
48460.3330     -0.363      0.234     -0.310      0.228 
48461.3360     -0.726      0.217      0.599      0.214 
48463.2600     -0.078      0.210     -0.320      0.263 
48465.1670      0.212      0.185     -0.092      0.213 
48466.1720     -0.329      0.164      0.396      0.213 
48467.2510      0.318      0.158     -0.268      0.119 
48468.3330      0.065      0.298     -0.370      0.277 
48470.2590      0.101      0.207     -0.103      0.238 
48471.3360      0.011      0.175     -0.022      0.154 
48472.4160      0.376      0.157      0.169      0.101 
48473.8330      0.262      0.162     -0.177      0.132 
48475.0840     -0.093      0.124     -0.028      0.116 
48477.2620     -0.185      0.170     -0.079      0.238 
48480.8320     -0.147      0.143      0.296      0.123 
48482.2550     -0.784      1.173      2.022      1.871 
48484.2770     -0.443      0.150      0.195      0.160 
48485.3330      0.216      0.261      0.209      0.189 
48487.8350      0.279      0.234      0.508      0.186 
48489.1670     -0.288      0.270      0.073      0.236 
48490.2070     -0.890      0.552      1.363      0.873 
48491.3420      0.384      0.186     -0.240      0.145 
48494.3330     -0.230      0.081     -0.051      0.095 
48495.4220     -0.252      0.185     -0.375      0.130 
48497.2520      0.281      0.315      0.627      0.410 
48498.3600     -0.093      0.182     -0.651      0.143 
48501.8330     -0.245      0.156     -0.047      0.210 
48504.1670     -0.384      0.147     -0.174      0.110 
48505.3560     -0.021      0.170      0.048      0.143 
48506.4190     -0.133      0.090     -0.018      0.086 
48508.1870     -0.777      0.172     -0.384      0.255 
48509.1510     -1.487      0.615      0.414      0.845 
48512.2720     -0.548      0.163      0.401      0.137 
48513.3350     -0.542      0.214     -0.136      0.179 
48515.8360      0.062      0.137      0.022      0.160 
48519.2660     -0.051      0.175     -0.018      0.135 
48522.8330     -0.315      0.129      0.115      0.157 
48524.2530     -0.706      0.216     -0.091      0.165 
48525.0830     -0.285      0.169      0.090      0.242 
48526.2850     -0.381      0.195      0.045      0.155 
48529.8340     -0.061      0.112     -0.286      0.137 
48532.2470     -0.204      0.219      0.473      0.186 
48533.3330     -0.219      0.182     -0.310      0.130 
48536.8320     -0.212      0.117     -0.022      0.153 
48538.2560      0.203      0.469      0.206      0.317 
48540.2570     -0.010      0.194      0.122      0.122 
48543.8310      0.035      0.104     -0.002      0.133 
48544.9780     -0.059      0.071     -0.084      0.071 
48546.1890     -0.105      0.075      0.044      0.063 
48547.3330     -0.046      0.241      0.370      0.210 
48548.4760     -0.085      0.074     -0.136      0.075 
48549.6880     -0.102      0.064     -0.063      0.057 
48550.8340     -0.311      0.143      0.019      0.185 
48551.9790     -0.139      0.070     -0.030      0.071 
48553.1860     -0.177      0.115     -0.210      0.109 
48554.3350      0.568      0.500      0.451      0.669 
48555.4170     -0.400      0.178      0.207      0.267 
48557.8330      0.068      0.100      0.077      0.121 
48559.1670      0.186      0.109      0.264      0.111 
48561.2530      0.237      0.190     -0.112      0.126 
48562.4180     -0.203      0.072     -0.081      0.083 
48564.8330     -0.096      0.109     -0.018      0.124 
48568.2530     -0.017      0.140      0.083      0.119 
48569.3330      0.471      0.139      0.155      0.167 
48571.8350     -0.320      0.319      0.154      0.302 
48573.1720      0.094      0.087      0.040      0.117 
48575.2510     -0.085      0.149      0.063      0.127 
48576.3260      0.133      0.166      0.455      0.193 
