   DATE        X           sigma      Y         sigma 
49548.4190     -0.621      0.210     -0.526      0.180 
49552.1700     -0.047      0.056      0.185      0.056 
49553.2550     -0.116      0.075     -0.229      0.079 
49554.3330      0.153      0.271     -0.345      0.307 
49555.4160      0.101      0.171     -0.262      0.229 
49560.2550     -0.088      0.086      0.032      0.080 
49562.0840      0.145      0.087     -0.026      0.141 
49566.1710     -0.013      0.280      0.176      0.258 
49567.2480      0.007      0.087      0.094      0.108 
49568.3340     -0.025      0.228     -0.589      0.182 
49569.4170      0.205      0.203     -0.305      0.214 
49573.0850     -0.041      0.079     -0.223      0.079 
49574.2490     -0.044      0.064      0.007      0.058 
49575.3310      0.035      0.180     -0.356      0.233 
49576.4170      0.252      0.264      0.468      0.281 
49580.0400      0.019      0.060      0.013      0.058 
49581.2490      0.033      0.063     -0.137      0.057 
49588.2520      0.152      0.066     -0.101      0.059 
49589.3330     -0.069      0.137      0.037      0.117 
49590.4160     -0.171      0.112      0.125      0.148 
49594.1670      0.233      0.077     -0.005      0.074 
49595.2530      0.098      0.065     -0.105      0.059 
49596.3320      0.119      0.195      0.373      0.214 
49597.4190      0.075      0.118      0.048      0.136 
49602.2500      0.095      0.056     -0.009      0.053 
49603.3340      0.236      0.085     -0.252      0.083 
49604.4190     -0.090      0.116      0.087      0.137 
49608.0430      0.092      0.076     -0.073      0.069 
49609.2500      0.095      0.060     -0.169      0.060 
49611.4180      0.008      0.164      0.031      0.162 
49615.0780      0.293      0.087     -0.022      0.092 
49616.2510     -0.039      0.059     -0.169      0.058 
49618.0860     -0.109      0.113     -0.216      0.110 
49622.0410     -0.099      0.160      0.020      0.106 
49623.2490      0.031      0.051     -0.082      0.051 
49629.0850     -0.086      0.112     -0.303      0.113 
49630.2490      0.046      0.051      0.086      0.055 
49631.3310      0.358      0.130     -0.244      0.145 
49632.4200      0.118      0.128     -0.193      0.141 
49637.2500      0.100      0.049     -0.204      0.059 
49639.1560      0.233      0.068     -0.127      0.052 
49642.9990      0.066      0.053     -0.071      0.061 
49644.2500      0.220      0.056     -0.166      0.072 
49645.3350      0.240      0.132     -0.117      0.118 
49646.0420      0.035      0.073     -0.245      0.068 
49650.3130      0.156      0.042     -0.015      0.044 
49651.2590      0.247      0.059     -0.167      0.070 
49652.3340      0.325      0.194     -0.268      0.151 
49653.4170      0.103      0.034     -0.207      0.042 
49657.0010      0.219      0.184      0.117      0.176 
49658.2610      0.062      0.053      0.047      0.061 
49659.3380      0.251      0.212     -0.473      0.185 
49664.0860      0.206      0.089     -0.226      0.128 
49665.2540      0.003      0.070     -0.007      0.111 
49667.4190     -0.098      0.154     -0.120      0.211 
49672.2490      0.052      0.058     -0.106      0.071 
49678.0830      0.101      0.048     -0.177      0.068 
49679.2520     -0.015      0.064     -0.263      0.081 
49685.1670     -0.075      0.065     -0.288      0.046 
49686.2490     -0.051      0.053     -0.167      0.062 
49689.4900     -0.134      0.038     -0.117      0.039 
49692.0850     -0.125      0.092     -0.282      0.095 
49693.2500      0.069      0.071     -0.160      0.088 
49694.3340     -0.185      0.165      0.235      0.217 
49699.1670      0.093      0.057      0.013      0.066 
49700.2490      0.165      0.048     -0.166      0.053 
49702.0810     -0.001      0.051     -0.203      0.068 
49706.1690     -0.033      0.048     -0.257      0.049 
49707.2510      0.170      0.059     -0.269      0.075 
49714.2500     -0.047      0.064     -0.197      0.068 
49715.3310     -0.164      0.190     -0.456      0.187 
49716.4160      0.010      0.033     -0.345      0.034 
49721.2490     -0.043      0.053     -0.241      0.052 
49727.0420     -0.041      0.066     -0.118      0.088 
49728.2510     -0.077      0.050     -0.151      0.049 
49735.2540      0.099      0.067     -0.128      0.061 
49736.3650     -0.200      0.273     -0.449      0.188 
49741.1670     -0.123      0.117     -0.163      0.162 
49742.2510     -0.058      0.048     -0.161      0.042 
49744.0810     -0.150      0.086     -0.111      0.079 
49748.0850     -0.413      0.185     -0.653      0.182 
49749.2510     -0.072      0.065     -0.031      0.057 
49750.3330     -0.231      0.124      0.247      0.186 
49751.4170     -0.143      0.040     -0.150      0.033 
49756.2510     -0.070      0.049     -0.175      0.046 
49762.0890     -0.521      0.122     -0.127      0.131 
49763.2510     -0.078      0.055     -0.041      0.047 
49764.3330      0.039      0.060     -0.186      0.076 
49770.2510     -0.167      0.065     -0.041      0.055 
49772.0860     -0.896      0.130     -0.237      0.131 
49777.2510     -0.057      0.105      0.106      0.121 
49779.0420     -0.282      0.104     -0.069      0.084 
49783.0840      0.094      0.051     -0.012      0.048 
49784.2510     -0.114      0.052      0.037      0.048 
49790.1660      0.048      0.040     -0.110      0.050 
49791.2500     -0.021      0.078     -0.010      0.067 
49798.2510     -0.004      0.048      0.141      0.045 
49800.4180     -0.160      0.043     -0.010      0.049 
49804.0820      0.036      0.092     -0.078      0.090 
49805.2510     -0.144      0.074      0.108      0.068 
49811.0420     -0.055      0.084     -0.031      0.122 
49812.2510     -0.071      0.052      0.028      0.049 
49818.0830     -0.393      0.085     -0.311      0.083 
49819.2510     -0.151      0.062     -0.107      0.065 
49819.9580      0.088      0.045      0.219      0.061 
49821.4170      0.044      0.131     -0.043      0.152 
49826.2510     -0.235      0.055     -0.003      0.060 
49826.9580     -0.224      0.041     -0.153      0.069 
49828.4190      0.042      0.035     -0.053      0.037 
49831.9990     -0.218      0.051      0.155      0.063 
49833.2500     -0.026      0.064      0.115      0.072 
49839.0420     -0.309      0.064      0.167      0.061 
49840.2510     -0.154      0.064     -0.182      0.070 
49847.2510     -0.053      0.064     -0.084      0.080 
49848.3320     -0.029      0.225     -0.040      0.310 
49854.2520     -0.241      0.054      0.112      0.059 
49861.2510      0.087      0.078      0.210      0.094 
49862.3330     -0.286      0.089      0.133      0.085 
49868.2530     -0.123      0.056      0.093      0.062 
49869.3340      0.035      0.038      0.116      0.050 
49875.2560     -0.218      0.070     -0.012      0.081 
49877.4160     -0.123      0.191      0.334      0.246 
49882.2500      0.007      0.057     -0.077      0.063 
49883.3340     -0.406      0.144     -0.314      0.124 
49887.9990      0.071      0.060      0.035      0.088 
49889.2520     -0.019      0.091     -0.065      0.088 
49895.0840      0.307      0.296      0.533      0.302 
49896.2510     -0.160      0.064      0.253      0.063 
49897.3340      0.164      0.033      0.045      0.044 
49904.2510     -0.107      0.097      0.191      0.079 
49909.0880     -1.827      0.456     -0.648      0.484 
49910.2510     -0.046      0.078      0.054      0.068 
49911.3310     -0.165      0.120     -0.201      0.122 
49914.1650     -0.169      0.055     -0.010      0.067 
49916.0000      0.132      0.084      0.151      0.128 
49917.2520     -0.006      0.075     -0.019      0.071 
49923.0030      0.021      0.052      0.214      0.051 
49924.2510     -0.038      0.092     -0.151      0.095 
49930.1690      0.189      0.219      0.425      0.363 
49931.2510     -0.101      0.072      0.077      0.061 
49936.9980     -0.018      0.152      0.265      0.230 
49938.2510      0.115      0.066      0.061      0.066 
49939.3340     -0.006      0.183      0.264      0.191 
49945.2510      0.009      0.073      0.074      0.061 
49946.3340     -0.032      0.061      0.135      0.058 
49952.2500      0.089      0.061     -0.043      0.051 
49953.3220     -0.102      0.096      0.270      0.098 
49954.3220      0.122      0.088      0.321      0.087 
49955.3210      0.063      0.098      0.175      0.116 
49956.3210      0.198      0.076      0.310      0.077 
49957.3230      0.124      0.068      0.217      0.072 
49958.2510     -0.039      0.108      0.271      0.138 
49959.2510     -0.124      0.058      0.100      0.052 
49960.3330     -0.918      0.180     -0.188      0.149 
49961.4150     -0.400      0.212      0.199      0.207 
49966.2510     -0.128      0.062      0.009      0.061 
49967.3330     -0.082      0.054      0.203      0.068 
49973.2510      0.021      0.088     -0.009      0.066 
49979.0850     -0.036      0.042     -0.031      0.043 
49980.2500      0.067      0.075      0.293      0.070 
49982.0830     -0.079      0.072     -0.173      0.097 
49986.0830      0.075      0.068      0.090      0.071 
49987.2510     -0.109      0.078      0.028      0.069 
49993.1670      0.030      0.052      0.137      0.053 
49994.2510     -0.043      0.059      0.307      0.059 
49996.0850     -0.074      0.058     -0.218      0.069 
50000.0830     -0.088      0.110      0.001      0.122 
50001.2510     -0.117      0.066      0.009      0.065 
50002.3340     -0.120      0.194      0.388      0.162 
50003.0850      0.035      0.059      0.059      0.071 
50008.2510     -0.017      0.043      0.069      0.038 
50013.9990     -0.021      0.075      0.067      0.061 
50015.2510     -0.009      0.062      0.026      0.075 
50022.2510      0.059      0.048      0.086      0.049 
50029.2510      0.153      0.057      0.039      0.066 
50031.4160      0.161      0.216      0.438      0.173 
50035.0010      0.132      0.058      0.044      0.072 
50036.2510      0.157      0.047      0.062      0.050 
50038.0850      0.070      0.044      0.122      0.042 
50042.0410      0.035      0.054      0.088      0.067 
50043.2510      0.033      0.052      0.081      0.062 
50049.0000      0.025      0.322     -0.496      0.342 
50050.2510      0.083      0.054     -0.149      0.068 
50057.2510     -0.023      0.050      0.222      0.061 
50058.3340      0.241      0.136     -0.027      0.104 
50064.2520      0.040      0.041     -0.044      0.044 
50065.3340      0.169      0.089     -0.184      0.099 
50070.0400      0.005      0.058      0.028      0.077 
50071.2510      0.038      0.072     -0.018      0.080 
50078.2520      0.046      0.048     -0.048      0.050 
50084.9990     -0.143      0.067      0.167      0.048 
50092.2510      0.135      0.058     -0.135      0.052 
50099.2520      0.100      0.073     -0.228      0.068 
50105.0410      0.179      0.089     -0.349      0.067 
50106.2510     -0.021      0.077     -0.075      0.067 
50108.0810     -0.009      0.104      0.134      0.076 
50112.0840      0.027      0.037     -0.203      0.035 
50113.2510      0.132      0.087     -0.278      0.083 
50119.0830      0.015      0.103     -0.173      0.086 
50120.2510      0.120      0.049      0.006      0.050 
50121.3330     -0.138      0.156     -0.004      0.236 
50126.0420      0.295      0.131     -0.233      0.098 
50127.2520     -0.204      0.098     -0.173      0.083 
50129.0850      0.462      0.171      0.072      0.179 
50134.2510      0.134      0.078      0.078      0.073 
50136.0850      0.046      0.030     -0.005      0.030 
50141.2510     -0.074      0.092     -0.200      0.088 
50147.0410     -0.036      0.069     -0.045      0.051 
50148.2510     -0.030      0.049      0.007      0.045 
50149.3330      0.035      0.047     -0.164      0.051 
50153.8750     -0.076      0.087     -0.364      0.119 
50155.2510     -0.041      0.065     -0.095      0.060 
50155.8320     -0.047      0.054     -0.080      0.046 
50162.2510     -0.087      0.077     -0.243      0.071 
50163.3350     -0.121      0.046     -0.091      0.033 
50168.1680     -0.658      0.159     -0.021      0.130 
50169.2510     -0.032      0.055     -0.081      0.053 
50170.3340     -0.312      0.054      0.014      0.067 
50176.2520     -0.229      0.066      0.111      0.062 
50177.3330     -0.273      0.209     -0.105      0.139 
50182.0800     -0.078      0.423     -0.293      0.406 
50183.2510     -0.228      0.059     -0.124      0.056 
50189.0410     -0.074      0.101     -0.002      0.111 
50190.2510     -0.050      0.082      0.045      0.097 
50197.0080     -0.338      0.118     -0.292      0.128 
50198.3350      0.033      0.115      0.091      0.090 
50199.4190     -0.228      0.187      0.188      0.160 
50204.2510     -0.011      0.081      0.100      0.080 
50210.0010      0.404      0.262      0.183      0.260 
50211.2510     -0.248      0.079     -0.251      0.106 
50218.2520     -0.158      0.072      0.094      0.077 
50219.3330     -0.097      0.057      0.129      0.095 
50224.0420     -0.140      0.068      0.190      0.088 
50225.2520      0.103      0.105      0.132      0.118 
50232.2510      0.010      0.084     -0.190      0.101 
50233.3350     -0.136      0.077      0.084      0.057 
50234.4180     -0.321      0.053     -0.022      0.055 
50238.0840     -0.104      0.058      0.070      0.071 
50239.2510      0.060      0.070      0.148      0.088 
50242.3330     -0.317      0.049      0.133      0.066 
50245.0490      0.131      0.105      0.207      0.186 
50246.2510     -0.280      0.066     -0.136      0.074 
50247.4370     -0.509      0.222      0.037      0.296 
50253.2520     -0.167      0.074     -0.065      0.079 
50255.0260      0.222      0.087     -0.093      0.070 
50256.0260      0.077      0.090      0.166      0.070 
50259.0820     -1.237      0.608      0.056      0.679 
50260.2510     -0.212      0.061     -0.018      0.058 
50262.0850     -0.076      0.027      0.046      0.027 
50267.2490     -0.325      0.096      0.145      0.087 
50274.2510     -0.170      0.062      0.091      0.063 
50276.1650     -0.326      0.129      0.387      0.172 
50280.0400     -0.206      0.065      0.160      0.078 
50281.2510      0.045      0.066      0.221      0.061 
50282.3340     -0.112      0.117      0.069      0.112 
50287.0830     -0.314      0.231      0.278      0.242 
50288.2510     -0.274      0.099     -0.193      0.075 
50290.0860     -0.138      0.027      0.079      0.029 
50295.2520     -0.294      0.094      0.030      0.070 
50302.2520     -0.188      0.091      0.225      0.073 
50303.3340     -0.534      0.216     -0.060      0.192 
50305.8330     -0.294      0.113      0.021      0.066 
50308.0410      0.001      0.070      0.088      0.053 
50309.2510     -0.213      0.091     -0.085      0.070 
50316.2520      0.009      0.061     -0.035      0.051 
50322.0810     -0.677      0.215      0.270      0.304 
50323.2510     -0.025      0.090      0.018      0.087 
50324.3350     -0.152      0.121      0.057      0.171 
50329.1680     -0.292      0.073      0.143      0.077 
50330.2530      0.048      0.058      0.135      0.052 
50331.3230      0.296      0.100      0.307      0.114 
50332.3230     -0.003      0.076     -0.039      0.068 
50333.3340      0.045      0.072      0.218      0.067 
50336.1030     -0.348      0.239     -0.001      0.208 
50337.2510     -0.047      0.091      0.049      0.081 
50338.3350      0.058      0.053      0.127      0.078 
50343.1670      0.155      0.057      0.083      0.061 
50344.2520     -0.109      0.056     -0.005      0.052 
50345.3220     -0.024      0.060      0.015      0.057 
50346.3230      0.011      0.057     -0.111      0.057 
50347.3340     -0.006      0.050      0.123      0.051 
50349.8740      0.083      0.114      0.187      0.095 
50351.2520      0.004      0.061      0.008      0.058 
50357.1670     -0.140      0.054      0.092      0.056 
50358.2520      0.048      0.060      0.223      0.053 
50359.3240      0.010      0.060      0.176      0.067 
50360.3220      0.071      0.053      0.339      0.051 
50361.3330     -0.020      0.049      0.231      0.050 
50364.0840      0.029      0.174     -0.013      0.145 
50365.2530     -0.180      0.074      0.111      0.068 
50366.9580     -0.188      0.116      0.266      0.102 
50371.1670     -0.184      0.071      0.222      0.070 
50372.2520      0.059      0.068      0.291      0.069 
50373.3230      0.201      0.060      0.223      0.059 
50374.3220     -0.087      0.054      0.170      0.059 
50375.3330      0.116      0.057      0.120      0.055 
50378.0400     -0.023      0.080      0.367      0.113 
50379.2510      0.034      0.069      0.135      0.071 
50386.2520      0.022      0.072      0.032      0.071 
50387.3340      0.076      0.021      0.256      0.022 
50391.0940      0.246      0.128      0.106      0.172 
50392.1670      0.157      0.066      0.210      0.068 
50393.2510     -0.022      0.060      0.098      0.071 
50394.3210     -0.138      0.066      0.137      0.072 
50395.3220      0.169      0.067      0.191      0.072 
50396.3330     -0.009      0.020      0.125      0.026 
50399.1630     -0.081      0.037      0.147      0.030 
50400.2520      0.011      0.064     -0.186      0.073 
50401.3220      0.060      0.051     -0.021      0.051 
50402.3220      0.004      0.030      0.112      0.040 
50403.3350      0.216      0.046      0.184      0.051 
50407.2470     -0.169      0.073      0.207      0.088 
50408.3480      0.140      0.221     -0.053      0.148 
50409.4170      0.093      0.030      0.125      0.030 
50413.1680     -1.279      0.512     -1.679      0.740 
50414.2530      0.179      0.061      0.029      0.065 
50420.1670      0.046      0.048      0.001      0.053 
50421.2520      0.259      0.093     -0.255      0.099 
50422.3330      0.087      0.021     -0.001      0.028 
50423.4190     -0.072      0.141      0.083      0.152 
50427.0530      0.197      0.093      0.191      0.122 
50428.2500      0.028      0.059     -0.097      0.065 
50435.2520     -0.017      0.060      0.037      0.069 
50441.0840     -0.229      0.160     -0.013      0.108 
50448.2530      0.102      0.078      0.040      0.083 
50456.2520      0.170      0.088     -0.102      0.076 
50457.2700      0.249      0.065      0.007      0.064 
50458.8330      0.137      0.047     -0.037      0.055 
50459.8330     -0.117      0.058     -0.111      0.068 
50463.2530     -0.020      0.057     -0.048      0.058 
50470.2520      0.277      0.064      0.001      0.064 
50471.2710      0.010      0.067      0.080      0.064 
50477.2500      0.111      0.048     -0.072      0.049 
50478.3330      0.681      0.479      0.086      0.783 
50479.4170      0.084      0.021     -0.203      0.017 
50483.1670      0.135      0.107     -0.091      0.097 
50484.2510     -0.004      0.078     -0.119      0.073 
50485.9080      0.082      0.071      0.293      0.113 
50490.0830     -0.085      0.063      0.111      0.071 
50491.2510      0.104      0.048     -0.003      0.059 
50492.8240      0.298      0.195      0.265      0.273 
50498.2520     -0.071      0.071     -0.052      0.075 
50500.0840      0.108      0.076      0.170      0.107 
50505.2510      0.086      0.054     -0.203      0.049 
50512.2510      0.104      0.090     -0.349      0.087 
50519.2510      0.015      0.056     -0.022      0.054 
50525.1030      0.070      0.248      0.010      0.283 
50526.2520      0.085      0.063     -0.050      0.056 
50527.2720      0.064      0.067     -0.128      0.065 
50531.9980     -0.001      0.070     -0.072      0.065 
50533.2510     -0.017      0.055     -0.053      0.049 
50539.1710      0.117      0.022     -0.169      0.021 
50540.2520     -0.060      0.070     -0.156      0.061 
50541.2720      0.016      0.072     -0.159      0.065 
50546.0000      0.003      0.074     -0.043      0.062 
50547.2500     -0.025      0.052      0.050      0.048 
50554.2510     -0.262      0.080     -0.131      0.066 
50555.2710     -0.073      0.100     -0.055      0.124 
50560.0830     -0.362      0.111     -0.076      0.086 
50561.2500     -0.018      0.097     -0.087      0.080 
50568.2510     -0.052      0.087     -0.178      0.071 
50569.2710     -0.214      0.104     -0.135      0.091 
50574.0000     -0.043      0.075     -0.071      0.086 
50575.2510     -0.034      0.075      0.011      0.061 
50582.2520     -0.243      0.071     -0.177      0.066 
50583.2710      0.030      0.067     -0.048      0.064 
50588.0830     -0.187      0.028     -0.225      0.021 
50589.2510     -0.141      0.044     -0.114      0.048 
50596.2510     -0.181      0.084     -0.207      0.090 
50601.9990     -0.106      0.107     -0.353      0.113 
50603.2500     -0.192      0.040     -0.032      0.047 
50610.2520      0.022      0.118      0.200      0.110 
50616.0860      0.092      0.149     -0.284      0.159 
50617.2510      0.047      0.047      0.000      0.048 
50624.2510      0.113      0.086     -0.062      0.097 
50631.2500      0.008      0.072     -0.141      0.074 
50631.7530     -0.186      0.038     -0.323      0.058 
50638.2520     -0.142      0.081      0.017      0.090 
50639.2710     -0.263      0.111     -0.082      0.098 
50643.9990      0.078      0.083      0.032      0.098 
50645.2510     -0.173      0.054      0.014      0.046 
50652.2520     -0.132      0.118      0.055      0.114 
50653.2710      0.231      0.315     -0.172      0.209 
50654.3310     -0.399      0.026     -0.113      0.027 
50659.2510     -0.291      0.070     -0.016      0.054 
50665.1670     -0.229      0.096      0.075      0.087 
50666.2510     -0.027      0.062      0.065      0.078 
50671.9990     -0.214      0.080     -0.079      0.071 
50673.2510     -0.129      0.062     -0.173      0.051 
50680.2520     -0.365      0.075     -0.150      0.073 
50681.2710     -0.033      0.146     -0.088      0.130 
50686.0820     -0.259      0.175     -0.142      0.145 
50687.2500     -0.075      0.068     -0.051      0.053 
50687.8370     -0.249      0.060      0.149      0.047 
50694.2510      0.182      0.073     -0.172      0.073 
50695.2720     -0.453      0.136      0.287      0.155 
50700.0910     -0.191      0.021     -0.114      0.029 
50701.2510      0.005      0.064      0.025      0.052 
50706.9990     -0.217      0.119     -0.218      0.102 
50708.2520      0.008      0.104      0.020      0.098 
50715.2500     -0.043      0.069      0.166      0.083 
50722.2510      0.091      0.097     -0.095      0.091 
50728.1680     -0.143      0.069      0.215      0.074 
50729.2500     -0.166      0.075      0.236      0.076 
50736.2520     -0.172      0.098      0.325      0.089 
50742.1670     -0.169      0.060      0.131      0.089 
50743.2500      0.038      0.051      0.247      0.050 
50749.0840     -0.052      0.107     -0.086      0.118 
50750.2530     -0.112      0.078      0.086      0.075 
50751.2710     -0.139      0.098      0.284      0.096 
50757.2500      0.023      0.053      0.249      0.060 
50764.2520     -0.033      0.090      0.008      0.087 
50765.3360     -0.321      0.208      0.274      0.164 
50770.0010      0.041      0.058      0.033      0.048 
50771.2510      0.059      0.052      0.249      0.059 
50773.0850      1.214      0.453     -1.010      0.616 
50777.0000      0.250      0.086      0.087      0.076 
50778.2520      0.055      0.073      0.019      0.071 
50785.2500      0.225      0.092      0.029      0.102 
50786.2490     -0.787      0.369      1.106      0.322 
50791.0830     -0.251      0.106      0.073      0.114 
50792.2510      0.068      0.080      0.224      0.082 
50797.9990      0.231      0.080     -0.010      0.073 
50799.2200      0.171      0.092      0.142      0.094 
50800.3380      0.006      0.013     -0.009      0.016 
50806.1670     -0.102      0.085      0.123      0.082 
50813.1670      0.100      0.044      0.053      0.043 
50820.2510      0.031      0.077     -0.152      0.085 
50826.1690      0.185      0.065      0.100      0.066 
50827.2510      0.075      0.064      0.033      0.067 
50834.2520     -0.032      0.070      0.008      0.078 
50840.1670      0.004      0.073      0.052      0.068 
50841.2510      0.166      0.081     -0.044      0.091 
50843.0000      0.234      0.059     -0.166      0.068 
50846.9990     -0.059      0.117      0.085      0.097 
50848.2520     -0.006      0.082      0.001      0.088 
50849.3360     -0.194      0.278      0.136      0.281 
50854.0810     -0.025      0.017      0.099      0.019 
50855.2510      0.021      0.069     -0.102      0.075 
50856.9990      0.100      0.059     -0.069      0.076 
50862.2530     -0.127      0.064     -0.068      0.056 
50868.1660      0.304      0.148     -0.061      0.212 
50869.2500      0.123      0.050     -0.027      0.047 
50876.2520     -0.043      0.056      0.071      0.063 
50883.2510      0.062      0.055      0.013      0.044 
50884.2720     -0.039      0.057      0.019      0.064 
50890.2530      0.069      0.077     -0.012      0.076 
50896.0000      0.043      0.070      0.075      0.067 
50897.2510      0.093      0.048     -0.062      0.035 
50898.2720      0.205      0.074      0.018      0.078 
50904.2520      0.000      0.105     -0.292      0.101 
50905.9160      0.223      0.197     -0.125      0.224 
50911.2510      0.166      0.057     -0.023      0.057 
50912.2710      0.187      0.063      0.063      0.066 
50916.9990      0.147      0.079      0.051      0.066 
50918.2520      0.000      0.072     -0.127      0.069 
50919.3240      0.077      0.025     -0.125      0.022 
50923.9990     -0.466      0.199      0.026      0.219 
50925.2500      0.122      0.064     -0.025      0.080 
50926.2720     -0.025      0.052      0.102      0.059 
50932.2530     -0.105      0.097      0.011      0.076 
50937.9990     -0.009      0.092      0.095      0.083 
50939.2510      0.214      0.053      0.031      0.048 
50940.2710      0.014      0.057     -0.048      0.058 
50946.2530     -0.052      0.056     -0.173      0.071 
50953.2510      0.069      0.046     -0.007      0.047 
50954.2710     -0.015      0.050     -0.197      0.058 
50960.2520     -0.058      0.065     -0.104      0.066 
50967.2500      0.029      0.059      0.135      0.060 
50974.2520      0.084      0.053     -0.086      0.063 
50979.9990      0.179      0.055     -0.143      0.072 
50981.2500      0.184      0.048     -0.172      0.052 
50982.2720     -0.090      0.040      0.070      0.035 
50986.9990      0.105      0.175      0.347      0.225 
50988.2520     -0.001      0.071     -0.255      0.072 
50989.3250      0.026      0.024     -0.033      0.028 
50994.1690      0.105      0.153     -0.127      0.194 
50995.2510      0.188      0.066      0.018      0.056 
50996.2710     -0.375      0.088      0.041      0.076 
51002.2530      0.008      0.059     -0.158      0.062 
51007.9580     -0.133      0.052     -0.146      0.064 
51009.2510     -0.115      0.058      0.184      0.056 
51010.2720     -0.211      0.049     -0.068      0.044 
51015.1670      0.042      0.104     -0.557      0.131 
51016.2520     -0.008      0.109     -0.032      0.092 
51023.2500     -0.154      0.094     -0.144      0.091 
51024.2690     -0.077      0.078     -0.172      0.088 
51030.2530     -0.045      0.078     -0.042      0.068 
51036.0850     -0.073      0.023     -0.128      0.023 
51037.2510     -0.155      0.068     -0.169      0.049 
51042.9990      0.116      0.204     -0.266      0.153 
51044.2530     -0.267      0.073     -0.255      0.066 
51050.0000     -0.148      0.073     -0.144      0.072 
51051.2500      0.132      0.064     -0.086      0.043 
51052.2710     -0.114      0.068     -0.137      0.065 
51058.2530     -0.023      0.070     -0.145      0.064 
51065.2510     -0.041      0.052     -0.062      0.041 
51072.2510     -0.070      0.071     -0.080      0.062 
51073.7100     -0.107      0.242     -0.137      0.283 
51079.2500     -0.145      0.053     -0.059      0.041 
51085.0000     -0.088      0.059      0.051      0.045 
51086.2530     -0.062      0.070      0.110      0.070 
51088.0830     -0.114      0.023     -0.081      0.027 
51092.0010      0.014      0.063     -0.032      0.051 
51093.2510      0.181      0.088     -0.180      0.077 
51094.2710     -0.165      0.041      0.036      0.054 
51098.9990     -0.337      0.126     -0.108      0.111 
51100.2510      0.070      0.066     -0.065      0.069 
51107.2500      0.019      0.072     -0.002      0.072 
51108.2710      0.098      0.069     -0.015      0.066 
51114.2500      0.092      0.066      0.177      0.063 
51115.7110      0.087      0.083      0.148      0.132 
51120.0010     -0.269      0.135      0.264      0.104 
51121.2470     -0.054      0.091      0.044      0.101 
51122.2670     -0.072      0.052     -0.111      0.058 
51123.3530     -0.135      0.083      0.019      0.069 
51128.2500     -0.081      0.067      0.044      0.068 
51130.4570     -0.166      0.057      0.072      0.044 
51135.2470     -0.020      0.106      0.190      0.106 
51142.2500      0.027      0.056      0.224      0.059 
51149.2490     -0.074      0.050     -0.003      0.058 
51155.0000     -0.063      0.060      0.216      0.070 
51156.2500     -0.072      0.060      0.142      0.064 
51157.7080     -0.166      0.224     -0.069      0.219 
51162.0290     -0.165      0.137      0.346      0.170 
51163.2490      0.004      0.052      0.163      0.069 
51164.2690     -0.018      0.058      0.107      0.051 
51169.1660      0.043      0.019     -0.062      0.018 
51170.2500     -0.060      0.051      0.110      0.051 
51176.1650     -0.157      0.084     -0.018      0.082 
51177.2490      0.235      0.115     -0.125      0.117 
51184.2500     -0.010      0.067     -0.036      0.063 
51191.2490     -0.020      0.078      0.037      0.071 
51192.2690      0.016      0.080      0.087      0.084 
51198.2510     -0.161      0.052      0.208      0.057 
51205.2480     -0.118      0.110      0.251      0.104 
51206.2700     -0.129      0.112     -0.074      0.110 
51207.0420      0.131      0.049      0.042      0.054 
51211.0010     -0.121      0.218     -0.163      0.183 
51212.2510     -0.116      0.098      0.094      0.101 
51213.9990      0.087      0.266      0.331      0.352 
51218.0830      0.411      0.220     -0.059      0.188 
51219.2490     -0.058      0.085     -0.042      0.078 
51221.0010     -0.040      0.207     -0.363      0.183 
51224.9160     -0.062      0.193     -0.135      0.270 
51226.2510     -0.163      0.061      0.046      0.061 
51227.9990     -0.082      0.101     -0.003      0.097 
51233.2490      0.224      0.090     -0.037      0.088 
51240.2510     -0.263      0.073      0.130      0.063 
51246.0840      0.039      0.020      0.059      0.023 
51247.2470     -0.066      0.057     -0.050      0.065 
51248.2700     -0.050      0.053      0.059      0.060 
51253.0820      0.172      0.076      0.181      0.056 
51254.2500     -0.106      0.063      0.140      0.063 
51261.2480      0.116      0.057      0.121      0.066 
51262.2670      0.142      0.080      0.200      0.074 
51268.2500      0.022      0.065     -0.135      0.066 
51275.2490      0.174      0.090     -0.035      0.095 
51276.2690      0.026      0.070      0.051      0.085 
51282.2500     -0.133      0.071      0.004      0.068 
51284.0840     -0.013      0.018      0.104      0.020 
51288.0830      0.175      0.055     -0.010      0.057 
51289.2480      0.161      0.115      0.121      0.110 
51290.2690      0.050      0.061      0.030      0.076 
51295.0000      0.119      0.141      0.453      0.162 
51296.2510     -0.027      0.101      0.010      0.083 
51302.0830      0.199      0.051     -0.068      0.067 
51303.2500      0.246      0.074      0.082      0.082 
51304.2700     -0.100      0.087     -0.049      0.082 
51309.0850      0.039      0.019     -0.169      0.018 
51310.2510     -0.110      0.072     -0.273      0.079 
51317.2460     -0.102      0.080      0.021      0.079 
51318.2700      0.135      0.127      0.045      0.124 
51324.2510      0.018      0.062      0.056      0.070 
51331.2480     -0.319      0.121      0.211      0.102 
51338.2510      0.146      0.080     -0.209      0.094 
51344.0820     -0.068      0.054      0.100      0.063 
51345.2490     -0.038      0.076      0.014      0.064 
51351.0860     -0.067      0.025     -0.053      0.021 
51352.2510     -0.115      0.059     -0.049      0.067 
51359.2490     -0.186      0.095      0.133      0.079 
