Tau Allanstd
7.078301487862175279e+00	6.284955846051630546e-02
9.437735317149567038e+00	5.419819156739640043e-02
1.179716914643695880e+01	4.855762831469209034e-02
1.415660297572435056e+01	4.521909312166740719e-02
1.651603680501174409e+01	4.331590140936397715e-02
1.887547063429913408e+01	4.275061395319643132e-02
2.123490446358652406e+01	4.307395786808678600e-02
2.359433829287391760e+01	4.400196015002960648e-02
2.595377212216131113e+01	4.515924395928258561e-02
2.831320595144870111e+01	4.651905178860564483e-02
3.067263978073609110e+01	4.810132678417781971e-02
3.303207361002348819e+01	4.979136636876193428e-02
3.539150743931087817e+01	5.157378896682087571e-02
3.775094126859826815e+01	5.347849868642836485e-02
4.011037509788565814e+01	5.543059990197558157e-02
4.246980892717304812e+01	5.742537691787275717e-02
4.482924275646044521e+01	5.944204841067592116e-02
4.718867658574783519e+01	6.143187307930440821e-02
4.954811041503522517e+01	6.341652439073719449e-02
5.190754424432262226e+01	6.540720112405196129e-02
5.426697807361001225e+01	6.735122689238619287e-02
5.662641190289740223e+01	6.926971364427324251e-02
5.898584573218479221e+01	7.118114062609845472e-02
6.134527956147218219e+01	7.304689468732619706e-02
6.370471339075957928e+01	7.486956841300898557e-02
6.606414722004697637e+01	7.666079855665029752e-02
6.842358104933435925e+01	7.838929085139131892e-02
7.078301487862175634e+01	8.007490712192213977e-02
7.314244870790913922e+01	8.171304005730502251e-02
7.550188253719653630e+01	8.328920963652251819e-02
7.786131636648393339e+01	8.481170257457663897e-02
8.022075019577131627e+01	8.628286080587194151e-02
8.258018402505871336e+01	8.768436599120268959e-02
8.493961785434609624e+01	8.902050236400579908e-02
8.729905168363349333e+01	9.030127968943120476e-02
8.965848551292089041e+01	9.151211525631811061e-02
9.201791934220827329e+01	9.265968446593907115e-02
9.437735317149567038e+01	9.374780325660879432e-02
9.673678700078306747e+01	9.476401798417673217e-02
9.909622083007045035e+01	9.571059827910979867e-02
1.014556546593578474e+02	9.659829634677261079e-02
