   DATE        X           sigma      Y         sigma 
50435.2520     -0.206      0.062     -0.010      0.071 
50441.0840     -0.337      0.159     -0.005      0.110 
50448.2530      0.031      0.084     -0.031      0.082 
50456.2520      0.008      0.077     -0.150      0.072 
50457.2710      0.187      0.069     -0.048      0.067 
50458.8330      0.056      0.054     -0.075      0.063 
50459.8330     -0.058      0.061     -0.039      0.073 
50463.2540     -0.187      0.066     -0.170      0.065 
50470.2520      0.141      0.070     -0.141      0.069 
50471.2710     -0.086      0.061      0.104      0.060 
50477.2500      0.070      0.051     -0.106      0.053 
50478.3330      0.465      0.474      0.079      0.741 
50479.4170      0.043      0.021     -0.332      0.018 
50483.1680      0.038      0.115     -0.117      0.108 
50484.2520     -0.045      0.088     -0.217      0.084 
50485.9080     -0.022      0.081      0.207      0.123 
50490.0840     -0.128      0.074      0.008      0.083 
50491.2510      0.010      0.054     -0.011      0.067 
50492.8250      0.031      0.060     -0.027      0.097 
50498.2520     -0.185      0.079     -0.175      0.084 
50500.0840      0.109      0.076      0.013      0.106 
50505.2510      0.005      0.043     -0.233      0.040 
50512.2510     -0.001      0.107     -0.580      0.097 
50519.2510      0.031      0.062     -0.114      0.059 
50525.1030      0.033      0.238      0.096      0.264 
50526.2520     -0.001      0.072     -0.284      0.063 
50527.2720      0.030      0.060     -0.284      0.058 
50531.9980     -0.017      0.082     -0.209      0.074 
50533.2510     -0.060      0.066     -0.130      0.055 
50539.1710      0.019      0.022     -0.274      0.020 
50540.2520     -0.050      0.086     -0.190      0.077 
50541.2720     -0.018      0.073     -0.292      0.066 
50546.0000     -0.110      0.086     -0.089      0.073 
50547.2500     -0.018      0.055     -0.057      0.051 
50554.2520     -0.246      0.092     -0.405      0.079 
50555.2710      0.053      0.097     -0.089      0.120 
50560.0840     -0.498      0.111     -0.207      0.087 
50561.2500     -0.069      0.106     -0.185      0.088 
50568.2520     -0.082      0.098     -0.355      0.083 
50569.2710     -0.211      0.095     -0.248      0.083 
50574.0000     -0.103      0.100     -0.172      0.102 
50575.2510     -0.084      0.079     -0.076      0.062 
50582.2520     -0.130      0.093     -0.310      0.086 
50583.2710     -0.109      0.064     -0.152      0.061 
50588.0840     -0.198      0.026     -0.263      0.020 
50589.2510     -0.143      0.046     -0.186      0.051 
50596.2520     -0.070      0.095     -0.272      0.100 
50601.9990     -0.169      0.105     -0.518      0.112 
50603.2500     -0.205      0.053     -0.091      0.060 
50610.2520      0.214      0.132      0.055      0.123 
50616.0860     -0.225      0.140     -0.556      0.147 
50617.2520      0.025      0.059     -0.080      0.052 
50624.2520      0.347      0.102     -0.101      0.112 
50631.2500     -0.058      0.068     -0.158      0.072 
50631.7540     -0.333      0.040     -0.501      0.060 
50638.2520     -0.035      0.099     -0.027      0.109 
50639.2710     -0.308      0.126     -0.243      0.113 
50644.0000      0.004      0.141     -0.095      0.166 
50645.2510     -0.266      0.059     -0.019      0.050 
50646.8130      2.583      0.955     -0.806      0.842 
50652.2520      0.024      0.134      0.085      0.130 
50653.2710      0.270      0.303     -0.381      0.211 
50654.3320     -0.358      0.025     -0.093      0.025 
50659.2510     -0.339      0.065     -0.011      0.052 
50665.1670     -0.202      0.106     -0.030      0.094 
50666.2520      0.036      0.081     -0.024      0.094 
50672.0000     -0.192      0.151     -0.143      0.148 
50673.2510     -0.231      0.066     -0.234      0.055 
50680.2520     -0.299      0.094     -0.156      0.091 
50681.2710      0.023      0.155     -0.093      0.136 
50686.0820     -0.313      0.157     -0.084      0.130 
50686.9590     -0.198      0.693      1.624      0.938 
50687.8370     -0.241      0.062     -0.022      0.049 
50694.2520      0.295      0.090     -0.224      0.091 
50695.2720     -0.420      0.139      0.138      0.153 
50700.0910     -0.190      0.021     -0.126      0.028 
50701.2510     -0.083      0.070     -0.033      0.059 
50707.0000     -0.506      0.136     -0.327      0.115 
50708.2520     -0.066      0.123      0.191      0.112 
50715.2500     -0.144      0.072      0.131      0.085 
50722.2520     -0.044      0.129      0.013      0.117 
50728.1680     -0.204      0.083      0.153      0.089 
50729.2500     -0.306      0.082      0.247      0.084 
50736.2520     -0.350      0.114      0.443      0.109 
50742.1680     -0.271      0.069      0.151      0.100 
50743.2500     -0.064      0.057      0.153      0.056 
50749.0840     -0.217      0.107     -0.009      0.103 
50750.2530     -0.179      0.095      0.063      0.089 
50751.2710     -0.111      0.101      0.215      0.099 
50752.1970     -0.350      0.244     -0.331      0.295 
50753.5430     -2.088      1.941      1.075      1.488 
50755.5420     -2.254      2.010      0.147      1.618 
50757.2500     -0.049      0.052      0.092      0.059 
50761.5420      2.118      1.584      3.604      1.360 
50763.5430      3.206      1.955     -2.620      1.727 
50764.2520     -0.256      0.106      0.146      0.099 
50765.3360     -0.247      0.295      0.158      0.213 
50770.0010     -0.049      0.064      0.032      0.051 
50771.2510      0.076      0.057      0.291      0.066 
50773.0850     -0.150      0.136     -0.240      0.170 
50777.0000      0.111      0.100      0.193      0.086 
50778.2520     -0.078      0.089     -0.068      0.085 
50785.2500      0.048      0.120     -0.043      0.129 
50786.2500     -0.715      0.325      0.949      0.285 
50791.0840     -0.359      0.115      0.088      0.122 
50792.2520      0.031      0.101      0.197      0.102 
50793.2720     -0.265      0.072      0.126      0.065 
50798.0000      0.094      0.091      0.135      0.086 
50799.2210      0.255      0.102      0.133      0.107 
50800.3390     -0.098      0.015     -0.065      0.018 
50805.0860      0.290      0.083     -0.144      0.081 
50806.1670     -0.149      0.091      0.174      0.087 
50813.1670      0.080      0.048     -0.026      0.048 
50820.2510     -0.244      0.089     -0.273      0.099 
50826.1700      0.169      0.072      0.020      0.073 
50827.2510      0.053      0.071     -0.014      0.070 
50834.2520     -0.246      0.077     -0.277      0.085 
50835.2710      0.347      0.304      0.560      0.401 
50840.1680     -0.004      0.086     -0.002      0.079 
50841.2510      0.183      0.095     -0.078      0.102 
50843.0000      0.093      0.073     -0.253      0.079 
50846.9990     -0.005      0.123      0.096      0.104 
50848.2520     -0.265      0.094     -0.264      0.099 
50849.3360     -0.358      0.292     -0.118      0.284 
50854.0810     -0.102      0.021      0.025      0.024 
50855.2510     -0.017      0.086     -0.148      0.091 
50857.0000     -0.043      0.073     -0.146      0.089 
50862.2540     -0.194      0.072     -0.158      0.065 
50863.7070      0.839      1.019      0.823      0.673 
50868.1660      0.338      0.143     -0.221      0.201 
50869.2500      0.114      0.051     -0.061      0.048 
50876.2520     -0.198      0.065     -0.146      0.073 
50883.2510      0.000      0.063     -0.002      0.052 
50884.2730     -0.080      0.070     -0.072      0.076 
50890.2530     -0.033      0.091     -0.220      0.087 
50896.0000     -0.091      0.085      0.024      0.080 
50897.2510      0.071      0.062     -0.129      0.044 
50898.2720      0.035      0.083     -0.107      0.088 
50904.2520     -0.031      0.111     -0.458      0.113 
50905.9160     -0.007      0.199     -0.286      0.228 
50911.2510      0.129      0.057     -0.081      0.052 
50912.2710      0.194      0.070     -0.133      0.072 
50917.0000      0.089      0.089     -0.038      0.075 
50918.2520     -0.039      0.079     -0.193      0.076 
50919.3250      0.069      0.024     -0.192      0.023 
50924.0000     -0.596      0.207      0.139      0.232 
50925.2500      0.178      0.073     -0.105      0.087 
50926.2720     -0.093      0.065     -0.015      0.070 
50932.2530     -0.047      0.102     -0.156      0.082 
50938.0000     -0.094      0.111      0.007      0.098 
50939.2510     -0.167      0.091      0.000      0.097 
50940.2710     -0.037      0.064     -0.147      0.067 
50946.2530      0.128      0.066     -0.271      0.083 
50953.2510      0.066      0.051     -0.011      0.051 
50954.2710      0.039      0.056     -0.225      0.066 
50960.2520      0.090      0.072     -0.211      0.075 
50967.2500      0.140      0.069      0.012      0.069 
50974.2520      0.258      0.062     -0.140      0.074 
50980.0000      0.029      0.071     -0.251      0.088 
50981.2500      0.138      0.051     -0.210      0.056 
50982.2720     -0.167      0.045     -0.022      0.040 
50986.9990     -0.289      0.182      0.409      0.230 
50988.2520      0.106      0.080     -0.214      0.081 
50989.3250      0.042      0.023      0.005      0.027 
50994.1690      0.179      0.180     -0.212      0.224 
50995.2510      0.119      0.078     -0.029      0.065 
50996.2710     -0.317      0.097      0.000      0.084 
51002.2530      0.171      0.072     -0.046      0.072 
51007.9580     -0.238      0.061     -0.172      0.075 
51009.2510     -0.094      0.069      0.132      0.066 
51010.2730     -0.235      0.057     -0.100      0.049 
51015.1680      0.022      0.122     -0.608      0.156 
51016.2520     -0.013      0.118     -0.032      0.098 
51023.2500     -0.138      0.090     -0.178      0.085 
51024.2690     -0.047      0.084     -0.217      0.096 
51030.2530     -0.068      0.091      0.022      0.077 
51036.0860     -0.035      0.018     -0.167      0.018 
51037.2510     -0.173      0.069     -0.231      0.050 
51042.9990     -0.045      0.231     -0.413      0.175 
51044.2530     -0.208      0.087     -0.160      0.076 
51050.0000     -0.191      0.082     -0.169      0.079 
51051.2500      0.033      0.067     -0.127      0.047 
51052.2710     -0.113      0.073     -0.123      0.068 
51058.2530     -0.073      0.083     -0.033      0.074 
51065.2510     -0.070      0.061     -0.092      0.046 
51065.8110      4.088     12.068     10.744     13.767 
51072.2520     -0.107      0.083      0.005      0.072 
51073.7100     -0.013      0.261     -0.206      0.308 
51079.2500     -0.234      0.058     -0.112      0.046 
51080.7160      2.722     20.519     10.726     18.900 
51085.0000     -0.042      0.072      0.140      0.057 
51086.2530     -0.082      0.071     -0.003      0.071 
51088.0840     -0.078      0.024     -0.103      0.026 
51092.0010     -0.024      0.078     -0.032      0.064 
51093.2510      0.012      0.100     -0.258      0.081 
51094.2710     -0.207      0.049     -0.034      0.066 
51099.0000     -0.443      0.144     -0.333      0.126 
51100.2520     -0.042      0.079     -0.028      0.083 
51106.7090     -8.137     13.020    -27.110     14.600 
51107.2500      0.046      0.087      0.032      0.085 
51108.2710      0.138      0.082     -0.040      0.078 
51114.2500     -0.051      0.078      0.233      0.075 
51115.7110      0.054      0.091      0.005      0.144 
51120.0010     -0.240      0.157      0.181      0.120 
51121.2470      0.035      0.110      0.012      0.123 
51122.2670     -0.119      0.062     -0.130      0.071 
51123.3540     -0.112      0.100     -0.082      0.083 
51126.7080      1.327      0.580     -2.453      0.876 
51128.2500     -0.243      0.078      0.069      0.080 
51130.4570     -0.172      0.068      0.002      0.052 
51135.2480     -0.226      0.122      0.090      0.119 
51142.2500     -0.114      0.061      0.224      0.066 
51149.2500     -0.140      0.057     -0.083      0.066 
51155.0000     -0.202      0.073      0.168      0.088 
51156.2500     -0.133      0.069      0.110      0.076 
51157.7090     -0.253      0.207     -0.141      0.200 
51162.0300     -0.097      0.157      0.368      0.193 
51163.2500     -0.039      0.057      0.033      0.076 
51164.2700     -0.104      0.064      0.135      0.057 
51169.1660      0.027      0.022     -0.074      0.021 
51170.2500     -0.134      0.062      0.067      0.066 
51176.1650     -0.148      0.090      0.005      0.088 
51177.2500     -0.010      0.127     -0.128      0.136 
51184.2500     -0.077      0.070     -0.102      0.067 
51191.2490     -0.045      0.095     -0.061      0.085 
51192.2700     -0.057      0.093      0.011      0.098 
51198.2510     -0.237      0.060      0.133      0.063 
51205.2480     -0.136      0.114      0.191      0.105 
51206.2710     -0.235      0.109     -0.092      0.114 
51207.0420      0.049      0.063     -0.015      0.067 
51211.0010     -0.053      0.237     -0.267      0.197 
51212.2510     -0.261      0.094      0.039      0.097 
51219.2500     -0.031      0.094     -0.039      0.085 
51221.0010     -0.205      0.215     -0.364      0.191 
51224.9160     -0.148      0.162     -0.161      0.244 
51226.2510     -0.208      0.066     -0.006      0.067 
51227.8920     -2.062      1.647     -0.481      2.659 
51233.2500      0.093      0.090     -0.144      0.085 
51240.2510     -0.393      0.076     -0.005      0.066 
51246.0840     -0.105      0.021     -0.026      0.024 
51247.2470     -0.129      0.060     -0.072      0.067 
51248.2710     -0.128      0.062     -0.084      0.070 
51248.9400     -1.144      1.175      0.932      1.161 
51253.0820      0.068      0.080      0.127      0.059 
51254.2500     -0.183      0.065      0.108      0.065 
51261.2480      0.100      0.068      0.022      0.074 
51262.2670      0.157      0.085     -0.011      0.078 
51268.2500     -0.007      0.072     -0.240      0.070 
51275.2490      0.195      0.098     -0.059      0.106 
51276.2700     -0.011      0.078     -0.011      0.095 
51282.2500     -0.135      0.081     -0.031      0.075 
51284.0840     -0.079      0.022     -0.024      0.022 
51288.0840      0.148      0.057     -0.008      0.059 
51289.2480      0.161      0.129      0.076      0.132 
51290.2700      0.012      0.068     -0.003      0.083 
51295.0000      0.000      0.150      0.441      0.166 
51296.2510     -0.112      0.102     -0.093      0.086 
51297.2710      0.307      0.118      0.042      0.101 
51302.0830      0.140      0.054     -0.107      0.070 
51303.2490     -0.003      0.074     -0.019      0.071 
51304.2710     -0.062      0.096     -0.137      0.091 
51309.0850     -0.080      0.023     -0.204      0.021 
51310.2510     -0.175      0.076     -0.280      0.081 
51317.2460     -0.060      0.097     -0.018      0.098 
51318.2710      0.123      0.119      0.041      0.120 
51323.3180    -30.393     34.239     -6.053     12.977 
51324.2510      0.042      0.063     -0.013      0.074 
51325.3130      9.535     34.290     -3.248     15.075 
51326.3100    -17.847     33.225     -3.936     12.773 
51329.3020     27.918     32.299    -16.095     12.567 
51330.2990      6.469     25.490     -7.321     11.336 
51331.2480     -0.160      0.134      0.256      0.111 
51333.2910      5.944     30.362     -7.565     12.210 
51336.2830     14.285     33.698     -6.701     12.886 
51337.2800      1.460     33.271      8.743     12.808 
51338.2510      0.200      0.076     -0.263      0.090 
51339.2750      8.839     28.781     -5.843     11.897 
51340.2720     12.028     33.382      4.185     12.872 
51343.2640      7.866     29.544      0.217     12.040 
51344.0820     -0.093      0.059      0.105      0.067 
51345.2500     -0.134      0.087      0.032      0.071 
51346.2560     -7.719     35.986      2.208     13.618 
51347.2530     31.336     34.539     -1.822     13.132 
51351.0860     -0.081      0.026     -0.063      0.023 
51352.2510     -0.125      0.062     -0.017      0.070 
51354.3740     -1.238      0.839     -0.657      0.889 
51358.0000     -0.424      0.148      0.434      0.183 
51359.2500     -0.247      0.106      0.186      0.093 
51360.2700      0.078      0.073      0.038      0.070 
51366.2500      0.038      0.075     -0.110      0.076 
51373.2500     -0.089      0.055      0.024      0.060 
51374.2700     -0.041      0.100      0.142      0.104 
51379.0810      0.000      0.097      0.070      0.089 
51380.2500     -0.144      0.086      0.120      0.072 
51385.8420      0.317      0.298     -0.462      0.252 
51387.2490     -0.083      0.083      0.019      0.082 
51388.2700     -0.333      0.138     -0.067      0.138 
51393.0830     -0.012      0.023     -0.113      0.024 
51394.2510     -0.169      0.071     -0.219      0.064 
51400.0830      0.201      0.116     -0.060      0.099 
51401.2500      0.095      0.112     -0.035      0.100 
51402.2700      0.229      0.111     -0.141      0.104 
51407.0000     -0.239      0.156     -0.142      0.115 
51408.2500      0.025      0.082      0.008      0.069 
51414.1650     -0.034      0.093      0.053      0.097 
51415.2500      0.038      0.068     -0.092      0.086 
51417.1660     -0.922      0.846     -0.120      1.178 
51418.1660     -0.545      0.696     -0.267      0.829 
51422.2500      0.066      0.070     -0.231      0.061 
51429.2490      0.062      0.072      0.274      0.085 
51436.2500     -0.007      0.079     -0.328      0.073 
51442.0830     -0.026      0.086     -0.165      0.065 
51443.2500      0.102      0.075      0.002      0.061 
51449.1680      0.035      0.127     -0.367      0.160 
51450.2500     -0.093      0.074     -0.163      0.074 
51451.5410      1.681      1.531     -0.312      1.089 
51456.1660      0.050      0.067      0.070      0.075 
51457.2500     -0.023      0.079     -0.115      0.085 
51463.0000     -0.147      0.159     -0.488      0.131 
51464.2500      0.012      0.072      0.079      0.069 
51470.1650     -0.109      0.092     -0.319      0.112 
51471.2490      0.109      0.078     -0.084      0.084 
51473.0820      0.135      0.412      0.335      0.361 
51475.0860      0.180      0.791     -0.633      0.439 
51477.0840      0.074      0.077     -0.142      0.081 
51478.2510     -0.020      0.077     -0.108      0.077 
51484.0830     -0.070      0.101     -0.053      0.123 
51485.2500     -0.083      0.076     -0.008      0.080 
51486.2710      0.102      0.057     -0.010      0.065 
51487.2910      0.008      0.083     -0.030      0.070 
51491.1250     -0.094      0.075     -0.024      0.110 
51492.2500      0.056      0.065     -0.106      0.067 
51493.2920     -0.060      0.129      0.159      0.107 
51494.3340     -0.181      0.101     -0.051      0.103 
51497.7130     -0.201      0.615      0.374      0.921 
51499.2500      0.012      0.078     -0.199      0.074 
51506.2500      0.084      0.069     -0.204      0.071 
51513.2480      0.064      0.074     -0.074      0.076 
51519.0840      0.113      0.062     -0.062      0.086 
51520.2500      0.027      0.058     -0.043      0.062 
51526.0000     -0.063      0.096     -0.292      0.120 
51527.2490      0.101      0.067     -0.082      0.066 
51528.2700      0.000      0.098     -0.142      0.111 
51533.0860     -0.080      0.019     -0.279      0.017 
51534.2510      0.118      0.089     -0.270      0.090 
51541.2490      0.029      0.082     -0.027      0.072 
51542.2700     -0.136      0.073     -0.016      0.056 
51548.2500     -0.003      0.086     -0.191      0.075 
51554.0830      0.131      0.078     -0.153      0.083 
51555.2500      0.039      0.070     -0.208      0.074 
51556.2710     -0.025      0.086      0.077      0.088 
51562.2500     -0.048      0.078     -0.076      0.077 
51569.2490      0.105      0.080     -0.266      0.085 
51571.0000     -0.116      0.181     -0.042      0.146 
51575.0720     -0.184      0.016     -0.077      0.016 
51576.2500     -0.045      0.064     -0.100      0.065 
51578.0000     -0.197      0.097     -0.051      0.106 
51582.0000     -0.423      0.200     -0.412      0.149 
51583.2500     -0.113      0.082     -0.340      0.089 
51585.0000     -0.197      0.106     -0.063      0.106 
51589.0830     -0.098      0.067     -0.036      0.063 
51590.2500     -0.161      0.074     -0.197      0.074 
51597.2500     -0.111      0.090     -0.103      0.090 
51602.7090      0.460      0.893      1.041      0.558 
51604.2510     -0.140      0.085     -0.169      0.071 
51609.7110     -0.613      3.630     -2.157      2.787 
51611.2500     -0.234      0.089     -0.235      0.075 
51617.0800     -0.131      0.017     -0.156      0.019 
51618.2500     -0.177      0.085     -0.127      0.088 
51620.0000     -0.662      0.265      0.055      0.195 
51625.2500     -0.060      0.041     -0.002      0.032 
51631.0840      0.170      0.094      0.125      0.080 
51632.2500     -0.109      0.079     -0.054      0.079 
51639.2510      0.037      0.105     -0.263      0.108 
51646.2500     -0.003      0.105     -0.311      0.093 
51653.2470     -0.075      0.042      0.048      0.038 
51659.0840      0.079      0.095      0.214      0.129 
51660.2500     -0.162      0.099     -0.138      0.083 
51667.2510     -0.072      0.130      0.138      0.111 
51673.0830     -0.020      0.085      0.131      0.119 
51674.2500     -0.187      0.076     -0.227      0.079 
51675.2670     -0.020      0.127     -0.064      0.143 
51680.0000     -0.138      0.252      0.885      0.288 
51681.2500     -0.286      0.111     -0.155      0.108 
51687.0850     -0.198      0.021     -0.259      0.020 
51688.2510     -0.103      0.085     -0.171      0.090 
51691.5480      0.794      3.791     -5.352      3.502 
51695.2510      0.040      0.131     -0.114      0.137 
51696.3470      0.246      0.174     -0.502      0.201 
51702.2500     -0.103      0.085     -0.113      0.095 
51704.0000     -0.165      0.140      0.134      0.212 
51708.7090      3.054      5.159      6.598      5.928 
51709.2500     -0.300      0.125     -0.143      0.147 
51711.2090     -0.706      2.543     -0.169      0.969 
51715.0800     -0.117      0.117     -0.432      0.149 
51715.7090     -0.850      0.972      0.476      1.084 
51716.2500     -0.065      0.085      0.084      0.093 
51721.5490     -9.411      1.863     -8.278      2.871 
51723.2460     -0.121      0.041     -0.078      0.046 
51731.2500     -0.088      0.121     -0.007      0.110 
51732.2870     -0.048      0.023      0.099      0.027 
51736.2280     -0.163      0.048      0.005      0.051 
51737.2500     -0.202      0.096     -0.030      0.095 
51738.2670     -0.017      0.111     -0.025      0.103 
51744.2510     -0.148      0.075     -0.049      0.068 
51750.0840      0.385      0.207     -0.490      0.203 
51751.2500     -0.080      0.102     -0.127      0.096 
51758.2500     -0.052      0.093     -0.139      0.102 
51764.0010     -0.179      0.398      0.352      0.261 
51765.2520     -0.016      0.095      0.102      0.090 
51766.5850      0.085      0.466      1.103      0.592 
51771.0840     -0.250      0.282     -0.134      0.203 
51772.2510     -0.072      0.160      0.021      0.132 
51774.2480     -0.049      0.192      0.176      0.255 
51778.2230     -0.085      0.042      0.065      0.036 
51779.2500     -0.138      0.089     -0.021      0.085 
51780.2720     -0.111      0.074     -0.140      0.069 
51786.2510     -0.477      0.119      0.313      0.118 
51787.3350     -0.204      0.137      0.329      0.185 
51792.0000     -0.262      0.288      0.039      0.201 
51793.2490     -0.392      0.166      0.361      0.189 
51794.7080     -1.412      0.805      1.215      0.541 
51799.7090     -8.174      5.401     -9.433      3.931 
51800.2510      0.122      0.115      0.061      0.116 
51802.0770     -0.096      0.187     -0.380      0.152 
51806.2270     -0.070      0.047      0.090      0.042 
51807.2500     -0.016      0.084      0.023      0.077 
51808.2660      0.012      0.081     -0.099      0.071 
51813.2250     -0.072      0.083     -0.057      0.079 
51814.2510      0.023      0.085      0.079      0.081 
51820.1640     -0.230      0.098      0.125      0.117 
51821.2500      0.098      0.086      0.138      0.079 
51827.0840      0.176      0.554      0.452      0.458 
51828.2500     -0.027      0.122      0.139      0.110 
51829.2700     -0.008      0.060     -0.197      0.081 
51834.1640     -0.128      0.097     -0.239      0.108 
51835.2500      0.080      0.075      0.082      0.080 
51836.2670     -0.135      0.080      0.003      0.081 
51841.0830     -0.035      0.018     -0.044      0.018 
51842.2510     -0.180      0.078      0.068      0.080 
51843.2890     -0.435      0.548     -0.424      0.423 
51848.2270      0.060      0.053      0.040      0.048 
51849.2510     -0.006      0.096      0.023      0.091 
51850.2670      0.052      0.144      0.004      0.119 
51851.2870      0.152      0.102     -0.042      0.098 
51855.7090      3.837      1.872      5.818      2.647 
51856.2520     -0.283      0.200     -0.201      0.233 
51861.7090     -0.242      0.419     -0.282      0.619 
51863.2500     -0.204      0.082     -0.002      0.080 
51870.2500      0.004      0.067     -0.103      0.065 
51876.2270      0.173      0.072      0.181      0.059 
51877.2500      0.214      0.092      0.061      0.087 
51883.0830      0.109      0.018     -0.087      0.016 
51884.2510     -0.027      0.087     -0.069      0.073 
51885.2880     -0.148      0.341     -0.040      0.519 
51886.0000      0.371      0.235      0.007      0.279 
51890.2280      0.323      0.097     -0.044      0.085 
51891.2500      0.186      0.079      0.087      0.081 
51892.2660      0.144      0.071      0.053      0.077 
51897.0840      0.020      0.069      0.089      0.087 
51898.2500      0.101      0.073     -0.071      0.067 
51906.2490      0.201      0.084     -0.277      0.082 
51912.2500     -0.037      0.065     -0.138      0.060 
51918.0840      0.210      0.070     -0.226      0.081 
51919.2500      0.229      0.064     -0.201      0.061 
51920.2660      0.004      0.076     -0.283      0.086 
51926.2500     -0.046      0.075     -0.401      0.058 
51927.3330      0.448      0.214      0.071      0.184 
51932.2250      0.120      0.049     -0.218      0.050 
51933.2500      0.166      0.066     -0.180      0.071 
51934.2670     -0.028      0.079     -0.346      0.077 
51939.0830      0.002      0.018     -0.256      0.018 
51940.2500      0.260      0.073     -0.176      0.069 
51946.2250      0.178      0.069     -0.107      0.064 
51947.2500      0.061      0.078     -0.232      0.070 
51948.2670      0.117      0.061     -0.270      0.061 
51953.0810     -0.007      0.058     -0.150      0.059 
51954.2500      0.011      0.077     -0.147      0.069 
51955.2680     -0.017      0.142      0.105      0.181 
51959.7110      9.937      1.783     35.627      1.100 
51961.2510      0.315      0.073     -0.069      0.072 
51962.2660      0.264      0.060     -0.230      0.057 
51967.1660     -0.434      0.234     -0.174      0.166 
51968.2460     -0.007      0.071     -0.418      0.071 
51974.2250      0.105      0.043     -0.230      0.048 
51975.2480      0.146      0.094     -0.270      0.083 
51976.2680      0.080      0.069     -0.208      0.066 
51981.0810      0.044      0.018     -0.242      0.020 
51982.2460      0.073      0.068     -0.268      0.063 
51988.0840      0.134      0.066     -0.200      0.050 
51989.2460     -0.054      0.128     -0.412      0.115 
51990.2660      0.123      0.061     -0.266      0.054 
51995.2240     -0.002      0.057     -0.295      0.060 
51996.2480     -0.128      0.060     -0.272      0.057 
51997.2660     -0.091      0.076     -0.125      0.071 
52002.0830      0.107      0.095     -0.139      0.074 
52003.2480     -0.132      0.064     -0.275      0.067 
52004.2670      0.076      0.063     -0.391      0.061 
52009.1670     -0.037      0.018     -0.263      0.017 
52010.2480     -0.059      0.059     -0.310      0.064 
52016.2270     -0.038      0.039     -0.321      0.041 
52017.2500      0.112      0.065     -0.297      0.067 
52018.2670     -0.064      0.075     -0.186      0.074 
52024.2500     -0.094      0.057     -0.303      0.059 
52031.2470     -0.076      0.063     -0.312      0.063 
52032.2660      0.003      0.079     -0.302      0.079 
52037.2270     -0.261      0.107     -0.077      0.113 
52038.2470     -0.243      0.055     -0.489      0.063 
52039.2720     -0.229      0.017     -0.381      0.016 
52044.2270     -0.166      0.067     -0.396      0.066 
52045.2480     -0.156      0.066     -0.341      0.072 
52046.2650     -0.196      0.061     -0.366      0.062 
52048.0820     -0.283      0.252     -0.017      0.252 
52051.2250     -0.381      0.063     -0.215      0.064 
52052.2460     -0.123      0.055     -0.319      0.059 
52054.0780     -0.007      0.084     -0.092      0.099 
52059.2490     -0.140      0.065     -0.205      0.072 
52060.2660     -0.206      0.081     -0.379      0.081 
52063.5430     -4.386      2.801     -3.481      2.711 
52065.0820     -0.286      0.078     -0.273      0.091 
52066.2480     -0.101      0.061     -0.298      0.066 
52067.2850      0.009      0.259      0.082      0.383 
52069.5420      0.782      2.686      7.208      2.764 
52071.5430      8.398      3.523      8.555      3.876 
52072.2270     -0.130      0.071     -0.084      0.060 
52073.2480     -0.251      0.077     -0.360      0.082 
52074.2660     -0.239      0.073     -0.298      0.080 
52078.9980     -0.498      0.130     -0.207      0.171 
52080.2480     -0.103      0.086     -0.050      0.085 
52081.2660     -0.016      0.063     -0.063      0.064 
52086.2250     -0.177      0.084     -0.068      0.077 
52087.2470     -0.255      0.081     -0.183      0.080 
52088.2670      0.047      0.086      0.070      0.092 
52093.2480     -0.076      0.070     -0.160      0.062 
52094.2670     -0.278      0.074     -0.130      0.065 
52096.0810     -0.203      0.020     -0.244      0.018 
52100.2250     -0.147      0.057     -0.297      0.052 
52101.2480     -0.300      0.075     -0.060      0.073 
52102.2660     -0.349      0.071     -0.291      0.071 
52107.2270     -0.200      0.189      0.088      0.148 
52108.2480     -0.212      0.086     -0.046      0.076 
52109.2670     -0.313      0.067      0.031      0.064 
52114.0800     -0.156      0.093      0.117      0.077 
52115.2510     -0.234      0.094     -0.064      0.083 
52116.2640     -0.414      0.096     -0.057      0.084 
52122.2490     -0.076      0.075      0.067      0.066 
52123.2660     -0.284      0.061     -0.121      0.067 
52128.0810     -0.128      0.097      0.172      0.076 
52129.2500     -0.323      0.077      0.045      0.074 
52130.2670     -0.249      0.089     -0.169      0.088 
52135.2250     -0.158      0.100      0.135      0.075 
52136.2490     -0.129      0.059     -0.051      0.051 
52137.2680     -0.095      0.062      0.020      0.072 
52142.2270     -0.321      0.055      0.235      0.062 
52143.2500     -0.397      0.062      0.069      0.051 
52144.2660     -0.220      0.075     -0.184      0.066 
52149.2250     -0.190      0.060      0.036      0.054 
52150.2500     -0.216      0.059      0.067      0.053 
52151.2680     -0.093      0.056      0.063      0.071 
52155.9980     -0.121      0.230      0.305      0.178 
52157.2500     -0.288      0.064      0.127      0.057 
52158.2680     -0.208      0.071      0.185      0.065 
52163.2260     -0.208      0.052      0.068      0.056 
52164.2500     -0.016      0.066     -0.204      0.072 
52165.2660     -0.159      0.073     -0.065      0.080 
52171.2500     -0.285      0.065     -0.019      0.063 
52172.2670     -0.094      0.063      0.268      0.058 
52177.0810     -0.240      0.085     -0.077      0.075 
52178.2500     -0.109      0.071     -0.371      0.077 
52179.2680      0.029      0.059      0.103      0.070 
52184.0820     -0.154      0.076     -0.018      0.083 
52185.2490     -0.087      0.058     -0.142      0.055 
52186.2680     -0.088      0.070      0.011      0.071 
52192.2490     -0.173      0.071      0.135      0.075 
