   DATE        X           sigma  
 2000.0000   355.4724     0.0216 
 2000.0027   354.6007     0.0137 
 2000.0055   353.8658     0.0193 
 2000.0082   353.2612     0.0233 
 2000.0110   352.7694     0.0262 
 2000.0137   352.3602     0.0371 
 2000.0164   351.9474     0.0513 
 2000.0192   351.5229     0.0480 
 2000.0219   351.1208     0.0357 
 2000.0246   350.5856     0.0218 
 2000.0274   349.8973     0.0140 
 2000.0301   349.0673     0.0116 
 2000.0329   348.0911     0.0123 
 2000.0356   346.9710     0.0169 
 2000.0383   345.7713     0.0281 
 2000.0411   344.5965     0.0420 
 2000.0438   343.5190     0.0468 
 2000.0465   342.5318     0.0386 
 2000.0493   341.6146     0.0288 
 2000.0520   340.7731     0.0295 
 2000.0548   339.9422     0.0377 
 2000.0575   339.0254     0.0445 
 2000.0602   337.9808     0.0456 
 2000.0630   336.8263     0.0461 
 2000.0657   335.5766     0.0369 
 2000.0684   334.2734     0.0271 
 2000.0712   332.9856     0.0282 
 2000.0739   331.7760     0.0368 
 2000.0767   330.6913     0.0417 
 2000.0794   329.7611     0.0341 
 2000.0821   328.9938     0.0226 
 2000.0849   328.3290     0.0168 
 2000.0876   327.7119     0.0181 
 2000.0904   327.1754     0.0274 
 2000.0931   326.6815     0.0446 
 2000.0958   326.1392     0.0442 
 2000.0986   325.4984     0.0320 
 2000.1013   324.7202     0.0194 
 2000.1040   323.7529     0.0127 
 2000.1068   322.5989     0.0109 
 2000.1095   321.3593     0.0121 
 2000.1123   320.1653     0.0159 
 2000.1150   319.1061     0.0259 
 2000.1177   318.1806     0.0373 
 2000.1205   317.3630     0.0277 
 2000.1232   316.6455     0.0195 
 2000.1259   315.9992     0.0182 
 2000.1287   315.3146     0.0239 
 2000.1314   314.5642     0.0384 
 2000.1342   313.7545     0.0516 
 2000.1369   312.8282     0.0511 
 2000.1396   311.7197     0.0394 
 2000.1424   310.4585     0.0262 
 2000.1451   309.1400     0.0214 
 2000.1478   307.9109     0.0268 
 2000.1506   306.8798     0.0408 
 2000.1533   306.0515     0.0486 
 2000.1561   305.3537     0.0468 
 2000.1588   304.7053     0.0466 
 2000.1615   304.1332     0.0407 
 2000.1643   303.6123     0.0342 
 2000.1670   303.0057     0.0394 
 2000.1698   302.3851     0.0512 
 2000.1725   301.7084     0.0578 
 2000.1752   300.7617     0.0538 
 2000.1780   299.6538     0.0450 
 2000.1807   298.4103     0.0347 
 2000.1834   297.0843     0.0314 
 2000.1862   295.7143     0.0412 
 2000.1889   294.3356     0.0560 
 2000.1917   293.0405     0.0554 
 2000.1944   291.9236     0.0438 
 2000.1971   290.9291     0.0260 
 2000.1999   290.0650     0.0170 
 2000.2026   289.2930     0.0159 
 2000.2053   288.4774     0.0205 
 2000.2081   287.5991     0.0315 
 2000.2108   286.7056     0.0409 
 2000.2136   285.7867     0.0419 
 2000.2163   284.7777     0.0420 
 2000.2190   283.7152     0.0342 
 2000.2218   282.6524     0.0257 
 2000.2245   281.6304     0.0273 
 2000.2272   280.7100     0.0369 
 2000.2300   279.9424     0.0448 
 2000.2327   279.3413     0.0405 
 2000.2355   278.8784     0.0293 
 2000.2382   278.4896     0.0203 
 2000.2409   278.0996     0.0159 
 2000.2437   277.6552     0.0154 
 2000.2464   277.1111     0.0191 
 2000.2491   276.4225     0.0301 
 2000.2519   275.5515     0.0484 
 2000.2546   274.4845     0.0565 
 2000.2574   273.2549     0.0445 
 2000.2601   271.9396     0.0318 
 2000.2628   270.6365     0.0308 
 2000.2656   269.4223     0.0369 
 2000.2683   268.3381     0.0436 
 2000.2711   267.3888     0.0483 
 2000.2738   266.5522     0.0508 
 2000.2765   265.7721     0.0408 
 2000.2793   264.9588     0.0307 
 2000.2820   264.0104     0.0328 
 2000.2847   262.9036     0.0434 
 2000.2875   261.6670     0.0496 
 2000.2902   260.3107     0.0487 
 2000.2930   258.8453     0.0506 
 2000.2957   257.3913     0.0386 
 2000.2984   256.0355     0.0246 
 2000.3012   254.7726     0.0196 
 2000.3039   253.6019     0.0177 
 2000.3066   252.5464     0.0155 
 2000.3094   251.6335     0.0133 
 2000.3121   250.8712     0.0124 
 2000.3149   250.2263     0.0125 
 2000.3176   249.6210     0.0147 
 2000.3203   248.9431     0.0222 
 2000.3231   248.1367     0.0389 
 2000.3258   247.1831     0.0505 
 2000.3285   246.0596     0.0461 
 2000.3313   244.7487     0.0378 
 2000.3340   243.2874     0.0290 
 2000.3368   241.7580     0.0260 
 2000.3395   240.2679     0.0320 
 2000.3422   238.9001     0.0411 
 2000.3450   237.7010     0.0354 
 2000.3477   236.6773     0.0214 
 2000.3505   235.7844     0.0138 
 2000.3532   234.9406     0.0113 
 2000.3559   234.0525     0.0110 
 2000.3587   233.0329     0.0122 
 2000.3614   231.9081     0.0162 
 2000.3641   230.7090     0.0257 
 2000.3669   229.4454     0.0381 
 2000.3696   228.1604     0.0456 
 2000.3724   226.9591     0.0429 
 2000.3751   225.8945     0.0352 
 2000.3778   224.9338     0.0370 
 2000.3806   224.0492     0.0467 
 2000.3833   223.2570     0.0533 
 2000.3860   222.5973     0.0444 
 2000.3888   222.0883     0.0260 
 2000.3915   221.6368     0.0172 
 2000.3943   221.1215     0.0167 
 2000.3970   220.5477     0.0228 
 2000.3997   219.9371     0.0375 
 2000.4025   219.2737     0.0498 
 2000.4052   218.5214     0.0491 
 2000.4079   217.6628     0.0471 
 2000.4107   216.7365     0.0431 
 2000.4134   215.8053     0.0385 
 2000.4162   214.9242     0.0408 
 2000.4189   214.1622     0.0482 
 2000.4216   213.5624     0.0515 
 2000.4244   213.0958     0.0512 
 2000.4271   212.6754     0.0555 
 2000.4299   212.2044     0.0468 
 2000.4326   211.5947     0.0339 
 2000.4353   210.8053     0.0335 
 2000.4381   209.9145     0.0411 
 2000.4408   209.0306     0.0476 
 2000.4435   208.1958     0.0503 
 2000.4463   207.4041     0.0565 
 2000.4490   206.7331     0.0627 
 2000.4518   206.2627     0.0655 
 2000.4545   206.0387     0.0675 
 2000.4572   206.0102     0.0678 
 2000.4600   206.0929     0.0580 
 2000.4627   206.2277     0.0405 
 2000.4654   206.4173     0.0252 
 2000.4682   206.6036     0.0173 
 2000.4709   206.7130     0.0163 
 2000.4737   206.7107     0.0212 
 2000.4764   206.5984     0.0328 
 2000.4791   206.3944     0.0422 
 2000.4819   206.1141     0.0442 
 2000.4846   205.7678     0.0462 
 2000.4873   205.3382     0.0373 
 2000.4901   204.8634     0.0276 
 2000.4928   204.4586     0.0298 
 2000.4956   204.2110     0.0422 
 2000.4983   204.1218     0.0543 
 2000.5010   204.1252     0.0525 
 2000.5038   204.1160     0.0403 
 2000.5065   203.9889     0.0286 
 2000.5093   203.6818     0.0231 
 2000.5120   203.1926     0.0196 
 2000.5147   202.5750     0.0156 
 2000.5175   201.9147     0.0134 
 2000.5202   201.2854     0.0124 
 2000.5229   200.7288     0.0117 
 2000.5257   200.2668     0.0116 
 2000.5284   199.9171     0.0132 
 2000.5312   199.7111     0.0180 
 2000.5339   199.6217     0.0311 
 2000.5366   199.6342     0.0582 
 2000.5394   199.7583     0.0642 
 2000.5421   199.9494     0.0456 
 2000.5448   200.1549     0.0318 
 2000.5476   200.3223     0.0289 
 2000.5503   200.4303     0.0392 
 2000.5531   200.5137     0.0579 
 2000.5558   200.5773     0.0595 
 2000.5585   200.5686     0.0427 
 2000.5613   200.4895     0.0263 
 2000.5640   200.3804     0.0204 
 2000.5667   200.2984     0.0246 
 2000.5695   200.2324     0.0414 
 2000.5722   200.3099     0.0724 
 2000.5750   200.5461     0.0852 
 2000.5777   200.7697     0.0748 
 2000.5804   200.8690     0.0501 
 2000.5832   200.7671     0.0330 
 2000.5859   200.4887     0.0287 
 2000.5887   200.1211     0.0381 
 2000.5914   199.7111     0.0556 
 2000.5941   199.3259     0.0618 
 2000.5969   199.0463     0.0567 
 2000.5996   198.8963     0.0445 
 2000.6023   198.8622     0.0345 
 2000.6051   198.9146     0.0331 
 2000.6078   199.0488     0.0466 
 2000.6106   199.3060     0.0728 
 2000.6133   199.6344     0.0865 
 2000.6160   199.9144     0.0849 
 2000.6188   200.0754     0.0757 
 2000.6215   200.0766     0.0667 
 2000.6242   199.9249     0.0693 
 2000.6270   199.6610     0.1108 
 2000.6297   199.2423     0.2341 
 2000.6325   198.7024     0.2512 
 2000.6352   198.0704     0.0972 
 2000.6379   197.3838     0.0343 
 2000.6407   196.6896     0.0185 
 2000.6434   196.0623     0.0150 
 2000.6461   195.5154     0.0168 
 2000.6489   195.0697     0.0256 
 2000.6516   194.6842     0.0441 
 2000.6544   194.2572     0.0494 
 2000.6571   193.7037     0.0382 
 2000.6598   192.9765     0.0286 
 2000.6626   192.0967     0.0270 
 2000.6653   191.1377     0.0382 
 2000.6680   190.1857     0.0621 
 2000.6708   189.3173     0.0690 
 2000.6735   188.5889     0.0543 
 2000.6763   188.0277     0.0371 
 2000.6790   187.6352     0.0283 
 2000.6817   187.4002     0.0275 
 2000.6845   187.3035     0.0365 
 2000.6872   187.3206     0.0521 
 2000.6900   187.3999     0.0609 
 2000.6927   187.4639     0.0535 
 2000.6954   187.4540     0.0332 
 2000.6982   187.3271     0.0200 
 2000.7009   187.0546     0.0159 
 2000.7036   186.6307     0.0182 
 2000.7064   186.0624     0.0233 
 2000.7091   185.3832     0.0230 
 2000.7119   184.6596     0.0173 
 2000.7146   183.9692     0.0130 
 2000.7173   183.3740     0.0116 
 2000.7201   182.8948     0.0127 
 2000.7228   182.5041     0.0167 
 2000.7255   182.1312     0.0279 
 2000.7283   181.7252     0.0472 
 2000.7310   181.2534     0.0386 
 2000.7338   180.6500     0.0220 
 2000.7365   179.8616     0.0155 
 2000.7392   178.8836     0.0158 
 2000.7420   177.7851     0.0232 
 2000.7447   176.6620     0.0443 
 2000.7474   175.6017     0.0726 
 2000.7502   174.6715     0.0701 
 2000.7529   173.9269     0.0516 
 2000.7557   173.3949     0.0385 
 2000.7584   173.0543     0.0368 
 2000.7611   172.8324     0.0525 
 2000.7639   172.6156     0.0826 
 2000.7666   172.3164     0.0919 
 2000.7694   171.8867     0.0754 
 2000.7721   171.2983     0.0431 
 2000.7748   170.5339     0.0251 
 2000.7776   169.5878     0.0197 
 2000.7803   168.4722     0.0224 
 2000.7830   167.2245     0.0355 
 2000.7858   165.9073     0.0573 
 2000.7885   164.5926     0.0421 
 2000.7913   163.3497     0.0221 
 2000.7940   162.2105     0.0149 
 2000.7967   161.1774     0.0146 
 2000.7995   160.2204     0.0186 
 2000.8022   159.3195     0.0314 
 2000.8049   158.3889     0.0540 
 2000.8077   157.3100     0.0439 
 2000.8104   156.0381     0.0260 
 2000.8132   154.5938     0.0198 
 2000.8159   153.0474     0.0237 
 2000.8186   151.4965     0.0397 
 2000.8214   149.9353     0.0658 
 2000.8241   148.4152     0.0647 
 2000.8268   147.0766     0.0415 
 2000.8296   145.9339     0.0210 
 2000.8323   144.9474     0.0130 
 2000.8351   144.0430     0.0108 
 2000.8378   143.2068     0.0102 
 2000.8405   142.4130     0.0099 
 2000.8433   141.6064     0.0097 
 2000.8460   140.7352     0.0097 
 2000.8488   139.7626     0.0098 
 2000.8515   138.6678     0.0101 
 2000.8542   137.4502     0.0112 
 2000.8570   136.1349     0.0131 
 2000.8597   134.7754     0.0148 
 2000.8624   133.4502     0.0153 
 2000.8652   132.2448     0.0154 
 2000.8679   131.2206     0.0155 
 2000.8707   130.3865     0.0164 
 2000.8734   129.6955     0.0217 
 2000.8761   129.0589     0.0367 
 2000.8789   128.4311     0.0641 
 2000.8816   127.7550     0.0798 
 2000.8843   126.9477     0.0698 
 2000.8871   125.9851     0.0392 
 2000.8898   124.8858     0.0203 
 2000.8926   123.7087     0.0137 
 2000.8953   122.5454     0.0125 
 2000.8980   121.4709     0.0135 
 2000.9008   120.5312     0.0165 
 2000.9035   119.7427     0.0204 
 2000.9062   119.0939     0.0225 
 2000.9090   118.5474     0.0247 
 2000.9117   118.0502     0.0335 
 2000.9145   117.5310     0.0463 
 2000.9172   116.9611     0.0537 
 2000.9199   116.3074     0.0515 
 2000.9227   115.4904     0.0367 
 2000.9254   114.5117     0.0224 
 2000.9282   113.4101     0.0172 
 2000.9309   112.2248     0.0200 
 2000.9336   110.9214     0.0315 
 2000.9364   109.5968     0.0494 
 2000.9391   108.3583     0.0495 
 2000.9418   107.2085     0.0341 
 2000.9446   106.1883     0.0198 
 2000.9473   105.3193     0.0138 
 2000.9501   104.5897     0.0124 
 2000.9528   103.9422     0.0135 
 2000.9555   103.2602     0.0196 
 2000.9583   102.4838     0.0317 
 2000.9610   101.6274     0.0328 
 2000.9637   100.7045     0.0209 
 2000.9665    99.7449     0.0145 
 2000.9692    98.7964     0.0154 
 2000.9720    97.9376     0.0235 
 2000.9747    97.2124     0.0399 
 2000.9774    96.6213     0.0487 
 2000.9802    96.1505     0.0512 
 2000.9829    95.7791     0.0596 
 2000.9856    95.4761     0.0728 
 2000.9884    95.2021     0.0809 
 2000.9911    94.9102     0.0830 
 2000.9939    94.5616     0.0828 
 2000.9966    94.1330     0.0789 
 2000.9993    93.6487     0.0605 
 2001.0021    93.2256     0.0309 
 2001.0048    92.5308     0.0202 
 2001.0076    91.6773     0.0174 
 2001.0103    90.7845     0.0213 
 2001.0130    89.8718     0.0283 
 2001.0158    88.9980     0.0310 
 2001.0185    88.2741     0.0238 
 2001.0212    87.7084     0.0157 
 2001.0240    87.2455     0.0120 
 2001.0267    86.8121     0.0115 
 2001.0295    86.3927     0.0126 
 2001.0322    85.9023     0.0164 
 2001.0349    85.2531     0.0218 
 2001.0377    84.4223     0.0225 
 2001.0404    83.4711     0.0190 
 2001.0431    82.5104     0.0160 
 2001.0459    81.6571     0.0157 
 2001.0486    80.9896     0.0199 
 2001.0514    80.4998     0.0268 
 2001.0541    80.1656     0.0302 
 2001.0568    79.9940     0.0239 
 2001.0596    79.9641     0.0159 
 2001.0623    80.0269     0.0124 
 2001.0650    80.1087     0.0125 
 2001.0678    80.1153     0.0154 
 2001.0705    80.0038     0.0242 
 2001.0733    79.7547     0.0379 
 2001.0760    79.3644     0.0315 
 2001.0787    78.8541     0.0199 
 2001.0815    78.2806     0.0156 
 2001.0842    77.7068     0.0178 
 2001.0870    77.1899     0.0276 
 2001.0897    76.7728     0.0472 
 2001.0924    76.4835     0.0657 
 2001.0952    76.3397     0.0462 
 2001.0979    76.3044     0.0228 
 2001.1006    76.2933     0.0141 
 2001.1034    76.1827     0.0122 
 2001.1061    75.8372     0.0133 
 2001.1089    75.2166     0.0181 
 2001.1116    74.3573     0.0249 
 2001.1143    73.3299     0.0227 
 2001.1171    72.2017     0.0170 
 2001.1198    71.0432     0.0150 
 2001.1225    69.9298     0.0176 
 2001.1253    68.9764     0.0255 
 2001.1280    68.1346     0.0322 
 2001.1308    67.3896     0.0306 
 2001.1335    66.7689     0.0229 
 2001.1362    66.2004     0.0154 
 2001.1390    65.6155     0.0120 
 2001.1417    64.9678     0.0113 
 2001.1444    64.2741     0.0122 
 2001.1472    63.4787     0.0157 
 2001.1499    62.5263     0.0209 
 2001.1527    61.4037     0.0219 
 2001.1554    60.1149     0.0195 
 2001.1581    58.6976     0.0173 
 2001.1609    57.2188     0.0174 
 2001.1636    55.7603     0.0224 
 2001.1663    54.4402     0.0292 
 2001.1691    53.2975     0.0293 
 2001.1718    52.2624     0.0222 
 2001.1746    51.3008     0.0148 
 2001.1773    50.3567     0.0114 
 2001.1800    49.3451     0.0109 
 2001.1828    48.1307     0.0122 
 2001.1855    46.7090     0.0161 
 2001.1883    45.1410     0.0210 
 2001.1910    43.5100     0.0187 
 2001.1937    41.9155     0.0139 
 2001.1965    40.4577     0.0119 
 2001.1992    39.2234     0.0131 
 2001.2019    38.3056     0.0175 
 2001.2047    37.5974     0.0234 
 2001.2074    36.9810     0.0247 
 2001.2102    36.4905     0.0204 
 2001.2129    36.0713     0.0152 
 2001.2156    35.6525     0.0131 
 2001.2184    35.1620     0.0135 
 2001.2211    34.5736     0.0142 
 2001.2238    33.8933     0.0168 
 2001.2266    33.1045     0.0198 
 2001.2293    32.1788     0.0160 
 2001.2321    31.1377     0.0107 
 2001.2348    30.0382     0.0083 
 2001.2375    28.9554     0.0080 
 2001.2403    27.9488     0.0091 
 2001.2430    27.0498     0.0126 
 2001.2457    26.2633     0.0172 
 2001.2485    25.5668     0.0162 
 2001.2512    24.9060     0.0128 
 2001.2540    24.1985     0.0110 
 2001.2567    23.3534     0.0108 
 2001.2594    22.2945     0.0116 
 2001.2622    21.0333     0.0145 
 2001.2649    19.6199     0.0181 
 2001.2677    18.1348     0.0171 
 2001.2704    16.7232     0.0141 
 2001.2731    15.5112     0.0130 
 2001.2759    14.5614     0.0154 
 2001.2786    13.8237     0.0231 
 2001.2813    13.2913     0.0333 
 2001.2841    12.9367     0.0321 
 2001.2868    12.6376     0.0239 
 2001.2896    12.3017     0.0157 
 2001.2923    11.8484     0.0121 
 2001.2950    11.2297     0.0120 
 2001.2978    10.4325     0.0146 
 2001.3005     9.5241     0.0225 
 2001.3032     8.5728     0.0362 
 2001.3060     7.6084     0.0372 
 2001.3087     6.6588     0.0264 
 2001.3115     5.7368     0.0185 
 2001.3142     4.8574     0.0166 
 2001.3169     4.0552     0.0202 
 2001.3197     3.3833     0.0264 
 2001.3224     2.8192     0.0295 
 2001.3251     2.2480     0.0264 
 2001.3279     1.5702     0.0191 
 2001.3306     0.7181     0.0137 
 2001.3334    -0.3328     0.0119 
 2001.3361    -1.5858     0.0129 
 2001.3388    -3.0461     0.0173 
 2001.3416    -4.6145     0.0240 
 2001.3443    -6.1332     0.0266 
 2001.3471    -7.5147     0.0263 
 2001.3498    -8.7179     0.0232 
 2001.3525    -9.7359     0.0175 
 2001.3553   -10.5355     0.0152 
 2001.3580   -11.1848     0.0172 
 2001.3607   -11.7623     0.0205 
 2001.3635   -12.3219     0.0177 
 2001.3662   -12.9456     0.0130 
 2001.3690   -13.6911     0.0107 
 2001.3717   -14.5734     0.0104 
 2001.3744   -15.5392     0.0114 
 2001.3772   -16.5951     0.0145 
 2001.3799   -17.7241     0.0183 
 2001.3826   -18.8588     0.0165 
 2001.3854   -19.9393     0.0126 
 2001.3881   -20.8995     0.0106 
 2001.3909   -21.6809     0.0101 
 2001.3936   -22.2419     0.0101 
 2001.3963   -22.5985     0.0102 
 2001.3991   -22.8264     0.0102 
 2001.4018   -23.0219     0.0101 
 2001.4045   -23.2747     0.0100 
 2001.4073   -23.6434     0.0099 
 2001.4100   -24.1440     0.0097 
 2001.4128   -24.7502     0.0095 
 2001.4155   -25.4032     0.0095 
 2001.4182   -26.0222     0.0097 
 2001.4210   -26.5213     0.0101 
 2001.4237   -26.8299     0.0104 
 2001.4265   -26.9088     0.0109 
 2001.4292   -26.7563     0.0126 
 2001.4319   -26.4078     0.0168 
 2001.4347   -25.9312     0.0221 
 2001.4374   -25.4232     0.0236 
 2001.4401   -24.9895     0.0200 
 2001.4429   -24.6885     0.0152 
 2001.4456   -24.5333     0.0127 
 2001.4484   -24.5032     0.0120 
 2001.4511   -24.5822     0.0126 
 2001.4538   -24.7166     0.0154 
 2001.4566   -24.8851     0.0194 
 2001.4593   -25.0943     0.0192 
 2001.4620   -25.2979     0.0156 
 2001.4648   -25.4298     0.0127 
 2001.4675   -25.4362     0.0117 
 2001.4703   -25.3176     0.0124 
 2001.4730   -25.1632     0.0157 
 2001.4757   -25.0171     0.0196 
 2001.4785   -24.8993     0.0173 
 2001.4812   -24.9134     0.0130 
 2001.4839   -25.1460     0.0109 
 2001.4867   -25.6170     0.0108 
 2001.4894   -26.2316     0.0122 
 2001.4922   -26.8319     0.0162 
 2001.4949   -27.3165     0.0213 
 2001.4976   -27.6506     0.0190 
 2001.5004   -27.8039     0.0138 
 2001.5031   -27.7747     0.0112 
 2001.5059   -27.5886     0.0105 
 2001.5086   -27.3124     0.0100 
 2001.5113   -27.0091     0.0096 
 2001.5141   -26.7210     0.0095 
 2001.5168   -26.4895     0.0097 
 2001.5195   -26.3427     0.0099 
 2001.5223   -26.2848     0.0102 
 2001.5250   -26.2974     0.0110 
 2001.5278   -26.3405     0.0126 
 2001.5305   -26.4243     0.0169 
 2001.5332   -26.5353     0.0239 
 2001.5360   -26.6233     0.0307 
 2001.5387   -26.6543     0.0374 
 2001.5414   -26.5839     0.0356 
 2001.5442   -26.3740     0.0242 
 2001.5469   -25.9909     0.0189 
 2001.5497   -25.4897     0.0197 
 2001.5524   -24.9812     0.0226 
 2001.5551   -24.5846     0.0223 
 2001.5579   -24.3942     0.0202 
 2001.5606   -24.4266     0.0179 
 2001.5633   -24.6191     0.0151 
 2001.5661   -24.8481     0.0144 
 2001.5688   -25.0194     0.0170 
 2001.5716   -25.0584     0.0212 
 2001.5743   -24.9091     0.0207 
 2001.5770   -24.5511     0.0165 
 2001.5798   -24.0023     0.0132 
 2001.5825   -23.3191     0.0122 
 2001.5852   -22.5903     0.0134 
 2001.5880   -21.9200     0.0180 
 2001.5907   -21.3712     0.0237 
 2001.5935   -20.9659     0.0203 
 2001.5962   -20.7112     0.0144 
 2001.5989   -20.6065     0.0117 
 2001.6017   -20.6489     0.0112 
 2001.6044   -20.8270     0.0123 
 2001.6072   -21.1230     0.0161 
 2001.6099   -21.4928     0.0214 
 2001.6126   -21.8685     0.0210 
 2001.6154   -22.1822     0.0161 
 2001.6181   -22.3860     0.0124 
 2001.6208   -22.4723     0.0112 
 2001.6236   -22.4881     0.0122 
 2001.6263   -22.5313     0.0160 
 2001.6291   -22.7142     0.0206 
 2001.6318   -23.1214     0.0182 
 2001.6345   -23.7852     0.0135 
 2001.6373   -24.6601     0.0113 
 2001.6400   -25.6348     0.0114 
 2001.6427   -26.5678     0.0134 
 2001.6455   -27.3400     0.0193 
 2001.6482   -27.8794     0.0274 
 2001.6510   -28.1695     0.0229 
 2001.6537   -28.2416     0.0151 
 2001.6564   -28.1593     0.0115 
 2001.6592   -27.9858     0.0110 
 2001.6619   -27.7689     0.0126 
 2001.6646   -27.5964     0.0175 
 2001.6674   -27.5321     0.0248 
 2001.6701   -27.5985     0.0246 
 2001.6729   -27.8185     0.0181 
 2001.6756   -28.1883     0.0134 
 2001.6783   -28.6771     0.0118 
 2001.6811   -29.2206     0.0127 
 2001.6838   -29.7274     0.0165 
 2001.6866   -30.1300     0.0214 
 2001.6893   -30.4010     0.0186 
 2001.6920   -30.5380     0.0135 
 2001.6948   -30.5571     0.0111 
 2001.6975   -30.4916     0.0112 
 2001.7002   -30.3926     0.0132 
 2001.7030   -30.3781     0.0191 
 2001.7057   -30.5721     0.0282 
 2001.7085   -31.0469     0.0279 
 2001.7112   -31.7960     0.0199 
 2001.7139   -32.7231     0.0143 
 2001.7167   -33.6922     0.0125 
 2001.7194   -34.5787     0.0137 
 2001.7221   -35.3135     0.0190 
 2001.7249   -35.8587     0.0260 
 2001.7276   -36.2075     0.0220 
 2001.7304   -36.4018     0.0152 
 2001.7331   -36.5013     0.0123 
 2001.7358   -36.5715     0.0127 
 2001.7386   -36.6612     0.0161 
 2001.7413   -36.8567     0.0260 
 2001.7440   -37.1921     0.0416 
 2001.7468   -37.6588     0.0320 
 2001.7495   -38.2683     0.0182 
 2001.7523   -39.0221     0.0127 
 2001.7550   -39.8860     0.0116 
 2001.7577   -40.7652     0.0126 
 2001.7605   -41.6588     0.0162 
 2001.7632   -42.5196     0.0217 
 2001.7660   -43.2510     0.0229 
 2001.7687   -43.8381     0.0207 
 2001.7714   -44.3231     0.0186 
 2001.7742   -44.7948     0.0190 
 2001.7769   -45.3562     0.0250 
 2001.7796   -46.0444     0.0347 
 2001.7824   -46.9232     0.0392 
 2001.7851   -48.0818     0.0336 
 2001.7879   -49.4969     0.0214 
 2001.7906   -51.0779     0.0138 
 2001.7933   -52.6783     0.0109 
 2001.7961   -54.1430     0.0101 
 2001.7988   -55.3676     0.0098 
 2001.8015   -56.3112     0.0097 
 2001.8043   -57.0151     0.0098 
 2001.8070   -57.5751     0.0100 
 2001.8098   -58.0848     0.0102 
 2001.8125   -58.6064     0.0109 
 2001.8152   -59.1507     0.0125 
 2001.8180   -59.7988     0.0160 
 2001.8207   -60.6129     0.0196 
 2001.8234   -61.5867     0.0177 
 2001.8262   -62.6685     0.0139 
 2001.8289   -63.7893     0.0124 
 2001.8317   -64.8928     0.0136 
 2001.8344   -65.9635     0.0158 
 2001.8371   -66.9090     0.0209 
 2001.8399   -67.6845     0.0273 
 2001.8426   -68.3196     0.0227 
 2001.8454   -68.8515     0.0153 
 2001.8481   -69.3292     0.0119 
 2001.8508   -69.8193     0.0117 
 2001.8536   -70.3940     0.0134 
 2001.8563   -71.2230     0.0180 
 2001.8590   -72.3495     0.0265 
 2001.8618   -73.6800     0.0409 
 2001.8645   -75.1875     0.0645 
 2001.8673   -76.7846     0.0653 
 2001.8700   -78.3511     0.0375 
 2001.8727   -79.6795     0.0252 
 2001.8755   -80.7185     0.0227 
 2001.8782   -81.5254     0.0232 
 2001.8809   -82.1680     0.0216 
 2001.8837   -82.7313     0.0166 
 2001.8864   -83.2807     0.0123 
 2001.8892   -83.8609     0.0105 
 2001.8919   -84.5015     0.0101 
 2001.8946   -85.2214     0.0101 
 2001.8974   -86.0284     0.0101 
 2001.9001   -86.9169     0.0103 
 2001.9028   -87.8647     0.0104 
 2001.9056   -88.8361     0.0104 
 2001.9083   -89.7888     0.0106 
 2001.9111   -90.6794     0.0117 
 2001.9138   -91.4671     0.0149 
 2001.9165   -92.1020     0.0187 
 2001.9193   -92.5545     0.0166 
 2001.9220   -92.8615     0.0126 
 2001.9248   -93.1090     0.0107 
 2001.9275   -93.4058     0.0107 
 2001.9302   -93.8432     0.0122 
 2001.9330   -94.4826     0.0164 
 2001.9357   -95.3426     0.0226 
 2001.9384   -96.3956     0.0225 
 2001.9412   -97.5652     0.0168 
 2001.9439   -98.7405     0.0123 
 2001.9467   -99.8144     0.0104 
 2001.9494  -100.7100     0.0100 
 2001.9521  -101.4021     0.0097 
 2001.9549  -101.9165     0.0096 
 2001.9576  -102.3056     0.0097 
 2001.9603  -102.6335     0.0100 
 2001.9631  -102.9670     0.0103 
 2001.9658  -103.3785     0.0104 
 2001.9686  -103.9452     0.0112 
 2001.9713  -104.7398     0.0147 
 2001.9740  -105.7480     0.0210 
 2001.9768  -106.8822     0.0236 
 2001.9795  -108.0708     0.0229 
 2001.9822  -109.2606     0.0189 
 2001.9850  -110.4167     0.0131 
 2001.9877  -111.5125     0.0107 
 2001.9905  -112.5281     0.0101 
 2001.9932  -113.4525     0.0110 
 2001.9959  -114.2835     0.0153 
 2001.9987  -115.0502     0.0222 
 2002.0014  -115.8175     0.0230 
 2002.0041  -116.6843     0.0192 
 2002.0069  -117.7071     0.0141 
 2002.0096  -118.8991     0.0114 
 2002.0124  -120.2157     0.0105 
 2002.0151  -121.5673     0.0099 
 2002.0178  -122.8471     0.0092 
 2002.0206  -123.9548     0.0090 
 2002.0233  -124.8233     0.0090 
 2002.0261  -125.4316     0.0092 
 2002.0288  -125.8004     0.0093 
 2002.0315  -125.9801     0.0092 
 2002.0343  -126.0361     0.0088 
 2002.0370  -126.0382     0.0084 
 2002.0397  -126.0510     0.0082 
 2002.0425  -126.1265     0.0081 
 2002.0452  -126.2984     0.0081 
 2002.0480  -126.5841     0.0083 
 2002.0507  -126.9881     0.0083 
 2002.0534  -127.4969     0.0083 
 2002.0562  -128.0798     0.0082 
 2002.0589  -128.6956     0.0081 
 2002.0616  -129.2979     0.0081 
 2002.0644  -129.8405     0.0081 
 2002.0671  -130.2887     0.0081 
 2002.0699  -130.6413     0.0082 
 2002.0726  -130.9544     0.0082 
 2002.0753  -131.3334     0.0082 
 2002.0781  -131.8969     0.0082 
 2002.0808  -132.7290     0.0082 
