   DATE        X           sigma  
 2013.0078   275.0270     0.0145 
 2013.0105   273.8607     0.0141 
 2013.0133   272.6317     0.0181 
 2013.0160   271.4354     0.0257 
 2013.0188   270.3718     0.0220 
 2013.0215   269.4573     0.0147 
 2013.0242   268.6197     0.0121 
 2013.0270   267.7595     0.0115 
 2013.0297   266.7962     0.0133 
 2013.0324   265.7108     0.0201 
 2013.0352   264.4876     0.0346 
 2013.0379   263.1054     0.0473 
 2013.0407   261.6055     0.0347 
 2013.0434   260.0793     0.0217 
 2013.0461   258.6524     0.0169 
 2013.0489   257.3575     0.0162 
 2013.0516   256.1491     0.0214 
 2013.0544   254.9928     0.0323 
 2013.0571   253.8757     0.0368 
 2013.0598   252.7957     0.0267 
 2013.0626   251.7250     0.0179 
 2013.0653   250.6345     0.0151 
 2013.0680   249.5178     0.0152 
 2013.0708   248.3719     0.0194 
 2013.0735   247.1440     0.0261 
 2013.0763   245.7838     0.0212 
 2013.0790   244.3059     0.0141 
 2013.0817   242.7783     0.0117 
 2013.0845   241.2347     0.0117 
 2013.0872   239.7393     0.0132 
 2013.0899   238.3703     0.0183 
 2013.0927   237.1443     0.0268 
 2013.0954   236.0385     0.0239 
 2013.0982   235.0308     0.0169 
 2013.1009   234.0923     0.0150 
 2013.1036   233.1525     0.0152 
 2013.1064   232.1243     0.0166 
 2013.1091   230.9479     0.0223 
 2013.1118   229.6304     0.0323 
 2013.1146   228.2308     0.0356 
 2013.1173   226.7985     0.0257 
 2013.1201   225.4421     0.0171 
 2013.1228   224.2687     0.0140 
 2013.1255   223.2719     0.0138 
 2013.1283   222.3782     0.0180 
 2013.1310   221.5793     0.0262 
 2013.1338   220.8930     0.0247 
 2013.1365   220.2774     0.0175 
 2013.1392   219.6435     0.0140 
 2013.1420   218.9247     0.0131 
 2013.1447   218.0695     0.0140 
 2013.1474   217.0460     0.0186 
 2013.1502   215.8450     0.0264 
 2013.1529   214.4664     0.0234 
 2013.1557   212.9183     0.0164 
 2013.1584   211.2269     0.0144 
 2013.1611   209.4651     0.0142 
 2013.1639   207.7247     0.0152 
 2013.1666   206.0783     0.0198 
 2013.1693   204.5355     0.0271 
 2013.1721   203.0582     0.0226 
 2013.1748   201.5940     0.0154 
 2013.1776   200.0994     0.0134 
 2013.1803   198.5415     0.0134 
 2013.1830   196.8975     0.0147 
 2013.1858   195.1563     0.0204 
 2013.1885   193.3253     0.0313 
 2013.1912   191.4343     0.0357 
 2013.1940   189.5236     0.0267 
 2013.1967   187.6557     0.0184 
 2013.1995   185.9046     0.0154 
 2013.2022   184.3020     0.0153 
 2013.2049   182.8390     0.0196 
 2013.2077   181.4858     0.0275 
 2013.2104   180.2125     0.0240 
 2013.2132   179.0041     0.0168 
 2013.2159   177.8461     0.0142 
 2013.2186   176.6933     0.0131 
 2013.2214   175.4793     0.0134 
 2013.2241   174.1407     0.0180 
 2013.2268   172.6534     0.0262 
 2013.2296   171.0145     0.0223 
 2013.2323   169.2297     0.0156 
 2013.2351   167.3152     0.0145 
 2013.2378   165.3346     0.0192 
 2013.2405   163.3980     0.0306 
 2013.2433   161.5928     0.0410 
 2013.2460   159.8596     0.0413 
 2013.2487   158.1774     0.0334 
 2013.2515   156.5790     0.0201 
 2013.2542   155.0107     0.0133 
 2013.2570   153.4061     0.0120 
 2013.2597   151.7235     0.0131 
 2013.2624   149.9483     0.0182 
 2013.2652   148.0841     0.0267 
 2013.2679   146.1682     0.0214 
 2013.2706   144.2856     0.0137 
 2013.2734   142.5332     0.0111 
 2013.2761   140.9374     0.0108 
 2013.2789   139.5067     0.0124 
 2013.2816   138.2232     0.0179 
 2013.2843   137.0464     0.0290 
 2013.2871   135.9231     0.0347 
 2013.2898   134.8103     0.0256 
 2013.2925   133.6766     0.0172 
 2013.2953   132.5101     0.0142 
 2013.2980   131.2674     0.0139 
 2013.3008   129.8926     0.0182 
 2013.3035   128.3653     0.0263 
 2013.3062   126.7040     0.0249 
 2013.3090   124.9482     0.0198 
 2013.3117   123.1470     0.0203 
 2013.3145   121.3310     0.0200 
 2013.3172   119.5764     0.0190 
 2013.3199   117.9744     0.0225 
 2013.3227   116.5212     0.0287 
 2013.3254   115.1410     0.0240 
 2013.3281   113.7618     0.0165 
 2013.3309   112.3486     0.0135 
 2013.3336   110.8638     0.0118 
 2013.3364   109.2849     0.0108 
 2013.3391   107.6194     0.0109 
 2013.3418   105.9142     0.0124 
 2013.3446   104.2271     0.0157 
 2013.3473   102.6096     0.0188 
 2013.3500   101.1081     0.0197 
 2013.3528    99.7573     0.0188 
 2013.3555    98.5530     0.0187 
 2013.3583    97.4639     0.0243 
 2013.3610    96.4708     0.0339 
 2013.3637    95.5509     0.0262 
 2013.3665    94.6548     0.0164 
 2013.3692    93.7089     0.0128 
 2013.3719    92.7015     0.0123 
 2013.3747    91.5978     0.0139 
 2013.3774    90.3481     0.0197 
 2013.3802    88.9593     0.0315 
 2013.3829    87.4840     0.0389 
 2013.3856    85.9720     0.0355 
 2013.3884    84.4871     0.0282 
 2013.3911    83.0669     0.0233 
 2013.3939    81.7436     0.0226 
 2013.3966    80.5369     0.0270 
 2013.3993    79.4601     0.0347 
 2013.4021    78.4934     0.0342 
 2013.4048    77.5876     0.0266 
 2013.4075    76.6776     0.0238 
 2013.4103    75.7359     0.0327 
 2013.4130    74.8027     0.0541 
 2013.4158    73.9423     0.0637 
 2013.4185    73.1764     0.0544 
 2013.4212    72.5013     0.0343 
 2013.4240    71.9098     0.0215 
 2013.4267    71.4227     0.0166 
 2013.4294    71.0458     0.0134 
 2013.4322    70.7746     0.0115 
 2013.4349    70.5944     0.0109 
 2013.4377    70.4760     0.0106 
 2013.4404    70.3720     0.0104 
 2013.4431    70.2235     0.0106 
 2013.4459    69.9841     0.0121 
 2013.4486    69.6271     0.0156 
 2013.4513    69.1436     0.0204 
 2013.4541    68.5319     0.0319 
 2013.4568    67.8085     0.0527 
 2013.4596    66.9847     0.0386 
 2013.4623    66.1190     0.0216 
 2013.4650    65.2668     0.0144 
 2013.4678    64.4768     0.0108 
 2013.4705    63.7722     0.0094 
 2013.4733    63.1565     0.0091 
 2013.4760    62.5930     0.0092 
 2013.4787    62.0148     0.0095 
 2013.4815    61.3633     0.0099 
 2013.4842    60.6225     0.0107 
 2013.4869    59.8335     0.0112 
 2013.4897    59.0483     0.0128 
 2013.4924    58.3531     0.0186 
 2013.4952    57.7959     0.0299 
 2013.4979    57.3889     0.0253 
 2013.5006    57.1621     0.0167 
 2013.5034    57.1483     0.0150 
 2013.5061    57.2954     0.0190 
 2013.5088    57.5463     0.0310 
 2013.5116    57.8734     0.0435 
 2013.5143    58.2273     0.0350 
 2013.5171    58.5412     0.0227 
 2013.5198    58.7558     0.0183 
 2013.5225    58.8258     0.0226 
 2013.5253    58.7417     0.0356 
 2013.5280    58.5172     0.0481 
 2013.5307    58.1831     0.0492 
 2013.5335    57.7838     0.0459 
 2013.5362    57.3537     0.0345 
 2013.5390    56.9276     0.0202 
 2013.5417    56.5306     0.0137 
 2013.5444    56.1752     0.0125 
 2013.5472    55.8734     0.0136 
 2013.5499    55.6258     0.0189 
 2013.5527    55.4007     0.0273 
 2013.5554    55.1377     0.0229 
 2013.5581    54.7684     0.0160 
 2013.5609    54.2692     0.0137 
 2013.5636    53.6483     0.0127 
 2013.5663    52.9978     0.0137 
 2013.5691    52.3752     0.0187 
 2013.5718    51.8262     0.0285 
 2013.5746    51.3975     0.0292 
 2013.5773    51.1010     0.0225 
 2013.5800    50.9323     0.0178 
 2013.5828    50.8673     0.0132 
 2013.5855    50.8727     0.0104 
 2013.5882    50.9047     0.0095 
 2013.5910    50.9195     0.0093 
 2013.5937    50.8794     0.0091 
 2013.5965    50.7634     0.0093 
 2013.5992    50.5669     0.0104 
 2013.6019    50.2667     0.0129 
 2013.6047    49.8408     0.0163 
 2013.6074    49.2973     0.0243 
 2013.6101    48.7211     0.0379 
 2013.6129    48.2113     0.0316 
 2013.6156    47.7817     0.0222 
 2013.6184    47.3961     0.0224 
 2013.6211    47.0581     0.0347 
 2013.6238    46.7466     0.0745 
 2013.6266    46.4036     0.1222 
 2013.6293    45.9532     0.0695 
 2013.6321    45.3795     0.0294 
 2013.6348    44.6613     0.0173 
 2013.6375    43.8280     0.0144 
 2013.6403    42.9474     0.0141 
 2013.6430    42.0803     0.0153 
 2013.6457    41.2965     0.0207 
 2013.6485    40.6180     0.0308 
 2013.6512    40.0258     0.0268 
 2013.6540    39.5351     0.0182 
 2013.6567    39.1556     0.0156 
 2013.6594    38.8795     0.0151 
 2013.6622    38.6717     0.0163 
 2013.6649    38.4838     0.0230 
 2013.6676    38.2328     0.0369 
 2013.6704    37.8676     0.0430 
 2013.6731    37.3844     0.0305 
 2013.6759    36.7835     0.0198 
 2013.6786    36.0431     0.0158 
 2013.6813    35.1769     0.0152 
 2013.6841    34.2370     0.0195 
 2013.6868    33.2791     0.0274 
 2013.6895    32.3611     0.0222 
 2013.6923    31.5230     0.0147 
 2013.6950    30.7772     0.0122 
 2013.6978    30.1080     0.0117 
 2013.7005    29.4723     0.0136 
 2013.7032    28.8250     0.0201 
 2013.7060    28.0643     0.0332 
 2013.7087    27.0911     0.0405 
 2013.7114    25.9398     0.0308 
 2013.7142    24.6614     0.0210 
 2013.7169    23.2916     0.0173 
 2013.7197    21.9425     0.0170 
 2013.7224    20.7327     0.0233 
 2013.7251    19.6750     0.0372 
 2013.7279    18.7161     0.0369 
 2013.7306    17.8166     0.0240 
 2013.7334    16.9670     0.0183 
 2013.7361    16.1813     0.0188 
 2013.7388    15.4362     0.0197 
 2013.7416    14.7475     0.0243 
 2013.7443    14.0477     0.0333 
 2013.7470    13.2210     0.0269 
 2013.7498    12.2366     0.0173 
 2013.7525    11.1471     0.0136 
 2013.7553     9.9944     0.0123 
 2013.7580     8.7874     0.0134 
 2013.7607     7.5190     0.0188 
 2013.7635     6.2184     0.0288 
 2013.7662     4.9458     0.0250 
 2013.7689     3.7331     0.0171 
 2013.7717     2.5869     0.0150 
 2013.7744     1.4812     0.0153 
 2013.7772     0.3764     0.0172 
 2013.7799    -0.7731     0.0248 
 2013.7826    -1.9782     0.0392 
 2013.7854    -3.2624     0.0410 
 2013.7881    -4.6891     0.0279 
 2013.7908    -6.2420     0.0185 
 2013.7936    -7.7904     0.0153 
 2013.7963    -9.2568     0.0154 
 2013.7991   -10.6078     0.0209 
 2013.8018   -11.7980     0.0313 
 2013.8045   -12.7998     0.0270 
 2013.8073   -13.6483     0.0184 
 2013.8100   -14.4218     0.0157 
 2013.8128   -15.2023     0.0148 
 2013.8155   -16.0458     0.0155 
 2013.8182   -16.9805     0.0211 
 2013.8210   -18.0366     0.0309 
 2013.8237   -19.2468     0.0267 
 2013.8264   -20.6123     0.0199 
 2013.8292   -22.0969     0.0211 
 2013.8319   -23.6099     0.0283 
 2013.8347   -25.0717     0.0480 
 2013.8374   -26.5117     0.0930 
 2013.8401   -27.9155     0.1570 
 2013.8429   -29.2593     0.1198 
 2013.8456   -30.5310     0.0437 
 2013.8483   -31.7371     0.0210 
 2013.8511   -32.8952     0.0144 
 2013.8538   -34.0471     0.0137 
 2013.8566   -35.2222     0.0179 
 2013.8593   -36.4590     0.0266 
 2013.8620   -37.7985     0.0273 
 2013.8648   -39.2343     0.0205 
 2013.8675   -40.7233     0.0157 
 2013.8702   -42.2170     0.0137 
 2013.8730   -43.5736     0.0119 
 2013.8757   -44.7786     0.0110 
 2013.8785   -45.8750     0.0109 
 2013.8812   -46.8823     0.0110 
 2013.8839   -47.8152     0.0116 
 2013.8867   -48.6926     0.0140 
 2013.8894   -49.5657     0.0180 
 2013.8922   -50.4592     0.0172 
 2013.8949   -51.4305     0.0148 
 2013.8976   -52.5163     0.0125 
 2013.9004   -53.7138     0.0104 
 2013.9031   -55.0023     0.0095 
 2013.9058   -56.3616     0.0093 
 2013.9086   -57.7739     0.0094 
 2013.9113   -59.2080     0.0093 
 2013.9141   -60.6259     0.0089 
 2013.9168   -61.9924     0.0085 
 2013.9195   -63.2787     0.0083 
 2013.9223   -64.4773     0.0082 
 2013.9250   -65.6147     0.0082 
 2013.9277   -66.7524     0.0082 
 2013.9305   -67.9572     0.0082 
 2013.9332   -69.2672     0.0083 
 2013.9360   -70.6650     0.0086 
 2013.9387   -72.0898     0.0090 
 2013.9414   -73.4723     0.0092 
 2013.9442   -74.7637     0.0094 
 2013.9469   -75.9590     0.0098 
 2013.9496   -77.0598     0.0105 
 2013.9524   -78.0414     0.0150 
 2013.9551   -78.8876     0.0250 
 2013.9579   -79.6137     0.0267 
 2013.9606   -80.2542     0.0146 
 2013.9633   -80.8571     0.0109 
 2013.9661   -81.4894     0.0101 
 2013.9688   -82.2012     0.0107 
 2013.9716   -83.0570     0.0148 
 2013.9743   -84.0690     0.0247 
 2013.9770   -85.1973     0.0282 
 2013.9798   -86.4193     0.0160 
 2013.9825   -87.7257     0.0129 
 2013.9852   -89.1055     0.0125 
 2013.9880   -90.5325     0.0126 
 2013.9907   -91.9645     0.0172 
 2013.9935   -93.3536     0.0281 
 2013.9962   -94.6626     0.0305 
 2013.9989   -95.8862     0.0169 
 2014.0017   -97.0662     0.0163 
 2014.0044   -98.2610     0.0168 
 2014.0071   -99.5164     0.0181 
 2014.0099  -100.8464     0.0208 
 2014.0126  -102.2390     0.0236 
 2014.0154  -103.6473     0.0193 
 2014.0181  -104.9914     0.0141 
 2014.0208  -106.1938     0.0124 
 2014.0236  -107.2271     0.0121 
 2014.0263  -108.1017     0.0126 
 2014.0290  -108.8416     0.0158 
 2014.0318  -109.4720     0.0208 
 2014.0345  -110.0363     0.0188 
 2014.0373  -110.5856     0.0142 
 2014.0400  -111.1732     0.0130 
 2014.0427  -111.8382     0.0134 
 2014.0455  -112.6094     0.0146 
 2014.0482  -113.5067     0.0189 
 2014.0510  -114.5461     0.0263 
 2014.0537  -115.7173     0.0307 
 2014.0564  -116.9657     0.0243 
 2014.0592  -118.2436     0.0171 
 2014.0619  -119.5115     0.0149 
 2014.0646  -120.7262     0.0155 
 2014.0674  -121.8559     0.0208 
 2014.0701  -122.9027     0.0310 
 2014.0729  -123.8939     0.0342 
 2014.0756  -124.8363     0.0250 
 2014.0783  -125.8215     0.0167 
 2014.0811  -126.9732     0.0137 
 2014.0838  -128.2708     0.0140 
 2014.0865  -129.6507     0.0182 
 2014.0893  -131.0603     0.0256 
 2014.0920  -132.4509     0.0228 
 2014.0948  -133.7460     0.0158 
 2014.0975  -134.8702     0.0130 
 2014.1002  -135.7987     0.0112 
 2014.1030  -136.5600     0.0102 
 2014.1057  -137.2096     0.0099 
 2014.1084  -137.8014     0.0101 
 2014.1112  -138.3833     0.0105 
 2014.1139  -139.0006     0.0106 
 2014.1167  -139.6913     0.0108 
 2014.1194  -140.4853     0.0113 
 2014.1221  -141.4047     0.0132 
 2014.1249  -142.4593     0.0181 
 2014.1276  -143.6475     0.0258 
 2014.1304  -144.9460     0.0238 
 2014.1331  -146.3149     0.0173 
 2014.1358  -147.6971     0.0148 
 2014.1386  -149.0744     0.0150 
 2014.1413  -150.3533     0.0165 
 2014.1440  -151.5379     0.0205 
 2014.1468  -152.6818     0.0269 
 2014.1495  -153.8343     0.0259 
 2014.1523  -155.0541     0.0216 
 2014.1550  -156.4049     0.0224 
 2014.1577  -157.9680     0.0264 
 2014.1605  -159.7506     0.0259 
 2014.1632  -161.6786     0.0265 
 2014.1659  -163.6627     0.0298 
 2014.1687  -165.6371     0.0242 
 2014.1714  -167.5219     0.0171 
 2014.1742  -169.2375     0.0150 
 2014.1769  -170.7614     0.0149 
 2014.1796  -172.1199     0.0161 
 2014.1824  -173.3554     0.0215 
 2014.1851  -174.4956     0.0316 
 2014.1878  -175.5611     0.0362 
 2014.1906  -176.6089     0.0290 
 2014.1933  -177.6726     0.0211 
 2014.1961  -178.7933     0.0179 
 2014.1988  -179.9871     0.0176 
 2014.2015  -181.2391     0.0219 
 2014.2043  -182.5145     0.0303 
 2014.2070  -183.7854     0.0317 
 2014.2097  -185.0383     0.0272 
 2014.2125  -186.2654     0.0255 
 2014.2152  -187.4520     0.0253 
 2014.2180  -188.5870     0.0260 
 2014.2207  -189.6852     0.0288 
 2014.2234  -190.7998     0.0312 
 2014.2262  -192.0033     0.0235 
 2014.2289  -193.3343     0.0157 
 2014.2317  -194.8100     0.0128 
 2014.2344  -196.4090     0.0119 
 2014.2371  -198.1035     0.0132 
 2014.2399  -199.8799     0.0185 
 2014.2426  -201.6801     0.0283 
 2014.2453  -203.4127     0.0254 
 2014.2481  -205.0058     0.0174 
 2014.2508  -206.4623     0.0148 
 2014.2536  -207.8074     0.0141 
 2014.2563  -209.0767     0.0148 
 2014.2590  -210.2994     0.0193 
 2014.2618  -211.4948     0.0271 
 2014.2645  -212.6785     0.0259 
 2014.2672  -213.8627     0.0215 
 2014.2700  -215.0750     0.0226 
 2014.2727  -216.3492     0.0211 
 2014.2755  -217.6844     0.0185 
 2014.2782  -219.0493     0.0217 
 2014.2809  -220.4643     0.0287 
 2014.2837  -221.9428     0.0246 
 2014.2864  -223.4015     0.0178 
 2014.2891  -224.7280     0.0172 
 2014.2919  -225.9715     0.0230 
 2014.2946  -227.1675     0.0361 
 2014.2974  -228.3232     0.0467 
 2014.3001  -229.5260     0.0456 
 2014.3028  -230.8495     0.0367 
 2014.3056  -232.3077     0.0242 
 2014.3083  -233.9101     0.0180 
 2014.3111  -235.6379     0.0175 
 2014.3138  -237.4850     0.0178 
 2014.3165  -239.4423     0.0211 
 2014.3193  -241.4315     0.0274 
 2014.3220  -243.3211     0.0234 
 2014.3247  -245.0329     0.0168 
 2014.3275  -246.5446     0.0161 
 2014.3302  -247.8928     0.0214 
 2014.3330  -249.0862     0.0339 
 2014.3357  -250.1396     0.0435 
 2014.3384  -251.1984     0.0394 
 2014.3412  -252.3407     0.0268 
 2014.3439  -253.5331     0.0163 
 2014.3466  -254.7902     0.0117 
 2014.3494  -256.1236     0.0101 
 2014.3521  -257.5276     0.0095 
 2014.3549  -258.9662     0.0093 
 2014.3576  -260.4063     0.0092 
 2014.3603  -261.8087     0.0092 
 2014.3631  -263.1193     0.0091 
 2014.3658  -264.3110     0.0091 
 2014.3685  -265.4104     0.0091 
 2014.3713  -266.4418     0.0091 
 2014.3740  -267.4423     0.0091 
 2014.3768  -268.4806     0.0091 
 2014.3795  -269.6186     0.0092 
 2014.3822  -270.9051     0.0094 
 2014.3850  -272.3177     0.0102 
 2014.3877  -273.7793     0.0122 
 2014.3905  -275.2272     0.0154 
 2014.3932  -276.6126     0.0219 
 2014.3959  -277.8829     0.0323 
 2014.3987  -278.9977     0.0358 
 2014.4014  -279.9460     0.0265 
 2014.4041  -280.7293     0.0186 
 2014.4069  -281.3526     0.0168 
 2014.4096  -281.8396     0.0181 
 2014.4124  -282.2349     0.0229 
 2014.4151  -282.6056     0.0298 
 2014.4178  -283.0103     0.0246 
 2014.4206  -283.4711     0.0169 
 2014.4233  -283.9924     0.0148 
 2014.4260  -284.5768     0.0147 
 2014.4288  -285.2269     0.0158 
 2014.4315  -285.9380     0.0208 
 2014.4343  -286.6787     0.0296 
 2014.4370  -287.4125     0.0290 
 2014.4397  -288.1100     0.0204 
 2014.4425  -288.7720     0.0161 
 2014.4452  -289.4118     0.0164 
 2014.4479  -290.0473     0.0178 
 2014.4507  -290.6978     0.0224 
 2014.4534  -291.4174     0.0311 
 2014.4562  -292.2570     0.0347 
 2014.4589  -293.2474     0.0267 
 2014.4616  -294.3603     0.0188 
 2014.4644  -295.5298     0.0160 
 2014.4671  -296.6848     0.0158 
 2014.4699  -297.7558     0.0199 
 2014.4726  -298.6786     0.0270 
 2014.4753  -299.4168     0.0228 
 2014.4781  -299.9866     0.0153 
 2014.4808  -300.4255     0.0123 
 2014.4835  -300.7193     0.0108 
 2014.4863  -300.8763     0.0101 
 2014.4890  -301.0052     0.0100 
 2014.4918  -301.2032     0.0101 
 2014.4945  -301.4922     0.0104 
 2014.4972  -301.8510     0.0105 
 2014.5000  -302.2537     0.0107 
 2014.5027  -302.7081     0.0108 
 2014.5054  -303.2152     0.0108 
 2014.5082  -303.7436     0.0107 
 2014.5109  -304.2433     0.0104 
 2014.5137  -304.6817     0.0102 
 2014.5164  -305.0522     0.0101 
 2014.5191  -305.3680     0.0101 
 2014.5219  -305.6603     0.0101 
 2014.5246  -305.9773     0.0101 
 2014.5273  -306.3807     0.0101 
 2014.5301  -306.9288     0.0101 
 2014.5328  -307.6467     0.0102 
 2014.5356  -308.5067     0.0103 
 2014.5383  -309.4354     0.0106 
 2014.5410  -310.3459     0.0113 
 2014.5438  -311.1684     0.0119 
 2014.5465  -311.8591     0.0118 
 2014.5493  -312.3964     0.0112 
 2014.5520  -312.7712     0.0104 
 2014.5547  -312.9953     0.0101 
 2014.5575  -313.1036     0.0100 
 2014.5602  -313.1430     0.0101 
 2014.5629  -313.1564     0.0102 
 2014.5657  -313.1774     0.0101 
 2014.5684  -313.2440     0.0100 
 2014.5712  -313.3963     0.0099 
 2014.5739  -313.6607     0.0098 
 2014.5766  -314.0328     0.0099 
 2014.5794  -314.4727     0.0101 
 2014.5821  -314.9212     0.0103 
 2014.5848  -315.3290     0.0104 
 2014.5876  -315.6678     0.0106 
 2014.5903  -315.9289     0.0109 
 2014.5931  -316.1119     0.0112 
 2014.5958  -316.2225     0.0119 
 2014.5985  -316.2981     0.0134 
 2014.6013  -316.4109     0.0148 
 2014.6040  -316.6424     0.0151 
 2014.6067  -317.0438     0.0149 
 2014.6095  -317.6239     0.0145 
 2014.6122  -318.3567     0.0142 
 2014.6150  -319.1825     0.0134 
 2014.6177  -320.0209     0.0119 
 2014.6204  -320.7914     0.0109 
 2014.6232  -321.4442     0.0105 
 2014.6259  -321.9674     0.0101 
 2014.6286  -322.3711     0.0097 
 2014.6314  -322.6720     0.0096 
 2014.6341  -322.8923     0.0098 
 2014.6369  -323.0647     0.0102 
 2014.6396  -323.2256     0.0106 
 2014.6423  -323.4034     0.0112 
 2014.6451  -323.6125     0.0124 
 2014.6478  -323.8711     0.0140 
 2014.6506  -324.2002     0.0156 
 2014.6533  -324.6107     0.0193 
 2014.6560  -325.0790     0.0196 
 2014.6588  -325.5739     0.0164 
 2014.6615  -326.0759     0.0147 
 2014.6642  -326.5830     0.0133 
 2014.6670  -327.0975     0.0114 
 2014.6697  -327.6170     0.0102 
 2014.6725  -328.1425     0.0099 
 2014.6752  -328.6894     0.0102 
 2014.6779  -329.2945     0.0108 
 2014.6807  -330.0350     0.0114 
 2014.6834  -330.9747     0.0123 
 2014.6861  -332.1148     0.0137 
 2014.6889  -333.3925     0.0145 
 2014.6916  -334.6909     0.0140 
 2014.6944  -335.8955     0.0127 
 2014.6971  -336.9293     0.0117 
 2014.6998  -337.7755     0.0114 
 2014.7026  -338.4713     0.0111 
 2014.7053  -339.0810     0.0108 
 2014.7080  -339.6694     0.0107 
 2014.7108  -340.2800     0.0108 
 2014.7135  -340.9299     0.0110 
 2014.7163  -341.6168     0.0111 
 2014.7190  -342.3390     0.0112 
 2014.7217  -343.1083     0.0112 
 2014.7245  -343.9395     0.0112 
 2014.7272  -344.8304     0.0113 
 2014.7300  -345.7574     0.0115 
 2014.7327  -346.6847     0.0119 
 2014.7354  -347.5741     0.0122 
 2014.7382  -348.4004     0.0125 
 2014.7409  -349.1618     0.0132 
 2014.7436  -349.8740     0.0139 
 2014.7464  -350.5680     0.0147 
 2014.7491  -351.2794     0.0164 
 2014.7519  -352.0557     0.0200 
 2014.7546  -352.9535     0.0300 
 2014.7573  -354.0235     0.0447 
 2014.7601  -355.2835     0.0389 
 2014.7628  -356.7262     0.0252 
 2014.7655  -358.2946     0.0184 
 2014.7683  -359.8982     0.0160 
 2014.7710  -361.4319     0.0143 
 2014.7738  -362.8163     0.0140 
 2014.7765  -364.0339     0.0172 
 2014.7792  -365.1079     0.0266 
 2014.7820  -366.0846     0.0360 
 2014.7847  -366.9959     0.0264 
 2014.7874  -367.8946     0.0170 
 2014.7902  -368.8180     0.0136 
 2014.7929  -369.7802     0.0123 
 2014.7957  -370.7846     0.0120 
 2014.7984  -371.8534     0.0122 
 2014.8011  -373.0152     0.0125 
 2014.8039  -374.2851     0.0133 
 2014.8066  -375.6363     0.0166 
 2014.8094  -376.9834     0.0268 
 2014.8121  -378.2675     0.0539 
 2014.8148  -379.4620     0.0839 
 2014.8176  -380.5607     0.0562 
 2014.8203  -381.6005     0.0289 
 2014.8230  -382.5999     0.0183 
 2014.8258  -383.6014     0.0149 
 2014.8285  -384.6536     0.0139 
 2014.8313  -385.8161     0.0135 
 2014.8340  -387.1468     0.0131 
 2014.8367  -388.6635     0.0123 
 2014.8395  -390.3202     0.0114 
 2014.8422  -392.0217     0.0109 
 2014.8449  -393.6661     0.0109 
 2014.8477  -395.1816     0.0110 
 2014.8504  -396.5341     0.0114 
 2014.8532  -397.7204     0.0129 
 2014.8559  -398.7526     0.0171 
 2014.8586  -399.6634     0.0231 
 2014.8614  -400.5117     0.0280 
 2014.8641  -401.3620     0.0388 
 2014.8668  -402.2714     0.0594 
 2014.8696  -403.2357     0.0563 
 2014.8723  -404.2457     0.0429 
 2014.8751  -405.3091     0.0300 
 2014.8778  -406.4562     0.0197 
 2014.8805  -407.6890     0.0159 
 2014.8833  -408.9645     0.0176 
 2014.8860  -410.2016     0.0200 
 2014.8888  -411.3522     0.0173 
 2014.8915  -412.4438     0.0148 
 2014.8942  -413.5035     0.0132 
 2014.8970  -414.5315     0.0117 
 2014.8997  -415.5292     0.0108 
 2014.9024  -416.5212     0.0103 
 2014.9052  -417.5756     0.0101 
 2014.9079  -418.7590     0.0103 
 2014.9107  -420.0922     0.0108 
 2014.9134  -421.5359     0.0117 
 2014.9161  -423.0208     0.0122 
 2014.9189  -424.4851     0.0121 
 2014.9216  -425.8891     0.0114 
 2014.9243  -427.2137     0.0107 
 2014.9271  -428.4370     0.0112 
 2014.9298  -429.5292     0.0140 
 2014.9326  -430.5126     0.0215 
 2014.9353  -431.4614     0.0309 
 2014.9380  -432.4394     0.0261 
 2014.9408  -433.4746     0.0184 
 2014.9435  -434.5700     0.0148 
 2014.9462  -435.7218     0.0127 
 2014.9490  -436.9190     0.0122 
 2014.9517  -438.1420     0.0130 
 2014.9545  -439.3854     0.0149 
 2014.9572  -440.6559     0.0161 
 2014.9599  -441.9442     0.0166 
 2014.9627  -443.2065     0.0173 
 2014.9654  -444.3940     0.0179 
 2014.9682  -445.4761     0.0179 
 2014.9709  -446.4607     0.0164 
 2014.9736  -447.3941     0.0142 
 2014.9764  -448.3483     0.0132 
 2014.9791  -449.3971     0.0128 
 2014.9818  -450.5944     0.0128 
 2014.9846  -451.9451     0.0131 
 2014.9873  -453.4133     0.0143 
 2014.9901  -454.9265     0.0165 
 2014.9928  -456.3892     0.0178 
 2014.9955  -457.7210     0.0182 
 2014.9983  -458.8913     0.0230 
 2015.0010  -459.9282     0.0487 
 2015.0037  -460.8557     0.0978 
 2015.0065  -461.6615     0.1521 
 2015.0092  -462.3941     0.0978 
 2015.0120  -463.0352     0.0424 
 2015.0147  -463.6614     0.0249 
 2015.0174  -464.3403     0.0212 
 2015.0202  -465.1201     0.0208 
 2015.0229  -466.0227     0.0216 
 2015.0256  -467.0378     0.0252 
 2015.0284  -468.1305     0.0338 
 2015.0311  -469.2595     0.0400 
 2015.0339  -470.3922     0.0292 
 2015.0366  -471.5331     0.0193 
 2015.0393  -472.6707     0.0159 
 2015.0421  -473.7923     0.0153 
 2015.0448  -474.8824     0.0185 
 2015.0475  -475.9438     0.0281 
 2015.0503  -477.0100     0.0380 
 2015.0530  -478.1381     0.0284 
 2015.0558  -479.3873     0.0185 
 2015.0585  -480.7910     0.0146 
 2015.0612  -482.3219     0.0128 
