   DATE        X           sigma  
 2012.1070    43.1640     0.0740 
 2012.1098    42.1600     0.0750 
 2012.1125    41.2650     0.0750 
 2012.1152    40.2590     0.0740 
 2012.1180    38.7970     0.0740 
 2012.1207    37.0980     0.0740 
 2012.1235    35.6350     0.0740 
 2012.1262    34.3180     0.0740 
 2012.1289    32.9950     0.0740 
 2012.1317    31.6360     0.0740 
 2012.1344    30.5880     0.0730 
 2012.1372    29.6670     0.0730 
 2012.1399    28.3430     0.0730 
 2012.1426    26.6480     0.0730 
 2012.1454    24.6770     0.0740 
 2012.1481    22.8490     0.0730 
 2012.1508    21.5330     0.0730 
 2012.1536    20.6080     0.0730 
 2012.1563    20.0860     0.0730 
 2012.1591    19.6450     0.0740 
 2012.1618    19.0520     0.0740 
 2012.1645    18.8140     0.0740 
 2012.1673    18.8810     0.0730 
 2012.1700    18.5120     0.0730 
 2012.1727    17.8070     0.0730 
 2012.1755    17.3810     0.0730 
 2012.1782    16.8570     0.0720 
 2012.1810    15.7150     0.0730 
 2012.1837    14.3890     0.0730 
 2012.1864    13.1890     0.0720 
 2012.1892    12.1040     0.0720 
 2012.1919    11.0160     0.0710 
 2012.1946     9.7390     0.0710 
 2012.1974     8.7000     0.0710 
 2012.2001     7.7470     0.0710 
 2012.2029     6.4160     0.0700 
 2012.2056     4.9330     0.0700 
 2012.2083     3.3930     0.0700 
 2012.2111     1.6550     0.0700 
 2012.2138    -0.0810     0.0710 
 2012.2166    -1.5050     0.0710 
 2012.2193    -2.6460     0.0720 
 2012.2220    -3.6780     0.0730 
 2012.2248    -4.4130     0.0730 
 2012.2275    -4.6650     0.0720 
 2012.2302    -5.0530     0.0720 
 2012.2330    -5.7930     0.0730 
 2012.2357    -6.7100     0.0730 
 2012.2385    -7.5860     0.0730 
 2012.2412    -8.1850     0.0730 
 2012.2439    -8.8570     0.0740 
 2012.2467    -9.5620     0.0730 
 2012.2494   -10.3130     0.0730 
 2012.2521   -11.3470     0.0730 
 2012.2549   -12.2910     0.0730 
 2012.2576   -12.9150     0.0730 
 2012.2604   -13.3920     0.0730 
 2012.2631   -13.7270     0.0740 
 2012.2658   -13.6620     0.0740 
 2012.2686   -13.1140     0.0730 
 2012.2713   -12.3360     0.0730 
 2012.2740   -11.6330     0.0740 
 2012.2768   -10.8940     0.0740 
 2012.2795    -9.9090     0.0740 
 2012.2823    -8.8960     0.0750 
 2012.2850    -8.0290     0.0750 
 2012.2877    -7.2530     0.0740 
 2012.2905    -6.3330     0.0740 
 2012.2932    -5.2470     0.0730 
 2012.2960    -4.2550     0.0730 
 2012.2987    -3.4530     0.0730 
 2012.3014    -2.8750     0.0740 
 2012.3042    -2.3670     0.0750 
 2012.3069    -1.4880     0.0750 
 2012.3096    -0.3270     0.0750 
 2012.3124     0.6290     0.0750 
 2012.3151     1.3420     0.0750 
 2012.3179     2.1850     0.0750 
 2012.3206     3.3140     0.0730 
 2012.3233     4.3440     0.0730 
 2012.3261     5.2550     0.0720 
 2012.3288     6.3150     0.0720 
 2012.3315     7.6970     0.0720 
 2012.3343     9.1750     0.0720 
 2012.3370    10.5210     0.0710 
 2012.3398    11.8360     0.0700 
 2012.3425    13.3440     0.0700 
 2012.3452    15.0490     0.0700 
 2012.3480    16.2730     0.0710 
 2012.3507    17.0020     0.0710 
 2012.3534    17.5200     0.0710 
 2012.3562    17.6750     0.0720 
 2012.3589    17.7640     0.0720 
 2012.3617    18.3480     0.0730 
 2012.3644    19.6830     0.0730 
 2012.3671    21.5550     0.0730 
 2012.3699    23.6710     0.0730 
 2012.3726    25.8610     0.0730 
 2012.3754    27.7910     0.0720 
 2012.3781    29.2260     0.0730 
 2012.3808    30.3620     0.0720 
 2012.3836    31.3890     0.0720 
 2012.3863    32.2690     0.0720 
 2012.3890    33.1780     0.0720 
 2012.3918    34.1980     0.0730 
 2012.3945    35.4390     0.0730 
 2012.3973    37.0720     0.0730 
 2012.4000    39.0870     0.0720 
 2012.4027    41.0770     0.0710 
 2012.4055    42.9490     0.0710 
 2012.4082    44.6350     0.0720 
 2012.4109    45.6400     0.0710 
 2012.4137    46.2660     0.0710 
 2012.4164    46.8950     0.0710 
 2012.4192    47.7560     0.0710 
 2012.4219    48.8850     0.0710 
 2012.4246    50.1930     0.0720 
 2012.4274    51.7470     0.0720 
 2012.4301    53.2900     0.0720 
 2012.4328    54.8470     0.0710 
 2012.4356    56.5660     0.0710 
 2012.4383    58.2730     0.0710 
 2012.4411    59.9910     0.0720 
 2012.4438    61.7570     0.0730 
 2012.4465    63.5190     0.0740 
 2012.4493    64.9440     0.0730 
 2012.4520    65.9990     0.0730 
 2012.4547    66.8670     0.0730 
 2012.4575    67.6310     0.0730 
 2012.4602    68.6550     0.0740 
 2012.4630    70.1010     0.0740 
 2012.4657    71.9100     0.0740 
 2012.4684    73.7160     0.0740 
 2012.4712    75.5530     0.0730 
 2012.4739    77.3780     0.0720 
 2012.4767    78.9670     0.0710 
 2012.4794    80.8720     0.0710 
 2012.4821    83.1060     0.0710 
 2012.4849    85.2930     0.0710 
 2012.4876    87.4290     0.0710 
 2012.4903    89.4900     0.0710 
 2012.4931    91.3570     0.0710 
 2012.4958    92.8070     0.0720 
 2012.4986    94.0860     0.0720 
 2012.5013    95.6030     0.0720 
 2012.5040    97.2710     0.0720 
 2012.5068    98.9100     0.0730 
 2012.5095   100.5010     0.0740 
 2012.5122   102.5030     0.0730 
 2012.5150   105.0400     0.0740 
 2012.5177   107.6740     0.0740 
 2012.5205   110.0160     0.0740 
 2012.5232   111.8630     0.0730 
 2012.5259   113.4040     0.0730 
 2012.5287   114.9140     0.0730 
 2012.5314   116.6020     0.0730 
 2012.5341   118.2910     0.0730 
 2012.5369   119.8880     0.0730 
 2012.5396   121.3620     0.0730 
 2012.5424   122.7870     0.0730 
 2012.5451   124.4310     0.0730 
 2012.5478   126.1720     0.0730 
 2012.5506   127.7200     0.0720 
 2012.5533   129.2060     0.0730 
 2012.5561   130.7790     0.0730 
 2012.5588   132.3670     0.0730 
 2012.5615   133.9480     0.0730 
 2012.5643   135.5950     0.0730 
 2012.5670   137.2780     0.0720 
 2012.5697   139.0160     0.0720 
 2012.5725   140.9020     0.0730 
 2012.5752   142.4450     0.0730 
 2012.5780   143.4880     0.0720 
 2012.5807   144.5980     0.0720 
 2012.5834   145.9380     0.0730 
 2012.5862   147.3030     0.0730 
 2012.5889   148.4350     0.0740 
 2012.5916   149.2490     0.0740 
 2012.5944   149.9680     0.0750 
 2012.5971   150.6640     0.0750 
 2012.5999   151.4610     0.0750 
 2012.6026   152.4790     0.0760 
 2012.6053   153.7400     0.0760 
 2012.6081   155.3020     0.0750 
 2012.6108   156.9440     0.0740 
 2012.6135   158.5180     0.0740 
 2012.6163   160.2530     0.0750 
 2012.6190   162.0670     0.0750 
 2012.6218   163.3530     0.0740 
 2012.6245   164.3530     0.0740 
 2012.6272   165.6110     0.0740 
 2012.6300   167.0950     0.0740 
 2012.6327   168.5580     0.0740 
 2012.6355   169.9390     0.0740 
 2012.6382   171.2560     0.0750 
 2012.6409   172.3830     0.0750 
 2012.6437   173.3760     0.0750 
 2012.6464   174.0900     0.0740 
 2012.6491   174.6460     0.0750 
 2012.6519   175.1870     0.0750 
 2012.6546   175.6290     0.0750 
 2012.6574   176.0170     0.0750 
 2012.6601   176.3620     0.0750 
 2012.6628   176.7220     0.0740 
 2012.6656   177.0880     0.0740 
 2012.6683   177.2220     0.0740 
 2012.6710   176.9960     0.0740 
 2012.6738   176.6480     0.0740 
 2012.6765   176.3610     0.0740 
 2012.6793   176.1910     0.0730 
 2012.6820   176.0560     0.0730 
 2012.6847   175.9440     0.0730 
 2012.6875   175.8840     0.0730 
 2012.6902   175.7680     0.0730 
 2012.6929   175.6220     0.0730 
 2012.6957   175.7110     0.0720 
 2012.6984   175.9620     0.0720 
 2012.7012   176.2260     0.0720 
 2012.7039   176.7550     0.0730 
 2012.7066   177.4060     0.0720 
 2012.7094   177.7670     0.0720 
 2012.7121   177.8380     0.0730 
 2012.7149   177.7330     0.0730 
 2012.7176   177.4830     0.0740 
 2012.7203   177.1270     0.0740 
 2012.7231   176.5960     0.0730 
 2012.7258   176.1490     0.0740 
 2012.7285   175.9090     0.0740 
 2012.7313   175.6010     0.0740 
 2012.7340   174.9230     0.0740 
 2012.7368   173.9590     0.0740 
 2012.7395   173.1040     0.0740 
 2012.7422   172.0680     0.0750 
 2012.7450   170.6820     0.0740 
 2012.7477   169.5090     0.0740 
 2012.7504   168.9050     0.0740 
 2012.7532   168.5250     0.0730 
 2012.7559   168.2770     0.0730 
 2012.7587   168.1970     0.0730 
 2012.7614   167.7490     0.0730 
 2012.7641   166.8270     0.0740 
 2012.7669   165.7690     0.0740 
 2012.7696   164.8080     0.0740 
 2012.7723   163.8040     0.0740 
 2012.7751   162.6660     0.0730 
 2012.7778   161.6550     0.0730 
 2012.7806   160.5260     0.0730 
 2012.7833   159.0870     0.0730 
 2012.7860   157.5910     0.0730 
 2012.7888   156.0370     0.0740 
 2012.7915   154.1670     0.0740 
 2012.7943   152.1860     0.0740 
 2012.7970   150.7170     0.0740 
 2012.7997   149.5320     0.0740 
 2012.8025   148.0700     0.0740 
 2012.8052   146.5860     0.0720 
 2012.8079   145.5070     0.0690 
 2012.8107   145.0230     0.0680 
 2012.8134   145.1640     0.0680 
 2012.8162   145.6020     0.0680 
 2012.8189   145.9830     0.0690 
 2012.8216   146.1380     0.0700 
 2012.8244   145.8610     0.0710 
 2012.8271   144.9880     0.0700 
 2012.8298   144.2130     0.0700 
 2012.8326   143.9070     0.0710 
 2012.8353   143.3530     0.0710 
 2012.8381   142.4790     0.0700 
 2012.8408   141.5380     0.0700 
 2012.8435   140.6380     0.0710 
 2012.8463   139.6480     0.0710 
 2012.8490   138.7330     0.0710 
 2012.8517   138.1160     0.0710 
 2012.8545   137.7480     0.0710 
 2012.8572   137.3960     0.0710 
 2012.8600   136.3950     0.0710 
 2012.8627   135.1500     0.0720 
 2012.8654   134.2380     0.0720 
 2012.8682   133.3280     0.0730 
 2012.8709   132.3140     0.0730 
 2012.8736   131.2760     0.0740 
 2012.8764   130.3980     0.0740 
 2012.8791   129.9720     0.0730 
 2012.8819   129.6120     0.0720 
 2012.8846   128.8480     0.0720 
 2012.8873   127.6990     0.0720 
 2012.8901   126.2780     0.0710 
 2012.8928   124.8270     0.0710 
 2012.8956   123.7060     0.0710 
 2012.8983   122.7600     0.0700 
 2012.9010   121.4410     0.0700 
 2012.9038   120.3910     0.0690 
 2012.9065   120.0950     0.0690 
 2012.9092   119.7820     0.0690 
 2012.9120   119.2830     0.0700 
 2012.9147   118.8660     0.0710 
 2012.9175   118.4290     0.0710 
 2012.9202   117.7130     0.0710 
 2012.9229   116.6600     0.0710 
 2012.9257   115.8180     0.0710 
 2012.9284   115.1240     0.0710 
 2012.9311   114.0450     0.0710 
 2012.9339   112.5090     0.0710 
 2012.9366   110.7860     0.0710 
 2012.9394   109.5810     0.0700 
 2012.9421   108.6100     0.0710 
 2012.9448   107.3650     0.0710 
 2012.9476   106.1230     0.0720 
 2012.9503   104.7200     0.0720 
 2012.9530   103.0160     0.0720 
 2012.9558   101.0510     0.0720 
 2012.9585    98.9920     0.0720 
 2012.9613    96.8080     0.0720 
 2012.9640    94.7030     0.0720 
 2012.9667    93.0450     0.0720 
 2012.9695    91.4800     0.0710 
 2012.9722    89.9760     0.0710 
 2012.9750    88.5640     0.0710 
 2012.9777    87.4770     0.0710 
 2012.9804    86.8480     0.0710 
 2012.9832    86.3050     0.0710 
 2012.9859    85.6640     0.0710 
 2012.9886    84.6580     0.0710 
 2012.9914    82.8760     0.0720 
 2012.9941    80.7500     0.0730 
 2012.9969    78.9450     0.0740 
 2012.9996    77.1890     0.0740 
 2013.0023    75.2720     0.0730 
 2013.0051    73.2550     0.0730 
 2013.0078    71.4060     0.0730 
 2013.0105    70.0420     0.0730 
 2013.0133    69.0180     0.0740 
 2013.0160    68.1180     0.0740 
 2013.0188    67.1950     0.0740 
 2013.0215    66.2460     0.0730 
 2013.0242    65.3270     0.0730 
 2013.0270    64.3410     0.0720 
 2013.0297    63.2010     0.0720 
 2013.0324    61.9290     0.0720 
 2013.0352    60.5200     0.0720 
 2013.0379    59.2780     0.0720 
 2013.0407    58.2480     0.0720 
 2013.0434    56.9950     0.0720 
 2013.0461    55.4200     0.0710 
 2013.0489    53.9620     0.0710 
 2013.0516    52.9000     0.0710 
 2013.0544    51.6810     0.0710 
 2013.0571    50.3290     0.0710 
 2013.0598    49.3990     0.0710 
 2013.0626    48.6400     0.0720 
 2013.0653    47.8390     0.0720 
 2013.0680    47.0680     0.0720 
 2013.0708    46.3090     0.0720 
 2013.0735    45.5730     0.0730 
 2013.0763    44.8690     0.0730 
 2013.0790    43.9560     0.0730 
 2013.0817    43.1320     0.0730 
 2013.0845    42.6970     0.0730 
 2013.0872    42.4110     0.0730 
 2013.0899    42.4990     0.0730 
 2013.0927    42.4660     0.0730 
 2013.0954    41.8900     0.0720 
 2013.0982    40.9550     0.0730 
 2013.1009    39.9210     0.0730 
 2013.1036    38.8350     0.0730 
 2013.1064    37.4360     0.0730 
 2013.1091    36.1900     0.0730 
 2013.1118    35.5000     0.0740 
 2013.1146    35.1700     0.0740 
 2013.1173    34.9140     0.0750 
 2013.1201    34.4010     0.0740 
 2013.1228    33.8830     0.0740 
 2013.1255    33.8620     0.0730 
 2013.1283    33.9110     0.0720 
 2013.1310    33.6680     0.0720 
 2013.1338    33.3030     0.0720 
 2013.1365    33.0260     0.0720 
 2013.1392    32.9100     0.0730 
 2013.1420    32.7740     0.0730 
 2013.1447    32.5000     0.0740 
 2013.1474    32.0570     0.0740 
 2013.1502    31.5080     0.0720 
 2013.1529    30.6540     0.0710 
 2013.1557    29.6970     0.0710 
 2013.1584    29.2760     0.0710 
 2013.1611    29.5870     0.0710 
 2013.1639    30.1660     0.0710 
 2013.1666    30.5090     0.0710 
 2013.1693    30.7910     0.0710 
 2013.1721    31.1510     0.0710 
 2013.1748    31.5470     0.0700 
 2013.1776    32.0580     0.0700 
 2013.1803    32.9260     0.0700 
 2013.1830    34.1920     0.0700 
 2013.1858    35.4850     0.0700 
 2013.1885    36.5910     0.0710 
 2013.1912    37.6390     0.0720 
 2013.1940    38.7830     0.0720 
 2013.1967    39.8150     0.0720 
 2013.1995    40.4880     0.0710 
 2013.2022    40.8460     0.0710 
 2013.2049    40.9000     0.0720 
 2013.2077    41.0220     0.0730 
 2013.2104    41.5640     0.0730 
 2013.2132    42.4480     0.0730 
 2013.2159    43.5760     0.0740 
 2013.2186    44.5760     0.0740 
 2013.2214    45.1560     0.0730 
 2013.2241    45.6880     0.0720 
 2013.2268    46.5260     0.0720 
 2013.2296    47.4410     0.0730 
 2013.2323    48.0330     0.0720 
 2013.2351    48.6230     0.0730 
 2013.2378    49.5170     0.0730 
 2013.2405    50.4050     0.0730 
 2013.2433    51.0550     0.0730 
 2013.2460    51.3660     0.0730 
 2013.2487    51.2090     0.0730 
 2013.2515    50.9080     0.0740 
 2013.2542    50.9770     0.0740 
 2013.2570    51.5000     0.0740 
 2013.2597    52.2470     0.0750 
 2013.2624    52.8030     0.0750 
 2013.2652    53.1170     0.0750 
 2013.2679    53.5160     0.0750 
 2013.2706    54.1380     0.0750 
 2013.2734    54.9110     0.0760 
 2013.2761    55.4120     0.0760 
 2013.2789    55.4800     0.0740 
 2013.2816    55.4470     0.0730 
 2013.2843    55.4570     0.0730 
 2013.2871    55.5780     0.0730 
 2013.2898    55.9030     0.0720 
 2013.2925    56.5160     0.0720 
 2013.2953    57.4950     0.0720 
 2013.2980    58.5740     0.0720 
 2013.3008    59.3630     0.0710 
 2013.3035    60.0510     0.0700 
 2013.3062    60.9840     0.0700 
 2013.3090    62.0050     0.0700 
 2013.3117    62.9670     0.0700 
 2013.3145    63.8710     0.0700 
 2013.3172    64.8090     0.0710 
 2013.3199    65.6270     0.0710 
 2013.3227    66.1640     0.0720 
 2013.3254    66.9030     0.0720 
 2013.3281    67.9150     0.0720 
 2013.3309    69.0990     0.0730 
 2013.3336    70.5740     0.0730 
 2013.3364    72.2160     0.0730 
 2013.3391    73.8850     0.0730 
 2013.3418    75.3850     0.0720 
 2013.3446    76.6790     0.0720 
 2013.3473    77.7250     0.0730 
 2013.3500    78.8220     0.0730 
 2013.3528    80.1360     0.0730 
 2013.3555    81.8630     0.0730 
 2013.3583    84.1390     0.0740 
 2013.3610    86.3910     0.0740 
 2013.3637    88.2150     0.0730 
 2013.3665    89.5660     0.0720 
 2013.3692    90.5980     0.0720 
 2013.3719    91.1560     0.0720 
 2013.3747    91.6010     0.0720 
 2013.3774    92.3040     0.0720 
 2013.3802    93.3500     0.0720 
 2013.3829    94.8570     0.0720 
 2013.3856    96.6070     0.0720 
 2013.3884    98.1140     0.0730 
 2013.3911    99.4400     0.0730 
 2013.3939   100.6260     0.0730 
 2013.3966   101.5200     0.0730 
 2013.3993   102.2710     0.0730 
 2013.4021   102.8750     0.0730 
 2013.4048   103.4990     0.0730 
 2013.4075   104.1190     0.0730 
 2013.4103   104.9310     0.0730 
 2013.4130   106.3740     0.0720 
 2013.4158   108.3050     0.0720 
 2013.4185   110.2090     0.0720 
 2013.4212   111.8570     0.0730 
 2013.4240   113.2450     0.0730 
 2013.4267   114.1690     0.0730 
 2013.4294   114.6260     0.0730 
 2013.4322   115.0590     0.0730 
 2013.4349   115.6410     0.0730 
 2013.4377   116.3520     0.0730 
 2013.4404   117.3130     0.0730 
 2013.4431   118.2470     0.0730 
 2013.4459   119.2470     0.0730 
 2013.4486   120.7190     0.0730 
 2013.4513   122.3590     0.0730 
 2013.4541   123.9450     0.0730 
 2013.4568   125.6570     0.0730 
 2013.4596   127.4030     0.0730 
 2013.4623   129.2920     0.0730 
 2013.4650   131.1270     0.0730 
 2013.4678   132.6660     0.0740 
 2013.4705   134.1230     0.0740 
 2013.4733   135.3420     0.0740 
 2013.4760   136.0930     0.0740 
 2013.4787   136.4730     0.0740 
 2013.4815   136.9620     0.0740 
 2013.4842   137.5410     0.0740 
 2013.4869   138.0010     0.0740 
 2013.4897   138.8120     0.0740 
 2013.4924   140.1790     0.0740 
 2013.4952   141.4920     0.0740 
 2013.4979   142.6250     0.0740 
 2013.5006   144.0880     0.0740 
 2013.5034   145.6160     0.0730 
 2013.5061   146.7230     0.0730 
 2013.5088   147.7230     0.0730 
 2013.5116   148.9960     0.0730 
 2013.5143   150.3310     0.0730 
 2013.5171   151.6150     0.0730 
 2013.5198   153.0120     0.0740 
 2013.5225   154.5780     0.0740 
 2013.5253   155.9890     0.0750 
 2013.5280   156.9620     0.0750 
 2013.5307   158.0250     0.0750 
 2013.5335   159.0690     0.0750 
 2013.5362   159.9390     0.0750 
 2013.5390   160.8960     0.0740 
 2013.5417   161.8270     0.0740 
 2013.5444   162.4920     0.0740 
 2013.5472   162.9910     0.0740 
 2013.5499   163.7970     0.0750 
 2013.5527   164.4930     0.0750 
 2013.5554   164.8020     0.0750 
 2013.5581   165.2990     0.0750 
 2013.5609   165.9560     0.0750 
 2013.5636   166.3750     0.0750 
 2013.5663   166.8400     0.0760 
 2013.5691   167.7150     0.0760 
 2013.5718   168.7460     0.0750 
 2013.5746   169.7150     0.0750 
 2013.5773   170.5570     0.0760 
 2013.5800   171.2120     0.0760 
 2013.5828   171.5450     0.0750 
 2013.5855   171.5440     0.0750 
 2013.5882   171.7910     0.0740 
 2013.5910   172.1930     0.0750 
 2013.5937   172.4050     0.0760 
 2013.5965   172.5250     0.0760 
 2013.5992   172.8210     0.0760 
 2013.6019   173.3670     0.0760 
 2013.6047   173.7170     0.0750 
 2013.6074   173.8970     0.0750 
 2013.6101   173.9700     0.0740 
 2013.6129   173.7850     0.0740 
 2013.6156   173.6570     0.0740 
 2013.6184   173.6910     0.0740 
 2013.6211   173.7440     0.0750 
 2013.6238   173.6270     0.0760 
 2013.6266   173.3960     0.0750 
 2013.6293   173.2520     0.0740 
 2013.6321   173.2010     0.0740 
 2013.6348   173.0130     0.0750 
 2013.6375   172.4360     0.0750 
 2013.6403   171.6370     0.0750 
 2013.6430   170.6610     0.0750 
 2013.6457   169.7720     0.0750 
 2013.6485   169.2320     0.0750 
 2013.6512   168.8730     0.0740 
 2013.6540   168.5680     0.0740 
 2013.6567   168.4050     0.0730 
 2013.6594   168.1840     0.0730 
 2013.6622   167.6020     0.0730 
 2013.6649   166.6300     0.0740 
 2013.6676   165.8690     0.0740 
 2013.6704   165.5700     0.0750 
 2013.6731   165.3160     0.0760 
 2013.6759   164.8280     0.0760 
 2013.6786   164.4140     0.0760 
 2013.6813   164.2720     0.0750 
 2013.6841   163.9460     0.0750 
 2013.6868   163.5020     0.0740 
 2013.6895   162.9210     0.0740 
 2013.6923   162.0570     0.0730 
 2013.6950   161.0610     0.0740 
 2013.6978   159.9110     0.0740 
 2013.7005   158.7120     0.0750 
 2013.7032   157.7810     0.0750 
 2013.7060   157.3260     0.0760 
 2013.7087   157.0600     0.0760 
 2013.7114   156.4710     0.0760 
 2013.7142   155.3290     0.0760 
 2013.7169   153.9650     0.0760 
 2013.7197   152.7860     0.0750 
 2013.7224   151.3650     0.0760 
 2013.7251   149.2160     0.0770 
 2013.7279   146.7390     0.0760 
 2013.7306   144.8690     0.0760 
 2013.7334   143.4960     0.0760 
 2013.7361   142.0890     0.0750 
 2013.7388   140.8400     0.0750 
 2013.7416   139.4530     0.0760 
 2013.7443   137.6300     0.0770 
 2013.7470   135.4290     0.0770 
 2013.7498   133.0650     0.0770 
 2013.7525   131.0510     0.0760 
 2013.7553   129.5260     0.0750 
 2013.7580   128.5350     0.0740 
 2013.7607   127.8560     0.0750 
 2013.7635   126.6400     0.0750 
 2013.7662   124.8400     0.0750 
 2013.7689   123.1820     0.0750 
 2013.7717   121.8510     0.0750 
 2013.7744   120.4680     0.0760 
 2013.7772   118.7060     0.0750 
 2013.7799   116.8060     0.0750 
 2013.7826   115.1460     0.0750 
 2013.7854   113.8670     0.0740 
 2013.7881   112.8340     0.0740 
 2013.7908   111.7130     0.0740 
 2013.7936   110.2150     0.0740 
 2013.7963   108.2970     0.0730 
 2013.7991   106.0020     0.0730 
 2013.8018   103.7720     0.0730 
 2013.8045   101.7740     0.0730 
 2013.8073    99.9860     0.0730 
 2013.8100    98.5020     0.0730 
 2013.8128    96.8990     0.0730 
 2013.8155    95.0680     0.0730 
 2013.8182    93.4630     0.0740 
 2013.8210    92.4210     0.0740 
 2013.8237    91.8170     0.0750 
 2013.8264    91.1890     0.0750 
 2013.8292    90.4500     0.0750 
 2013.8319    89.4870     0.0760 
 2013.8347    88.1280     0.0770 
 2013.8374    86.7810     0.0770 
 2013.8401    85.5380     0.0750 
 2013.8429    84.3910     0.0740 
 2013.8456    83.1310     0.0740 
 2013.8483    81.9030     0.0730 
 2013.8511    81.0670     0.0730 
 2013.8538    79.8250     0.0730 
 2013.8566    77.9510     0.0730 
 2013.8593    76.2500     0.0730 
 2013.8620    74.8250     0.0730 
 2013.8648    73.7290     0.0720 
 2013.8675    73.0670     0.0720 
 2013.8702    72.5260     0.0720 
 2013.8730    71.7510     0.0730 
 2013.8757    70.2720     0.0730 
 2013.8785    68.3710     0.0740 
 2013.8812    66.6490     0.0740 
 2013.8839    65.1400     0.0740 
 2013.8867    63.6870     0.0740 
 2013.8894    62.3570     0.0750 
 2013.8922    61.4420     0.0750 
 2013.8949    60.8720     0.0750 
 2013.8976    60.1680     0.0750 
 2013.9004    59.4980     0.0750 
 2013.9031    59.0290     0.0740 
 2013.9058    58.4660     0.0740 
 2013.9086    57.8590     0.0740 
 2013.9113    57.5060     0.0740 
 2013.9141    57.5760     0.0750 
 2013.9168    57.8210     0.0750 
 2013.9195    57.7300     0.0750 
 2013.9223    57.2200     0.0750 
 2013.9250    56.9720     0.0750 
 2013.9277    57.0910     0.0740 
 2013.9305    57.0930     0.0740 
 2013.9332    56.9770     0.0740 
 2013.9360    56.9800     0.0750 
 2013.9387    57.1320     0.0760 
 2013.9414    57.0600     0.0750 
 2013.9442    56.8920     0.0750 
 2013.9469    56.8190     0.0740 
 2013.9496    56.4740     0.0740 
 2013.9524    55.7050     0.0750 
 2013.9551    54.5650     0.0750 
 2013.9579    53.1870     0.0760 
 2013.9606    51.6730     0.0760 
 2013.9633    49.9440     0.0760 
 2013.9661    48.3380     0.0760 
 2013.9688    47.0920     0.0760 
 2013.9716    46.0670     0.0760 
 2013.9743    45.1620     0.0760 
 2013.9770    44.2950     0.0760 
 2013.9798    43.5110     0.0750 
 2013.9825    42.6740     0.0760 
 2013.9852    41.8060     0.0760 
 2013.9880    41.0460     0.0760 
 2013.9907    40.4750     0.0760 
 2013.9935    40.0590     0.0750 
 2013.9962    39.5570     0.0750 
 2013.9989    38.9700     0.0750 
 2014.0017    38.6140     0.0720 
 2014.0044    38.3610     0.0720 
 2014.0071    37.7860     0.0730 
 2014.0099    37.1260     0.0730 
 2014.0126    36.6530     0.0720 
 2014.0154    36.0900     0.0730 
 2014.0181    35.2290     0.0720 
 2014.0208    34.3470     0.0710 
 2014.0236    33.9020     0.0710 
 2014.0263    33.5200     0.0710 
 2014.0290    32.7660     0.0720 
 2014.0318    31.6050     0.0720 
 2014.0345    30.3220     0.0720 
 2014.0373    29.3990     0.0710 
 2014.0400    28.5060     0.0710 
 2014.0427    27.4430     0.0720 
 2014.0455    26.5820     0.0720 
 2014.0482    25.8170     0.0730 
 2014.0510    24.7850     0.0730 
 2014.0537    23.8580     0.0720 
 2014.0564    23.7030     0.0720 
 2014.0592    24.0480     0.0720 
 2014.0619    24.3340     0.0730 
 2014.0646    24.4560     0.0730 
 2014.0674    24.3300     0.0730 
 2014.0701    24.1400     0.0730 
 2014.0729    24.1940     0.0720 
 2014.0756    24.3700     0.0720 
 2014.0783    24.4870     0.0720 
 2014.0811    24.4940     0.0720 
 2014.0838    24.2170     0.0730 
 2014.0865    23.7720     0.0730 
 2014.0893    23.5460     0.0730 
 2014.0920    23.5930     0.0720 
 2014.0948    23.7110     0.0720 
 2014.0975    23.9140     0.0710 
 2014.1002    24.3000     0.0710 
 2014.1030    24.4980     0.0720 
 2014.1057    24.4580     0.0720 
 2014.1084    24.3460     0.0720 
 2014.1112    24.1770     0.0720 
 2014.1139    23.9690     0.0710 
 2014.1167    23.4960     0.0710 
 2014.1194    22.7710     0.0720 
 2014.1221    22.0590     0.0710 
 2014.1249    21.4580     0.0710 
 2014.1276    20.9860     0.0720 
 2014.1304    20.4090     0.0720 
 2014.1331    19.8530     0.0720 
 2014.1358    19.8390     0.0720 
 2014.1386    20.0810     0.0710 
 2014.1413    20.2930     0.0710 
 2014.1440    20.5160     0.0710 
 2014.1468    20.6450     0.0710 
 2014.1495    20.3790     0.0710 
 2014.1523    19.5640     0.0720 
 2014.1550    18.8100     0.0720 
 2014.1577    18.7970     0.0730 
 2014.1605    19.2580     0.0730 
 2014.1632    19.7940     0.0730 
 2014.1659    20.1950     0.0740 
 2014.1687    20.4100     0.0740 
 2014.1714    20.4610     0.0750 
 2014.1742    20.3940     0.0750 
 2014.1769    20.3900     0.0750 
 2014.1796    20.3080     0.0750 
 2014.1824    20.1180     0.0760 
 2014.1851    19.8540     0.0740 
 2014.1878    19.5050     0.0740 
 2014.1906    19.2740     0.0730 
 2014.1933    19.5010     0.0730 
 2014.1961    20.3000     0.0740 
 2014.1988    21.4210     0.0740 
 2014.2015    22.5130     0.0740 
 2014.2043    23.5840     0.0750 
 2014.2070    24.3970     0.0760 
 2014.2097    24.8520     0.0760 
 2014.2125    25.3350     0.0760 
 2014.2152    26.1840     0.0760 
 2014.2180    27.3280     0.0760 
 2014.2207    28.3200     0.0750 
 2014.2234    29.4410     0.0750 
 2014.2262    30.8440     0.0740 
