   DATE        X           sigma  
 2000.0000    43.2610     0.0840 
 2000.0027    43.5020     0.0800 
 2000.0055    43.6040     0.0780 
 2000.0082    43.4170     0.0770 
 2000.0110    43.1050     0.0760 
 2000.0137    43.0960     0.0770 
 2000.0164    43.4720     0.0790 
 2000.0192    43.7700     0.0790 
 2000.0219    43.7500     0.0780 
 2000.0246    43.5940     0.0780 
 2000.0274    43.7140     0.0800 
 2000.0301    44.1900     0.0820 
 2000.0329    45.1210     0.0840 
 2000.0356    46.4990     0.0860 
 2000.0383    47.6590     0.0830 
 2000.0411    48.5220     0.0820 
 2000.0438    49.4190     0.0840 
 2000.0465    50.6420     0.0840 
 2000.0493    51.9810     0.0830 
 2000.0520    53.1750     0.0850 
 2000.0548    54.2430     0.0870 
 2000.0575    55.1080     0.0870 
 2000.0602    55.7830     0.0870 
 2000.0630    56.2070     0.0870 
 2000.0657    56.4710     0.0840 
 2000.0684    56.6410     0.0810 
 2000.0712    56.9660     0.0830 
 2000.0739    57.3140     0.0870 
 2000.0767    57.2510     0.0920 
 2000.0794    57.0300     0.0920 
 2000.0821    56.9670     0.0890 
 2000.0849    56.9630     0.0870 
 2000.0876    57.1650     0.0850 
 2000.0904    57.6700     0.0840 
 2000.0931    58.2560     0.0840 
 2000.0958    59.0110     0.0840 
 2000.0986    60.0070     0.0840 
 2000.1013    61.1020     0.0840 
 2000.1040    62.1860     0.0860 
 2000.1068    63.4600     0.0850 
 2000.1095    64.7960     0.0830 
 2000.1123    65.8320     0.0840 
 2000.1150    66.2540     0.0860 
 2000.1177    66.1950     0.0850 
 2000.1205    66.0500     0.0840 
 2000.1232    66.0500     0.0850 
 2000.1259    66.5950     0.0840 
 2000.1287    67.3920     0.0840 
 2000.1314    68.0310     0.0840 
 2000.1342    68.5200     0.0830 
 2000.1369    69.0110     0.0840 
 2000.1396    69.2320     0.0860 
 2000.1424    69.0780     0.0850 
 2000.1451    68.8400     0.0820 
 2000.1478    68.4600     0.0800 
 2000.1506    67.9250     0.0810 
 2000.1533    67.4580     0.0840 
 2000.1561    67.0060     0.0870 
 2000.1588    66.6280     0.0850 
 2000.1615    66.4670     0.0840 
 2000.1643    66.3780     0.0840 
 2000.1670    66.5490     0.0820 
 2000.1698    67.1190     0.0810 
 2000.1725    67.7410     0.0820 
 2000.1752    67.9680     0.0830 
 2000.1780    68.0940     0.0830 
 2000.1807    68.5000     0.0840 
 2000.1834    68.8850     0.0840 
 2000.1862    69.2940     0.0830 
 2000.1889    70.2220     0.0840 
 2000.1917    71.6860     0.0840 
 2000.1944    73.0430     0.0860 
 2000.1971    73.9580     0.0880 
 2000.1999    74.5100     0.0890 
 2000.2026    74.6940     0.0890 
 2000.2053    74.7820     0.0890 
 2000.2081    74.6070     0.0910 
 2000.2108    74.2370     0.0890 
 2000.2136    73.9580     0.0870 
 2000.2163    73.7580     0.0850 
 2000.2190    73.8780     0.0870 
 2000.2218    74.0390     0.0870 
 2000.2245    74.0290     0.0860 
 2000.2272    74.0060     0.0870 
 2000.2300    73.8050     0.0880 
 2000.2327    73.4340     0.0900 
 2000.2355    73.1010     0.0920 
 2000.2382    72.7810     0.0910 
 2000.2409    72.7240     0.0890 
 2000.2437    73.3910     0.0890 
 2000.2464    74.4120     0.0900 
 2000.2491    75.2200     0.0880 
 2000.2519    75.7500     0.0860 
 2000.2546    76.4600     0.0850 
 2000.2574    77.1160     0.0850 
 2000.2601    77.1740     0.0860 
 2000.2628    77.0610     0.0850 
 2000.2656    77.2840     0.0840 
 2000.2683    77.6620     0.0840 
 2000.2711    77.8050     0.0850 
 2000.2738    78.1630     0.0840 
 2000.2765    79.1160     0.0820 
 2000.2793    80.3070     0.0810 
 2000.2820    81.4120     0.0800 
 2000.2847    82.0080     0.0790 
 2000.2875    82.0790     0.0790 
 2000.2902    82.1510     0.0780 
 2000.2930    82.3210     0.0770 
 2000.2957    82.4450     0.0760 
 2000.2984    82.3430     0.0750 
 2000.3012    82.3840     0.0760 
 2000.3039    82.5650     0.0760 
 2000.3066    82.5860     0.0770 
 2000.3094    82.8270     0.0770 
 2000.3121    83.3950     0.0780 
 2000.3149    84.1390     0.0780 
 2000.3176    84.9890     0.0760 
 2000.3203    85.8410     0.0750 
 2000.3231    86.6360     0.0740 
 2000.3258    87.4290     0.0750 
 2000.3285    88.3190     0.0750 
 2000.3313    89.1010     0.0740 
 2000.3340    89.6290     0.0740 
 2000.3368    90.0050     0.0750 
 2000.3395    89.9200     0.0740 
 2000.3422    89.5380     0.0730 
 2000.3450    89.1600     0.0720 
 2000.3477    88.6000     0.0730 
 2000.3505    87.9760     0.0730 
 2000.3532    87.5870     0.0730 
 2000.3559    87.3640     0.0740 
 2000.3587    87.4680     0.0740 
 2000.3614    88.0820     0.0730 
 2000.3641    88.8660     0.0720 
 2000.3669    89.5270     0.0720 
 2000.3696    90.1230     0.0730 
 2000.3724    90.6340     0.0740 
 2000.3751    91.0060     0.0740 
 2000.3778    91.5370     0.0720 
 2000.3806    92.3280     0.0730 
 2000.3833    93.2980     0.0730 
 2000.3860    94.1140     0.0720 
 2000.3888    94.5890     0.0710 
 2000.3915    94.7080     0.0710 
 2000.3943    94.8640     0.0710 
 2000.3970    95.4110     0.0720 
 2000.3997    96.2120     0.0720 
 2000.4025    97.3930     0.0720 
 2000.4052    98.9890     0.0720 
 2000.4079   100.7650     0.0720 
 2000.4107   102.3830     0.0710 
 2000.4134   103.7900     0.0710 
 2000.4162   105.1170     0.0710 
 2000.4189   106.4550     0.0710 
 2000.4216   107.7840     0.0730 
 2000.4244   108.8580     0.0730 
 2000.4271   109.8850     0.0730 
 2000.4299   111.0010     0.0730 
 2000.4326   111.9510     0.0730 
 2000.4353   112.5510     0.0730 
 2000.4381   112.6220     0.0740 
 2000.4408   112.5360     0.0730 
 2000.4435   112.7320     0.0720 
 2000.4463   113.1920     0.0730 
 2000.4490   113.5180     0.0740 
 2000.4518   113.7060     0.0750 
 2000.4545   113.7290     0.0770 
 2000.4572   113.1780     0.0760 
 2000.4600   112.2230     0.0750 
 2000.4627   111.0830     0.0740 
 2000.4654   109.9380     0.0740 
 2000.4682   108.9400     0.0730 
 2000.4709   108.2300     0.0720 
 2000.4737   107.8090     0.0720 
 2000.4764   107.6580     0.0720 
 2000.4791   107.8910     0.0720 
 2000.4819   108.2620     0.0730 
 2000.4846   108.6100     0.0730 
 2000.4873   109.0430     0.0730 
 2000.4901   109.6100     0.0730 
 2000.4928   110.1420     0.0730 
 2000.4956   110.3030     0.0730 
 2000.4983   110.2440     0.0730 
 2000.5010   110.0710     0.0730 
 2000.5038   109.6390     0.0730 
 2000.5065   109.0510     0.0720 
 2000.5093   108.2840     0.0720 
 2000.5120   107.4740     0.0720 
 2000.5147   107.0800     0.0710 
 2000.5175   106.9310     0.0720 
 2000.5202   106.4110     0.0740 
 2000.5229   105.5270     0.0760 
 2000.5257   104.5290     0.0760 
 2000.5284   103.6710     0.0740 
 2000.5312   102.9340     0.0730 
 2000.5339   102.2040     0.0740 
 2000.5366   101.2730     0.0750 
 2000.5394   100.1510     0.0740 
 2000.5421    99.2730     0.0740 
 2000.5448    98.3160     0.0740 
 2000.5476    97.1430     0.0740 
 2000.5503    96.0540     0.0740 
 2000.5531    94.8880     0.0730 
 2000.5558    93.5040     0.0730 
 2000.5585    92.1730     0.0730 
 2000.5613    91.3100     0.0730 
 2000.5640    90.8230     0.0730 
 2000.5667    90.4880     0.0730 
 2000.5695    90.2950     0.0730 
 2000.5722    89.8990     0.0740 
 2000.5750    89.1270     0.0750 
 2000.5777    88.3540     0.0750 
 2000.5804    87.6440     0.0740 
 2000.5832    86.9770     0.0740 
 2000.5859    86.4030     0.0740 
 2000.5887    85.9230     0.0750 
 2000.5914    85.3770     0.0760 
 2000.5941    84.6860     0.0770 
 2000.5969    83.9700     0.0770 
 2000.5996    83.2680     0.0770 
 2000.6023    82.3690     0.0760 
 2000.6051    81.2710     0.0760 
 2000.6078    79.9980     0.0760 
 2000.6106    78.3400     0.0770 
 2000.6133    76.6270     0.0760 
 2000.6160    75.0550     0.0750 
 2000.6188    73.6690     0.0760 
 2000.6215    72.6490     0.0760 
 2000.6242    72.0080     0.0760 
 2000.6270    71.3370     0.0760 
 2000.6297    70.4300     0.0760 
 2000.6325    69.1810     0.0750 
 2000.6352    67.5870     0.0740 
 2000.6379    65.8860     0.0740 
 2000.6407    63.9890     0.0760 
 2000.6434    62.1660     0.0770 
 2000.6461    60.6010     0.0780 
 2000.6489    59.1150     0.0790 
 2000.6516    57.4240     0.0770 
 2000.6544    55.6110     0.0760 
 2000.6571    53.8670     0.0760 
 2000.6598    52.3650     0.0770 
 2000.6626    51.2040     0.0780 
 2000.6653    50.1440     0.0770 
 2000.6680    49.1390     0.0770 
 2000.6708    48.0150     0.0770 
 2000.6735    46.7440     0.0780 
 2000.6763    45.2070     0.0780 
 2000.6790    43.4000     0.0770 
 2000.6817    41.3820     0.0780 
 2000.6845    39.0360     0.0770 
 2000.6872    36.6720     0.0750 
 2000.6900    34.2300     0.0740 
 2000.6927    31.8600     0.0740 
 2000.6954    29.8680     0.0740 
 2000.6982    27.8140     0.0740 
 2000.7009    25.1720     0.0740 
 2000.7036    22.1300     0.0740 
 2000.7064    19.2280     0.0730 
 2000.7091    16.9110     0.0730 
 2000.7119    15.2080     0.0730 
 2000.7146    13.7480     0.0730 
 2000.7173    12.3360     0.0720 
 2000.7201    10.7200     0.0720 
 2000.7228     8.8770     0.0730 
 2000.7255     6.9740     0.0730 
 2000.7283     5.4200     0.0720 
 2000.7310     4.1870     0.0720 
 2000.7338     2.9660     0.0720 
 2000.7365     1.7830     0.0720 
 2000.7392     0.6670     0.0720 
 2000.7420    -0.6060     0.0720 
 2000.7447    -2.3050     0.0720 
 2000.7474    -4.2170     0.0720 
 2000.7502    -5.7990     0.0720 
 2000.7529    -7.2300     0.0730 
 2000.7557    -9.1150     0.0740 
 2000.7584   -11.2050     0.0740 
 2000.7611   -13.0370     0.0740 
 2000.7639   -14.6200     0.0740 
 2000.7666   -16.1110     0.0740 
 2000.7694   -17.5750     0.0740 
 2000.7721   -19.0400     0.0740 
 2000.7748   -20.5050     0.0750 
 2000.7776   -21.7890     0.0750 
 2000.7803   -22.8960     0.0740 
 2000.7830   -24.3300     0.0730 
 2000.7858   -26.1900     0.0730 
 2000.7885   -28.2230     0.0730 
 2000.7913   -30.3420     0.0740 
 2000.7940   -32.2260     0.0760 
 2000.7967   -33.9290     0.0760 
 2000.7995   -35.6800     0.0750 
 2000.8022   -37.4340     0.0740 
 2000.8049   -39.1030     0.0730 
 2000.8077   -40.5830     0.0740 
 2000.8104   -42.0360     0.0740 
 2000.8132   -43.2960     0.0750 
 2000.8159   -44.3300     0.0750 
 2000.8186   -45.5460     0.0750 
 2000.8214   -46.9410     0.0760 
 2000.8241   -48.2530     0.0760 
 2000.8268   -49.2390     0.0750 
 2000.8296   -50.0680     0.0750 
 2000.8323   -51.1310     0.0740 
 2000.8351   -52.4000     0.0730 
 2000.8378   -53.7170     0.0730 
 2000.8405   -55.1330     0.0740 
 2000.8433   -56.4580     0.0740 
 2000.8460   -57.7230     0.0740 
 2000.8488   -59.2340     0.0750 
 2000.8515   -60.7520     0.0750 
 2000.8542   -62.2060     0.0750 
 2000.8570   -63.7430     0.0770 
 2000.8597   -65.1070     0.0770 
 2000.8624   -65.9870     0.0740 
 2000.8652   -66.2700     0.0730 
 2000.8679   -66.4800     0.0720 
 2000.8707   -67.4100     0.0720 
 2000.8734   -69.1650     0.0710 
 2000.8761   -71.2100     0.0710 
 2000.8789   -73.1160     0.0710 
 2000.8816   -74.6990     0.0720 
 2000.8843   -75.6280     0.0740 
 2000.8871   -75.8910     0.0740 
 2000.8898   -75.8490     0.0730 
 2000.8926   -75.8780     0.0730 
 2000.8953   -76.1600     0.0730 
 2000.8980   -76.5940     0.0740 
 2000.9008   -77.1180     0.0750 
 2000.9035   -77.7260     0.0740 
 2000.9062   -78.4430     0.0740 
 2000.9090   -79.0450     0.0740 
 2000.9117   -79.3250     0.0740 
 2000.9145   -79.6040     0.0730 
 2000.9172   -80.1300     0.0740 
 2000.9199   -80.6410     0.0750 
 2000.9227   -80.8450     0.0770 
 2000.9254   -80.9660     0.0800 
 2000.9282   -81.2730     0.0810 
 2000.9309   -81.7920     0.0790 
 2000.9336   -82.3310     0.0780 
 2000.9364   -82.8330     0.0760 
 2000.9391   -83.3760     0.0750 
 2000.9418   -83.7430     0.0730 
 2000.9446   -83.8340     0.0720 
 2000.9473   -83.5530     0.0720 
 2000.9501   -82.6460     0.0730 
 2000.9528   -81.3960     0.0730 
 2000.9555   -80.1680     0.0740 
 2000.9583   -79.0690     0.0740 
 2000.9610   -78.1870     0.0730 
 2000.9637   -77.8890     0.0740 
 2000.9665   -78.2200     0.0770 
 2000.9692   -78.6170     0.0770 
 2000.9720   -78.7360     0.0750 
 2000.9747   -78.4580     0.0750 
 2000.9774   -78.0240     0.0760 
 2000.9802   -77.6000     0.0750 
 2000.9829   -77.1060     0.0750 
 2000.9856   -76.6040     0.0760 
 2000.9884   -76.3360     0.0760 
 2000.9911   -76.0720     0.0770 
 2000.9939   -75.4980     0.0760 
 2000.9966   -74.8880     0.0740 
 2000.9993   -74.2420     0.0730 
 2001.0021   -73.5090     0.0730 
 2001.0048   -72.6450     0.0730 
 2001.0076   -71.6730     0.0730 
 2001.0103   -71.0560     0.0730 
 2001.0130   -70.7410     0.0740 
 2001.0158   -70.3910     0.0740 
 2001.0185   -70.1500     0.0730 
 2001.0212   -70.2110     0.0720 
 2001.0240   -70.1970     0.0710 
 2001.0267   -69.8740     0.0710 
 2001.0295   -69.3230     0.0700 
 2001.0322   -68.4800     0.0710 
 2001.0349   -67.4860     0.0720 
 2001.0377   -66.4960     0.0730 
 2001.0404   -65.3900     0.0730 
 2001.0431   -64.0530     0.0740 
 2001.0459   -62.6890     0.0730 
 2001.0486   -61.4880     0.0720 
 2001.0514   -60.3290     0.0720 
 2001.0541   -59.2280     0.0720 
 2001.0568   -58.1280     0.0730 
 2001.0596   -56.7950     0.0730 
 2001.0623   -55.4040     0.0750 
 2001.0650   -53.9910     0.0760 
 2001.0678   -52.2610     0.0750 
 2001.0705   -50.5090     0.0740 
 2001.0733   -49.1050     0.0740 
 2001.0760   -47.5440     0.0760 
 2001.0787   -45.6000     0.0760 
 2001.0815   -43.7040     0.0750 
 2001.0842   -42.1250     0.0750 
 2001.0870   -40.6560     0.0760 
 2001.0897   -39.0900     0.0730 
 2001.0924   -37.6790     0.0720 
 2001.0952   -36.0800     0.0730 
 2001.0979   -34.1080     0.0730 
 2001.1006   -32.1850     0.0730 
 2001.1034   -30.3690     0.0720 
 2001.1061   -28.4870     0.0720 
 2001.1089   -26.5650     0.0730 
 2001.1116   -24.7420     0.0740 
 2001.1143   -23.4270     0.0780 
 2001.1171   -22.3770     0.0810 
 2001.1198   -20.9240     0.0810 
 2001.1225   -19.2850     0.0780 
 2001.1253   -17.6590     0.0770 
 2001.1280   -15.9280     0.0780 
 2001.1308   -14.0630     0.0770 
 2001.1335   -12.3110     0.0760 
 2001.1362   -10.5140     0.0740 
 2001.1390    -8.2700     0.0730 
 2001.1417    -5.5310     0.0740 
 2001.1444    -2.3350     0.0760 
 2001.1472     1.0060     0.0780 
 2001.1499     4.0910     0.0800 
 2001.1527     6.8510     0.0790 
 2001.1554     9.4640     0.0780 
 2001.1581    11.9900     0.0790 
 2001.1609    14.3630     0.0780 
 2001.1636    16.1660     0.0770 
 2001.1663    17.2910     0.0770 
 2001.1691    18.5210     0.0780 
 2001.1718    20.4210     0.0790 
 2001.1746    22.6110     0.0820 
 2001.1773    24.5050     0.0800 
 2001.1800    26.4390     0.0770 
 2001.1828    28.6880     0.0790 
 2001.1855    31.0680     0.0780 
 2001.1883    33.3620     0.0760 
 2001.1910    35.5690     0.0780 
 2001.1937    38.0390     0.0800 
 2001.1965    40.9330     0.0770 
 2001.1992    43.8630     0.0770 
 2001.2019    46.4130     0.0790 
 2001.2047    48.6730     0.0820 
 2001.2074    50.9940     0.0830 
 2001.2102    53.5510     0.0790 
 2001.2129    56.3180     0.0770 
 2001.2156    59.0680     0.0760 
 2001.2184    61.7160     0.0760 
 2001.2211    64.5290     0.0780 
 2001.2238    67.3630     0.0810 
 2001.2266    70.2600     0.0810 
 2001.2293    73.3410     0.0810 
 2001.2321    76.3500     0.0820 
 2001.2348    79.1770     0.0820 
 2001.2375    81.7220     0.0830 
 2001.2403    84.0320     0.0850 
 2001.2430    86.3270     0.0850 
 2001.2457    88.5870     0.0830 
 2001.2485    90.6640     0.0810 
 2001.2512    92.6940     0.0810 
 2001.2540    94.7600     0.0800 
 2001.2567    96.8710     0.0790 
 2001.2594    99.1040     0.0800 
 2001.2622   101.5610     0.0810 
 2001.2649   104.2840     0.0800 
 2001.2677   106.6880     0.0780 
 2001.2704   108.5270     0.0770 
 2001.2731   110.4930     0.0760 
 2001.2759   113.0020     0.0760 
 2001.2786   115.9090     0.0750 
 2001.2813   118.5860     0.0740 
 2001.2841   121.0060     0.0730 
 2001.2868   123.6840     0.0730 
 2001.2896   126.5520     0.0730 
 2001.2923   129.6370     0.0750 
 2001.2950   132.9660     0.0770 
 2001.2978   136.3210     0.0750 
 2001.3005   139.4780     0.0740 
 2001.3032   142.3560     0.0750 
 2001.3060   145.0000     0.0770 
 2001.3087   147.3800     0.0750 
 2001.3115   149.3160     0.0740 
 2001.3142   151.1830     0.0740 
 2001.3169   153.4900     0.0750 
 2001.3197   155.8320     0.0770 
 2001.3224   157.8590     0.0780 
 2001.3251   159.6530     0.0790 
 2001.3279   161.4600     0.0800 
 2001.3306   163.3360     0.0780 
 2001.3334   165.1400     0.0770 
 2001.3361   167.2030     0.0760 
 2001.3388   169.5460     0.0760 
 2001.3416   171.7680     0.0760 
 2001.3443   173.6750     0.0750 
 2001.3471   175.7670     0.0740 
 2001.3498   178.4130     0.0730 
 2001.3525   181.2050     0.0730 
 2001.3553   183.8850     0.0740 
 2001.3580   186.5490     0.0730 
 2001.3607   189.1600     0.0700 
 2001.3635   191.4230     0.0690 
 2001.3662   193.3000     0.0690 
 2001.3690   195.0040     0.0690 
 2001.3717   196.7600     0.0680 
 2001.3744   198.6520     0.0680 
 2001.3772   200.8620     0.0680 
 2001.3799   203.2050     0.0680 
 2001.3826   205.1880     0.0690 
 2001.3854   206.9760     0.0710 
 2001.3881   208.8490     0.0710 
 2001.3909   210.5370     0.0710 
 2001.3936   211.9790     0.0720 
 2001.3963   213.3700     0.0730 
 2001.3991   214.6900     0.0730 
 2001.4018   215.9420     0.0730 
 2001.4045   217.3430     0.0730 
 2001.4073   219.0680     0.0730 
 2001.4100   220.9880     0.0720 
 2001.4128   222.8600     0.0710 
 2001.4155   224.4480     0.0710 
 2001.4182   225.8800     0.0720 
 2001.4210   227.2990     0.0720 
 2001.4237   228.7640     0.0710 
 2001.4265   230.5140     0.0710 
 2001.4292   232.4680     0.0720 
 2001.4319   234.5010     0.0720 
 2001.4347   236.4530     0.0730 
 2001.4374   237.9970     0.0730 
 2001.4401   239.1920     0.0710 
 2001.4429   240.1830     0.0710 
 2001.4456   241.0600     0.0740 
 2001.4484   242.0170     0.0740 
 2001.4511   243.2490     0.0720 
 2001.4538   244.8400     0.0720 
 2001.4566   246.3230     0.0730 
 2001.4593   247.3980     0.0730 
 2001.4620   248.2360     0.0720 
 2001.4648   248.5550     0.0730 
 2001.4675   248.3730     0.0740 
 2001.4703   248.3220     0.0740 
 2001.4730   248.4740     0.0720 
 2001.4757   248.6970     0.0700 
 2001.4785   248.9850     0.0710 
 2001.4812   249.5590     0.0730 
 2001.4839   250.4850     0.0730 
 2001.4867   251.3570     0.0750 
 2001.4894   252.0110     0.0760 
 2001.4922   252.4610     0.0740 
 2001.4949   253.0710     0.0730 
 2001.4976   253.8130     0.0750 
 2001.5004   253.9870     0.0750 
 2001.5031   253.8710     0.0730 
 2001.5059   254.1850     0.0720 
 2001.5086   254.2770     0.0730 
 2001.5113   253.9120     0.0740 
 2001.5141   253.5390     0.0740 
 2001.5168   252.7050     0.0740 
 2001.5195   251.7860     0.0740 
 2001.5223   251.7180     0.0720 
 2001.5250   251.9000     0.0700 
 2001.5278   251.5250     0.0690 
 2001.5305   250.9660     0.0700 
 2001.5332   250.3680     0.0720 
 2001.5360   249.4520     0.0720 
 2001.5387   248.4900     0.0720 
 2001.5414   248.0090     0.0720 
 2001.5442   247.9810     0.0710 
 2001.5469   247.9020     0.0720 
 2001.5497   247.6150     0.0740 
 2001.5524   247.0970     0.0730 
 2001.5551   246.2960     0.0700 
 2001.5579   245.2860     0.0700 
 2001.5606   244.3170     0.0700 
 2001.5633   243.6380     0.0720 
 2001.5661   243.0250     0.0750 
 2001.5688   242.0580     0.0770 
 2001.5716   240.6940     0.0770 
 2001.5743   239.0350     0.0780 
 2001.5770   237.2690     0.0790 
 2001.5798   235.8590     0.0770 
 2001.5825   234.7620     0.0730 
 2001.5852   233.2900     0.0720 
 2001.5880   230.9720     0.0730 
 2001.5907   228.2390     0.0760 
 2001.5935   225.8650     0.0780 
 2001.5962   223.8380     0.0780 
 2001.5989   221.8540     0.0770 
 2001.6017   219.6660     0.0760 
 2001.6044   217.1140     0.0770 
 2001.6072   214.2730     0.0780 
 2001.6099   211.2730     0.0770 
 2001.6126   208.4600     0.0770 
 2001.6154   206.0180     0.0760 
 2001.6181   203.6920     0.0760 
 2001.6208   201.1880     0.0770 
 2001.6236   198.5400     0.0760 
 2001.6263   195.9930     0.0740 
 2001.6291   193.4360     0.0740 
 2001.6318   191.0040     0.0740 
 2001.6345   188.7920     0.0750 
 2001.6373   186.5080     0.0770 
 2001.6400   183.9450     0.0770 
 2001.6427   181.2080     0.0760 
 2001.6455   178.6780     0.0790 
 2001.6482   176.4750     0.0800 
 2001.6510   174.4500     0.0810 
 2001.6537   172.4550     0.0810 
 2001.6564   170.5220     0.0800 
 2001.6592   168.3970     0.0800 
 2001.6619   165.9950     0.0800 
 2001.6646   163.2770     0.0810 
 2001.6674   160.2240     0.0810 
 2001.6701   157.0860     0.0800 
 2001.6729   153.9450     0.0790 
 2001.6756   150.8530     0.0790 
 2001.6783   147.6410     0.0810 
 2001.6811   144.5490     0.0810 
 2001.6838   141.8580     0.0780 
 2001.6866   139.4830     0.0800 
 2001.6893   137.2220     0.0810 
 2001.6920   134.8000     0.0780 
 2001.6948   132.0300     0.0760 
 2001.6975   128.8920     0.0740 
 2001.7002   125.7530     0.0730 
 2001.7030   122.4690     0.0740 
 2001.7057   118.8450     0.0760 
 2001.7085   115.1110     0.0750 
 2001.7112   111.6510     0.0750 
 2001.7139   108.2520     0.0760 
 2001.7167   104.6850     0.0760 
 2001.7194   101.2320     0.0780 
 2001.7221    97.8460     0.0790 
 2001.7249    94.5150     0.0790 
 2001.7276    91.4440     0.0780 
 2001.7304    88.5540     0.0780 
 2001.7331    85.5570     0.0790 
 2001.7358    82.3510     0.0770 
 2001.7386    78.9650     0.0750 
 2001.7413    75.3840     0.0740 
 2001.7440    71.8480     0.0730 
 2001.7468    68.6550     0.0740 
 2001.7495    65.4160     0.0740 
 2001.7523    61.6890     0.0750 
 2001.7550    57.9220     0.0760 
 2001.7577    54.8260     0.0760 
 2001.7605    52.0600     0.0780 
 2001.7632    49.0270     0.0770 
 2001.7660    46.0200     0.0760 
 2001.7687    43.0710     0.0760 
 2001.7714    39.8470     0.0750 
 2001.7742    36.1350     0.0750 
 2001.7769    31.8780     0.0750 
 2001.7796    27.4130     0.0760 
 2001.7824    23.1210     0.0740 
 2001.7851    19.3470     0.0730 
 2001.7879    15.9430     0.0730 
 2001.7906    12.7820     0.0730 
 2001.7933     9.8140     0.0730 
 2001.7961     6.6800     0.0740 
 2001.7988     3.1380     0.0760 
 2001.8015    -0.6270     0.0760 
 2001.8043    -4.5040     0.0750 
 2001.8070    -8.5840     0.0770 
 2001.8098   -12.6550     0.0770 
 2001.8125   -16.5170     0.0750 
 2001.8152   -20.1140     0.0770 
 2001.8180   -23.5450     0.0790 
 2001.8207   -27.0000     0.0790 
 2001.8234   -30.3570     0.0780 
 2001.8262   -33.4410     0.0760 
 2001.8289   -36.4780     0.0730 
 2001.8317   -39.6560     0.0730 
 2001.8344   -42.9900     0.0740 
 2001.8371   -46.6060     0.0740 
 2001.8399   -50.4080     0.0740 
 2001.8426   -53.9610     0.0740 
 2001.8454   -56.8900     0.0740 
 2001.8481   -59.3600     0.0730 
 2001.8508   -61.6400     0.0740 
 2001.8536   -63.5510     0.0760 
 2001.8563   -65.4900     0.0770 
 2001.8590   -67.8230     0.0750 
 2001.8618   -69.8920     0.0740 
 2001.8645   -71.5300     0.0740 
 2001.8673   -73.3090     0.0750 
 2001.8700   -75.4240     0.0760 
 2001.8727   -77.9070     0.0760 
 2001.8755   -80.4530     0.0750 
 2001.8782   -82.6200     0.0730 
 2001.8809   -84.5470     0.0720 
 2001.8837   -86.6120     0.0730 
 2001.8864   -88.9470     0.0730 
 2001.8892   -91.6210     0.0740 
 2001.8919   -94.4640     0.0740 
 2001.8946   -97.4260     0.0740 
 2001.8974  -100.6180     0.0740 
 2001.9001  -103.6040     0.0730 
 2001.9028  -106.0530     0.0730 
 2001.9056  -108.1230     0.0740 
 2001.9083  -110.1960     0.0750 
 2001.9111  -112.5620     0.0740 
 2001.9138  -115.3220     0.0730 
 2001.9165  -118.4400     0.0740 
 2001.9193  -121.6500     0.0740 
 2001.9220  -124.5250     0.0750 
 2001.9248  -127.1050     0.0750 
 2001.9275  -129.4740     0.0730 
 2001.9302  -131.7960     0.0730 
 2001.9330  -134.5470     0.0730 
 2001.9357  -137.7910     0.0740 
 2001.9384  -141.0000     0.0740 
 2001.9412  -143.8510     0.0750 
 2001.9439  -146.7580     0.0780 
 2001.9467  -149.8550     0.0800 
 2001.9494  -152.7040     0.0770 
 2001.9521  -155.2330     0.0750 
 2001.9549  -157.7270     0.0760 
 2001.9576  -160.0160     0.0770 
 2001.9603  -162.0080     0.0760 
 2001.9631  -163.9280     0.0740 
 2001.9658  -165.9540     0.0730 
 2001.9686  -167.8750     0.0720 
 2001.9713  -169.2520     0.0740 
 2001.9740  -170.3370     0.0740 
 2001.9768  -171.3960     0.0740 
 2001.9795  -172.1340     0.0760 
 2001.9822  -172.6690     0.0770 
 2001.9850  -173.0760     0.0760 
 2001.9877  -173.6110     0.0750 
 2001.9905  -174.5910     0.0740 
 2001.9932  -175.3910     0.0740 
 2001.9959  -176.0120     0.0730 
 2001.9987  -176.6670     0.0730 
 2002.0014  -177.0350     0.0750 
 2002.0041  -177.5430     0.0730 
 2002.0069  -178.3660     0.0730 
 2002.0096  -179.0590     0.0760 
 2002.0124  -179.5880     0.0760 
 2002.0151  -180.0500     0.0750 
 2002.0178  -180.6760     0.0760 
 2002.0206  -181.6870     0.0760 
 2002.0233  -182.7080     0.0760 
 2002.0261  -183.0900     0.0770 
 2002.0288  -182.9620     0.0770 
 2002.0315  -182.7200     0.0770 
 2002.0343  -182.2890     0.0800 
 2002.0370  -181.7060     0.0800 
 2002.0397  -181.2570     0.0810 
 2002.0425  -180.6440     0.0810 
 2002.0452  -179.8970     0.0770 
 2002.0480  -179.3310     0.0740 
 2002.0507  -178.7910     0.0730 
 2002.0534  -178.4190     0.0740 
 2002.0562  -178.1600     0.0750 
 2002.0589  -177.7130     0.0760 
 2002.0616  -177.0940     0.0740 
 2002.0644  -176.5290     0.0730 
 2002.0671  -175.8310     0.0720 
 2002.0699  -175.0650     0.0740 
 2002.0726  -174.3940     0.0770 
 2002.0753  -173.6470     0.0780 
 2002.0781  -172.9770     0.0770 
 2002.0808  -172.1640     0.0760 
 2002.0835  -170.7580     0.0770 
 2002.0863  -168.9990     0.0760 
