   DATE        X           sigma  
 2006.4615   314.6210     0.0580 
 2006.4642   313.4120     0.0580 
 2006.4669   312.2930     0.0580 
 2006.4697   311.2450     0.0580 
 2006.4724   310.3880     0.0560 
 2006.4752   309.5410     0.0560 
 2006.4779   308.4550     0.0560 
 2006.4806   307.2480     0.0560 
 2006.4834   306.0610     0.0560 
 2006.4861   304.9430     0.0560 
 2006.4888   303.8630     0.0560 
 2006.4916   302.6390     0.0560 
 2006.4943   301.2540     0.0560 
 2006.4971   299.9450     0.0550 
 2006.4998   298.8450     0.0560 
 2006.5025   297.7250     0.0560 
 2006.5053   296.5140     0.0550 
 2006.5080   295.3710     0.0560 
 2006.5107   294.4940     0.0560 
 2006.5135   293.6090     0.0550 
 2006.5162   292.4110     0.0550 
 2006.5190   291.0940     0.0550 
 2006.5217   289.7390     0.0550 
 2006.5244   288.3310     0.0550 
 2006.5272   286.9260     0.0550 
 2006.5299   285.7360     0.0550 
 2006.5327   284.8880     0.0550 
 2006.5354   284.1510     0.0540 
 2006.5381   283.2100     0.0550 
 2006.5409   282.1150     0.0550 
 2006.5436   281.0900     0.0550 
 2006.5463   280.2560     0.0540 
 2006.5491   279.4820     0.0550 
 2006.5518   278.6900     0.0550 
 2006.5546   277.8250     0.0560 
 2006.5573   276.9010     0.0550 
 2006.5600   275.9030     0.0550 
 2006.5628   274.7020     0.0550 
 2006.5655   273.6230     0.0560 
 2006.5682   272.9230     0.0560 
 2006.5710   272.5400     0.0550 
 2006.5737   272.5330     0.0540 
 2006.5765   272.4450     0.0540 
 2006.5792   271.8240     0.0540 
 2006.5819   271.1510     0.0540 
 2006.5847   270.6000     0.0540 
 2006.5874   269.9180     0.0550 
 2006.5901   268.9850     0.0550 
 2006.5929   267.8200     0.0560 
 2006.5956   266.5110     0.0560 
 2006.5984   265.2330     0.0560 
 2006.6011   264.1910     0.0560 
 2006.6038   263.4990     0.0560 
 2006.6066   262.7700     0.0560 
 2006.6093   261.7990     0.0560 
 2006.6121   260.8510     0.0550 
 2006.6148   260.0530     0.0560 
 2006.6175   259.4370     0.0560 
 2006.6203   258.9790     0.0560 
 2006.6230   258.6430     0.0560 
 2006.6257   258.0940     0.0550 
 2006.6285   257.3590     0.0550 
 2006.6312   256.5750     0.0560 
 2006.6340   255.8960     0.0560 
 2006.6367   255.5070     0.0560 
 2006.6394   255.2600     0.0560 
 2006.6422   254.9370     0.0560 
 2006.6449   254.4370     0.0560 
 2006.6476   254.0670     0.0560 
 2006.6504   254.0390     0.0550 
 2006.6531   254.1770     0.0540 
 2006.6559   254.2290     0.0540 
 2006.6586   254.1520     0.0540 
 2006.6613   254.1450     0.0540 
 2006.6641   254.1390     0.0550 
 2006.6668   254.1900     0.0550 
 2006.6695   254.3000     0.0550 
 2006.6723   254.3730     0.0550 
 2006.6750   254.4180     0.0550 
 2006.6778   254.4250     0.0550 
 2006.6805   254.5160     0.0550 
 2006.6832   254.8310     0.0550 
 2006.6860   255.0860     0.0540 
 2006.6887   254.9260     0.0540 
 2006.6915   254.5820     0.0540 
 2006.6942   254.2000     0.0540 
 2006.6969   253.8570     0.0540 
 2006.6997   253.3670     0.0540 
 2006.7024   252.6770     0.0540 
 2006.7051   252.2260     0.0550 
 2006.7079   252.1570     0.0550 
 2006.7106   252.2160     0.0550 
 2006.7134   252.3140     0.0550 
 2006.7161   252.6940     0.0560 
 2006.7188   253.0400     0.0560 
 2006.7216   253.1780     0.0550 
 2006.7243   253.2670     0.0550 
 2006.7270   253.1120     0.0550 
 2006.7298   252.9170     0.0550 
 2006.7325   252.7030     0.0550 
 2006.7353   252.3490     0.0550 
 2006.7380   252.1350     0.0550 
 2006.7407   252.2010     0.0560 
 2006.7435   252.2930     0.0560 
 2006.7462   252.3840     0.0560 
 2006.7489   252.6320     0.0560 
 2006.7517   252.8460     0.0560 
 2006.7544   253.0640     0.0560 
 2006.7572   253.4400     0.0570 
 2006.7599   253.9050     0.0570 
 2006.7626   254.2680     0.0560 
 2006.7654   254.6690     0.0560 
 2006.7681   255.2770     0.0550 
 2006.7708   256.1980     0.0550 
 2006.7736   257.2240     0.0550 
 2006.7763   257.9160     0.0560 
 2006.7791   258.2150     0.0560 
 2006.7818   258.0270     0.0560 
 2006.7845   257.7300     0.0560 
 2006.7873   257.9650     0.0560 
 2006.7900   258.8190     0.0550 
 2006.7928   259.8120     0.0540 
 2006.7955   260.6410     0.0540 
 2006.7982   261.5190     0.0550 
 2006.8010   262.3140     0.0550 
 2006.8037   263.1180     0.0550 
 2006.8064   264.0740     0.0550 
 2006.8092   265.0920     0.0550 
 2006.8119   266.2830     0.0550 
 2006.8147   267.3280     0.0550 
 2006.8174   267.9970     0.0550 
 2006.8201   268.5890     0.0550 
 2006.8229   269.0800     0.0550 
 2006.8256   269.7030     0.0550 
 2006.8283   270.6900     0.0550 
 2006.8311   271.7540     0.0550 
 2006.8338   272.8810     0.0540 
 2006.8366   274.1570     0.0540 
 2006.8393   275.3060     0.0540 
 2006.8420   276.1050     0.0550 
 2006.8448   276.8770     0.0550 
 2006.8475   277.8360     0.0550 
 2006.8502   279.3610     0.0550 
 2006.8530   281.1270     0.0550 
 2006.8557   282.3600     0.0550 
 2006.8585   283.2630     0.0540 
 2006.8612   283.9960     0.0540 
 2006.8639   284.8060     0.0540 
 2006.8667   285.8090     0.0550 
 2006.8694   286.7710     0.0540 
 2006.8722   287.5360     0.0540 
 2006.8749   288.3380     0.0540 
 2006.8776   289.4060     0.0550 
 2006.8804   290.3760     0.0550 
 2006.8831   291.0470     0.0540 
 2006.8858   291.5890     0.0540 
 2006.8886   292.2500     0.0540 
 2006.8913   293.2020     0.0550 
 2006.8941   294.5950     0.0550 
 2006.8968   296.0990     0.0560 
 2006.8995   297.6120     0.0560 
 2006.9023   299.1360     0.0560 
 2006.9050   300.4720     0.0570 
 2006.9077   301.4450     0.0570 
 2006.9105   302.1770     0.0560 
 2006.9132   303.1670     0.0560 
 2006.9160   304.1700     0.0560 
 2006.9187   305.2230     0.0570 
 2006.9214   306.7880     0.0580 
 2006.9242   308.6470     0.0580 
 2006.9269   310.4550     0.0580 
 2006.9296   312.2970     0.0580 
 2006.9324   314.2790     0.0570 
 2006.9351   316.1920     0.0560 
 2006.9379   317.7070     0.0560 
 2006.9406   318.8450     0.0560 
 2006.9433   319.7550     0.0570 
 2006.9461   320.7840     0.0570 
 2006.9488   322.2510     0.0560 
 2006.9516   323.8020     0.0560 
 2006.9543   325.1940     0.0560 
 2006.9570   326.5600     0.0560 
 2006.9598   327.9910     0.0570 
 2006.9625   329.5200     0.0570 
 2006.9652   330.9880     0.0560 
 2006.9680   332.2200     0.0560 
 2006.9707   333.0900     0.0560 
 2006.9735   333.5850     0.0560 
 2006.9762   334.1890     0.0560 
 2006.9789   335.2730     0.0570 
 2006.9817   336.8750     0.0570 
 2006.9844   338.6560     0.0580 
 2006.9871   340.4160     0.0570 
 2006.9899   342.1540     0.0560 
 2006.9926   343.8580     0.0560 
 2006.9954   345.4190     0.0570 
 2006.9981   346.4660     0.0580 
 2007.0008   347.3830     0.0580 
 2007.0036   348.6100     0.0580 
 2007.0063   349.9660     0.0570 
 2007.0090   351.3040     0.0560 
 2007.0118   352.7080     0.0560 
 2007.0145   354.1880     0.0550 
 2007.0173   355.5870     0.0550 
 2007.0200   357.1540     0.0550 
 2007.0227   359.0720     0.0550 
 2007.0255   361.2300     0.0550 
 2007.0282   363.1170     0.0550 
 2007.0310   364.7130     0.0540 
 2007.0337   366.4610     0.0550 
 2007.0364   368.1610     0.0550 
 2007.0392   369.7490     0.0560 
 2007.0419   371.4560     0.0560 
 2007.0446   373.2480     0.0580 
 2007.0474   375.0230     0.0580 
 2007.0501   377.2650     0.0560 
 2007.0529   379.7630     0.0550 
 2007.0556   381.7140     0.0550 
 2007.0583   383.4050     0.0550 
 2007.0611   385.1470     0.0550 
 2007.0638   387.0190     0.0540 
 2007.0665   388.9230     0.0540 
 2007.0693   390.6080     0.0550 
 2007.0720   392.2550     0.0560 
 2007.0748   393.9350     0.0560 
 2007.0775   395.8010     0.0560 
 2007.0802   397.7950     0.0560 
 2007.0830   399.6030     0.0560 
 2007.0857   401.1040     0.0560 
 2007.0884   402.2050     0.0560 
 2007.0912   403.1020     0.0550 
 2007.0939   404.3090     0.0550 
 2007.0967   405.8890     0.0550 
 2007.0994   407.8740     0.0550 
 2007.1021   410.2410     0.0550 
 2007.1049   412.6830     0.0560 
 2007.1076   414.9630     0.0560 
 2007.1104   416.8630     0.0550 
 2007.1131   418.5170     0.0550 
 2007.1158   420.1900     0.0550 
 2007.1186   421.9430     0.0550 
 2007.1213   423.5900     0.0550 
 2007.1240   425.2360     0.0550 
 2007.1268   426.7610     0.0560 
 2007.1295   427.9400     0.0570 
 2007.1323   429.2120     0.0570 
 2007.1350   430.6140     0.0560 
 2007.1377   431.9750     0.0560 
 2007.1405   433.3320     0.0550 
 2007.1432   434.6130     0.0550 
 2007.1459   435.9640     0.0550 
 2007.1487   437.1260     0.0550 
 2007.1514   438.1370     0.0550 
 2007.1542   439.2840     0.0540 
 2007.1569   440.5430     0.0550 
 2007.1596   442.0790     0.0540 
 2007.1624   443.7580     0.0530 
 2007.1651   445.6260     0.0530 
 2007.1678   447.4540     0.0530 
 2007.1706   448.8600     0.0530 
 2007.1733   450.1360     0.0520 
 2007.1761   451.2880     0.0520 
 2007.1788   452.4250     0.0520 
 2007.1815   453.8320     0.0520 
 2007.1843   455.0510     0.0520 
 2007.1870   455.9960     0.0520 
 2007.1897   456.8910     0.0530 
 2007.1925   457.7260     0.0530 
 2007.1952   458.7460     0.0540 
 2007.1980   459.8920     0.0540 
 2007.2007   460.9750     0.0540 
 2007.2034   462.1470     0.0540 
 2007.2062   463.4210     0.0540 
 2007.2089   464.7450     0.0540 
 2007.2117   466.5920     0.0540 
 2007.2144   468.8900     0.0550 
 2007.2171   470.6750     0.0550 
 2007.2199   471.6850     0.0550 
 2007.2226   472.3570     0.0540 
 2007.2253   472.9800     0.0530 
 2007.2281   473.5180     0.0530 
 2007.2308   474.0970     0.0530 
 2007.2336   474.8460     0.0530 
 2007.2363   475.5850     0.0530 
 2007.2390   476.3050     0.0530 
 2007.2418   477.1620     0.0540 
 2007.2445   478.0600     0.0540 
 2007.2472   478.8570     0.0530 
 2007.2500   479.6790     0.0530 
 2007.2527   480.7640     0.0530 
 2007.2555   482.0390     0.0550 
 2007.2582   483.1590     0.0550 
 2007.2609   484.2040     0.0540 
 2007.2637   485.1940     0.0530 
 2007.2664   485.9820     0.0530 
 2007.2691   486.7010     0.0530 
 2007.2719   487.3120     0.0530 
 2007.2746   487.8190     0.0530 
 2007.2774   488.3960     0.0540 
 2007.2801   488.8510     0.0550 
 2007.2828   489.2320     0.0550 
 2007.2856   489.6510     0.0540 
 2007.2883   490.0790     0.0530 
 2007.2911   490.3740     0.0530 
 2007.2938   490.3950     0.0520 
 2007.2965   490.3460     0.0520 
 2007.2993   490.3760     0.0530 
 2007.3020   490.3910     0.0530 
 2007.3047   490.3590     0.0530 
 2007.3075   490.3910     0.0530 
 2007.3102   490.4230     0.0530 
 2007.3130   490.4060     0.0530 
 2007.3157   490.5650     0.0520 
 2007.3184   490.9400     0.0520 
 2007.3212   491.1860     0.0520 
 2007.3239   491.1960     0.0520 
 2007.3266   491.1390     0.0510 
 2007.3294   491.0620     0.0510 
 2007.3321   490.9020     0.0510 
 2007.3349   490.4870     0.0510 
 2007.3376   489.8820     0.0510 
 2007.3403   489.1800     0.0510 
 2007.3431   488.2570     0.0510 
 2007.3458   487.3000     0.0520 
 2007.3485   486.5330     0.0520 
 2007.3513   485.8090     0.0520 
 2007.3540   485.0000     0.0520 
 2007.3568   484.4000     0.0520 
 2007.3595   483.8630     0.0520 
 2007.3622   483.1910     0.0520 
 2007.3650   482.4510     0.0510 
 2007.3677   481.6670     0.0520 
 2007.3705   480.8480     0.0520 
 2007.3732   479.9570     0.0530 
 2007.3759   479.0280     0.0530 
 2007.3787   477.9770     0.0530 
 2007.3814   476.8220     0.0530 
 2007.3841   475.4490     0.0540 
 2007.3869   474.0360     0.0550 
 2007.3896   473.1540     0.0550 
 2007.3924   472.6400     0.0540 
 2007.3951   471.8790     0.0540 
 2007.3978   471.0100     0.0540 
 2007.4006   470.1270     0.0550 
 2007.4033   468.8910     0.0550 
 2007.4060   467.3920     0.0560 
 2007.4088   465.6580     0.0560 
 2007.4115   463.8220     0.0560 
 2007.4143   462.1150     0.0560 
 2007.4170   460.4780     0.0550 
 2007.4197   458.9090     0.0550 
 2007.4225   457.2950     0.0550 
 2007.4252   455.9000     0.0550 
 2007.4279   454.6450     0.0550 
 2007.4307   453.1280     0.0550 
 2007.4334   451.4650     0.0550 
 2007.4362   449.9720     0.0540 
 2007.4389   448.6100     0.0530 
 2007.4416   447.1650     0.0530 
 2007.4444   445.3640     0.0540 
 2007.4471   443.2430     0.0550 
 2007.4499   441.1490     0.0550 
 2007.4526   439.0730     0.0560 
 2007.4553   437.1030     0.0550 
 2007.4581   435.2840     0.0540 
 2007.4608   433.5520     0.0530 
 2007.4635   431.9560     0.0530 
 2007.4663   430.6310     0.0530 
 2007.4690   429.1820     0.0530 
 2007.4718   427.1540     0.0530 
 2007.4745   424.8950     0.0530 
 2007.4772   422.7890     0.0530 
 2007.4800   420.7890     0.0530 
 2007.4827   419.0870     0.0540 
 2007.4854   417.7100     0.0540 
 2007.4882   416.3400     0.0530 
 2007.4909   414.8440     0.0530 
 2007.4937   413.2980     0.0530 
 2007.4964   411.5940     0.0530 
 2007.4991   409.5030     0.0530 
 2007.5019   407.2060     0.0530 
 2007.5046   405.0720     0.0530 
 2007.5073   403.0220     0.0530 
 2007.5101   400.8300     0.0530 
 2007.5128   398.5950     0.0530 
 2007.5156   396.2270     0.0530 
 2007.5183   393.6940     0.0540 
 2007.5210   390.9920     0.0530 
 2007.5238   388.2550     0.0530 
 2007.5265   385.6860     0.0540 
 2007.5293   383.1070     0.0540 
 2007.5320   380.4610     0.0540 
 2007.5347   377.8470     0.0530 
 2007.5375   375.3520     0.0530 
 2007.5402   372.9200     0.0530 
 2007.5429   370.4500     0.0530 
 2007.5457   367.9750     0.0520 
 2007.5484   365.3540     0.0520 
 2007.5512   362.5400     0.0520 
 2007.5539   359.6660     0.0530 
 2007.5566   357.0530     0.0540 
 2007.5594   354.9920     0.0560 
 2007.5621   352.8800     0.0560 
 2007.5648   350.6090     0.0550 
 2007.5676   348.3720     0.0550 
 2007.5703   345.7820     0.0550 
 2007.5731   342.8880     0.0560 
 2007.5758   339.9620     0.0560 
 2007.5785   337.0530     0.0550 
 2007.5813   334.1740     0.0550 
 2007.5840   331.5100     0.0550 
 2007.5867   329.0570     0.0540 
 2007.5895   326.4310     0.0540 
 2007.5922   323.6050     0.0540 
 2007.5950   320.9040     0.0540 
 2007.5977   318.4500     0.0540 
 2007.6004   315.9830     0.0540 
 2007.6032   313.3810     0.0540 
 2007.6059   310.8160     0.0530 
 2007.6087   308.2110     0.0540 
 2007.6114   305.6610     0.0540 
 2007.6141   303.2540     0.0530 
 2007.6169   301.0160     0.0530 
 2007.6196   299.0540     0.0530 
 2007.6223   297.3490     0.0530 
 2007.6251   295.3740     0.0530 
 2007.6278   292.7670     0.0530 
 2007.6306   289.8710     0.0530 
 2007.6333   286.8910     0.0530 
 2007.6360   284.2290     0.0530 
 2007.6388   281.9530     0.0530 
 2007.6415   279.6310     0.0530 
 2007.6442   277.2870     0.0530 
 2007.6470   274.8990     0.0540 
 2007.6497   272.4940     0.0530 
 2007.6525   270.3190     0.0520 
 2007.6552   268.5440     0.0520 
 2007.6579   266.9710     0.0520 
 2007.6607   265.4400     0.0530 
 2007.6634   263.7530     0.0530 
 2007.6661   261.8320     0.0540 
 2007.6689   259.7850     0.0540 
 2007.6716   257.7480     0.0530 
 2007.6744   255.7920     0.0530 
 2007.6771   253.7510     0.0530 
 2007.6798   251.7580     0.0530 
 2007.6826   249.6690     0.0540 
 2007.6853   247.6520     0.0530 
 2007.6880   245.9730     0.0530 
 2007.6908   244.3510     0.0520 
 2007.6935   242.5300     0.0520 
 2007.6963   240.4760     0.0530 
 2007.6990   238.3980     0.0530 
 2007.7017   236.2960     0.0530 
 2007.7045   234.2060     0.0530 
 2007.7072   232.1940     0.0530 
 2007.7100   230.2340     0.0530 
 2007.7127   228.4590     0.0530 
 2007.7154   226.6050     0.0530 
 2007.7182   224.7300     0.0530 
 2007.7209   222.8710     0.0530 
 2007.7236   221.0450     0.0530 
 2007.7264   219.5190     0.0530 
 2007.7291   217.9270     0.0530 
 2007.7319   216.2810     0.0530 
 2007.7346   214.7560     0.0530 
 2007.7373   212.9450     0.0530 
 2007.7401   211.1080     0.0530 
 2007.7428   209.4010     0.0530 
 2007.7455   207.7090     0.0530 
 2007.7483   206.3700     0.0530 
 2007.7510   205.1500     0.0530 
 2007.7538   203.9170     0.0530 
 2007.7565   202.7740     0.0530 
 2007.7592   201.5620     0.0530 
 2007.7620   200.3960     0.0520 
 2007.7647   199.2400     0.0530 
 2007.7674   198.2090     0.0530 
 2007.7702   197.4440     0.0530 
 2007.7729   196.6990     0.0530 
 2007.7757   195.8590     0.0530 
 2007.7784   194.9690     0.0520 
 2007.7811   194.2200     0.0520 
 2007.7839   193.4980     0.0520 
 2007.7866   192.8970     0.0530 
 2007.7894   192.4760     0.0530 
 2007.7921   192.0680     0.0530 
 2007.7948   191.7600     0.0530 
 2007.7976   191.4020     0.0520 
 2007.8003   190.9450     0.0520 
 2007.8030   190.4530     0.0520 
 2007.8058   190.0770     0.0530 
 2007.8085   190.0840     0.0540 
 2007.8113   190.3120     0.0550 
 2007.8140   190.2850     0.0530 
 2007.8167   190.0720     0.0520 
 2007.8195   190.0660     0.0520 
 2007.8222   190.1540     0.0520 
 2007.8249   190.3250     0.0520 
 2007.8277   190.6080     0.0520 
 2007.8304   190.9070     0.0520 
 2007.8332   190.9790     0.0520 
 2007.8359   191.0310     0.0510 
 2007.8386   191.4100     0.0510 
 2007.8414   192.0440     0.0510 
 2007.8441   192.4860     0.0510 
 2007.8468   192.7250     0.0510 
 2007.8496   193.0020     0.0510 
 2007.8523   193.1950     0.0510 
 2007.8551   193.3820     0.0510 
 2007.8578   193.4170     0.0520 
 2007.8605   193.5220     0.0520 
 2007.8633   194.0690     0.0520 
 2007.8660   194.5990     0.0520 
 2007.8688   194.8860     0.0520 
 2007.8715   195.3910     0.0520 
 2007.8742   195.9800     0.0510 
 2007.8770   196.3370     0.0510 
 2007.8797   196.9620     0.0520 
 2007.8824   198.0590     0.0530 
 2007.8852   199.3300     0.0530 
 2007.8879   200.6940     0.0530 
 2007.8907   202.2200     0.0520 
 2007.8934   203.6400     0.0520 
 2007.8961   204.4130     0.0530 
 2007.8989   204.7630     0.0530 
 2007.9016   205.0960     0.0530 
 2007.9043   205.8110     0.0530 
 2007.9071   206.8970     0.0520 
 2007.9098   208.1160     0.0530 
 2007.9126   209.4790     0.0530 
 2007.9153   211.0110     0.0540 
 2007.9180   212.5790     0.0540 
 2007.9208   214.1590     0.0540 
 2007.9235   215.7490     0.0540 
 2007.9262   217.1480     0.0540 
 2007.9290   218.4990     0.0550 
 2007.9317   219.8240     0.0540 
 2007.9345   221.0940     0.0530 
 2007.9372   222.3990     0.0530 
 2007.9399   223.9370     0.0530 
 2007.9427   225.4150     0.0530 
 2007.9454   226.6050     0.0540 
 2007.9482   227.7120     0.0550 
 2007.9509   228.8450     0.0550 
 2007.9536   230.2180     0.0550 
 2007.9564   231.7550     0.0550 
 2007.9591   233.3700     0.0550 
 2007.9618   234.9410     0.0550 
 2007.9646   236.2940     0.0550 
 2007.9673   237.6760     0.0550 
 2007.9701   239.2850     0.0560 
 2007.9728   241.0020     0.0560 
 2007.9755   242.6550     0.0560 
 2007.9783   244.4000     0.0550 
 2007.9810   246.0650     0.0540 
 2007.9837   247.5790     0.0530 
 2007.9865   249.1200     0.0530 
 2007.9892   250.8800     0.0530 
 2007.9920   252.7150     0.0530 
 2007.9947   254.7670     0.0530 
 2007.9974   256.8370     0.0530 
 2008.0002   258.4080     0.0520 
 2008.0029   260.0450     0.0510 
 2008.0056   261.9230     0.0520 
 2008.0084   263.8120     0.0520 
 2008.0111   265.5180     0.0520 
 2008.0139   267.1100     0.0520 
 2008.0166   268.7690     0.0530 
 2008.0193   270.5660     0.0560 
 2008.0221   272.5800     0.0570 
 2008.0248   274.9130     0.0560 
 2008.0276   277.4680     0.0550 
 2008.0303   280.0860     0.0530 
 2008.0330   282.7990     0.0520 
 2008.0358   285.7090     0.0520 
 2008.0385   288.6100     0.0520 
 2008.0412   290.9730     0.0520 
 2008.0440   292.9360     0.0520 
 2008.0467   294.9530     0.0520 
 2008.0495   297.0380     0.0520 
 2008.0522   299.1570     0.0520 
 2008.0549   301.6200     0.0520 
 2008.0577   304.3660     0.0520 
 2008.0604   306.7500     0.0520 
 2008.0631   309.0350     0.0520 
 2008.0659   311.4790     0.0510 
 2008.0686   313.8660     0.0510 
 2008.0714   316.4780     0.0520 
 2008.0741   319.2650     0.0520 
 2008.0768   321.7730     0.0530 
 2008.0796   324.0430     0.0530 
 2008.0823   326.4330     0.0530 
 2008.0850   329.1480     0.0530 
 2008.0878   332.3410     0.0530 
 2008.0905   335.5430     0.0530 
 2008.0933   338.3550     0.0530 
 2008.0960   341.1300     0.0530 
 2008.0987   344.0170     0.0530 
 2008.1015   346.8510     0.0530 
 2008.1042   349.4280     0.0530 
 2008.1069   351.9800     0.0520 
 2008.1097   354.8180     0.0520 
 2008.1124   357.6110     0.0510 
 2008.1152   359.8780     0.0520 
 2008.1179   361.9260     0.0520 
 2008.1206   364.4020     0.0520 
 2008.1234   367.0870     0.0510 
 2008.1261   369.3820     0.0510 
 2008.1289   371.4490     0.0510 
 2008.1316   373.9290     0.0500 
 2008.1343   376.7360     0.0500 
 2008.1371   379.5080     0.0500 
 2008.1398   382.1460     0.0500 
 2008.1425   384.8970     0.0510 
 2008.1453   387.8390     0.0510 
 2008.1480   390.8660     0.0510 
 2008.1508   393.7880     0.0510 
 2008.1535   396.4180     0.0510 
 2008.1562   398.9680     0.0510 
 2008.1590   401.5640     0.0510 
 2008.1617   404.0480     0.0520 
 2008.1644   406.7480     0.0520 
 2008.1672   409.7520     0.0520 
 2008.1699   412.7330     0.0520 
 2008.1727   415.8630     0.0510 
 2008.1754   418.9150     0.0510 
 2008.1781   421.7410     0.0510 
 2008.1809   424.2900     0.0500 
 2008.1836   426.7090     0.0500 
 2008.1863   429.3040     0.0510 
 2008.1891   431.7610     0.0510 
 2008.1918   434.4630     0.0510 
 2008.1946   437.4940     0.0510 
 2008.1973   440.3930     0.0500 
 2008.2000   443.2110     0.0500 
 2008.2028   445.9770     0.0500 
 2008.2055   448.9090     0.0500 
 2008.2083   452.0320     0.0500 
 2008.2110   455.0600     0.0500 
 2008.2137   457.9320     0.0500 
 2008.2165   460.8630     0.0500 
 2008.2192   463.8630     0.0500 
 2008.2219   466.9840     0.0500 
 2008.2247   470.1520     0.0500 
 2008.2274   473.1060     0.0500 
 2008.2302   475.8210     0.0500 
 2008.2329   478.3170     0.0500 
 2008.2356   480.6430     0.0500 
 2008.2384   482.8520     0.0490 
 2008.2411   484.9140     0.0490 
 2008.2438   486.6440     0.0490 
 2008.2466   488.1600     0.0490 
 2008.2493   489.7910     0.0490 
 2008.2521   491.6170     0.0490 
 2008.2548   493.5510     0.0480 
 2008.2575   495.3670     0.0480 
 2008.2603   497.0260     0.0480 
 2008.2630   498.7030     0.0480 
 2008.2657   500.4340     0.0490 
 2008.2685   502.4240     0.0490 
 2008.2712   504.6880     0.0490 
 2008.2740   506.7890     0.0490 
 2008.2767   508.6420     0.0490 
 2008.2794   510.3430     0.0490 
 2008.2822   511.8120     0.0490 
 2008.2849   512.9410     0.0490 
 2008.2877   513.7850     0.0490 
 2008.2904   514.5710     0.0490 
 2008.2931   515.6640     0.0490 
 2008.2959   517.3180     0.0490 
 2008.2986   519.3540     0.0490 
 2008.3013   521.5830     0.0500 
 2008.3041   523.7760     0.0500 
 2008.3068   525.7690     0.0510 
 2008.3096   527.4030     0.0510 
 2008.3123   528.4030     0.0490 
 2008.3150   529.1400     0.0490 
 2008.3178   529.9000     0.0490 
 2008.3205   530.7190     0.0490 
 2008.3232   531.7710     0.0490 
 2008.3260   533.1570     0.0490 
 2008.3287   534.6550     0.0490 
 2008.3315   535.9750     0.0490 
 2008.3342   536.9680     0.0490 
 2008.3369   537.7020     0.0490 
 2008.3397   538.2650     0.0500 
 2008.3424   538.5360     0.0500 
 2008.3451   538.7520     0.0500 
 2008.3479   539.2540     0.0510 
 2008.3506   539.9010     0.0510 
 2008.3534   540.6660     0.0500 
 2008.3561   541.4000     0.0500 
 2008.3588   541.8330     0.0510 
 2008.3616   542.2370     0.0510 
 2008.3643   542.5410     0.0510 
 2008.3671   542.6200     0.0510 
 2008.3698   542.6210     0.0510 
 2008.3725   542.6180     0.0510 
 2008.3753   542.6240     0.0510 
 2008.3780   542.6610     0.0520 
 2008.3807   542.6820     0.0520 
 2008.3835   542.6100     0.0520 
 2008.3862   542.3370     0.0520 
 2008.3890   541.8870     0.0520 
 2008.3917   541.5400     0.0520 
 2008.3944   541.4370     0.0510 
 2008.3972   541.3160     0.0510 
 2008.3999   541.2990     0.0510 
 2008.4026   541.4830     0.0520 
 2008.4054   541.4470     0.0520 
 2008.4081   541.1750     0.0520 
 2008.4109   540.6610     0.0510 
 2008.4136   540.0880     0.0510 
 2008.4163   539.7160     0.0510 
 2008.4191   539.2100     0.0510 
 2008.4218   538.4280     0.0510 
 2008.4245   537.3720     0.0510 
 2008.4273   536.1100     0.0510 
 2008.4300   534.9040     0.0510 
 2008.4328   533.7630     0.0520 
 2008.4355   532.7400     0.0520 
 2008.4382   531.6880     0.0510 
 2008.4410   530.5040     0.0510 
 2008.4437   529.2020     0.0510 
 2008.4465   527.6330     0.0510 
 2008.4492   526.0660     0.0510 
 2008.4519   524.6800     0.0510 
 2008.4547   523.2860     0.0500 
 2008.4574   521.9000     0.0500 
 2008.4601   520.5450     0.0510 
 2008.4629   519.0480     0.0520 
 2008.4656   517.4150     0.0520 
 2008.4684   515.8290     0.0510 
 2008.4711   514.3520     0.0500 
 2008.4738   512.8540     0.0500 
 2008.4766   511.3300     0.0500 
 2008.4793   509.8580     0.0500 
 2008.4820   508.3830     0.0500 
 2008.4848   507.0870     0.0510 
 2008.4875   505.7380     0.0510 
 2008.4903   504.0000     0.0510 
 2008.4930   502.0390     0.0510 
 2008.4957   499.8060     0.0510 
 2008.4985   497.4770     0.0520 
 2008.5012   495.2960     0.0520 
 2008.5039   493.2330     0.0520 
 2008.5067   491.1690     0.0520 
 2008.5094   489.0780     0.0520 
 2008.5122   487.2330     0.0520 
 2008.5149   485.3900     0.0520 
 2008.5176   483.2550     0.0520 
 2008.5204   481.1180     0.0520 
 2008.5231   479.1510     0.0520 
 2008.5258   477.2080     0.0520 
 2008.5286   474.9350     0.0520 
 2008.5313   472.4400     0.0520 
 2008.5341   469.8330     0.0530 
 2008.5368   466.9270     0.0530 
 2008.5395   464.0650     0.0530 
 2008.5423   461.5090     0.0530 
 2008.5450   459.0840     0.0520 
 2008.5478   456.5340     0.0520 
 2008.5505   453.7520     0.0510 
 2008.5532   450.8300     0.0510 
 2008.5560   447.5750     0.0520 
 2008.5587   444.1040     0.0520 
 2008.5614   440.6450     0.0510 
 2008.5642   437.3990     0.0510 
 2008.5669   434.7460     0.0510 
 2008.5697   432.2840     0.0510 
 2008.5724   429.5950     0.0510 
 2008.5751   426.7700     0.0510 
 2008.5779   424.0190     0.0510 
 2008.5806   421.2610     0.0510 
 2008.5833   418.2470     0.0510 
 2008.5861   415.0030     0.0510 
